,0,1,2
0,발목인대봉합술 mbo  후  개월 지났는데 수술부위 및 뒷꿈치 통증이 있습니다,우측 발목에 있어 발목불안정증  거골경사각   도가 측정되고 몇개월동안 보존적 치료를 하였지만 전진이 없어   월 인대봉합술을 진행하였고  개월 반 정도 발목 보호대 착용하였고 물리치료를 받았습니다  현재는  개월 조금 넘은 상태이고 병원 내원이 힘들어 물리치료를 받고 있지 않고 있습니다  가볍게 걸을때는 이질감이 있는 정도인데 걷는 시간이 길어지거나 체중을 부하한 상태로 짧은 시간 걷기  방향전환에 있어 수술부위 부근과 뒷꿈치쪽으로 찌릿한 통증이 옵니다   평소대로 스트레칭 냉찜질 정도만 유지하면 되는것인지 궁금합니다  ,마취통증의학과
1,목디스크 진단 MRI밖에 없나요 ,목디스크 진단을 받고 싶은데 꼭 MRI를 찍어야만 알 수 있어요  아니 아닐 수도 있는데 비싼 돈을 내고 목디스크 진단을 받아야 한다는게    좀 그래요  사실 저는 증상이 애매하거든요  검사는 제가 다이고 있는 병원 원장님이 하자고 하셨고요  목디스크 진단 받을 수 있는 다른 방법 없을까요 ,마취통증의학과
2,일자목 디스크도 있는듯  ,제가 일자목인데 처음에는 뻣뻣하고 약간 아팠거든요  근데 지금은 증상이 심해진걸 보니 디스크도 생긴거 같아요  그럼 디스크치료를 먼저 해야 하나요  아님 일자목 교정을 해야 하나요  아님 일자목랑 디스크 같이 치료할 수 있어요 ,마취통증의학과
3,발목 불안정증 한 발로 서기 힘들어,발목 불안정증이 있어요  병원에서 진단을 받았고 운동치료를 받아보자고 했는데 너무 비싸서 한두번 받고 말았아요  그리고 발목 불안정증 운동 집에서 해도 좋다길래요  근데 최근에 제가 요가를 시작했는데 발목 불안정증때문인지 한 발로 서는 동작이 어려운데 이거 운동하면 저절로 좋아질까요 ,마취통증의학과
4,발가락이 아파요 신발에 눌리면서,발가락이 아파요   제 생각엔 신발에 눌리면서 생긴 통증인거 같은데    이거 병원에 가서 치료받으면 좀 나아질까요  아니   큰 맘 먹고 산 신발인데 이거만 신으면 발가락이 아파요    아픈데 신발은 포기하기 싫거든요  그리고 이거 신고 아프면 한동안 다른 신발을 신어도 발가락이 아파요  이 신발이 저한테 안 맞는 건가요 ,마취통증의학과
5,손목 부러짐 TFCC도 같이,손목 부러짐으로 질문드려요  손으로 바닥을 짚으면서 부러졌고 손목 부러짐은 엑스레이 찍어서 확인을 했어요  근데 어제 MRI를 찍어서 TFCC도 있다는 걸 알았는데 담당쌤이 손목 부러짐으로 TFCC가 생기는 일도 있대요  아무튼 이거를 수술해야 한다고 하는데 저는 문제가 두 개라 수술이 잘 끝날지 걱정이 됩니다   어려운 수술이 될까요 ,마취통증의학과
6,팔꿈치 엘보 통증 염증인가요 ,팔꿈치 엘보 통증이 있는데 이거 염증이 생겨서 그런걸가요  집안일만 해서 다른 원인은 모르겠고 청소하고 빨래하면서 많이 사용해서 팔꿈치 엘보 통증이 생긴 거 같은데 찾아보니깐 염증생겼을 때 증상이랑 지금 제 팔꿈치 엘보 통증이랑 비슷해요  동네에 자주가는 정형외과가 있는게 거기 가도 되죠 ,마취통증의학과
7,팔꿈치 관절 통증 익숙하지 않음,팔꿈치 관절 통증이 있는데 익숙한 통증이 아니라 어떻게 해야할지   할일 좀 끝내고 오후에 병원에 가려고 하는데 팔꿈치 관절 통증 이유가 뭔지 궁금해서요     계속 아프니 신경이 쓰여 팔꿈치 관절 아픈 원인 찾고 있는데 넘  많아서 모르겠어요 ,마취통증의학과
8,무릎 물리치료 효과있긴 하나요 ,무릎 물리치료를 일주일에    번 받고 있는데 통증이 여전해요   엑스레이 찍고 진료봤는데 무릎 물리치료받고 약 먹어 봅시다  이랬는데 아무런 효과가 없으니 답답하고 뭔가 안에서 문제를 키우는 느낌  무릎 물리치료를 받을게 아니라 MRI라도 찍어봐야 하는거 아닌가요 ,마취통증의학과
9,연골손상치료 관절염에도 하나요 ,제가 관절염 초기인데요  연골손상치료를 하자고 합니다  이런저런 설명을 들었는데요  정말 연골손상치료를 하고 좋아질 수 있을지 의문입니다  병원에서는 연골손상치료를 하자고 하는데 그게 아니라 나중에 인공관절 수술을 하는게 맞지 않나요 ,마취통증의학과
