,27,28,29
0,허리 골반 통증질문,허리인가 골반에 좌우 하나씩 툭 튀어나온 뼈가 있잖아요 근데 제가 왼쪽 튀어나온 뼈 바로 옆이 통증이 좀 있어서요    이제 고 이고 어제 아침 일어났을때부터 갑자기 아프더니 이틀째 아프네요 잠을 잘못자서 그런걸까요  자연적으로 낫는건가요 침을 맞거나 병원가야하나요 ,마취통증의학과
1,엉덩이 아픔,올해 초 입니다  언제인가 부터 일어날 때마다 엉덩이가 아프더라구요  진짜 어디 부딪친 적도 없고 그런데 갑자기 그러니까 너무 당황스러웠어요  지금도 잠깐 일어났는데 너무 아파요  처음엔 아프네  정도였는데 시간이 지나면서 더 아파지더라구요   그래서 질문은      왜 이렇게 엉덩이가 아픈거죠      통증을 없애려면 어떻게 할까요     내공    드립니다 ,마취통증의학과
2,손가락 마디 통증,농구를 하고 공에 손가락이 스쳐서 손가락 마디가 붓고 구부리거나 누르면 통증이 느껴지는데 이거 뭔가요    치료는 어떻게 해야하는건가요    오른쪽 네번째 손가락 입니다 ,마취통증의학과
3,오른쪽 팔이 아파요,어젯밤부터 아팠는데 뭐 때문인지는 잘 모르겠고 느끼기엔 갑자기 아픈 거 같은 느낌입니다   어깨와 팔뚝 부분이 아픈데 힘을 빼고 올리거나 돌리는 데에는 무리가 없고  무언가 들거나 힘을 줘서 앞뒤로 움직일 때 통증이 있습니다  특히 뒤쪽으로 움직일 때 통증이 제일 심하네요   올리거나 돌려보면 괜찮은 거 보니 팔이 빠졌다거나 뼈 쪽 문제는 아닌 거 같은데 근육이나 인대 쪽일까요    또 오늘이 일요일이라 병원 방문이 어려울 거 같은데 파스나 근육통 약이 도움이 될지 궁금합니다  ,마취통증의학과
4,답변 부탁드려요,   일전부터 오른쪽머리에통증 이오기시작했는데 멈췄다가 바로다시 찌릿 욱신거리는통증이계속와요 왜그러죠 머리 맨위에 부분하고 목부분에 통증이옵니다    왜그런거죠      년전 왼쪽에 건물벽에 쎄게 부딪힌것때문에 아픈걸까요 아니면 제가고 인데 목을 잘못해서 그런걸까요 잘알려주세요,마취통증의학과
5,꼬리뼈가 아픈데 어떡해야 할까요 ,동생이랑 레슬링을 하다가 꼬리뼈를 세게 맞았는데 움직일때마다 너무너무 아파요    이럴때는 어떻게 해야 안 아파지나요   ,마취통증의학과
6,여자 아랫배 통증 생식기쪽,제가 그린 그림에 빨간 부분이 욱신거리고 아파요 전에도 이런적이 있었는데 그땐 냅두니까 안아프더라구요 근데 지금은 더 심한데 왜이런건가요     지금도 너무 아파요  ,마취통증의학과
7,엄지 발톱 통증,갑자기 아침에 일어나서 밥먹고 일어서서 물 마실라고 걸어가는 도중에 엄지 발톱 쪽에 통증이 생겼습니다  근데 외형적으로는 일단은 아무 문제가 없습니다  좀 찌릿하고 피멍 든것처럼 아픕니다  아무리 생각해도 엄지 발톱을 어디 부딪히거나 뭐 한적이 없는데 갑자기 아픕니다   뭐죠 ,마취통증의학과
8,고관절 통증,자주는 아니고 종종 걸을 때마다 고관절  에서 옅은 통증이 느껴져요    문제가 뭘까요  움직이지 못할 정도는 아닌데 통증 때문에 움직이고 싶지도 않은   ,마취통증의학과
9,조직검사후 통증지속,조직검사를 권해서 진행하고 바늘 들어간부위 통증이 일시적이겠지 했으나 두달이 지나도 자다가 아려서보면 바늘찌륻 부위입니다 잘못된건지 걱정되네요 초음파를 다시해서 왜 통증이 있는지 확인할수있나요  ,마취통증의학과
10,무시외반증 관련 질문,무지외반증이 있습니다   참고로 새끼 발가락이 저렇게 휘고 누워있는거는 유전 입니다  의사선생님도 무지외반증이 맞지만  통증이 있지 않다면 굳이 시술을 할 필요는 없다고 하셨습니다  전 아직 통증은 없습니다   근데  특히 사진 기준으로 왼쪽 발가락들이 겹쳐있으니까 진짜 너무 불편하고 속상해요   교정기는 딱히 효과가 없더라고요  그리고 저도 여름에 예쁜 샌달 신고다니고 싶은데 제 발은 이렇게 생겨가지고 다른 친구들 발이 너무 부러워요  결론  이정도면 시술 안되나요    만약 된다면 돈이 많이 드나요   ,마취통증의학과
11,맹장수술후,수술한지 이제 일주일째 입니다 밴드가 거의 떼어지고 있는데 비누칠로 샤워해도 도 나요  그리고 필라테스는 한달뒤에 해야 하나요 ,마취통증의학과
12,발가락 통증,왼쪽발 세번째 발가락  오른쪽 네번째 발가락에 통증이 온지 이틀정도 되었습니다  직업이 강사라 많이 걷고 뛰고 서있고 하다보니 그냥 부딪혀서 아픈가보다 했는데 편히 쉬었는데도 구부리기만 해도 통증이 있어서 놀랐습니다   왼쪽발 세번째 발가락은 그냥 살포시만 구부려봐도 찌릿 아파서 찌푸려지는 수준이구요  오른쪽발 네번째 발가락은 좀 덜합니다  바쁘게 뛰어다니는 일이 하루 이틀이 아닌데 새삼스레 발가락이 아프네요  아직 통풍이 올 나이는 아닌것 같은데  이 통증은 뭘까요 ,마취통증의학과
13,백신 통증 관련 질문,안녕하세요   대 여학생입니다  제가 오늘 화이자 백신을 맞았는데요  팔 통증이 좀 많이 심한데요     팔 통증은 대부분 며칠정도 가나요     얼음찜질은 어떻게 하는게 좋나요   그냥 얼음  아이스팩  가지 알려주시면 감사하겠습니다     화이자 부작용 간단하게,마취통증의학과
14,빠르고 정확한 답변 부탁드립니다,   일전부터 오른쪽머리에통증 이오기시작했는데 멈췄다가 바로다시 찌릿 욱신거리는통증이계속와요 왜그러죠 머리 맨위에 부분하고 목부분에 통증이옵니다    왜그런거죠      년전 왼쪽에 건물벽에 쎄게 부딪힌것때문에 아픈걸까요 아니면 제가고 인데 목을 잘못해서 그런걸까요 잘알려주세요,마취통증의학과
15,정수리주변 통증,한    일 전부터 정수리 주변 왼쪽정수리 약간 뒤쪽이 누르면 아파요 막 찾아보니까 치료해야 한다고 해서 무서운데  어떻게 하죠 치료라도 괜찮으니까 정확한 질환을 알려주세요 내공은    이요,마취통증의학과
16,오른쪽 갈비뼈 멍든 느낌의 통증,오늘 저녁부터 갑자기 오른쪽 가슴 바로 아랫부분의 갈비뼈가 멍든 곳을 누르는 것같은 통증이 듭니다   분 정도 아프다가 괜찮아지더니     시간 뒤 또 아픔이 반복됩니다  통증이 나타났을 때 그 부분을 만지면 멍든 곳을 만진 것처럼 가장 아픈 부위가 있다가 통증이 사라졌을 때는 어딜 눌러도 아픈 곳이 전혀 없습니다  왜 그러는 걸까요  그냥 일시적인 근육통증인 걸까요 ,마취통증의학과
