0,1,2
다리에 혈전이 생긴걸까요  ,요즘 양 다리가 많이 뻐근하고 뭉친듯한 느낌과 뒤로 당기는 듯한 느낌이 자주 듭니다  차갑게 싸해지기도 하구요  또  다리를 굽히면 저리기 시작해요  하루 중 대부분이 이런 상태 입니다  왼쪽 다리가 오른쪽 다리보다 심합니다  보니까 왼쪽 종아리가 오른쪽보다 조금 부은거같아요  근데 통증은 없어요  이외에도 발도 차갑고 가끔씩 축축해져요  발이 저릴 때도 있구요  발도 마찬가지로 통증 없습니다  안부었어요  그런데 오늘 낮에 보니까 무릎에 멍 같은게 생겼더라구요  부딫힌 기억이 없는데 말이죠   혹시 혈전일까요   멍 같은거 누르면 아프니까 혈전 아니고 자던 도중 부딫혀서 생긴 멍일까요   하지만 혈전이 아니라면 다리랑 발 상태는 왜 이럴까요     운동 안하고 하루 중 대부분을 앉아서 시간 보내는데 이게 원인일까요    하지정맥류일 수도 있나요   ,순환기내과
Ast alt 감마지디피 이상신호 질문요 ,얼마전 건강검진 나온 결과이구요   세 남성입니다        kg B형간염 해당없음   간장질환 수치는 사진첨부입니다  몸엔 큰 증상은 없어보이는데  수치 높은편인가요  병원 내원해야되는건가요 ,순환기내과
혈압약과 맥주,맥주한잔 마시고 한시간뒤 생각없이 혈압약을 먹었는데 괜찮을까요 ,순환기내과
국가건강검진  일반건강검진 ,오늘 검진 받고 왔습니다   국가건강검진  일반건강검진  중에 정신건강검사 우울증    만  세                        년동안 마다  회 검사 인데   왜 저는 안 받은거죠  한번도 검사 받은적이 없는데  따로 말했어야 하나요  제가 스트레스가 많아 그런지 고혈압으로 나왔어요  과도한 심한 스트레스가 혈압에영향을 주는지 미쳐 몰랐네요 ,순환기내과
혈압 수치       ,최근 건강검진 결과가 나왔는데 혈압수치가       가 나왔습니다  평소 운동을 즐겨하는 편이며 건장한 체격의 남성입니다  이 혈압에 대해서 어떻게 생각하시는지 의사님의 의견을 듣고싶고  예방을 해야 할 부분이 있다면 말씀 부탁드립니다 ,순환기내과
췌장염    증상,최근  개월 정도 왼쪽 가슴 아래 통증과 등 통증이 있어서 병원을 갔더니 가능성을 쭉 말씀해주셨어요  근데 그 중에 췌장 관련 증상들이 좀 비슷한거 같은데 불안하고 무서워서요    흉통은 처음에 정말 몇분 찌릿하고 숨도 못 쉬게 아팠는데  주정도 지난 후 부터는 그냥 살살 쭉 아파요 멍든 곳 아픈 느낌 정도요  등은 사실 단순 근육통처럼 뻐근하게 아픈데 같이 아프니까 너무 신경 쓰이고 그러네요   저  월에 건강검진으로 수면 내시경 한 적이 있는데 그때 뭐 특별한 말은 없었으니 크게 막 암이나 그런건 아니겠죠    소화불량이랑 변비가 항상 심한 편인데 이것도 그냥 참고로 알려드려요,순환기내과
다리에 파란 혈관이 너무 잘 보여요   만지면 튀어나오거나 그런건 아닌데   생각보다 너무 심하네요   심각한 일은 아니겠죠 ,다리에 파란 혈관이 너무 잘 보여요   만지면 튀어나오거나 그런건 아닌데   생각보다 너무 심하네요   심각한 일은 아니겠죠 ,순환기내과
오른쪽 허벅지 미세한 통증  또는 불편한 느낌 ,다리 혈관문제 및 하지정맥류 발병시 약물치료 하나요  아니면 스텐트 시술로 치료하나요  ,순환기내과
  세 남자           혈압질문,  세 남자       cm     kg      혈압은           인데      이정도 수치면 당장 혈압약을 타먹어야하는 수치인가요       그리고 약처방을 받으려면  동네에 있는  작은 의원에가도  처방을 해주실까요   아니면 대학병원에서 정밀검사를 해야지 처방이가능한가요  금전적문제때문에 그렇습니다 ,순환기내과
혈압    에  인데 많이 높은건가요  의사선생님이 큰병원가서 정밀 검사한전 받아보라고 할정도라서 조금 무서워요    신체는 키   에몸무게  ,혈압    에  인데 많이 높은건가요  의사선생님이 큰병원가서 정밀 검사한전 받아보라고 할정도라서 조금 무서워요    신체는 키   에몸무게   입니다,순환기내과
체력 별로 안 좋고 저혈압 있는 사람이 걸어서  분 거리를  분만에 쉬지도 않고 죽어라 뛰면 기절할 수도 있나요 ,체력 별로 안 좋고 저혈압 있는 사람이 걸어서    분거리를  분만에 쉬지도 않고 죽어라 뛰면 기절할 수도 있나요     ,순환기내과
간수치   나왔어요  주전 간기능검사 초음파검사는 간이 깨끗하다는데 혈액검사결과 수치가   나왔어요 작년에도    정도 나왔던거 같아요 현재 복,간수치   나왔어요  주전 간기능검사 초음파검사는 간이 깨끗하다는데 혈액검사결과 수치가   나왔어요 작년에도    정도 나왔던거 같아요 현재 복용중인약은 고지혈증 혈압약 간기능개선재 위장약 이렇게 복용합니다 CT나 MRI검사를 해야하나요 ,순환기내과
부정맥인가요 ,몇 달 전 추석기간때 며칠동안 심장이 두근거리고 죽을까봐 무서워서 잠을 잘 못 잤던 경험이 있습니다    부정맥일지도 모른다는 생각에 맥을 짚어봤는데 맥은 멀쩡하고 목 부근  쇄골 사이  그쪽에서도 심장박동이 느껴져서 손을 갖다대봤는데 부르르  거리는 진동같은게 한두번도 아니고 여러번 느껴지기도 했어요 몇 달 괜찮다가 오늘 아침에도 생각이 나서 손을 갖다대보니 또 그러더라고요 평소에 호흡곤란이나 가슴통증같은건 없었지만 가끔 낮밤이 바뀌어서 오후까지 자고 일어난 날이면 머리가 아플때는 있고 일년에 한두번 정도 속이 엄청 울렁거릴때도 있는 것 같아요 이번년도 초반부터 낮잠을 자고 일어나면 뭔가 등쪽에서 진동같은게 느껴져서 깨곤 했는데 여러번  부정맥일지도 모른다는 생각과 자다가 죽을 수도 있겠다는 생각을 하니 막 무서워지더라고요 처음 증상 나타난 이후로 자꾸 맥을 짚어보게 되기도 하고    손목으로 맥을 짚어봤을땐 정상적으로 잘 뛰고  분에   회 정도인가 나왔어요    쓸데없는 것에 너무 불안해해서 생긴 증상일까요  집 근처에 가까운 심장전문병원도 없고 한번 검사할때마다   만원이 넘게 나온다는데 사실인가요    진짜라면 어떻게 해야 할지 모르겠어서 글 씁니다   ,순환기내과
콜레스테롤 검사를 했는데 결과가 어떤가요  내공     ,올해   살 여자입니다  키       몸무게        검사 전날 밤   시 이후부터 금식 후 다음날 오전  시   분 정도에 보건소에서 콜레스테롤 검사를 하였는데  중성지방     HDL    LDL     총콜레스테롤      이렇게 나왔습니다   결과가 어떤지 알고 싶습니다   감사합니다 ,순환기내과
혈관이 튀어나옴,혈관이 보이는데 해결방법이 뭐 없을까요    약 추천도 해주세요 ,순환기내과
심근경색에 대해,안녕하세요  궁금한 게 있습니다  심근경색의 전조증상 중 식은땀이 난다고 하던데 식은땀이 왜 나는 건지 알려주시면 감사하겠습니다    혈관이 막히기 때문인가요  감사합니다 ,순환기내과
심장 두근거림 저혈압 맥박,맥박 횟수는 빠른데 맥이 약한 건 뭔가요  제가  차맞고 가슴이 답답하고 심장이 두근거리는 증상이 좀 있어서  차 맞으러갔다가 그냥 안맞고 왔는데 의사선생님께서 맥을 짚어보시고 혈압도 재봤더니 혈압도 좀 낮고 맥이 약하다고 하셔가지고요  집에서 잴때 혈압이       요정도에서 왔다갔다  서 좀 낮다는 건 알고 있었는데 맥박이   넘어서 맥박은 빠르네 했었죠  근데 맥이 약하다고 하네요  심장기능에 문제있는걸가요  초음파 검사해봐야하나요 ,순환기내과
건강검진 콜레스테롤 결과 한번 봐주세요,  살 여성         키로 입니다  최근에 회사에서 건강검진 받으라해서 받았는데 콜레스테롤 수치가 다 높게나왔네요    비흡연자이고 가족력도 없는데     병원가서 정밀 검사가 필요할까요   식습관을 개선한다면 어떻게 하면 좋을까요 ,순환기내과
맥박 정상인가요 ,제가 병원에서 맥박을 재봤는데 제나이가   설이거든요 근데 맥박이   인가    이 나왔어요 정상인가요 ,순환기내과
다이어트로 빈혈 해결법,한달째 다이어트 중인데요 잘 먹질 않아서 어지럽고 기운없고 빈혈증세가 나타나더라구요 근데 음식을 먹고 싶진않아요 빈혈약 약국에서 처방 받아 먹거나등 음식 섭취하는것 외에 해결법 뭐가 있을까요  ,순환기내과
간 혈관종,ct 상 간에 혈관종    cm가 있어서 큰 병원으로 오게 되었어요  차 병원인데 혈관종이 악성인지 양성인지 판단 해야되서 검사를 받는데 피를  통이나 채혈해 갔는데 이건 무슨 검사인가요 ,순환기내과
큐시미아 부작용인가요,현재 고혈압약  고지혈증약 처방받아 복용중 이고 함께 큐시미아 단계처방받아 오전에 고혈압약 복용후 최소   분 후 시차두고  일째먹는데 점심식사 후  시  시쯤되면 가슴두근거림증상있습니다  그거말곤 새벽에 조금씩 깨다 다시잠들고 무기력감있는데    원래도 가끔 공황오듯 두근거림이 있던지라 계속복용해도 될지 궁금합니다  처방해준 병원 내원하기 껄끄러운 사정이 있어 여기에 질문하니 광고는 사절합니다 ,순환기내과
고혈압약 교체,      정도 카나브  먹고 유지되고있었는데  간수치가 높다면서 셀레비카    으로 교체뒤 혈압이      정도로 떨어지는 날이 많다하니 다시 디오르탄  으로 약을 교체 처방받았어요 일어나서 화장실 다녀와서 재니 또      정도 나오는데   왔다갔다하고 한시간뒤쯤 다시재니       정도나 나오네요 혈압이 낮게 나올시기에는 피곤하고 가끔 가만히 앉아서 눈만깜빡했는데도 현기증이 날때도 있었싑니다 이약을 계속 먹어야할까요  그리고 일어나서   분정도 있다가 잰 혈압이 맞는건지  시간 뒤 혈압을 재는건지  어떤게 맞는건지요 ,순환기내과
 개월에 한번씩  머리안에서 혈관이 올라오는 기분을 느껴요 그때마다 매스꺼움과 어지러운 중간사이 느낌이에요 눈에 충혈도잇구요   이게 뇌쪽에 질, 개월에 한번씩  머리안에서 혈관이 올라오는 기분을 느껴요 그때마다 매스꺼움과 어지러운 중간사이 느낌이에요 눈에 충혈도잇구요   이게 뇌쪽에 질환이 있는건가요 ,순환기내과
휴식시 맥박이 빨라요,점심 식사 후 사무실에 앉아있으면 약 한두시간 뒤에 심장이 두근거리는 게 느껴지면서      정도의 맥박을 보입니다  이때 혈압도 재보면 매우 높게 수축기        에 이완기  정도 나옵니다  평소에 커피를 마시지는 않는데  다른 문제가 있는 것일까요  원래 고혈압도 없습니다  안정 시 측정하면 저혈압에 가까운 정상 범위가 나옵니다 ,순환기내과
