0,1,2
약에 대해서 질문드려요,지금 식도염과 정신과약을 먹고 있습니다  혹시 약 겹치는 부분이있는지 너무 궁금해서요  정신과약에 내과약이 있는데요 게루삼정 하이라제정  내과약은 넥스페졸정   mg 무코텍트서방정   m 레보론정  mg  한시간 간격으로 내과약 정신과약 먹고있어요 겹치는약은 없지요 ,순환기내과
협심증 유전인가요 ,안녕하세요 중  여자입니다  일단 저는 쌍둥인데다가     kg 체중미달로 태어나 온갖 질병이 많았는데 그중에서도 알레르기랑 기관지질환이 좀 많았어요  암튼 대충 신체정보예요   그런데  년전에 친할머니께서 협심증때문에 수술하셨고  저희 아버지께서도   되실때 협심증으로 쓰러지셨었죠  다행히  년전 수술하심   그런데 심장병은 유전이라는 얘길들어서요  친가쪽 할머니부터 아버지까지 심장병으로 수술하셨어서 걱정이되네요 저와 제 쌍둥이가 심장병에 걸릴 확률 약 몇 퍼센튼가요  ,순환기내과
피검사후 혈압측정,  대 초반 여성입니다 피검사후 바로 혈압재봤는데 좀 심각한건가요  혈압약을 꼭 먹어야하는건가요 ,순환기내과
위가 심장을 압박할 수 있나요 ,요즘 속이 좀 안좋은 것 같은데 심장소리가 크게 들리고 특히 목젖쪽에서 느껴져요,순환기내과
백신 맞아도될까요 ,전  세이고 고혈압 고지혈은 약간있고 특히 몇년동안 감지피티가 마니 높아요  꾸준히 약복용하고있구요  지방간 때문에 그렇다고 합니다 백신맞고싶은데 큰지장이 없다면 맞고싶어요,순환기내과
심전도 판독 가능하신분 계실까요   ,안녕하세요 검진을 하고 심전도를 찍었는데 별말을 못들어서요   근데 저렇게 동그라미가 쳐져있어서   대강이라도 알 수 있을까요     ,순환기내과
핏줄 튀어나옴 맥박 뜀,안녕하세요   소량의 스테로이드가 함유된 주사를 맞고 집에 돌아왔는데 갑자기 손목이 뻐근하더니 핏줄이 눈에 띌정도로 위로 튀어나왔습니다  그리고 실제로 튀어 오른게 만져져요  근데 맥박이 너무 세게 뛰어서 맥박이 뛰는게 눈에 보일정도로 펌핑하고 있고 심지어 너무 뻐근하고 아파요  주사는 다리에 맞았는데 왜 손목에서 이런 증상이 나타나는 걸까요  혹시 문제 생기는 건 아니겠죠     스테로이드 소량 함유된 주사를 현재 한달째 맞고 있는데 일주일에 한번이요 혹시 큰 질병의 전조증세이진 않겠죠     Loading                  화질 선택 옵션,순환기내과
심장이 아파요,제가 요즘 따라 뭔가 사소한 것에 심장이 빨리뛰고 답답하면서 아픕니다    왜 이런거죠   그리고 좀 많이 답답하게 느껴져요    숨도 크게 쉬어야 괜찮아집니다 요즘 스트레스를 받아서 조금 힘들었는데 그래서 그런건가요   병원에 가보는게 좋을까요    ,순환기내과
왼쪽 가슴 심장쪽에 작은 통증이 있습니다 ,우선 이렇게 된지는 현재  일정도 되었구요   몇시간 그러다가 몇시간 괜찮았다가 그럽니다   통증이 뭐 아파서 못참겠다거나 그런건 아니고 그냥 불안해서 글로나마 자문을 구하고자 남깁니다   나이는   이고 키랑 몸무게는    에   키로입니다   혈압은 건강검진때 정상 나왔구요   격한 운동을 할때 증상이 나타나는게 아니라 그냥 가만히 있다가 그러네요   통증이 심한건 아니고 손가락으로 살짝 누르고 있는 듯한 느낌이랄까    호흡곤란이나 두통 같은건 없구요   병원을 가봐야 하긴 할꺼같은데   주말이라 응급실에 방문해야 할 정도로 위험할 수 있는지 궁금합니다   다른 부위면 몰라도 심장쪽에 있으니 괜히 마음이 불안하네요     ,순환기내과
간수치 질문드려요,제가 오늘 채용 신체검사를 받고 왔습니다  일단 혈압은       로 고혈압이 나왔고 간수치도 높더라고요  AST     ALT     r GTP      콜레스테롤     이렇게 나왔습니다   검사 받기 전에 혈압약과 간장약을 먹고 가긴 했는데 이게 영향이 있을까요   전에 검사 받았던 병원에서 초음파까지 해봤는데 지방간 때문에 간수치가 높다고 하더라고요  근데 이번에 받은 병원은 GTP는 지방간때문에 올가는 것이 아니다라면서 초음파 검사를 해야합니다  검사를 해봐야 알겠지만 지방간 때문에 수치들이 올라갈 수 있나요    이정도면 공무원 채용 신체검사에서 불합격 받나요     ,순환기내과
뇌정맥 혈전증,  살 나이에 뇌정맥 혈전증 판정을 받았습니다 남들보다 정맥 혈관이 좁고 혈전이 있다네요 평소에 두통도 자주오고 조금만 힘들면 어지럽고 어떻게 살아야할지 막막하던 와중에 에어컨 설비를 알게되어 입사하게 되었습니다 하지만 이 일을 두달채 안했는데 뇌에서 힘들었는지 퇴근하고 쓰러지게됐습니다 회사 사람들이 정말 가족같고 이제 내 평생 먹고살길을 찾은거 같아 기분이 좋고 설레던 하루였는데 몸이 안따라주니 너무 막막하고 답답하네요 이 병이 완치가 가능 하고 제가 이 설비일을 배우고 앞으로 이 일을 하려면 어떤 방법이 있을까요 부디 좋은 조언 부탁드립니다,순환기내과
총 콜레스테롤    으로 고지혈증,총 콜레스테롤     고밀도 콜레스테롤    저밀도 콜레스테롤     중성지방        부터 고지혈증이라고 해서 고지혈증 진단을 받았는데요  혈당이    요산이     이라고 같은 페이지에 결과가 있던데 종합적으로 볼 때 당뇨나 고지혈증 위험한 편인가요   저밀도 콜레스테롤을 낮추려면 어떤 걸 해야하나요 ,순환기내과
뇌에 혈관이 꼬이면 어떻게 되는건가요    엄마가 내일 큰병원으로 검사를 하러 가시는데 너무 걱정이 돼서요  ,뇌에 혈관이 꼬이면 어떻게 되는건가요    엄마가 내일 큰병원으로 검사를 하러 가시는데 너무 걱정이 돼서요  ,순환기내과
고혈압 수치 질문드립니다 ,  대 초반 남성이고 고혈압 약을 복용한지 약   년 되었습니다  흡연 안하고 술은 거의 안하고 있고요   관리가 되고 있으며 보통        정도 입니다   그런데 최근에 날씨가 더워서인지 아니면 일 때문에 바빠서 인지 혈압이 올라와 있습니다     수축기는        이고 이완기는       를 왔다갔다 하고 눈두덩 위가 아파서 잠에서 간혹 깹니다  머리가 무겁고요   이유가 무엇일지요   고맙습니다 ,순환기내과
