,24,25,26
0,팔꿈치 통증,주짓수하다가 팔 뒤로 꺾이는 암바 걸린 이후로 팔을 뒤로 꺾을 때 팔꿈치 통증이 있는데 무슨 증상이죠  엘본가 싶어서 손목이랑 팔꿈치 보호대도 했는데 손목도 아파졌어요 운동할 때는 괜찮은데 또 꺾이니까 아프고 어떻게 해야하나요  ,마취통증의학과
1,아랫배 미세한 경련,다른분께서 올린글에 답변주신거보고 질문드려요   남편 증상이랑 비슷해서 병원을 가야하는지   고민하고 어느과로 가야할지 몰라 찾던 중인데   경과지켜보면 된다셔서   통증이 동반되면 병원을 가는 것인지 궁금해서 여쭤봅니다 ,마취통증의학과
2,발바닥통증 저도 족저근막염인지,발바닥통증이 아픈데 저도 족저근막염일까요  찾아보니깐 족저근막염때문에 발바닥통증 겪는 분들이 많더라고요   제가 보기에도 이거 말고는 딱히 의심가는 발바닥통증 원인이 없거든요  전 평발도 아니고요  족저근막염 병원 안 가고 낫는 방법 없나요 ,마취통증의학과
3,드꾀르벵병 게임많이해서,집에서 엑스박스 연결해서 게임을 자주 하는데 손목이 너무 아파서요  찾아보니깐 드꾀르벵병 이거랑 증상이 비슷한데 맞을까요  특히 그 엄지손가락을 많이 움직이고 격해지면 손목도 많이 써서 엄지손가락 타고 이어지는 손목쪽이 아파요  이 부분이 아픈데 드꾀르벵병 특징 이라고 하던데   지금은 게임하기 힘들 정도로 아픈데 드꾀르벵병 맞는지 병원에 가봐야 할까요 ,마취통증의학과
4,어깨탈골 빠졌을때 어떻게 하는지,아침에 스트레칭을 하다가 아내가 어깨탈골이 됐어요  보기에도 뭔가 이상해서 제가 만져주다가 팔이 들어간 것 같은데   아무튼 지금 어깨탈골로 병원에 가려고 급하게 준비중인데 혹시 지금 참고해야 할 점이 있을까요  그리고 병원가서 치료만 받으면 될까요  아내가 많이 아파하고 걱정해서요  팔은 잘 들어갔을까요 ,마취통증의학과
5,넥슬림주사 보톡스,넥슬림주사 흉쇄유돌근쪽  시술을 받았습니다  오른쪽은 괜찮은데 왼쪽 흉쇄유돌근 턱가까운쪽이 볼록하게 혹처럼 붓고 멍도 조금 들고 땡기는것처럼 그런데 혹시 잘 못 맞은걸까요 붓기일까요   사진보다 실제로 보면 더 볼록해요   부작용일까봐 걱정이네요      병원에 전화해보니  주 기다려보라고 하던데요   질문     오른쪽도 약간 붓긴했지만 유난히 왼쪽이 볼록한데 이유 좀 알려주세요       붓기라면 얼마정도 지나야할까요 ,마취통증의학과
6,한쪽 다리 통증,한쪽 다리만 골반부터 다리 끝까지 아픈데 고관절 통증처럼 아파요  엑스레이상으론 골반이 아직 덜 자랐다면서 그럴 수 있다는데 골반이 덜 자라면 고관절이 아플 수 있나요 막 뻗뻗한 느낌이에요   주째 이럼,마취통증의학과
7,걸을때 발가락 발바닥 통증,어제 오후부터 갑자기 걸을때 발바닥이 아프더라고요 오늘 일어나서도 아프길래 만져봤는데 다른 곳은 다 괜찮은데  번째 발가락만 구부리고 만지면 아프더라고요 걸을 때도 그 부분이 아픈 거 같은데 왜그럴까요       정형외과 가봐야 하는 걸까요  ,마취통증의학과
8,성형 국소마취 수면마취 질문합니다,제가 몇년 전에 쌍커플 수술하면서 국소마취 고통 때문에 수면마취  분 잠깐 했었거든요 그때는 아픈 거 전혀 없었는데 작년에 코 성형 하면서 또 국소마취 고통 때문에 수면마취 짧게 했는데 분명 수면마취 돼서 잠들었는데 국소마취 코에 주사바늘 들어가는게 다 느껴지더라구요 너무 아픈게 아직도 생생해요 이건 왜 그런걸까요  당장 오늘 다른 성형 하는데 또 아플까봐 걱정돼요 그렇다고 수면마취 더 투여하면 죽을까봐 무섭고,마취통증의학과
9,오른쪽 아랫배 통증, 일 정도 된 거 같은데 가만히 있을 때도 엄청 조금 아프고 걸을 때도 엄청 조금 아픈데 누르면 좀 많이 아프더라고요 왜 이럴까요 병원을 갈 거긴 한데 시간이 안 나서요,마취통증의학과
10,발등이 아파요,며칠전부터 아프기 시작했는데 제가 집에서 자가격리 중이였어서 아픈 동기는 모르겠고 외관상 문제가 없는데 발이 삐엇거나 멍든것처럼 걸을때 통증이 느껴지고 누르면 아파요 이유가 뭘까요   ,마취통증의학과
