,9,10,11
0,마취 종류,제가 수술할때 팔에 링거   만 꽂았고 입에 마스크나 호스도 안 했는데 그 상태로 바로 잠들었어요 이건 무슨 마취인가요 ,마취통증의학과
1,골반이 아파요 비대칭 의심 중,저 요즘 골반이 아파요  찾아보니깐 골반비대칭 이 있으면 아플 수 있다고 하는데 제가 필라테스 다닐 때 골반이 많이 틀어졌다고 했고 이때 바로 잡는 동작 운동한 후에는 골반이 아파요   근데 마침 제가 하체 살을 빼고 싶은데 엄청 안 빠지거든요  근데 이게 비대칭때문에 그럴 수 있다고 했고 심지어 요즘 골반이 아파요   병원에 가볼까요  가면 어떻게 나을 수 있어요 ,마취통증의학과
2,발목 인대 늘어남 치료끝나고 또 삐끗, 개월 전에 아들이 발목 인대 늘어남으로 치료를 받았고 지금은 일상생활 잘하고 있는 중입니다  근데 아프진 않은데 전에 발목 인대 늘어남 후로 발을 삐끗삐끗한다고 해요  저도 이런 증상이 있는데 막상 아들이 그렇다고 하니 걱정이 되는데요  발목 인대 늘어남이 있은 후에 치료받아 아프진 않은데 발을 삐끗하는건 괜찮은가요 ,마취통증의학과
3,발목인대봉합술 후 회복기간 질문,지난주에 발을 삐끗해서 인대가 끊어진 후에 발목인대봉합술을 급하게 했는데 어떻게 회복해야 다시 건강한 발목을 되찾을 수 있을까 싶어서요  보통은 발목인대봉합술하고 얼마나 시간이 지나야 걷고 운동할 수 있나요  제 취미가 야구인데 빨리 시간이 지나 발목인대봉합술이 나아서 운동하고 싶어서요 ,마취통증의학과
4,팔꿈치 빠짐 치료받은 후로도 통증이,팔꿈치 빠짐이 생겼었는데 이때 바로 병원에 가서 치료도 받고 잘 회복헀어요  근데 이 후로 통증이 미세하게 남아있었거든요  미세해서 병원에 가볼 생각도 안했고요  근데 이런 증상이 더 심해졌어요  팔꿈치 빠짐이 또 생긴 적은 없는데   병원이라도 가봐야 하는 거 아닐까요  이게 다 팔꿈치 빠짐 후로 생긴 증상인데 치료가 잘못된 건 아닐까요 ,마취통증의학과
5,골프엘보 병원에 가보라고,엄마아빠따라 골프를 시작했는데 아직 저는 골린이라 실내에서 배우고 있어요  근데 레슨해주는 선생님이 저 골프엘보 증상이 있는거 같다고 병원에 가보라고 하는데 저는 심하게 아프진 않아서 병원에 가야하나 싶어요  골프엘보면 빨리 치료를 받아야 해요  골프엘보가 무슨 병이죠  꼼꼼한 답변부탁드려요  ,마취통증의학과
6,테니스엘보치료 받아야 하는 증상인지,테니스엘보치료 받는데 맞을지   싶어서요  테니스를 시작했는데 팔꿈치가 아파요  근데 이게 테니스엘보치료를 받아야 하는 상태인지 아니면 안 쓰던 곳을 많이 써서 생긴 건지 모르겠어서요   많이 아프진 않은데 테니스엘보치료는 초기에 해야 효과가 좋다고 해서 고민이요 ,마취통증의학과
7,반월상연골파열 운동 하산하다가,반월상연골파열 운동하다 된게 너무 어이없어서요  무리하지 않았는데 무릎이 아파 병원에 가니깐 검사하자 하고 하니 반월상연골파열 운동하다 생긴 것 같다고 해요   저 등산하다 아파서 병원 간 건데 반월상연골파열 운동하다 생겼다고 해서 축구나 농구해야 생기는 게 아니라 등산하다 생기기도 한다는데 저 등산   년차거든요  사실인가요 ,마취통증의학과
8,무릎관절증 치료  개월 받음,엄마가 원래 무릎관절증이 있었는데 이번에 시골에 내려가지 못해 안부를 물을겸 전화를 하니 무릎이 너무 아파 병원에 가니 무릎관절증 수술을 하자고 했는데 그 정도는 아닌 것 같아서 지금 치료를  개월째 받고 있다고 합니다  근데 저희 엄마가 원래 아파도 참는게 병원에 다니며 치료까지 받고 있다고 하니 무릎관절증이 많이 심해진거 같은데 엄마 모시고 수술병원에 가봐야 겠죠 ,마취통증의학과
9,관절염 수술종류랑 병원추천,이른 나이에 관절염을 진단받고 치료하고 있는 이모가 이번에 수술을 해볼까 하면서 저한테 관절염 수술 종류가 많더라고 알아봐 달라고 해서 찾고 있는데 어떤 수술이 있는지 그리고 관절염 전문으로 하는 병원까지 부탁드려요  감사합니다 ,마취통증의학과
10,무릎연골손상수술 지금이라도 가능할까요 ,약간 늦었지만 무릎연골손상수술을 받아볼까 하는데요  작년  월에 MRI를 찍고 무릎연골손상수술을 진단받고 지금  개월이 넘게 지났잖아요   그래서 무릎연골손상수술이 가능할까 싶기도 해요  관절염에 더 나빠지면 인공관절수술해야 한다고 했거든요  이제라도 받고싶은데 가능할까요 ,마취통증의학과
11,발목인대부분파열 통깁스,제가 발목인대부분파열인데여  주일 정도 병원에 입원하면서 반깁스하고 물리치료도 조금씩 받았어요 근데 퇴원을 하면서 통깁스를 하래요 통깁스 이거 하면 며 칠 동안 하나여     최대한 빨리 푸는 법은 없을까요  ,마취통증의학과
12,피부에 뭐 났길래 병원 가보니까 대상포진이라더군요  근데 집에와서 보니까 머리가 깨질듯이 아프길래 찾아보니까 뇌까지 퍼질 수 도 있다네요  이거,피부에 뭐 났길래 병원 가보니까 대상포진이라더군요  근데 집에와서 보니까 머리가 깨질듯이 아프길래 찾아보니까 뇌까지 퍼질 수 도 있다네요  이거 심각한건가요 ,마취통증의학과
13,어제 백신 차 부작용 화이자 맞았는데 허벅지하고 종아리쪽에 통증이 너무 심한데요 어떻게 해야하나요 ,어제 백신 차 부작용 화이자 맞았는데 허벅지하고 종아리쪽에 통증이 너무 심한데요    어떻게 해야하나요   지금도 너무 아파요   ,마취통증의학과
14,쌍수 질문,쌍커풀 수술할려고 하는데 아예 마취는 안하고 싶고 눈만 마취하고 싶은데 그게 되나요  눈만 마취하면 통증 느끼나요  쌍커풀 얇게 하고 싶으면 절개로 해야하나요 ,마취통증의학과
15,갈비뼈 통증,갈비뼈 두쪽 다 누르면 멍이 있는 것 처럼 아파요  웃을때도 아픈데 제가 며칠전에 복근 운동을 해서 근육통인지 갈비뼈가 아픈지는 구분이 잘 안 가긴 해요 이거 병원에 가봐야 할까요     ,마취통증의학과
16,목디스크 치료,목디스크가 물리치료에서 효과를 보면 굳이 수술을 안해도 되나요 ,마취통증의학과
