,18,19,20
0,발 이 부위가 아픕니다,발 이 부위가 너무 아픕니다   걷는게 힘들고 마치 접질렀을때 통증이라고 해야하나  일전부터 아프더라고요 이 부위는 이름이 뭔가요  엄지로 가리키고 있는 부위입니다  내공팍팍드려요  ,마취통증의학과
1,수술 부위 옆구리 통증,고등학생 때 화상을 크게 입어서 피부이식 수술을 받으면서 오른쪽 옆구리 크게 피부을 뗐거든요  그러고 나서   년동안 아무렇지 않다가 최근 며칠 동안 오른쪽 옆구리가 쬐끔씩 쬐끔씩 조이고 움켜쥐는 듯한 통증이 올라오더니 진통제을 먹어도 괜찮아졌다가 또 아프더라구요     그냥 진통제만 먹어도 되는건지 아님 병원에 가야하는건가요  ,마취통증의학과
2,왼쪽 팔 통증,아까  시쯤에 저녁 먹다가 갑자기 왼쪽 팔이 아프더라구요 약간 어깨 아래에 있는 근육 이 가만히 있을땐 괜찮은데 팔을 들었다가 내릴때 찌릿 하면서 아픈것 같아요 약간 주사 맞은것 같은 느낌이에요 아프다가 어떨때는 팔 들어도 안아플때도 있고 그런데 왜 그러는 걸까요  큰 병은 아니겠죠     ,마취통증의학과
3,엉치통증이 심함 천장관절증후군 같은데 보름정도됨 통증부위에 얼음냉찜질이 효과가 있는지요     아니면 온찜질이좋은지 궁금합니다,엉치통증이 심함 천장관절증후군 같은데 보름정도됨 통증부위에 얼음냉찜질이 효과가 있는지요     아니면 온찜질이좋은지 궁금합니다,마취통증의학과
4,머리 두통  머리 통증,제가 기립성저혈압이 있는데 물 먹으려고 일어났다가 앞이 깜깜해지면서 벽에 머리 한번 세게 박고 쓰러졌거든요   븐뒤에 바닥에서 일어났는데 물먹고 그냥 잤단말이에요 근데 지금 머릿속이 공허하고 짜증이 자꾸 나고 무슨 생각하나 하려고만 하면 머리가 짜증나게 조금씩 아파온다해야하나  아니면 짜증이 확 나서 아무생각도않하게됐어요   이렇게 된지  시간 지난거같네요 지금도 두통이 조금있는데 저 죽나요 병원가기싫은데 가야하나요  일요일잉데    ,마취통증의학과
5,팔을 내리면 핏줄이 너무 아파요   ,겨울에 축구만 하면 추워서 그런가 팔 손목위에 핏줄이 너무 아픕니다   잠깐 팔을 내리면 피가 쏠리눈 느낌이 들면서 핏줄이 터질듯 아파요 이럴땐 어떻게 해야하나요  참고로 팔을 안내리고 옆으로 누워 있거나 위로 들면 안아픕니다  ,마취통증의학과
6,코로나 완치 후,저희 엄마가 회사에서 코로나가 걸려 자가격리를 했습니다  저는 다른 지역에 오래 있어서 겹치진 않았는데  엄마가 어제 자가격리가 풀리고 재가 집을 왔습니다 집 오고  시간이 지나니 목에 가래가 끼는 것 같고 그런데 확진은 아니겠죠 ,마취통증의학과
7,족저사마귀 냉동치료 후 통증관리,오늘 족저사마귀 냉동치료를 받았습니다    회차  그런데    시간 후부터 환부를 중심으로 바늘로 찌르는 듯한 통증이 시작되더니 지금은 종아리 근육에까지 통증이 느껴집니다   학업을 진행하는 학생으로 공부에 집중하기 힘들 정도네요   진통제 타이레놀 을 복용했음에도 좀체 차도가 없는데  관리할 방법이 없을까요   ,마취통증의학과
8,기흉수술한지   일정도 됐습니다 ,폐절재수술한지   일정도 됐습니다   수술 후 며칠간은 약안먹으면 폐도아프고 삽관한 부위가 땡겼엇는데 이젠 삽관한부위는 덜땡기고하는데 폐절재한부분이 숨을 크게마시면 째진듯이 아프다고해야하나 그런식으로 아픈데요 왜 이런걸까요,마취통증의학과
9,무릎통증 두군대 비교즘 부탁드려요,안녕하세요 무릎통증으로 소문난 병원이라하여 통증의학과에 갔더니 엑스레이와 초음파를 살펴보시고는 퇴행성관절염인것같다고하여 약물주사를 맞았는데요 두달간 일주일간격 꾸준히 비용은  만원대구요  일하면서 가기가 힘들어 직장근처 통증의학과에 내방하니 앞전에 같던곳은 스테로이드일거라며 당신병원은 재생과프롤로 치료를 하는데 앞전 병원과번갈아 맞으면 좋지않다구 자신의 병원에서 맞아라구 해요 금액은   만원이 넘구요 여기도 달아서 오라구 하는데 어디말이 맞는건지 어디를 가야할지 모르겠어요 mri도 찍어서 진단이 나온상태예요,마취통증의학과
