,3,4,5
0,팔꿈치 뼈조각 수술빨리하려합니다 ,야구하는 아들이 팔꿈치가 아프다고 해 병원에 가보니 팔꿈치 뼈조각이 있다고 해서 mri도 당일에 찍어보니 연골도 안 좋다고 팔꿈치 뼈조각 빼주는 수술아랑 연골수술도 하자도 하는데 이거때문에 훈련도 못하고 있으니 팔꿈치 뼈조각 빨리 빼주는게 맞겠죠 ,마취통증의학과
1,어깨 염증주사 한번 더 맞을지  ,어깨 염증주사를 맞았는데 아직까지 그대로 아파서요   남들은 오십견으로 이렇게까지 고생하지 않던데   아니면 어깨 염증주사 맞고 금방 좋아지던데 저는 왜 이렇게 고생일까요   솔직히 어깨 염증주사만 맞으면 금방 나을 줄 알았는데 한번 더 맞아봐야 할까요 ,마취통증의학과
2,손등뼈 돌출 물컹한게 만져짐,손등뼈 돌출이되서 만져보니깐 뭔가 물컹한데 이거 뭔가요  아프진 않은데 손등뼈 돌출이 되니깐 보기 안 좋아요   손등뼈 돌출되는 이유가 뭔지 찾아봐도 못 찾겠는데 혹인가요  냅둬 볼까요 ,마취통증의학과
3,쇄골골절 낫는 시기,넘어지면서 쇄골골절이 됐고 수술을 해야 한다고 해서 날짜를 잡았는데 수술하고 회복까지 얼마나 걸릴까요  저에게 중요한 시기인데 쇄골골절이 되서 나가기로했던 실습도 못 나가게 되서 다시 알아봐야 하는데 정확한 쇄골골절 낫는 시기를 알 수 있을까여 ,마취통증의학과
4,엉덩이주사 부작용인가요 ,감기증상 때문에  달 전 쯤 엉덩이에 주사를 맞았는데 간호사분이 엉덩이를 쎄게 문지르시더라구요    주시가아픈주사라고 하길래 맞고나서 며칠뒤에 뛰거나 걸을때 너무 아프더라구요   한달정도 지나니 주사 멍이나 아픈건 사라졌는데 아직까지 손으로 살짝 누르거나 만지면 주시바늘이 들어간거처럼 따끔하고 멍든거처럼 아직도 아프더라구요   벌써 두달이나 지났는데 이것도 엉덩이주사 부작용인가요    ,마취통증의학과
5,대상포진 증상과 완치후 증상,일주일전 오른쪽이마 쪽이 따금거리더니 빨게져서 가렵고 점점 물집이 생겨서  일후에 동네의원에 갔더니 대상포진이라고 했습니다 몸살이나 몸이 힘든게 없고 다만 이마오른쪽에   개정도 물집만 생겼습니다 약 처방받고  일째 먹고있는데 몸살은 없고 다만 물집있는 쪽이 가렵고 가끔 물집있는곳에서 정수리쪽으로 정수리에서 이마가운데 끝까지 그리고 눈쪽으로 연결되어 벌레가 지나가는듯한 느낌을 있습니다 눈까지 도착하면 눈꺼풀이 잠시 떨다가 맙니다 대상포진 증상이라고 하는데 혹시 뇌에 영향을 주는건 아닐까요  언제까지 통증아닌 통증을 느껴야 될까요  물집은 차츰 사라지고 붉은 형태로 상처처럼 있는 상태입니다,마취통증의학과
6,왼쪽가슴 아래뼈 통증,실내자전거를 타고있었는데 갑자기 왼쪽가슴 아래뼈를 누가 자르는듯한 느낌을 받았습니다 정확히 뼈가 아픈지 근육이 아픈지 모르겠는데 아침까지 기다려도될까요 ,마취통증의학과
7,엄지발가락 저림,엄지 발가락 안쪽이 마취된듯이 저린느낌이 있는데 요즘 허리도 좀 아프고 자세가 워낙 안좋아서 라운드숄더에 오다리까지 있습니다 엄지발가락 안쪽이 저린건 무슨 병원을 가서 진찰을 받아야하나요 ,마취통증의학과
8,발등이 아픈 이유,발가락을 위아래로 움직일때마다 발등에서 소리가 나요 처음엔 조금 아팠는데 지금은 뽀드득같은 소리만 나요 이거 왜이러는 거에요    뼈에서 나는 뚜두둑 소리는 아니고 깨끗한 유리 만질때 날법한 뽀드득 소리에요 소리라고 하기도 애매한게 뽀드득 하는건 아니고 느낌상 뽀드득이라 이게 뭔가요 도대체  ,마취통증의학과
9,광대뼈 주위가 얼얼해요,계속 그렇지는 않고 광대뼈 부분이 얼얼해요 통증이 있지는 않아요 어디 병원으로가야하나요 ,마취통증의학과
