,12,13,14
0,  대 체중감소에 대한 질문,저희 엄마가 중년이 되시면서 뱃살이 많이 찌셨다가 저녁양도 줄이고 하면서          정도로 한  년간 유지하셨는데요   지난  월 백신 차 접종하고 산부인과에서 갱년기 진단받기 시작하면서   개월간    키로 빠져서 현재      정도입니다    월쯤부터  등통증이랑 상복부쪽 갈비뼈 통증 있어 찾아간 내과에서 복부초음파 흉부엑스레이 기본 피검사  유방엑스레이 했는데 이상없음 나왔고  그 뒤에 복부ct 에서도 큰 이상은 없다고 나왔어요 상복부쪽 명치 통증은 위내시경 해보니 미란성 위염 진단받아서 약 한달정도 먹고  약 먹는 동안 식사량이 좀 줄긴 했었습니다 아  산부인과에서 갱년기 진단 받을때 초음파 검사로 난소나 자궁내막에도 큰 문제 없다고 했었어요  지금은 위염은 예전보단 나아졌어요 그 사이 건강 염려증과 갱년기로 인한 각종 통증  불면증까지 와서 정신적으로도 힘들어 하셔서 지난 주부터 정신과 약 드시기 시작하셨어요 그러니까 기분은 좀 나아지더라구여 식욕도 아주 약간은 돌아오구요  그런데 살이 조금씩 계속 빠지는 것 같아 걱정입니다   호르몬 약은 먹다가 간수치가 올라가서 끊은 상태예요  어떤 검사를 더 해봐야 할까요     암 같은 큰 병일 수도 있는지  갱년기 우울증과 불면 불안 때문인지      걱정이 이만저만이 아닙니다    ,가정의학과
1,뇌 건강개선을 위한 오메가  영양제 복용관련 질문드립니다 ,안녕하세요     년생으로 올해   살이 되었습니다  최근 기억력이 예전같지 않다는 느낌이 많이 듭니다  주변에서도 대화할 때 단어를 빠르게 답하지 못해서 답답해 하구요   그래서 기억력 개선을 위해 오메가 와 레시틴을 함께 복용하려고 합니다  레시틴은  일 섭취량을 충족하기 위해 가루타입을 주문해 놓았습니다   이왕 먹는거 제대로 먹으려고 계속 알아보는 중 오메가 는 복잡하더라구요  효과를 위해서 먹어야 하는  일 섭취량  식물성 vs 동물성  EPA   DHA 등등     인터넷에서 의사와 약사분들이 설명해주는 정보를 종합해 보니    아래와 같은 결론을 얻었습니다      개선 효과를 보기 위해서는    g이 아닌    g 이상의 오메가 을 섭취해야 한다     DHA가 EPA로 전환되지는 않으므로 동물성을 먹어야 한다     기억력을 위해서는 DHA 섭취량이 중요하고  심혈관계를 위해서는 EPA가 중요하다   제가 이제 나이도 있고 육류식습관이기도 해서  EPA도 섭취하는게 중요할 것 같아 동물성 오메가 를 먹으려고 합니다                      질문드립니다   기억력 개선이 주된 목적이고  부수적인 목적으로 심혈관 건강유지를 위해 영양제를 먹으려고 할때 아래 방법중 어떠한 방법이 좋을지 조언부탁드립니다  또는 제가 생각한 방법대신 다른 조합 방법이 있으시면 추천 부탁드립니다   현재 구입해 놓은 약은 아래와 같습니다    라이프 익스텐션 레시틴 가루타입      투루엔 알티지 오메가  EPA DHA      mg      안   DHA 섭취량 부족하진 않을지        라이프 익스텐션 레시틴  스푼     오메가   캡슐 일     안   금액적인 압박이        라이프 익스텐션 레시틴  스푼     오메가   캡슐 일     안   동물성과 식물성을 함께 복용해도 문제가 없을지        라이프 익스텐션 레시틴  스푼     동물성 식물성 오메가  각  캡슐 일       식물성 오메가 는 추가로 구입해야 합니다      안      안 이외에 추천하시는 안이 있으신지     참고로  현재 복용중인 영양제는 비타민C      mg 과 멀티비타민입니다   감사합니다 ,가정의학과
2,  대여성 대사중후군 주의 를 받았는데 어떻게 해야 할까요  ,와이프가 의료보험 건강검사후 대사증후군 주의 하라고 결과가 나왔습니다  나이는   대아고요 체형은 그냥 평범한 체형 뚱뚱하지도 않고 마르지도 않은  적당하다고 보는데요 이런 판정을 받아 신경이 쓰이네요  이럴떼는 무엇을 어떻게 해야하는지 식습간이자  운동같은게 있으면 알려주시면 감사하겠습니다 ,가정의학과
3,부모님 황달에 대해서,안녕하세요  부모님 눈 흰자위가 누런색을 띄는 것 같아 질문드립니다   황달 원인으로는 간이나 장 쪽에 이상이 있는 경우라고 들어 걱정이 됩니다       혹시 황달 증상이 나타날 때 살펴봐야할 점이 있는지  예를 들어 황달과 함께 나타나면 안 좋은 증상이 있을까요       검사를 하려면 병원 어느 과에 가서 진료를 봐야 하는지  비용은 어느 정도 드는지 여쭤봅니다      간이나 췌장의 문제가 아닌데 황달이 나타나거나 지속되는 경우에는 어떤 문제가 있는지도 궁금합니다     달리 알아야 할 점이 있으면 잘 듣겠습니다   감사합니다 ,가정의학과
4,영양제문의드립니다  ,안녕하세요 영양제를 챙겨먹지 않다가 이제 나이가 조금씩 먹어서 그런지  영양제 유산균을 챙겨먹어야될것같은데 같이먹어도 되는건지 문의드립니다    아침에는 락토핏 유산균을 먹고 있고  추가적으로 멀티비타민과 펜토텐산B 를 먹을려고하는데  같이 먹어도되는건지 문의드립니다 멀티비타민에도 펜토텐산이 있는거같아 문의드립니다   펜토텐산B 는 점심밥먹고 먹고 멀티비타민은 아침에 유산균 먹고 먹을려고합니당 ,가정의학과
5,식단관리 없이 차천자피만 복용해도 살이 빠질까요 ,제가 장건강을 위해 차전차피 두달째 복용중인대료  식단관리 없이 복용중인데  kg만 빠지고 이후에 몸무게 변화는 없지만 몸이 가벼워졌습니다  이렇게 장기복용하면 살이 빠질 수 있을까요 ,가정의학과
6,콜레스테롤 수치 어떤가요  ,총콜레스테롤     중성지방     hdl    LdL      안좋은수치면 무엇을 해야하나요   음식 또는 운동,가정의학과
7,왼쪽 눈 밑 떨림  엄지 안움직임  코피  생리불순 연관이 있을까요 ,안녕하세요  술로 인해 살이 쪄 운동과 식단으로 다이어트 중인   대 여성입니다   참고로 술은 끊었으니 술에 관한 이야기는 생략 부탁드립니다    엄지가 렉 걸리듯 어느 시점에 움직일 수가 없습니다  그리고 마사지 하거나 하면 다시 풀리고요  눈 밑 떨림은 굉장히 자잘한 진동인데 특정일에 더욱 심하게 떨리는 느낌이긴하나 자주 그럽니다  살이 찌기 시작하는 시점부터 지금까지 다섯달째 생리를 하지 않고 있고  아무리 열심히 미친듯 공부에 몰두하면 한번 날까 말까 했던 코피가 근래 반복적으로 납니다   대충 찾아보니 뇌쪽 문제인거 같기도 한데 어느 병원을 가야하는지도 모르겠고 괜찮은건가 싶기도 하고    선생님 도와주세요    아 참고로 수면시간이 그렇게 길지 않습니다 ,가정의학과
8,이거 원래 이러는건가요 ,친구가 코로나에 걸렸는데 열이   도래요 제 친구가 천식도 있고 어린데 걱정돼서 미치겠어요 도와주세요   ,가정의학과
9,배가 부풀어 있어요,작년  월까지만 해도    에   키로 였는데요 갑자기 살이 확찌면서   까지 갔다가 지금 현재   에요 가슴아래명칭쪽이 속이 쓰리다랄까 뭔가 심장이 아픈거 마냥 아프고요 하루에  끼아니면 편의점에 파는 샐러드  개 하루에 먹어도 씻을때마다 토해요 하루에 물을  리터 먹는데요 물을 목으면서 밥을 먹으면 목에 걸려있어요 음식이 지금도 도시락 하나  시에먹고 하나도 안먹었는데 토  번이나 해서 현재 비어있는 상태인데도 배가 숙이지 못할만큼 부풀어 있어요      일 한번 설사똥 싸고요 일주일에 세번정도  만보 걸어요 병원에 가고싶은데 어디로가야할까요  그리고 왜그럴는걸까요 아시는분 있으신가요  방구도 자주 껴요,가정의학과
