,21,22,23
0,팔 다리 힘 빠짐,  세 남자 입니다  한달에 한 두번 팔 다리에 힘이 쭉 빠지는데요 힘 없이 떨리기도 하는데 무슨 이유 일까요  한달에 한 두번이라서 병원가기도 그렇고 해서 약 먹으면 나을까요  무슨 약을 먹어야 하나요 ,가정의학과
1,추위로 인한 고혈압 걸림,때는 고  학창시절 수능이 끝나고   월부터 야외에서 운동을 했었습니다  몸무게는   kg 달성했었고 추위에 몸을 노출 시키면 지방연소가 빨라진다는 정보를 듣고 미세먼지가 많은 날을 제외 무조건 나가서 런닝  턱걸이  줄넘기 등의 운동을  시간씩 했었고 날씨가 영하   도 까지 떨어지는 날에도 미세먼지가 괜찮으면 무조건 야외에서 운동을 했었습니다 그 결과 몸무게는 한달에  kg 씩 감량했었습니다 문제는  월 말에 혈압을 측정해봤었는데        정도의 혈압이 측정 됐습니다 운동을 할 때 복장은 기모가 살짝 들어간 하의에 반팔과 기모가 살짝 들어간 후드집업을 입고 피부가 터도 참으며 운동을 했었습니다  기본적으로 일주일에    일은 야외에서 운동을 했는데 혹시 지속적으로 추위에 노출되면 고혈압에 걸릴 수 있나요  아니면 원래 고혈압이었던건가요  참고로 고  이전에 건강검진을 받았을때 중  때 혈압이 살짝 높게 나온거 빼곤 없었습니다,가정의학과
2,백신 접종음주,안녕하세요  제가   일째 지났는데 술마셔도  되지 않을까 싶습니다 바로  주시맞고  술마시면은안되구  일  일지 나면 은  마셔도 된다고 하는데 지금 아무런 이상은 없 구요    백 신  월  일 날에 맞았으니 오늘  월   일 이죠 그러니 마셔도 될것같습니다    ,가정의학과
3,코로나 증상,코로나 증상은 어떤것이 있나요 ,가정의학과
4,어지러움증 관련 병원 문의좀 부탁드립니다 ,안녕하세요     저희 어머니께서 올해   이 되시는데요  크게 아프신덴 없는데   요즘 어지러움증이 생겨서 움직이거나 활동하는데  불편함이 많아지셔서 걱정이되어 문의를 드리게됬습니다   평소 고지혈증 약은 꾸준히 드시는 중입니다   서울에 있다 예전에   여년 전에 강원도로 가서 생활하셔서 건강이 많이 괜찮은거 같았는데 요즘 들어서 이러한 증상이 생겨  제가 병원에 모시고 검사를 받아보고 싶은데  이런 증상에는 어느과에 가야하고   그에 맞는 괜찮은 병원을 추천 받고자 합니다   모두 하시는일 잘되시고  건강하시길 빌며 답변 기다리겠습니다  감사합니다 ,가정의학과
5,백신맞고 많이 아픈건 반응이 더 많이 일어난 경우인가요 ,안아픈 사람보다 아픈사람이 더 반응 많이 일어난건가요 ,가정의학과
6,코로나 백신패스 or pcr음성 확인서인데 이거 왜 필요한거에요 ,독감백신패스는 없지 않나요   미접종자  접종자 전파력차이가 없고 중증도 감소 위해 맞기에 사회적 피해도가 같지 않나요   항체는 피에 있고 바이러스는 점막 상피세포에 있기 때문이라고 알고있어요    전문가들 중에는 접종자가 코로나 걸려도 무증상이 될 확률이 높기 때문에 전파속도를 높이고 있다고 보기도 하구요  NRna백신은 검증되지 않아서 계속해서 새로운 연구자료가 나오고 있고 임상데이터도 많이 부족해서 그 위험성과 부담감이 일반 백신 보다 훨씬 높다고 여겨지구요    나라는  천만개 인가 엄청난 량을 추가 구입했다고 기사에 뜨고 청소년도 백신 패스 도입될 예정인데 추가 사망률   인 청소년에게 왜 백신맞으라고 할까요  그럴 돈으로 사망률 높은     대에게 찾아가 맞히는게 나을텐데요 실제로     대 접종률은 크게 늘지 않고 있다고 합니다   가장 중요한 본론은 미접종자는 pcr음성 확인서가 필요하다는데 제가 보기엔 모순인거 같아서요 전파력을 감소시키지 않는 백신인데 왜 미접종자는 pcr 확인서가 필요한가요  ,가정의학과
7,조현병 기계만지는 일,조현병환자가 기계만지는일 할수 있나요  엄마가 취업안시켜줄꺼 같다는데요    ,가정의학과
8,코로나인가요 ,어제 서울 뷔페 갔다오긴 했어요    그리고 오늘부터  열             과  피로    식욕감소 가     코로나인가요 걱정이네요  잘 아시는 분 답변주세요 ,가정의학과
9,디에타민 복용,  년   월생 중  입니다 최근 살이 확쪄서 살 빼려고 하는데 식욕 억제가 안 되서 디에타민 복용하려고 하는데 어디는 만   세부터 복용 가능하다고 하고 어디에서는   살부터 복용 가능하다고 하는데 몇 살 때부터 복용 가능하고 어디서 처방 받아야 하나요 ,가정의학과
10,디에타민 처방,만   센데 비엠아이   정도면 디에타민 처방 받을 수 있나요 운동하라 뭐 이런 말 말고요 ,가정의학과
11,다이어트 식단,안녕하세요   다이어트를 시작해서 샐러드를 먹게 되었습니다  주    일 정도는 소스 없이 샐러드를 먹었는데요  일주일이 지나자 배가 아프고 설사가 나옵니다  위가 약한 사람은 생식이 안좋다는 걸 봤는데 샐러드용 야채를 익혀서 먹으면 좋아질까요   그리고 샐러드용 야채 양상추  적근대  치커리 등 를 익혀도 되는 건가요    광고는 사절입니다 ,가정의학과
12,의료용 스테이플러 움직임,안녕하세요 제가 안쪽 무릎 부분을 좀 다쳐서 의료용 스테이플러로 상처 를 찍어둔 상태인데요 다리를 고정은 해놨는데 고정을 해도 무릎 부분이 근육이 움직인다거나 할 수도 있는거잖아요 그정도 움직임은 괜찮은 건가요   상처부분이 찢어지진 않겠죠   ,가정의학과
13,백신 접종 후 심근염 심낭염,화이자를 맞고 나서  차때는 심장 두근거림 불편감을 느끼고  차때는  차때와 동일하게 똑같이 두근거림 불편감을 느꼈으며 추가로 심장 통증 아주 미약한 통증 을 느꼈습니다  이런 증상들은    차 모두  일  주일 사이에 괜찮아졌으며 이후 아무런 문제 없이 잘 살았는데  접종 완료 후  개월 조금 안된 시점에  다시 심장 통증이 생겼습니다  자고 일어나니  누워있었음  숨 쉴때 같이 통증이 느껴지는 건지 심장 박동에 맞춰 통증이 느껴지는 지는 잘 모르겠지만 살짝 리듬적이게    통증이 느껴졌고요  통증은 심한 통증이 아니러 미약한 통증이었습니다  그리고 화장실 가려고 일어나니 이번엔 등 쪽에 심장이 있을 것 같은 위치 왼쪽 날개뼈보다 좀 더 오른쪽 부분이  가 뻐근     통증은 아니지만 체한 것 같이 했습니다  통증이 나타난 게 오늘이긴 하지만   너무 걱정되어 질문합니다   Q 접종 후  개월이 지났는데도 심근염 심낭염이 발생할 수 있나요 ,가정의학과
