,9,10,11
0,  도 열,밀접통보 받아서 신속항원검사 PCR검사 둘다 받고 음성 나온게  월   일이에요 근데   일 아침부터 목이 아프더니 밤에는   도까지 올라갔어요 걱정되는데 코로나 걸린걸까요  ,가정의학과
1,코로나 확진 후 하반신 멍  안면 붓기,안녕하세요 현재 언니를 만나러 해외에 나왔다가 확진되어 해외 체류지에서 자가 격리중입니다   오미크론인지 증상은 심하지 않고 발열과 인후통 기침 가래 정도입니다   엇그제부터 어머니 무릎과 허벅지에 곳곳에 심한멍이나 작은멍이 여러 곳에 생기고 안면이 붓는 느낌이 는다고 하시는데 혹시 제가 알수있는 정보가 있는지 위급한 상황이면 병원에 가야하는지 의사선생님의 도움이 필요합니다 ,가정의학과
2,체중감소 살빠짐,중학생이에요 매일 몸무게가 일정하지 않고 매일        키로씩 빠져요  주 전엔 좀 늘더니 저번주엔 다시 빠져요 늘었다가 줄었다가 좀 하는데 일어나보면 똑같거나 거의        키로씩 줄어드니까 신경쓰여요 밥 먹거나 하면 늘긴 느는데 일어나보면 다시 빠져요 운동은 걷기 좀 하는데 근육이 빠지는 걸까요  잠을 잘 안자고 스트레스를 좀 받아서 빠지는 걸까요  병 관련되진 않았겠죠  왜그럴까요 너무 안늘고 서서히 빠지니까 좀 불안하네요 그리고 살 찌우려면 어떻게 해야하죠 먹기는 적진 않게 먹는데,가정의학과
3,코로나 증상 목 칼칼,어제 밤부터 목이 칼칼한데요 마스크를 안끼고 젤네일을 갈아서그런것도 같은데 다음날인 오늘까지 계속 목이 칼칼해요 목아픈 증상말고는 기침 열같은건 없어요 목만 아파도 코로나일 가능성이 있나요 ,가정의학과
4,백신 속 쓰림,백신 이후에 속이    안 좋고 그냥 심장을 토 할 것 같은 느낌이에요 왜이러나요 저 죽나요  살려주세요 무서워요 저 지금 머리도 아프고 어지럽고 속안좋고 토할 것 같고 심장이 빨리 뛰고 살려주세요 전 죽고싶지 않아요       이거 그냥 평범한 증상이죠                뮤서욮     ,가정의학과
5,Pcr검사,오늘 아침   시에 검사받았고 그땐 멀쩡했고 지금은 코로나 증상이 심하게 나타나는데 검사할때 별로 깊게 안넣은것 같아요 혹시 제가 확진자여도 이 이유때문에 음성이 나올수가 있을까요 ,가정의학과
6,자가 검진 키트,이제 학교 가기 전에 자기검진 키트로 코 쑤시고 등교 한다건데 정말 코 쑤시는거 밖에 없나요  침 뱉는거나 소변 같은 검사 키트는 없는건가요   만약 코 쑤시는 거로 하면 일반인이 이무런 지식도 없는 상황에서 어떻게 하나요   ,가정의학과
7,간장질환의심 심각한건가요,요세 피곤함이 심해지고  년째 질환의심 계속나오는데 아직 병원을 안가봤습니다   심각한건가요   ,가정의학과
8,코로나   검사 기준,현 고등학생입니다 저번주 등교하며 같이나왓던 같은 반 친구가 확진자동선이 겹치고 목이 아픈 등 증상이 있어 검사를 받았습니다 그 외 같은 반 학생 한명도 증상때문에 검사를 받았는데 내일 검사결과가 나온다하던데 당연히 확진이 둘중 된다면 검사를 받으러 갈 생각인데 둘다 확진이 되지 않아도 검사를 받는게 나을까요  저는 인후통같은게 목요일 금요일에 있다가 며칠지나니 괜찮아졌긴한데 오미크론으로 요즘 확진자가 엄청 많기도하고 무증상감염자도 있으니 요즘 걱정이 되네요 코로나가 이렇게 오래 지속되면서 학원이나 학교를 이젠 아예 안 갈 수는 없다보니 다니고 있는데 혹여나 감염되 가족이나 주변 지인들에게 피해를 끼치지는 않을까 걱정이네요 약국 검사키트는 정확성에 대해 말이 꽤 있더라고요 지금 증상이나 동선겹치는게 없다면 안심하고 검사를 받지 않아도 될까요  그렇다고 이유 없이 검사를 불안감해소를 목적으로 활용하기엔 항상 고생하시는 의료진분들에게 어깨의 짐을 못 들어드릴언정 귀찮게 해드리는건 아닐까 생각이드네요,가정의학과
9,코로나 확진 받고 의료원,코로나 친구들하고 같이 걸리면 의료원 같이 들어갈수 있나요  들어갈수 있으면 같이 들어가는 방법 좀 가르쳐줘세요 ,가정의학과
