,27,28,29
0,어머니 증상은 어느 과 진료를 받아야 할까요 ,겨울이 되면서 갑자기 손발이 동상 걸린 것처럼 아프시다고 하십니다  특히 저녁에 증상이 심해지십니다  어느 과 진료를 받아야 할까요 ,가정의학과
1,엄지발톱 언제 빠질까요 ,발톱은 언제쯤 빠지고 그 주변 살이 검정색으로 멍들어있는데 언제 없어질까요 ,가정의학과
2,중성지방 내릴려면 금식을 오랫동안 하면 더 내려갈까요 ,피검사하기전날 저녁을 안먹고 측정하면 중성지방이 더 내려가나요  아니면 다른 수치들이 올라가나요 ,가정의학과
3,제가 복용하고 있는 영양제 한번 봐주세요,안녕하세요 제가 복용하고 있는 영양제 좀 체크 부탁드립니다   아침  빈속에 유산균 점심 식사 후   멀티 비타민  비타민c와 d  루테인  밀크씨슬 저녁 식사 후   오메가   엽산  블랙마카 자기전   여성용 질 유산균  너무 많이 먹나요   간에 무리가 가거나 안좋을지 걱정이 되네요   확인 한번만 해주세요   감사합니다 ,가정의학과
4,엄지발톱 눌렸는데 어찌해야할까요    ,누런색이 왼발 파인게 오른발톱입니다   두달전에 작은 신발을 신고 알바를 했다가 그날 엄지가 많이 눌려서 발톱이 하얀색으로 변하더니  파인곳은 제가 발톱을 좀 깎았더니 저렇게 되었네오   왼쪽은 냅뒀더니 중간에 층이 생기고 발톱이 누래집니다   이거 뽑아야하나요  아니면 시술 되나요      사는데 지장은 없는데 보기 껄끄럽네요 ,가정의학과
5,의사선생님 도와주세요,저희 어머니 이야기인데   세 이십니다  옛날부터 귤 같은 과일을 먹거나 노란 음식을 먹으면 피부가 노래지신다고 들어서 그런가보다 했는데 오늘 보니 눈 흰자가 노랗고 피부도 노란게 뭔가 좀 이상해서요    위암이려나 하고 대략적인 증상을 보니 딱히 체중 감소 같은 건 없으시고 복부팽만감도 없으시고 단지 눈 흰자와 피부가 뚜렷하게 노랗고 잠을 많이 주무시는 편이 아니라 피곤해하시는 정도인 것 같은데 제가 지금 부모님과 떨어져 살아서 더 깊게 살펴보진 못했습니다 황달이 의심돼서 어머니께 내과 진료 받아보시라고 말씀 드렸는데 아무래도 노파심에 올려봅니다 위내시경 할때 대장쪽 용종 말고는 이상소견 없으셨는데 혹시 간에 문제가 있는걸까요   도와주세요,가정의학과
6,손가락에 세균이 감염된 거 같아요,안녕하세요 저는 양식 조리사를 꿈꾸며 달려가는 학생입니다 지난주 일요일   일에 새우와 같이 파스타를 만들고 나서 월요일   일 부터 새끼 손가락에 작은 충격이 가면 통증이 있었는데 지금은 새끼손가락 피부 내에 고름이 생긴 거 같아 물어봅니다 만약 세균 감염이면 병원에서 어느 과를 가야 되고 지금 상태는 어떻게 대처해야 하는지 물어봅니다 비브리오 패혈증은 일요일이 지난 후   시간 내로 증상이 발현이 안됐으니 어떤 상태인지 세균 감염이 의심되는지 알려주세요,가정의학과
7,감기 질문,안녕하세요   학년 여자입니다  제가 오늘 아침에 한   분정도  밖에 나가있었는데 정말 손에 감각이 없을 정도로 추웠거든요  영하   도  집에 들어오고 나서부터 코가 진짜 미친듯이 막혀서 비염인가    하고 그냥 코풀고 코 주변 물로 씻고 했습니다  원래 제가 고양이를 키우고 나서부터 비염이 생겨서 코 먹히는군 대부분 비염이구나하고 넘기는데 오늘은 오전   시부터  시까지 진짜 코가 많이 막히고 기침은 가볍게 한두번 정도 나왔는데 코로나와 감기는 아직 구별하는 방법이 따로있을까요    최근에 코로나 검사를 했었는데        음성이 나왔습니다  코로나 검사를 먼저 받는게 날까요  아니면 병원을 먼저 냐원하는게 좋을까요  요즘은 코만 살짝 막혀도 코로나를 먼저 걱정해서     무섭네요 ,가정의학과
8,지속적으로 휘청이는 이유,저희 이모가   세인데 만성 B형간염이 있어 병원치료를 하고 있어요 지금은 많이 호전된편이구요 빈혈은 예전에 있었는데 지금은 없어졌고 걸을때 계속 다리가 아프시다 하시더라구요 몇달전부터 이모가 휘청거리시기 시작했는데 얼마전에 계단에서 휘청거리다가 뒤로 넘어갈뻔해서 진짜 큰일날뻔했는데 계속 휘청 거리세요 저녁되면 일찍 피곤해서 잠들구요 휘청거리는 원인이 무엇인지 알려주세요 어떻게 해야 호전되는지 알려주시면 감사하겠습니다 저희 이모는 박카스를 많이 드시고 담배도 하루에 한갑정도 피시는것 같아요 밥은 제때 잘 안먹구 성격이 예민하셔서 그런것도 있는것 같아요 제가 곧 대학때문에 자취할 수도 있어서 그러면 이모가 혼자 계시기에 마음이 편치않아 지식인에 글을 올려봅니다 내공이   밖에 없어   올리는점 양해부탁드릴게요 긴 글 읽어주셔서 감사하구요 답변 기다리고 있겠습니다 ,가정의학과
9,고혈압 이상지질형증이 건강하게 살 찌는법,안녕하세요      세가 되가는 남자입니다  제가 콜레스트롤 수치가    정도 나오고 혈압이           사이로 잴떄마다 다르게 나오는데요   콜레스트롤이 높으면 혈압이 높을수 있다고 교수님꼐서 말하셨고 아직 젊기에 고혈압약은 안먹고 저염식을 하시라고 말씀하셨습니다  일단 교수님말듣고 밥을 적게 먹고  달동안 싸이클   분씩 거의 매일 탔습니다   땀 흘릴정도로요  그리고 일주일에 두세번 근력운동 스쿼트랑 푸시업을 했고요     제가 키가    에   키로로 원래도 마른몸이었는데 몸무게를 재보니   키로가 되있더라구요   옛날에 엄청 말랐어서 다시 그때로 돌아가고 싶진 않습니다   이상지질혈증과 고혈압인 사람이 건강하게 살찌는 방법   뭐가 있을까요  운동을 일단 줄이는게 맞을까요   일단   엘오공  이라는 이상지질형증 약을 받았습니다   약을 먹고있으면 고기를 조금 먹어도 될까요    먹어도 된다면 육류를 하루에 한번은 섭취할 예정입니다    그 동안 고기를 너무 안먹어서요   그런거같아요   광고글은 달아주지마세요   저 진짜 고민이거든요  전문가님들의 답변 기다리겠습니다  ,가정의학과
