,18,19,20
0,신장 건강에대해 질문드립니다  ,  년생    살 남성이구요       월        월        월 검진 결과에서 혈청크레아틴이                     으로 증가하고 있고   gfr수치 또한                 로 감소하고있습니다   추가로  혈중요소질소 또한                    로 증가했구요  gfr 수치는 나이에 따라 정상 수치가 다른 것 으로 알고있는데 제 나이가   살 인데도   라는 수치는 평균 연령대비 너무 낮은 수치라고 판단됩니다    주 회정도 헬스를 하고 있어 일일 단백질 섭취량이 좀 많은 편 이구요      cm     kg   으로 일일        g 섭취 하는 중 입니다 ,가정의학과
1,운동할 때 오한이 들어요,이제 막 피티를 시작한 여자 헬린이  입니다 제가 워낙 뚱뚱하고 운동도 안하다가 시작하니 그런 지도 모르겠는데 피티 끝나고 러닝   분 뛸 때 오한이 들어서 평소 걷던 속도보다 더 느리게 걸었어요 운동을 안하다가 시작하니 그런 걸까요 아니면 다른 문제라도 있는 걸까요 ,가정의학과
2,이상지질혈증  간장질환 수치 문의,안녕하세요    이번에 건강검진 결과표를 받았는데   정확한 위험 정도와 주의사항  식단 관리 등 궁굼해서 확인 부탁 드리겠습니다     고혈압 수축기 이완기           mmHg 고혈압 전단계   빈혈 등   혈색소 g dL          당뇨병   공복혈당 mg dL        이상지질혈증   총콜레스트롤 mg dL        고밀도 콜레스트롤 mg dL       중성지방 mg dL        저밀도 콜레스트롤 mg dL         신장질환   혈청 크레아티닌 mg dL        신사구체여과율 e GFR  mL min     제곱미터        간장질환   AST SGOT  IU L       ALT SGPT  IU L       감마지티피 IU L       감사합니다 ,가정의학과
3,목안에 알맹이가 만져져요,현재 예비중인   살 여자 입니다   제가 요즘 목이 너무 뻐근하고 자꾸 담이 걸려서 스트레스 였는데 어제부턴가 알맹이가 만져져서 지식인 여러 질문들을 살펴봤는데 그런것들은 다 무슨 병이라고 해서 좀 걱정이 되서 질문을 올립니다   어제보다 오늘 알맹이가 더 커진거 같은데 병원 가봐야 할까요  무슨 증상인지도 모르겠고 어느 병원가야 할지 모르겠어요  ,가정의학과
4,숨막힘 몸 떨림 오한 구역질 증세,제가 일주전부터 숨막히고 숨이 잘 안쉬어 지고 몸도 떨리고 오한느낌도 나고 토할거 같고 이 증세는 무슨증상이죠  어느병원 가야해요 ,가정의학과
5,이상지질혈증 문의드립니다 ,  월   일에 건강검진을 하였는데 이상지질혈증 전문의와 상담을 하라고 결과가 나와서 문의드립니다   혹시 많이 심각한 상황인가요  나이는   살 남자입니다     그리고 혹시 중성지방과 고밀도 콜레스테롤은 정상인데 왜 총콜레스테롤과 저밀도 콜레스테롤 수치만 안좋게 나오는지도 알려주시면 감사하겠습니다 ,가정의학과
6,  대 울쎄라 리프팅 문의드려요,  대 중반 여자이구요  저랑 남편이랑 같이 리프팅 시술 생각하고 있어요  예전에 받아본건 리프테라인데 효과가  도 없어서 돈만 날린 것 같아요  울쎄라 리프팅이 좋다고 하던데 울쎄라 효과는 바로 나타나는지 보통 몇 샷 정도 받아야하는지  년에 몇 번 받아하는지   리프팅 간격은 얼마나 되는지  마지막으로 통증은 참을만 하는지 궁금해요  질문이 좀 많지만 울쎄라리프팅 받아보신 분 도움 좀 주세요   ,가정의학과
7,얼굴이 붉은데 안면홍조 맞나요 ,얼굴이 자꾸 붉어지는데 이거 안면홍조 맞나요  네이버에서 찾아보니까 안면홍조 일 것 같아서 문의드려요  안면홍조 치료 어떻게 하는지 궁금합니다  혹시 치료 안 받으면 더욱 심해질까요  안면홍조 치료 받으신 분들 도움 주세요 ,가정의학과
8,자꾸 머리가 아프고 토할 것 같아요,요즘에 자꾸 머리가 어지럽고 속이 울렁거려요   어제는 조금씩 토가  번이나 나왔구요   평소에 체도 잘하고 속도 안 좋을 때가 자주 있어서 처음엔 그려려니 했는데 지금  일 정도 이 상태가 지속되고 있어서 몸에 문제가 생긴건 아닐까 걱정되네요   왜 이런 걸까요  ,가정의학과
9,화이자 백신 차 접종후 다리 힘빠짐 저림,화이자 백신 맞아서 그런지 뭔지는 모르겠는데 맞은지 일주일지되었는데 몇일전부터 다리에 힘이 미세하게 빠지는 느낌이고 발목도 뭔가 뻣뻣해지고 불편한 느낌이 듭니다 한번도 살면서 이런적이 없는데 헬스장 등록하고싶어서 참다참다가  차 맞았는데  차 맞아야할까요 백신 때문인지는 모르겠는데 불안하네요  ,가정의학과
