,6,7,8
0,백신 접종,제가 미접종자인데 백신 부작용이 무서워서 그동안 안맞았거든요   돌아가시는분들도 많고 심장질환도 비일비재하던데 백신패스때문에 여친이랑 어디 가질못하겠더라구요   맞는게 좋을까요   ,가정의학과
1,코로나 확진 상태에서 구토 메스꺼움,코로나 확진된 사람입니다 지금 메스꺼움과 구토로 힘들어 하고있는데 빨리 나아지는법 없을까요 ,가정의학과
2,기숙사 입사 음성확인서,코로나   신속항원검사 음성확인서를 입사일 기준  일 이내 발급분만 인정한다고 합니다  일요일에 입사한다고 치면 토 일 발급분만 인정한다는 건가요 금 토 일 발급분을 인정한다는 건가요  헷갈리네요 ,가정의학과
3,식후 디에타민 복용,오늘 디에타민을 처방 받으면서 의사 선생님께 공복에 복용하되 오전에 투여하는 게 좋다는 설명을 들었습니다 오전에 투여하는 건 불면증 때문에 그런 것 같은데 공복에 복용해야 하는 이유는 뭔가요  원래 점심 일반식 한 끼 먹은 후 반정 복용하려고 했는데 혹시 이런 식으로 하면 디에타민의 효과가 떨어지나요 ,가정의학과
4,가정의학과 식욕촉진 처방,제가 감기에 걸린 이후로 식욕이 안돌아와요 금방이겠거니 했는데  kg나 빠져버려서 걱정이에요 가정의학과 가면 처방해주나요  ,가정의학과
5,가정의학과에서 아보다트 약처방 받을수있나요   세 남자입니다,가정의학과 의사분한테 아보다트 약처방전 받을수있나요 ,가정의학과
6,코로나   오한,오늘 코로나 양성판정을 받고 자가격리 중인데 약국에서 해열진통제와 여러약들을 처방을 받았습니다 그런데 제가 지금 미약한 오한이 생기면서 어젯처럼 잠을설칠까 두렵네요 오한 없애는법 아시는분 계실까요  또 제가 자꾸뜨거운 물을 마시는데 이것때문에 몸의 온도가 올라가서 더 아픈게 아닐까요    옷을 가볍게 입어서 열이 잘 방출되도록 하는게 좋을까요 아님 따뜻하게 입어서 체온을 지키는게 좋을까요  열날때 샤워하면 안좋을까요     일단 약처방 받은 사진도 올려둡니다,가정의학과
7,코로나 잠복기 pcr 검사,화요일날 갑작스럽게 원에서 전화가와서는 월요일에 등원헸던친구가 안와서 연락해보니 키트 두줄나왔다구 하원조치하라더구요   그래서 바로 하원하고 담날 수요일에 신속항원검사 했는데 가족모두 음성이였어요 원래 열이 없는 아이인데 어제부터 은근하게       도가 나와서 pcr도 하고 왔는데 미열 증상이 있는데도 음성이 나오면 괜찮을까요  잠복기에는 pcr도 음성이 나온다는 말이 있어서 걱정이네요,가정의학과
8,발톱에 생긴 검은부위 걱정되요, 월 초에 알게되었는데 언제 시작인지 모르겠어요 어느 병원에 가야하는지 왜 이런게 생겼는지 걱정되고 궁금합니다 사진은 며칠씩 간격을 두고 찍었는데   답변부탁드립니다,가정의학과
9,평소 수족냉증이 있는편입니다    언제부턴가 추워지기만 하면 실내에 있을때 유난히 간지러우면서 아프기도하고 저렇게 빨갛게 부어올라있어요  심할땐,평소 수족냉증이 있는편입니다    언제부턴가 추워지기만 하면 실내에 있을때 유난히 간지러우면서 아프기도하고 저렇게 빨갛게 부어올라있어요  심할땐 걸을때 압통도 있구요   평소 구두는 안신어여  왜이러는거죠   외과에서는 폐쇄성동맥혈전증라는데  저는 동창증상같아서요,가정의학과
