0,1,2
류마티스 후 증후군,중학교때 소아류마티스를 앓고 난 다음부터 현재까지 팔이 안펴지고 안구부러집니다  최대로 굽혔을때는 어깨로부터   도 각도구요    최대로 폈을때는 어깨로부터    도정도 되는거같아요  시간이   년 넘게 지났지만 이제서라도 재활치료를 하고싶은데 어떻게 해야 할까요    ,류마티스내과
통풍 회 질문합니다,제가 통풍 확진 받은지  달 되어가고 요산수치는  일전    mg이 나왔습니다 근데 지금   살에 이러니 미쳐버릴것 같아서 뭐라도 먹고 싶은데 고기는 위험하니 못먹고 회라던가 초밥을 먹고 싶은데 먹어도 될까요 ,류마티스내과
통풍 발작으로 약처방,  일전 급성통풍 발작으로 내원해 페브릭정  을 처방 받아 복용 중인데 아직도 제대로 못 걸을정도로 발이 붓고 통증이 있는데 괜찮은건가요  예전 발작일어날땐 다른병원에선 콜킨을 처방받아 먹다가 이번엔 다른약을 받아 의사 선생님께 여쭤보니 콜킨은 옛날 통풍약이라 안쓰고 요즘은 이약을 많이 쓴다고 하시네요 이번엔 너무 진전이 없어 걱정이네요 점점 붓기도 심해지고,류마티스내과
혈관염인가요  ,사진 봐주세요  ,류마티스내과
발가락 검은색,저기 발톱에 계속 거멓게 자리잡네요 손톱으로 세게 걷어내면 빠지긴 하는데 저게 뭔가요 ,류마티스내과
통풍이 있는데 벌화분 먹어도 되나요   ,통풍에는 비타민b 를 안먹는게 좋다고 하더군요   벌화분에 비타민B 가 풍부하다고 적혀있어요      먹어도 괜찮을까요  ,류마티스내과
급성통풍발작 질문드립니다,제가 약 이주일정도 전에 갑자기 오른쪽 발등과 발바닥이 욱신거리고 아파서 근처 정형외과를 갔는데 피검사를 하고 보니 요산수치가 높게 나와서 통풍이라는 진단을 받았습니다 당일 주사맞고 물리치료후 약을 처방받고  일주일가량 먹었더니 붓기가 많이 가라앉고 통증도 거의 없어졌습니다 그리고 그 뒤에 페브릭정   mg 처방받고 일주일정도 복용중이었는데 다시 통증이 생겨서 병원갔더니 콜킨정   mg 와 자이로릭정   g 그리고 소염진통제랑 네시움정을 처방받았습니다  기존에 복용중이던 페브릭정도 같이 복용을 하는건가요   아니면 페브릭정은 복용 중단하고 콜킨정과 자이로릭정을 복용하는건가요 ,류마티스내과
류마티스 관절염관련 피검사 검사결과지보고 질문드립니다 ,오른손 중지 손가락 가운데마디가 아파서 류마티스 관절염 검사를 받았는데 엑스레이도 괜찮고   류마티스는 아니라고 걱정안해도 된다고 의사선생님께 진단을 받았습니다    그리고나서 나갈때 피검사 결과지를 받았는데  예전과 다르게 H 나 L 로 표시되어 안좋은 부분들이 좀 보이더라구요    이거에 대해선 의사선생님께서 전혀 말씀이 없으시던데 제 몸상태가 어떤건가요     그동안은 피검사하면 언제나 모든게 정상범주에 있어서 안심했었는데 걱정되네요    남자고 나이는     키    cm  몸무게   kg  마른 비만형  비흡연  음주는 주 회 맥주   캔  혈압정상이고 현재 역류성식도염 약만 복용중입니다    검사결과를 첨부하오니 설명 좀 부탁드려도 될까요  어디가 안좋고 뭘 해야 좋아질까요       아  그리고 류마티스 관절임인지 아닌지는 어느 항목으로 판단하나요  ,류마티스내과
흉터로 된걸까요  ,종아리부분에 다리를 자꾸 긁어 딱쟁이도지고 떼었다를 반복해서 후시딘으로 여러번발랐는데도 그주위 색깔이 동그랗게 볼록 튀어나와 거무스르하게 변했는데 살색으로 안돌아오네요 무슨약을 발라야 살색으로 돌아올까요  ,류마티스내과
통풍 요산수치 질문,정형외과에서 피검사 했는데     요산수치 나왔습니다   통풍일 가능성이 높을까요     류마티스 내과로 가보라고하긴 합니다,류마티스내과
