0,1,2
고막패치술,그 후에 패치를 제거 해야되는건가요  몇년 전에 한건데 최근에 자주 귀가 막히는거 같아서요,이비인후과
피어싱 소염제 감기약,제가 기침 가래 콧물 때문에 며칠 전부터 병원에서 지은 약 복용중인데 피어싱 염증 때문에 소염제랑 감기약이랑 같이 먹어도 되나요 ,이비인후과
이빈후과약 번갈아 먹어도 되나요 ,코로나 격리해제 후 디코프정 엘코스텐캡슐 뮤리나제정 세파로캡슐 먹다가 다 먹어서 다시 처방 받았는데 나머진 똑같고 세파로캡슐  일성클래리트로마이신정으로 바뀌고레바트정이 추가됐어요 그런데 추가된 약들이 저랑 안맞는것같아서 말씀드린후에 처음먹던게 괜찮았어소 다시 처방 받아왔는데 효과가 없는 느낌이에요  그래서 일성클래리트로 마이신정이랑 레바트정만 따로 더 먹을가하는데  괜찮나요  약은 아까   시반쯤 먹었어요,이비인후과
코세척 수돗물  ,제가 모르고 일주일 넘게 수돗물로 코안이랑 눈을 세척했는데여 그뒤로 코가 맵고 시린느낌이랑 눈안이 침침하고 흐릇한 느낌이 듭니다   병원 가봐야 되나요   혹시 아메바감염이라도 된걸까요  머리도 살짝 아픕니다,이비인후과
편도결석인가요 내공   ,양치하다 가끔 엄청작은 알갱이 나온적 있긴한데 편도결석이 안보이는데 저것들이 다 결석인가요 ,이비인후과
입안에 이거 구내염 일까요   ,아 며칠전부터 아파 죽겟네요   요새 간식을 잘 먹어서 얼굴살 쪄서 얼굴 안쪽살을 씹어서 아픈줄 알앗는데 생각해보니 볼살쪽기 아닌 입가 주변이라   구내염  이런거 생긴적 없엇능데 그거 맞나요 ,이비인후과
비중격만곡증 수술 후 지지대, 일 전 비중격만곡증 수술과 함께 비밸브재건술 도 함께 진행했고 오늘 코 안에 있던 거즈를 모두 뺀 채 퇴원한 상태입니다   그런데 현재 코가 내려앉는걸 막고 고정될 수 있도록 플라스틱 지지대와 철사를 코 안에 박아둔 상태인데요  일주일 뒤 다시 내원하면 제거할 예정이라고 합니다   문제는 어째선지 코끝이 살짝 들리고 콧등이 뭉툭해지면서 소위 돼지코가 된 상태입니다  수술 전 상담할땐 의사 선생님이 코의 외형상 변화는 없을것이라 장담하신 만큼 아마 플라스틱 지지대로 인한 것으로 보이는데  이런 상황을 아시는 분 계신가요  이 지지대를 제거하면 코 외형은 원상복구 되나요   참고로 수술을 진행한 병원은 강남 세브란스 병원입니다 ,이비인후과
 나눈질문   비중격만곡증이 심한건가요,비중격만곡증이 심한건가요  수술할지고민됩니다,이비인후과
목 편도  통증,제가 예전에 편도염 몇번 걸리긴 했었는데 이번에도 편도염 일까요  사진 화면상으로는 왼쪽 목에 통증이 있는데 원래 편도는 저렇게 꿀벌집 모양인가요  현재 목 상태가 어떤거 같은지 알려주세요 내공    드립니다,이비인후과
목 아픔  코로나 완치함 ,제가  월   일에 코로나 판정 받고 완치 하고도 가래가 껴서 종종 뱉곤 했는데 오늘따라 안빠져서 계속 빼려고 카악 카악 거리니까 목이 그때부터 좀 아프네요 혹시 염증 생긴겅가여  아니면 코로나 재확진일 확률도 있나요  목 아픈거 외에 다른 증상 없습니다 목을 뒤로 젖히거나 침삼킬땐 안 아프고요 큼큼거릴때 아픕니다,이비인후과
