0,1,2
수면다원검사를 시행하시는 의사선생님들께,안녕하세요 제가 평소 피곤하면 자주 코를 곱니다 스마트위치에 자면서 산소포화도를 측정하는 기능이 있는데  월초 부터 건강이 좋지 않아 자면서 최대  분동안       의 산소포화도가 나오더니 오늘 자는중에 산호포화도가    를 찍었는데 이게 정확도가 믿을만한건지 궁금합니다,이비인후과
코피 입에서 피,전부터 궁금했던 건데 코피가 나면 입에서 가래 처럼 뭉텅이로 피가 나오는 이유가 무엇인가요  항상 코피 날 때마다 그러는데 궁금했 거든요 그냥 단순히 코와 입이 연결 돼서 그런 건가요,이비인후과
오한 몸살,낮에 창문을 열고 새벽에   도 이상 될줄 모르고 창문 열고 자다 추워서 깻습니다 그 후부터 몸이 오한증상이 살짝 있었고 콧물도 나왔습니다 별일 아닌것같아 코감기 약을 먹고 다시 잣습니다 그리고 일어나보니 너무 춥고 식은땀이 나고 근육통이 생겼고 살이 이불에 닿을때마다 닭살돋는 느낌이 들고 가만히 잠을 못자겠습니다   머리는 띵하고 눈윗부분은 알배긴 느낌이고 머리를 갑자기 움직이면 많이 지끈거립니다 어떤 증상일까요 ,이비인후과
외이도염 약 귀 막힘,제가 외이도염에 걸려서 병원 가서 약을 받았는데 먹는약과 귀에 약을 넣는 약이있었어요 근데 귀에 약을 넣고 바로 귀 깁숙히 들어가는 방향으로 눕고 잤는데 귀가 막혀있어요 침삼키면 귀에 물들어간 것처럼 소리나고 너무 불편하고 아파요 면봉으로도 해봤는데 물도 안묻고 거의 고막  까지 넣봤는데 면봉에 물이 안 젖었어요 귀에 물도 넣고 약도 더 넣어보고 이건 어떻게 해야할까요 제발 알려주세요,이비인후과
  시는 언제인지 알려주세여,  일날 격리해서   일   시에 해제 된다면    일부터 출근 가능한가요 ,이비인후과
목감기 빨리 낫는법,제가 오늘 병원에 갔는데 의사선생님이 목감기 같다고 하셨는데 빨리 낫는법 있을까요  그리고 목감기 주요증상도 알려주세요  그리고 자기진단 키트 정확도도 알려주세요  내공   ,이비인후과
저희아빠가요    오늘보건소에서 코로나 검사했는데요   ,저희아빠가 그젓께 회사사무실에서 확진된사람하고 이야기하시고 계속붙여있었나봐요 그사람은 그젓께 오후에 코로나검사하고 양성나왔고 저희아빠는 어제저녁부터  계속 목감기 심한몸살걸리고  열도나고 비틀비틀걸으시고  집앞약국에서 자가진단키트검사한걸로 하셨어요 근데 둘다음성나와서 혹시나해서   저녁  시에 제가 일 다니는 여성회관옆에 보건소에 검사하러 저랑같이왔어요   보건소에서 PCR검사양쪽하고 자가진단키트 양쪽하셨는데 키트상 양성이라고 아빠덕분에 저까지 코로나검사 월요일 화요일  번이나 더했네요 저는 PCR검사하고 자가진단키트검사 음성으로나왔어요 그젓께두 자가진단키트할때도 음성으로나왔어요     아빠말로는 증상이없고 일반감기같다고했는데 왜 양성으로나왔을까요 저도 몇달전에 백신맞고  주동안감기걸렸는데 엄청아프고 고생했어요 목감기에다 콧물이나오고 그랬어요   저는 의무적으로  월요일마다 검사하는날이라 하는데 할때마다 음성나왔는데    저희아빠는 왜 양성으로나왔을까요      저희아빠는 면역력강한데말이예요 아빠께서 양성나오셔서 밖에도 나가면안되고 몇일집에서 격리해야된데요  정확하게답변좀해주세요   정확하게알려주세요   정확하게조언좀해주세요  ,이비인후과
오미크론 완치기간,보통 확진 후  일 뒤 격리 해제라 하는데  격리 해제 가 오미크론 증상이 사라지고 몸이 회복되었다는 걸 말하기에는 애매하지 않나요  오미크론의 완치를  일 후 격리 해제라 하니 너무 답답합니다  격리 해제가 아니라  오미크론이 낫기까지 보통 얼마나 걸리나요  회복 기간이 얼마나 걸리는지 궁근합니다  격리 해제 말고  건강이 리커버 되는거요 ,이비인후과
편도선 부음,편도선이 엄청 부었는데 마라탕 먹으면 안되겠죠   ,이비인후과
목감기 증상이 있는데 코로나인가요 ,목에 가래 낀 느낌 말고는 기침도 안나고 콧물도 잘 안납니다 미각이나 후각도 괜찮고요 목감기인가여 코로나인가여,이비인후과
비중격천공 질문드립니다,몇년전에 코수술을 했었는데 이번에 병원가니 비중격천공이 있다고 재수술이 어려울거같다는데요   재수술은 안해도 되나 지식인에 답변중 천공이 있으면 나중에 비중격연골이 녹아 코가 주저앉는다는 답변이 있는데 사실인가요  지금은 면봉만한 크기인데 이게 점점 커지면 그렇게 될수 있는건지   현재 딱지가 자주 생기는거 말곤 소리도 없고 불편한건 없습니다,이비인후과
오늘 아침 설거지하다가 갑자기 어지러웠어요  지금은 나아졌는데    뭐지요   대구시 동구 율하동   대중반 여 이석증 ,애들 간병 때문에 어제밤에 잠을 잘 못자긴 했어요   오늘 아침에 설거지 하고 있는데 좀 빙글거리는 어지럼증이 몇분간 있었어요     지금은 좀 나아졌는데  이비인후과 가봐야할까요 ,이비인후과
목 오른쪽 부분이 아파요   일 내과약 먹었는데 낫지를 않아요  이비인후과도 가볼까요   대구 수성구 범어동   대중반 여 구내염 ,침삼킬때 목이 아프고 뭔가 목에 근육통 도 같이 있는것 같은데   약을 먹어도 차도가 없어요      어디를 가봐야하나요 ,이비인후과
콧물약 있나요 ,이약중에서 혹시 콧물약 있나요  ,이비인후과
코감기인가요,코 안쪽이 간지럽고 재채기가 엄청 나와요 코도 막힌거같아요,이비인후과
입안 볼쪽에 하얀 줄 같은 게 있어요 사진 주의 ,입안 볼 쪽에 햐얀 줄같은게 있는데 왼쪽 오른쪽 둘다 나있어요  근데 오른쪽은 가면 갈수록 너무너무 아픕니다  이게 뭔가요   ,이비인후과
귀에서 바스락 소리,하품하거나 할때 소리나는데 백프로 귀지 때문인거같습니당 귀지가 깊숙이 들어갔어도 언제가되든 나오긴하겠죠  안파도 되는거죠  소리가 아주 쪼끔 거슬리긴하는데 병원가기 귀찮아서융,이비인후과
귀 이명소리와 통증,음식을 씹거나 입을 크게 벌릴때 귀에서 귀지팔때 나는소리와 거의 동일한 소리가 납니다  어제 저녁을 먹을때 그런소리가 났었는데 오늘 아침을 먹었을때도 동일한 소리가 나더라고요  갑갑해서 입을 크게 몇차례 벌렸는데   분정도 지나니 가만히 있어도 귀 주변이 아프고 통증이 느껴집니다  약간 아려요  지속적은 아니고 가끔 따가운 정도 입니다  평소 턱을 괴는 습관이 있는데 관련이 있는건가요  그리고 이럴경우에는 어떻게 해야되죠 ,이비인후과
  대 여성   코피가 자주 나요   ,  대 여성입니다 평소 흡연하고 음주도 좋아합니다  한   개월 전부터 가끔 코피가 나는데  개월전에 한번   피가  분가령 안멈추고 펑펑    제 느낌에  나왔었습니다     다행이 그런이후에 잠깐 코피가 나다가 멈춰서 대수롭지않게   생각했는데 요근래 달에 두번  세번   정도      또 자주 코피가 납니다  지속적으로 많은 양은 아니고    또 금방 그치는데 횟수가 잦아서 걱정이 되네요   별 문제 아니겠죠  ,이비인후과
코로나   회복기간,  살 남학생입니다 친구가 코로나가 걸려서 저도 검사를 해봤는데 옮은 것 같아요 양성이 떠서 집에서 쉬고있는데 아무런 증상도 없고 편안합니다 며칠정도 지나야 코로나 다 낫나요 ,이비인후과
이비인후과 코로나 검사,아무 이비인후과 가도 검사가 가능한가요 ,이비인후과
코로나 자가진단 키드,면봉  개가 있는데 하나는 엄청 얇고 하나는 두껍네요  두꺼운게 코로 들어가야 하나요  ,이비인후과
이거 편도결석 맞나요 ,반년 전 부터 목에 이물감이 느껴져서 자꾸 가래 끓는 행동을 반복해도 안 나아지고 하도 켁켁대서 목도 자주 아프거든요    근데 저 왼쪽 방향에서 이물감이 느껴져서 봤는데 오른쪽에 비해서 많이 튀어나와 있네요  저 안에 결석이 있는건 가요 ,이비인후과
처방전 좀 봐주세요,코로나 확진됫고 비대면으로 진료받았는데 처방전좀 봐주실수있나요  일분만에 진료가끝나서 믿고 먹을수가 없네요  ,이비인후과
씨프로신 점이액,고막 주사 맞고 이 약을 처방받았는데 적당히 외이 감염안되게 바깥부분에만 뿌리는 용도인가요  아니면 내이까지 들어가게 하는 용도인가요     ,이비인후과
코로나인가요,어제부터 목 칼칼한데 목 칼칼한거 외에 다른 증상은 없구여   목만 칼칼한데 코로나 일수도 있나요 ,이비인후과
감기인가요 코로나인가요,이틀전부터 콧물이 자꾸 나오고 침삼킬때 살짝 아프다가 오늘은 목은 안아픈데 콧물이 계속 나오고 재채기가 좀 심해졌어요 밤에 이불을 안덮고 자긴했는데 감기인가요 아니면 코로나인가요   참고로 사람많은곳 안다녔습니다   ,이비인후과
인공와우 수술한후 티비소리가,인공와우 수술했는데요  그후에 티비보면 티비소리가 너무 예민짜증날정도로 머리가 아파요  멍하고 이명이좀   그래서 저는 티비음소거하거나 소리불륨  으로 낮춰서 봐요  음악소리는 안그렇는데   ,이비인후과
코피가 너무 자주나는거같아요,저번에 pcr검사 하면서 코 찌른이후 코 속이 부은것처럼 코가 막히더니 그때부터 코 풀때 피가 조금씩 섞여서 나오고 막 주륵주륵 흐를 정도는 아니지만 코풀때 아 피난다    싶을 정도로 코피가 나는데 왜 이럴까요 항상 코피의 양이 많지는 않았습니다 두통이나 막 얼굴이 노래지고 이런것도 없어요,이비인후과
목소리가 안나와요,안녕하세요 제가 어저께 밤 부터 열이 나다가 어제 새벽에 열이 내렸어요 그리고는 목이 아프더라고요    이제는 목은 안아픈데 목소리가 갑자기 안나오네요    어떻게 하는게 좋나요 ,이비인후과
비염수술 코막힘,저번주 월요일이 비염수술  비중격만곡증 수술 을 했습니다  근데 수술 후부터 코가 턱 막혀있어서 숨을 쉴 수 없습니다  일주일 내내 입으로만 숨을 쉬고 있고 냄새를 못 맡습니다  병원가서 드레싱을 받고 와도 그 순간만 잠깐 뚫리고 다시 막힙니다  이거 뚫리는거 맞죠  수술전에는 양쪽이 번갈아 막혀서 숨은 쉴 수 있었는데 수술 후엔 전혀 숨을 쉴 수가 없어 머리가 너무 아프네요,이비인후과
알러지 검사 질문,제가 비염이 어릴 때 부터 있었습니다  환절기마다 있었고요       년 이후로 몇 년 동안 없다가 저번 달에 몇 년 만에 처음으로 비염이 찾아왔습니다   직전에 공사장 같은 환경에서 마스크를 꼈음에도 먼지를 많이 마셔서 그런 것 같은데  어릴 때는 그런 먼지가 아니어도 비염이 생겼거든요   그래서 항상 비염 원인에 대해 궁금해하고 있던 차에  인스타를 보다가 인터넷 모 커뮤니티에 올라왔다는 사진을 보게 되었습니다          이게 알러지 검사인건 알겠는데  비염도 해당하는 건가요      이비인후과  내과  어디를 가야할까요  그리고 보통 검사비용이 얼마나 나올까요     번에서 비염이 해당이 안된다면  비염 원인을 알려면 어떤 검사를 해야하는지도 알려주세요   번도 사진이 아닌 비염 검사에 대한 내용입니다  ,이비인후과
광선검소리같은 생활소음이 들려요,안녕하세요  최근들어 집에있을때 간헐적으로 광선검소리같은 징 징  소리가 들립니다  휴대폰 진동과는 다른 느낌이예요 오븐을 돌릴때 나는 소리 같달까요   물론 저희집엔 오븐 없고요  혼자살고있는데 윗집이 이사온 이후로 이런 소리가 나는것 같아요 설마 윗집에서 오븐 돌리는 소리가 여기까지 들리진 않겠죠   제가 환청이 들리나 싶기도 한데요  집밖에선 이런 소리를 들어본 적이 없고  스트레스 받을 일도 없어서 이 소리의 원인을 찾고 싶습니다   이런 소리를 들어보신 분  이 소리가 뭔지 아시는분 답변해주시면 감사하겠습니다 ,이비인후과
편도 통증 질문드립니다   ,제가 회사를 다녀서 병원 갈 시간이 평일에는 마땅치 않아  우선 여기로 질문 드립니다       침 삼킬 때 왼쪽 편도 부분만 너무 아픕니다 따가운 듯이 아픈게 아니라서 이걸 어떻게 표현해야할지 잘 모르겠네요    굳이 표현하면 굵은 가시로 찌르는 느낌    아파서 침 삼키기도 싫구요       목에 뭐가 무겁게 있는 느낌이고  기분 탓일 수도 있지만 왼쪽 귀도 약간 예민해진 느낌입니다   기침도 며칠 전부터 계속 나고 누울 때도 나는 것 같아요 요근래 그냥 가만히 있는데 콧물 이 목 뒤로 넘어가기도 했구요     요약   침 삼킬 때 왼쪽 편도 부분 매우 통증   목에 이물감   왼쪽 귀도 예민   잦은 기침 등     내용만 봤을 때는 어떤지 분간이 잘 안 가시겠지만    그래도 답변 꼭 부탁드립니다         ,이비인후과
코로나 자가진단키트 정확도,저희 어머니가 양성이 나오셔서  어제 저도 보건소가서 검사를 했는데 자가진단키트로 했거든요  보건소 직원분이 해주셨어요  그땐 음성이 나왔는데 자가진단키트 정확도가 떨어진다고 해서  오늘 피시알 검사를 또 했는데   걱정되네요  검사결과가 언제쯤 나올까요  제가 내일 아침에 나가봐야해서 뭔가 머리  목이 좀 아픈 거 같고   자가진단키트하기 전 부터 아팠거든요 목은   친구랑 노래방가서 세시간 노래해서 아픈 건지   오미크론인지 모르겠네요   전화해보면 더 빨리 검사결과를 알 수 있을까요 ,이비인후과
구내염인가요 ,구내염치고는 혀 밑쪽에 나가지구 이게 구내염인가  싶네요 통증도 있고 그래서 물어봐요 혹시 이것도 가글이나 아프니벤큐 같은 약으로 나을수있나요  코로나시국이 너무 무서워서 병원 가기는 힘든데 답변부탁드려요 ,이비인후과
비중격 천공 질문,안녕하십니까 천공에대해서    보통 그냥 숨쉴때 소리가 안나면 천공이 아닌건지   그리고 일부러 세게 숨쉬면 다들 약간은 숸소리가 나는지   한쪽을 막고 숨 쉬었을때 한쪽은 약간 쉰소리가 나는데 반대쪽은 안나는 이유   그 쉰소리가 숨구멍이  코 안 숨 구멍 자체가  반대쪽보다 작아서 날수있는지 궁금합니다     마지막으로 코 왼쪽 비중격이 약간 욱신거리고 쓰라린데 건조해서 그런걸까요   한달전 이비인후과 내원해서 다 괜찮다고 하긴했습니다 ,이비인후과
중이염으로 청력을 잃은 경우 , 살경에 중이염을 심하게 앓고 청력이 아예 사라졌습니다  다행히 한쪽 귀만요  어린땐 큰 어려움이 없었는데 커서 사회생활할 때 제약이 많이 생겨 수술적 치료를 고민중입니다    중이염으로 청력을 잃은 경우에 수술로 전보다 좀 잘 들리게 할수 있을까요  된다면 동네병원 우선 간 후에 소견서 떼서 대학병원으로 가보려고 합니다 ,이비인후과
코로나 자가검진키트 양성인가요 ,인후통  미열 증상이 있구요 사진에서 보이는 것 보다 조금 더 선명히 두 줄이 보이는데 양성이겠죠 ,이비인후과
오트리빈 사용하려고 하는데,제가 코감기가 걸려서 계속 코가 막히고    그래서 어제 잠을  시간 도 못 잤어요    그래서 감기 나을때 까지만 오트리빈을 사용하려고 하는데  일  정도 사용하는것도 약물성 비염 이 생길 수 있나요   하루에 학원 갈때 한 번 자기전에 한 번 뿌릴 생각인데  그래서 질문은     감기때문에 오트리빈을  일 정도 하루에  번 사용해도 약물성 비염에 걸릴 수 있나요      오트리빈 가격이 얼마정도 하나요 ,이비인후과
변성기 인데 말할때 조금만 목애 힘주고 말해도 목이 아프다,제가 변성기 인데 변성기가  년 전 부터 있었어요 근데 요즘 목에 힘주고 말하면 조금만 말해도 목이 아파요 뭘까요  혹시 변성기때 소리를 많이 질러서 목 상태가 이상해 진건가요 ,이비인후과
귀가 먹먹해요,저번부터 그랬는데 가끔씩 귀가 물 들어간 것 처럼 먹먹해지고 답답한 느낌이고 소리가 약간 잘 안드리는 거 같아요 괜찮아졌다가 또 증상 생기고 해서 이비인후과 갔었는데요 귀지 쌓인것도 없다 하셨고 염증도 없다고 이상없다고 하셨는데 뭐가 문제인걸까요   ,이비인후과
귀에서 삐소리 들림  ,밤마다 귀에서 삐 소리 들려요 안그래도 무서운데 삐소리 들려서 짜증나죽겠네요  밖에서 나는 소리는 아니고    제가 청력이 좀 안 좋은데 그래서 그런가요   아직 학생인뎃    ,이비인후과
수면검사하룻밤,수면검사 라는게있나요    이비인후과에서 하룻밤자고 막 검사를 하나요 수면검사는  ,이비인후과
가끔 이명이 들려요,몇주 전부터 귀에서 이명이 들려요   몇 주 전부터 유독 오른쪽 귀에서만 심장이 두근거리는 소리가 났어요  원인을 생각해보면 요즘 인강을 듣게 되면서 이어폰을 오래 사용했어요     몇시간 전에는 오른쪽 귀에서 삐이 거리더라구요    이어폰 사용으로 인한 귀 스트레스로 이명이 생길 수도 있나요   이어폰을 사용안하고 귀에 무리를 안주면 자가치료가 가능한가요   자려다가 이명 들리면 잠이 안오네요   ,이비인후과
메니에르병,너무 높거나 낮거나 큰 소리를 들으면 귀랑 머리가 아프고 좀 움직이거나 움직이는 물체를 보면 어지럽고 눈앞이 돌기도 해서 이비인후과에 갔었는데 청력검사 결과 청력저하가 없다고 메니에르가 아니라고 했거든요  그럼 이건 뭐죠,이비인후과
머리가 핑 돌아요  최대한 빨리 답변 부탁드려요 ,엄마가 눈 감고 누워있는데 갑자기    도 핑 돌았데요 계속  시간 동안 그런데 이젠 앉아있어도 어지럽고 식은땀도 나요,이비인후과
