0,1,2
만성중이염 원인은 어떤 게 있을까요    ,귀에 통증이 심하고  몸에 열도 나서 이비인후과에 갔는데 만성중이염이라는 진단을 받았어요      그냥 중이염도 아니고   만성중이염이라고 해서 좀 놀랬는데  갑자기 만성중이염이 된 까닭이 뭐가 있을까요    제가 감기에 잘 걸리긴 하는데 이게 영향이 있는 건지     만약 감기가 영향이 있다고 하면   감기랑 중이랑 무슨 연관이 있어서 중이염에 걸리는 건지 궁금해요   ,이비인후과
만성중이염 치료를 받으려 합니다  통증 없이 치료가 가능한가요 ,만성중이염 치료 때문에 고민입니다   지금도 건들이기만 하면 아프고  귀에 고름이 나오는데 만성중이염 치료를 받을 때 혹시나 자극이 되어 더 심해지진 않을까 걱정됩니다    약치료는 받고 있고요  약은 꼬박 꼬박 챙겨 먹고 있습니다   다만 만성중이염이여서 그런지  잘 낫지 않는 게 문제입니다    병원에서는 약물치료가 잘 듣지 않으니 수술적 치료를 고려해보자고 말하는데   수술 과정 및 치료 후에 통증 없이 만성중이염 치료가 가능한가요  ,이비인후과
만성중이염 수술 궁금해용   안 하면 어떻게 되나요 ,안녕하세요    대 초반 여자입니당  만성중이염 때문에 수술을 고민하고 있는데요   저는 되도록이면 수술을 안 받고 싶은데  병원에서는 수술받는 쪽이 좋다고 하셔서용     혹시 수술을 받지 않고 일반 치료만 진행하면 만성중이염을  영원히 치료할 수 없는 건가여         제가 또 중요한 시험을 앞두고 있어서     만성중이염 수술 후에 후유증이 있으면 안 되거든요      혹시 만성중이염 수술 안 하면 어떻게 되는지랑 수술 후 후유증이 심한 지  안전한 수술인지 알려주실 수 있나용     ,이비인후과
소아중이염 때문에 아이가 많이 아픈 거 같아요 항생제 관련 문제로 질문 드립니다 ,안녕하세요  저희 아이는  살이고요   아이가 계속 울길래 처음엔 소아과에 데려갔는데 귀에 문제가 심한 거 같다고  이비인후과에 가보라고 하시더라고요    이비인후과에 갔는데 소아중이염 판단을 받고 약물치료 진행하고 있는데   항생제를 아이가 계속 먹어도 문제없을지 걱정이 되어서요   그 외에 다른 약들도 아이 몸에 부담이 가진 않을까 걱정도 되고    여러모로 고민이 참 많습니다    소아중이염은 항생제를 먹어야 나을 수 있는 거지요   계속 복용해도 문제 없을까요   ,이비인후과
이비인후과 진료시 진료기구를 통해서도 코로나가 걸릴수 있나요 ,내과와 달리 이비인후과를 감기 때문에 가게 되면 코 속으로 약도 뿌리고 입속으로도 약도 뿌리고 그럽니다  문제는 앞사람이 코로나 확진자였다면 있다면 후에 진료 보게 되는 사람도      코로나에 걸리나요  한 사람 진료보고 소독하고 이걸 반복하는지는 모르겠지만 여러 사람에게 쓰면 분명 코로나 환자에게 쓴거라면 다음 사람도 걸릴것 같은데요  이비인후과 같은 병원에서는 매 환자마다 소독을 하는지 궁긍한데 이비인후과 진료 후 진료기구는 매번 소독하나요 ,이비인후과
코로나 자가진단 키트,이거 한줄인가요 두줄인가요  반투명한건 원래 있는건가요 ,이비인후과
코로나 증상에 목 아픔이 어떻게 아픈 건가요,오랜많이 말을 많이 해서 목이 아픈 건지 병 때문에 목이 아픈 건지 모르겠어요 기침은 안 나고 침 삼킬 때 이물감은 안 느껴지고 목이 그냥 아픈데 코로나일 수 있나요,이비인후과
비중격만곡증 수술 후 코로나 확진,비중격만곡증이랑 하비갑개절재술 수술한지  달 정도 됐는데 얼마 전 코로나 확진 판정을 받았어요  코가 막히는데 수술 후 아무는 과정에서 막히는건지 코로나때문에 막히는건지 구분이 잘 안가는데 혹시 코로나 때문에 막히는거라면 수술 부위에 지장이 있을까요    ,이비인후과
코로나 음성인가요  급합니다 ,자가키트했는데 c라인 살짝 오른쪽으로 나와서 음성인지 양성인지 오류인지 판단이 안서네요 음성인가요 ,이비인후과
코로나 급속항원검사,에서 양성나오면 학교에다가 어케 보고하나요,이비인후과
귀지 처리방법,귀에 바스락바스락거리면서 근질근질 딱 귀지 느낌이예요    기분같아선 그냥 당장 파버리고싶은데 건들면 귀에 좋지 않다고 들어서 이도저도 못하겠어요 어쩌죠  ,이비인후과
돌발성 난청 질문,돌발성 난청에 걸리면 고막이 제대로 움직이지 않나요 ,이비인후과
외이도염인가요 ,유튜브 볼때나 소리듣는것에는 문제가없는데 제가 말할때 소리를치거나 크게말할때 왼쪽기가 욱신거리고 음식을 먹을때도 욱신거려요,이비인후과
편도선 부음,어제부터 목이 조금씩 부으면서 아프다가 오늘 학교를 가고나서부터 더 심해졌는데 어떻게 해야하나요  학교를 안가기도 그렇고  학원 때문에 병원갈 시간이 없어요 ,이비인후과
동생이 미결정인데,막내동생이 양성이고 저희 가족 다 했는데 둘째가 미결정 통보 받아서 질문드려요  혹시 저도 등교를 못하나요  둘째는 재검사 하고 나서 결과 받고 나가는게 맞는데 저는 어떨게해야할까요 ,이비인후과
편도제거수술 통증, 일차인데요 진짜 통증이 너무 심해요  저 아픈거 잘참는데 진짜 이건 너무 아파요  귀도 엄청아프고 치통도 있어요  어제부턴 약먹어도 효과가 없어요  목이 너무 아파서 약삼키기도 너무 힘들고요    입술에는 구내염까지 있어서 물같은거 입술에 닿으면 너무 아파요  누가 목을 주먹으로 쎄게친거 같고 귀는 고막을 찢는 기분이에요  동네 이비인후과가서 주사라도 맞으면 괜찮아지나요   이거 어떻게 참아요  밥도 두숟가락먹고 우유 몇모금밖에 못먹어요,이비인후과
비중격만곡증 수술후 부목 빼는 통증,비중격만곡증 수술  일차 입니다  수술 후  일차때 솜을뺐고   일차때 부목을 빼러 갔습니다  뺄려고 하는데 너무 아프고 치아 앞니가 너무 아팠습니다   확 빼면 기절할거 같은느낌   그래서 선생님께 너무 아프다고 말했어요  그럼  일후에 다시 빼자고 말했습니다      원래 부목을 뺄때 치아가 아픈건가요       선생님께 국소마취 하고 빼달라고 하면 해주시나요  ,이비인후과
코골절질뮨,코를 박아서 정형외과를 갔는데 이비인후과랑 별차이없나요  별이상 없어보이는데 아프면 ct찍자하는데 꼭 이비인후과를 갈필요는 없는거죠  ,이비인후과
비중격 만곡증 수술,제 상태는 수술 받아야겠죠     그리고 오른쪽 귀가 먹먹하고 콧물도 나오고 오른쪽 눈만 좀 흐리게 보이는데 축농증인가요    년전에 수술했는데 다시 재발할수있는건가 궁금합니다,이비인후과
