0,1,2
교정 미니 스크류 제거 후 흡연,제가 안쪽 잇몸뼈 쪽에 미니스크류를 박았었는데 이게 잇몸살들이 엄청 이상하게 뒤덮이고 그래서 이제 쓸모가 없어진 후에 제거를 하고 왔거든요 그래서 잇몸을 좀 째고  미니스크류를 뺀다음 다시 꿰맨 상태입니다  약은 하루치 처방해주셨구요   이거 다먹고 뺀지  일차인데 흡연 가능할까요    매복사랑니만큼 구멍이 클것같지는 않은데 너무 피고싶어서 질문드립니다  전문가 분들 답변 부탁드립니다 ,치아교정
교정 이빨 흔들림,교정 한지 일주일 째인데   통증은 어느 정도 없어지고 있지만 왼쪽 아래 어금니만 무지막하게 아프네요   밥 먹고 양치하다가 뭔가 느낌이 들어 한번 손으로 흔들었는데   이빨은  안 흔들리는데 이빨 안쪽에 뭔가가 흔들리고 난 후 손을 놓으면 통증이 있어요   혀로 밀어도 이빨안 뿌리   그쪽 부분이 흔들리는 데 정상인가요   억지로 흔들거나 힘 주면 안좋나요   통증이 뭔가 중독성 있어서   그리고 교정 하면 치아 뿌리가 짧아진다는데 나중에   세 먹고 난 후에 임플란트로 다 바꿔야 하나요  ,치아교정
넘어져서 앞니 라미네이트가 뒤로 들어가고 아래로 내려온가같아요,마취하고 재이동 하면 될까요      넘 걱정되는데 한번 봐주세요    밥도 먹을때마다 앞니랑 아랫니가 자꾸 부딪혀서 먹지도 못해요  ,의치  임플란트
부정교합  급 바이트블럭 스크류에 궁금증,안녕하세요 다름이 아니라    현재 부정교합  급이어서 바이트블럭을 하고 스크류를    했습니다 고무줄까지 했고요  근데 생각보다 고무줄이    엄청 짱짱하지가 않은데 아랫니가 들어가나요       어떤 힘으로 들어가는지 너무 궁금해요,치아교정
치아엑스레이 치주염,침샘염같은 증상인데 이비인후과가 사람이  너무 많아 혹시나해서 치과를 갔는데 엑스레이찍고 보더니 윗니 사랑니 옆에 치주염이 의심된다네요 침샘염증인줄 알았는데 급성치주염이라니   치주염 맞나요   근데 볼이 엄청 붓고 볼이 아프거든요  볼살이 이빨이랑 잇몸 통증은 아닌거같아서 당연히 잇몸문제는 아닐거라 생각했는데  뭐가 맞는건지 모르겠네요 한번 봐주세요  엑스레이사진 파란색동그라미 친곳이 의심된다고   ,잇몸질환
클리피씨 교정기에 갈색 줄  뭐가 껴있는데,갈색 줄 같은게 이물질인줄 알고 양치도 집중적으로 해보고 이쑤씨개로 떼어내려고 눌러봤는데 고무  처럼 붙어있어요,치아교정
임플란트 과정과 비용,엄마가   세이신데 임플란트가 가능하다고 하여 상담을 받아보니  개 임플란트 보험적용해서   만원정도라고 하시더라구요  임플란트 과정을 보니 대략    나사를 박고     골유착할때까지    개월 기다린후    나사장착    보철 삽입  질문   이렇게 진행되는것 같은데 맞는가요  질문     만원 포함된 항목은 위과정에 해당하는 모든비용을 말하는 건가요  아니면 보철비용은 따로라던가  좀더 세부적인 설명 부탁드립니다  질문  만약 추가 비용이 드는 부분이 있다면 어떤 항목이고 대략 얼마가 드는지 궁금합니다  질문  만약에 골이식을 해야된다면 추가비용이 드는게 맞나요          만약 추가비용이 드는게 맞다면 한개당 골이식 비용은 대략 얼마인가요   답변 부탁드립니다  수고하세요 ,의치  임플란트
치과 브릿지 임플란트질문,  치과 브릿지 안전한가요  밥먹다 빠질수도있나요     치과브릿지 걸리는 시간은요     임플란트 수명은 몇년인가요     임플란트 철심 받나요 ,의치  임플란트
덧니 부분 교정,현재 윗니 덧니 부분 교정 알아보는 중 입니다 저런 치아면 어떤 식으로 교정이 진행 되고 비용은 대략 얼마 정도인지 알 수 있을까요  정말 대략도 상관 없습니다 그리고 기간도 궁금합니다 ,치아교정
임플란트 문의 ,안녕하세요  궁금한게 있어서 질문드립니다  바쁘시겠지만 꼭 답변 주시면 너무 감사드리겠습니다   제가 현재 치아가 전체적으로 좋지않은 상황인데요  어금니와 앞니 포함해서 이가 많이 없어서 전체적으로 치료를 준비중입니다   그중 제가 아래 앞니와 아래 어금니가 없는데요  급한대로 아래 앞니를 치료하려고 근처 치과를 갔으나 어금니부터 심어야지 안그러면 금방 부서져 버린다고 하더라구요   하지만  아래쪽 어금니가 오래동안 없는 상황이여서 위쪽 어금니가 아래쪽 빈공간으로 많이 내려온 상태고 아래쪽 어금니를 심을 공간이 부족하다고 하여 큰 병원을 가라고 권유 받은 상황입니다   조만간 큰 병원 예약을 할거고 자세한건 실제로 보셔야 알겠지만  저같은 케이스는 치료가 어떻게 진행되는지 궁금해서 질문드립니다 ,의치  임플란트
치아교정 주걱턱,사진처럼 변할 수 있나요 ,치아교정
입천장 부은 느낌,어제부터였나 입천장이 데인 것처럼 부은 느낌인데 사진에서 봤을 때 왼쪽 중절치와 측절치 사이가 그래요  근데 뜨겁고 매운 음식도 먹고 돈가스까지 먹으면서 자극을 받았는지 아직 그 느낌이 사라지지 않아요  이거 치과 가 봐야 할까요  염증 때문에 붓는 경우도 많다고 들어서요 ,잇몸질환
