0,1,2
교정중 어금니가 위아래로 흔들려요,지금 교정한지 세달정도 됐는데 교합이 안맞아서 왼쪽 어금니가 먼저 닿아요 그래서 다른치아도 닿을때 까지 이를 다물면 먼저 닿는 어금니가 위로 쑥 들어가는게 보일정도로 이가 위아래로 흔들려요    이래도 괜찮나요    동영상 첨부할게요    Loading                  화질 선택 옵션,치아교정
치아교정 중인데 잇몸 괜찮은건가요,사진 보시면 어금니 맨 끝 쪽 잇몸이 올라와서 교정장치가 묻혀잇는데 괜찮은건가요 최근에 미니스크류를 아래 두번째 어금니에 박고 고무줄로 땡겨서 그런지 잇몸이 저렇게 되잇네여 사랑니 뽑으면 괜찮을까여 반대편은 사랑니 뽑아서 그런지 괜찮더라고여 아니면 그냥 잇몸이 부은걸까여,치아교정
돌아기가 법랑질형성부전증인데요,아기는 아직 치아가  개인데 치아 반절 세개나 부전증이구요  제가 앞니에 반상치가 아주 작게 있거든요  저한테 유전된걸까요   반상치가 법랑질 형성 부전증이랑 같은 질환인지요  유전이라면 영양섭취를 잘해주어도 영구치에서 발현될 가능성이 높은가요 ,치아 유지  관리
코로나 이후 잇몸이 심하게 부었어요,왜이러는지 알고싶습니다   어금니에 눌려 잇몸 살이 까져서 너무 아파요 며칠째 이러니까 아랫턱도 불편한 것 같아요 ,잇몸질환
잇몸염증 가글질문,잇몸에 염증이 생긴것같습니다  정확히는 어금니와 가까운 위치의 잇몸을 건드리면 좀 따끔해요  가만히 있늘땐 괜찮고요  입속에 상처도 좀 많이 있어서 그런데 잇몸염증에 가글하면  효과 있을까요  그리고 또 다른 해결법좀 알려주세요,잇몸질환
입 안에 혹같은게 났어요,검은색 동그라미 친부분인데 이거 왜이러나요,잇몸질환
교정중 블랙트라이앵글,이물질이 빠지면서 구멍이 생겼는데 다음날 일어나니 선홍빛 잇몸이 보이길래 응    이러면서 봤는데 새살이 안돋는걸로아는데 갑자기 메꿔져서 이상하다 생각해서 치석이겠지 생각했는데 아무리봐도 선홍빛이 돌아서    구멍이 생겼는데 갑자기 하루아침에 새살이 돋는게 말이안되는데 치석이 보통 하얗거나 누리끼리한걸로아는데 새살 돋을수가있나요    제 친구가봐도 새살 돋은거같다구하네요,치아 유지  관리
군인 휴가 중 치아 발치,군대에서 휴가를 나왔는대  일 후 복귀를 해야하는데 충치로 인한 치아 발치를 해도 상관없을까요 ,충치  치아질환
왼쪽 턱관절이 아픈데 한쪽 씹기가 원인이리고 하더라구요 근데 바보같을 수도 있지만 어느쪽으로 제가 씹는지 잘 모르겠어서요  보통 왼쪽 턱관절이,왼쪽 턱관절이 아픈데 한쪽 씹기가 원인이리고 하더라구요 근데 바보같을 수도 있지만 어느쪽으로 제가 씹는지 잘 모르겠어서요  보통 왼쪽 턱관절이 아프면 왼쪽으로만 씹어서 아픈거겠죠 ,치아교정
 살아이 앞니 부러짐,바닥에 정면으로 넘어져서 앞니 중 오른쪽앞니 하나가 입안쪽으로 비스듬히 들어가있고 기울어짐  피가 철철 나서 엑스레이 찍은 상태입니다  정확히는 부러진게 아니고 탈골  치아가 잇몸에서 덜렁거리는 상태입니다   기울어진 이가 다치기 전 이미 타박상이 있었거나 태생적인 이유로 뿌리가 녹아 있어서 다른이와 다르게 뿌리가 짧다고 하네요 게다가 유치라서 고정시켜놓는 장치 등은 의미가 별로 없을것같다고 하고 저렇게 그대로 두자고 하시는데  그냥 저대로 두는게 최상일까요  아직  살이라 영구치 나기까지 시간이 오래 남았는데 빼야하는건지      답변 부탁드립니다,치아 유지  관리
유치 신경치료,안녕하세요 저는 중학생입니다 저는 원래 선천적으로 영구치  개가 없고 나머지 이빨 중  개가 유치입니다  그래서 그 유치 두개를 영구치처럼 평생 갖고 살아야해요  근데 제가 이번에 윗니 유치가 심하게 썩어서 치과에서 신경치료를 해야한다고 하더라구요  내일 치과 가는데 너무 무서워요   혹시 유치 신경치료는 영구치 신경치료보다 안 아플까요   제 생각에는 더 이가 약하고 그렇다보니까 구멍 뚫는거나 이런게 더 쉬울 것 같거든요   유치 신경치료는 영구치 신경치료보다 안 아픈가요   ,충치  치아질환
교정문의요 스큐류 박았다 뼈 깨졌는데   작은어금니 치아 괜찮나요  잇몸은 통증이 계속있는데 위에 치아가 계속 누르는데 괜찮은지요  교정 월치료,교정문의요 스큐류 박았다 뼈 깨졌는데   작은어금니 치아 괜찮나요  잇몸은 통증이 계속있는데 위에 치아가 계속 누르는데 괜찮은지요  교정 월치료  주에한번씩 가도괜찮은지요  그냥 다포기하고싶네요   ,치아교정
치아 레진 질문,교정 두번해서 잇몸이 다 내려갔는데요    레진을 좀 부치면 나아질까요  잇몸이 내려가니까 치석이 너무 잘생겨요,치아 유지  관리
