0,1,2
근막통증후군 증상일까요 ,몇 년 전부터 한두 달에 한 번씩 살갗이 쓰리고 불타는 듯한 느낌이 며칠 지속됐습니다 보통 팔  다리  배  허리 등의 한 부위에서만 발생했고요 가끔은 목에도 증상이 있었네요 팔을 예로 들면 한 부분이 중점적으로 아프다가 나중에는 팔꿈치 밑으로 쭉 통증이 왔습니다 살짝만 스쳐도 놀랄 정도로 쓰리고 따가워요 단순히 수분 부족의 문제인 건지  근막통증후군 또는 섬유근육통의 증상인지 알려주시면 감사하겠습니다 내공    ,운동치료
손가락 통증,새끼손가락 부러진지    주 정도 됐고 병원에서 통증 안없어지면 수술해야 될 수도 있을것 같다고 그랬어요 일단 지지대는 풀었고 힘도 안 들어가고 구부리면 좀 아픈데 통증 어떻게 해야 없어지나요  소염제는 받았어요,운동치료
좌골 통증,눕거나 서있거나 걸어다니는 건 상관없는데 앉아있을 때 좌골부위가 너무 아픕니다 신경이 찌릿하다거나 그런 건 없는데 압박으로 인한 통증인 것 같습니다 뼈가 뚫고 나오는 것 같고 한번 아프면 오래가는 것 같습니다 혹시 해결방안이나 대처방안 아시는 분 계실까요 ,운동치료
고 인데 허리아픈지  년째,어릴때 잠자리에 누우면 허리가 긴장된게 풀리는 그 느낌이 밤까지 공부했을 때 종종 있었던거 같아요  그 강도가 세지면서 원래는 긴장된게 풀리는 속도가 엄청 빨랐는데 저번에는 그것때문에 잠도 못잔적이 있어요 계속 그러니까 물리치료를 다녔거든요  찜질하고 레이저치료같은거도 하니 잠시는 괜찮은거 같은데 학원도 다니고 바빠지면 시간이 없잖아요    물리치료 안하면 또 아프고 그게 아픈거의 원인  뿌리를 뽑는 느낌이 아닌 거같은거에요 다른 병원으로 옮겨서  년동안 아팠다 이러니까 좀 놀라시면서 그정도면 중년의 사람이  년 넘게 아픈거랑 똑같은거라고 하셨어요    엑스레이도 찍었는데 디스크초기의 증상이 저같은 경우도 있다고 하시는데 아닐 확률이 더 많다고 하셨어요    옮긴 병원에서 물리치료도 다녔죠 약도 먹으면서 그것도 잠시 해결되는 거고 지금은 시험기간이기도 하고 병원 옮기자 하는데 어디로 가야될지도 모르겠고 가면 또 물리치료만 하고 끝나는건지    제 친구의 친구가 허리 불치병이 생겨서    자퇴했다고 하더라고요 저도 그런거 아닐지 좀 무섭네요    저보다 아픈 사람있으면 얼마나 아플지 상상도 하기 싫고 견디는게 대단해요    아픈 정도도 약한편은 아니라고 생각하지만 그냥 시도때도 없이 맨날 아파요 아침에 일어나자마자도 아프고요  보통 집에서 쉴때 누워있으면 부모님이 왜 누워있냐고 늘어져있지말라고 혼내시잖아요 그런거 때문인지 쉴때 원래 누워본적이 기억도 안나요 거의 앉아있는 시간이 하루종일이고 공부하는게 아니여도 일단은 책상에 앉아있었어요 요즘은 잠자는거 빼고도 하루의 반은 누워있는거 같아요 그리고 안아픈 날이 없어요 많이 아픈 날이면 파스 붙이면 괜찮아지기도 하는데 내성이 생길까봐  주에 한번 붙이는거 같아요  유튜브에 허리 관련된건 많이 찾아봤어요 의자에 수건깔고 앉고    그거 처음에 할때 효과 엄청 좋아쓴 데 내성  생겼는지    그래도 아프네요 괜찮다는 허리 복대도 샀어요 그거도 잠시 해결해주는 느낌  어디 병원을 가야할지  빨리 간단하게 통증완화하려면 뭐가 좋은지  찜질하는거  허리 아치형 수건끼워서 누워있는거 말고도  그냥 어떻게 하면 좋을까요   설마 그거는 아니겠죠 심리적으로 힘들어서 아프다고 착각하고 진짜 고통을 느끼는 병     제가 병원갔을 때 스트레스 많이 받으시죠  라는 질문을 꽤 받아요 ,운동치료
팔 땡김 증상 해결법 알려주세요 ,차타고 집가다가 잠을 잘못자서 그런가 팔이 너무 땡기는데 어떻게 해야 좋을까요 ,운동치료
검지 손가락 인대 끊어짐 후 통증 내공   ,식칼에 베여서 인대가 끊어져 수술 후 괜찮다가 수술 후   개월이 지난 지금 갑자기 통증이 오더니 붓기도 부어 병원을 다시 가보니 염증이 생겨서 그렇대서 물리치료랑 약먹으면 낫는대서 염증약을 꾸준히 먹고있고  물리치료는 효과가 없어 약만먹고 있는데 한달이지나도 통증이 나아질 겨미가 안보이는데 다른 병원을 가야할까요   어찌 해야되나요     ,운동치료
부주상골 통증,저는 중  여자입니다  몇년전부터 부주상골이 조금씩 아파오기시작했는데 저번에는 못걸을정도로 너무 아파서 울면서 병원가서 치료받았는데 그냥 물리치료만 받았었어요  조금 괜찮아지나 싶었는데 요즘에는 걸을때 통증이 좀 더 심해진것같아요  안아프다가 갑자기 전기 오는것처럼 찌릿할때도 있고 많이 걸으면 항상 아파요  혹시 수술 이런건 안해도 되겠죠      내공   걸어요  대충 얘기해주시면 채택 안해드려요 ,운동치료
후두에서 뚝소리가나요,고개를 좌우로 돌릴때마다 후두가 끈어지는 느낌이나면서 뚝소리가나요,운동치료
이거 뭐죠  X다리는아니고 작년 초부터 저렇게 된거같은데 일자다리로 만드는 방법좀요 ,엑스다리는 아닌데 뼈가 튀어나왔있달까 그런느낌이에요 이거 일자로 못바꾸나요   돈쓰는거말고 단기간에 빨리 일자되는 방법 스트레칭이나 운동이나 자세히 알려주세요 ,운동치료
다리 근육 파열 후유증, 월 쯤에 구타로 인해 다리 근육이 파열되서    주 입원하고 퇴원 했는데 아직까지 건들면 아프고 오래걸면 다리가 빠질거같아요 몇일 전에는 너무 아파서 잠도 못자고 울었습니다 이거 왜이러는건가요 그 이후론 다리 다친적도 없는데 이것도 후유증인가요    ,운동치료
