0,1,2
어깨 아래 팔꿈치 위 쪽 양쪽 팔 부분에 오래된 근육통이 있는데,목욕탕 온탕 온도로 샤워하는데 샤워하고 나면 힘이 빠지면서 근육통이 더 심해지는데 이거는 왜 그런걸까요  뜨거운물 샤워를 하면 근육통이 더 잘 풀리는 걸로 알고 있는데 더 심해져요 왜 그런 건가요 ,운동치료
팔근육 좀 알려주세요,제가 팔근육을 공부하고 있는데 책에 무슨 근육인지 안나와 있더라구요  알려주심 감사하겠습니다 ,운동치료
격렬한 운동이나 소리지른 후 뒷목과 머리 통증 및 구토,제목이 곧 내용입니다  저번에 근력운동하다가 머리잡고 뒹굴다가 응급실 간적이 있는데요  응급실에선 저칼륨혈증이랑 약한 부정맥이 있다  뭐 그거때문인거 같다 해서 입원해서 며칠 경과 보고 퇴원했거든요  근데 오늘 크게 악을 쓸 일이 있었는데 화난거 아님  갑자기 머리가 띵 하더니 깨질거 같은거에요 지금  시간됐는데 아직도 머리 깨질거같아요 일주일전이랑 상당히 비슷하게  근데 이거 그때랑 증상이 똑같은데 칼륨 수액 엄청 맞고 그래서 원인이 저칼륨혈증은 아닐거란 말이에요 뒷목쪽이 아프고 제생각엔 혈압이 오를때 그러는거같은데   뒷목쪽 혈관이 좁아진 걸까요  병원을 간다면 어디를 가야하죠  저번에 응급실에서 피검사랑  심전도랑  심 초음파랑 하고 ct도 찍었는데 별 문제 없다그랬거든요 근데 별 문제 없다기엔 너무 아픈데   평소에 있는 편두통보다 더 아픈거같아요   세입니다 ,운동치료
목이 아파 죽겟어용,풀업 운동하다가 목에 힘을 많이줬는지 목이 너무 아파요    창원에 병원 추천좀 해주세요 이제는 책상에 앉아만 있어도 아프고 목도 잘 안돌아가요 근손실 생기기전에 얼른 운동해야해요 토요일에도 운영하는곳이면 더 좋겠어요,운동치료
갈비뼈 흉곽  틀어짐,제 왼쪽 갈비뼈가 나와있고  오늘쪽 갈비뼈가 들어가 있어서 예전에 검사를 했더니 흉곽이 오른쪽으로 돌아가 있다고 하더라구요  그래서 도수치료를 몇개월 했었는데 제가 춤을 추는 사람이라 너무 몸을 많이 써서 그런지 효과가 없었어요  호흡과 소화장애에 영향도 좀 있는 것 같고  제가 몸을 쓰는 사람이라 제 몸 틀어짐에 되게 예민해서 이거 진짜 고치고 싶은데  치료 방법이 있을까요 ,운동치료
몸을 만드려고하는데 운동루틴을 알려주세요,중 학생입니다,운동치료
팔애 힘을주면 겨드랑이 앞쪽이 아파요,오른팔에 힘을 주면 겨드랑이 앞쪽이라고 해야하나요 그쪽이 너무 아파요 이거 왜 이러는거죠,운동치료
운동중에 무릎 뒷쪽에서 옷감 터지는소리와 함께,주짓수 하다가 무릎에서 옷감터지는 소리가 난후 앉았다 일어서는게 힘드네요  걷는건 문제 가 안됩니다  왼쪽다리 무릎 뒷편에 사타구니 쪽 라인이 큰 통증은 없는데  불편하긴합니다 인대가 손상된걸꺼아요 그부위를 십자인대라고 하나요 ,운동치료
운동 칼로리 건강,건강을 위해 최대한 먹어야 할 것들만 먹어서 하루에           칼로리 먹는데 운동으로     kacl정도 소모하면 영양 부족해지나요  칼로리 소모 좀 줄여야할까요  이렇게 살면 몸무게 유지 되나요 ,운동치료
하체비만인가요 ,중 여자이고 키     몸무게   에 허리둘레는   인치 허벅지둘레는   인치입니다   허리둘레랑 허벅지둘레 두꺼운편인가요     특히허벅지요   미치겠어요  약간 저그림처럼   되있어요  스트레스,운동치료
달릴 때 잘 넘어짐         ,제가 최대로 달릴 때 너무 잘 넘어져요  몇 시간 안에 안 넘어지게 할 수 있나요  참고로 저 전교생 대표로      전주시    m  등했습니다   등은    초차이  체육대회 계주 결승  척추 좀 휘어있고  다리 높이 안 맞아요    보정 깔창 있는데 끼고 해야 하나요 ,운동치료
한달안에   kg 내공    ,안녕하세요 축구선수인데 근손실이나더라도 한달안에 몸무게  kg를 빼야하는데 이방법이 맞는지 궁금합니다  헬스자전거  시간 아침 샐러드 삶은달갈 개 사과 점심   런닝머신 조깅 속도     시간  분 저녘 샐러드 우유 피지컬운동 중 저강도  끝나고 bcaa 바나나  무조건 한달안에 빼야하는데 이렇게해도 빠질까요  기초대사량          됩니다,운동치료
비만 관리에서 섭취와 소비에 대해 설명해주세요 ,제목이 곧 내용입니다,운동치료
체내수분량을 어떻게 늘릴 수 있을까요   ,지금 체내수분량이    도 안 됩니다  예전에는        사이였는데 어느순간 인바디를 측정해보니까 체내수분량이 떨어져 있더군요  카페인 때문이라고 생각해봤지만 저는 카페인 섭취를 하루에 커피 한잔이 끝이라서 커피 때문이라고 믿기 힘드네요  혹시 체내수분량이 낮아진 이유를 아시거나 체내 수분량을 올리는 방법을 아시는 분이 있으신가요  ,운동치료
치골근 과사용,운동하다가 치골근 내전근쪽을 다쳤는데요 저번주까지는 내전근에 근육 부분이 당기는 느낌이 들었는데 이번주부터  갑자기 치골근쪽  서 근육이 당기는 느낌이 납니다   이거 호전되고있는 거 맞나요       다친이후로 왠만하면 하루종일 누워서 생활하고 있습니다  ,운동치료
무릎이 아파요,고딩학생인데요  오늘 학교에서 체험 비슷한거를 갔는데 강당에 친구들이랑 얘기하고 있었어요  제가 엎드려 있었어서 일어나려고 했는데 무릎연골  뼈   같은 무릎 딱 튀어나온 부분이 엇갈리는 느낌이 났어요  뼈가 옆으로 밀린다고 해야하나  일단 어찌저찌해서 일단 집에 왔는데 점점 아파지고 붓는 느낌도 나요  원래 무릎뼈는 움직이나여   병원을 가야겠죠      ,운동치료
후면삼각근인지 소원근인지 통증이 있습니다,위치가 어깨 뒷부분 후면삼각근쪽인 소원근쪽인지 짚으면 아는데 어떤 부위인지를 잘 모르겠지만 통증이 있습니다  처음엔 어깨가 빠진듯한 느낌이 났고   주정도 지난 지금 어깨 뒷부분통증에 팔을 뒤로 돌리지 못해서   등 긁는거 안되는 느낌  열중쉬어 자세에도 통증이 있습니다  증상이 무엇인지 궁금합니다 ,운동치료
아무데도 부딪히지 않았는데 팔이 너무 아파요,어디 부딫히지도 않고 무리도 안했는데 어느날부터 팔이 너무 아파요 제가 다리 성장통이 있는데 팔도 똑같이 아파서 성장통이구나 했는데 이번엔 진짜 성장통 아니고 완전 아팠어요 이건 무슨 통증이고 왜 통증이 일어나는 건지 알려주세요    팔에 힘 이 들어가면 좀 들아파요 팔을 꺾  으면 통증이 안 느껴져요 진짜 너무 아픈데 제발 알려주세요     ,운동치료
엉덩이 작아지는 방법,엉덩이가 좀 커서 윗옷을 바지 안에 넣어서 입으면 엉덩이만 너무 툭 튀어나와서 짜증나는데 좀 작게 할수있는 방법 좀 알려주세여 ,운동치료
허벅지 근육,화요일날 허벅지 운동을 무리하게 해서 근육통 이 왔었던것 같은데 어제도 조금 무리해서 운동했는데 어제 저녁에 씻고 나와서부터 양쪽 허벅지 앞쪽이 살인적으로 아픙데 계란 오를때 내려갈때 앉을려고 할때 무릎을 궆히려고 할때 매우 아픈데 심한 근육통 인가요 ,운동치료
다리에    ,제가 오른쪽에 장에 가 있어요 근대  월에 뇌경색이 와서 오른쪽이 많이 안 좋아요 오른쪽 다리 걸을 때 다리를 쫙쫙 피고 걸어서 오금이 아파요 쫙 피는 거 고칠수 있나요,운동치료
인바디 검사 질문합니다 필독,목요일날 학교 애들이랑 인바디 검사를 다같이 하는데 제가 좀 쫄려서 목요일까지 체중이랑 골격근량 최대한 급격하게 올릴 수 있는 방법이 뭔가요  물 많이 마시기  제발 알려주십쇼 형님들 전 오늘 가슴삼두 털렸습니다 헤으응,운동치료
어깨를 키우고 싶은데,어깨 성장판이 닫히느 시기가 언제인지 궁금합니다  보통   세까지는 열려이싿고 하는디 주변에서는 그렇게 까지 안열린다고 해서 혼란스럽네요 ,운동치료
건강 체력,살이쪄서 복싱을할때 예전보다 금방지치는데 단기간에 늘릴수 있는방법이있나요 ,운동치료
하이드로시컷 복용시,제가 벌크업을 하고 이제 체지방을 뺄려고 하이드로시컷을 샀습니다 원래먹던 크레아틴은 이제 끊을려고 하는데 물의양을 얼마나 마셔야하는지 모르겠습니다 평소에 물을  L 정도 마셨는데 컷팅제 복용시 평소처럼 마셔도되나요 아니면 줄여야하나요  ,운동치료
다리 유연성,제가 다리를 쭉 일자로 모아서 폈을때 무릎 아래가 바닥에 안닿아요 제가 많이 뻣뻣하긴 한데 누웠을때도 안닿이네요 제가 말랐긴 했는데 그거때문인가요 ,운동치료
체력 좋아지는 운동 집이나 야외에서 할 수 있는 ,체력 좋아지는 운동 뭐가 있을까요 전에도 질문을 올렸는데 다 알바나 수영 이런 것 밖에 없어서 제가 중학생이여서 그런건 지금 못하거든요 집이나 야외에서 쉽게 할 수 있는게 있을까 해서요,운동치료
