0,1,2
도와주세요,중 인데요 기계체조를 하다가 한쪽다리 무릎을 바닥에 찧였는데 그땐 안아프더니 점점 다리도 떨리고 아파요  가만히 있을땐 괜찮은데 계단을 다닐때  무릎에 힘주거나 무릎을 폈을때 아파요  기계체조랑 태권도를 같이 하고있어서 원래 다리힘이 좋았는데 이제는 준비운동만 하고나면 한쪽 다리가 후들후들 떨려요  다른사람이 봐도 보일만큼 심하게 떨려서 다리힘도 많이 줄었어요  기계체조는 진짜 허벅지 근력이 필요한데 다리가 아파서 잘하던 기술도 잘안돼요  저희집이 가난한 집은 아닌데 아빠가 직업을 바꾸시면서 연봉 억 벌던 집이 한달    밖에 못벌고 다섯식구라 빠듯해서 제가 다니던 학원도 태권도 기계체조 학원 빼고는 다 그만둬서요   제가 알바를 해서 검사비를 벌수있다면 벌겠지만 전단지 알바나 신문알바 다 찾아봐도 할수있는게 없어요  돈버는앱도 엄마 아빠가 다 감시하셔서 마음대로 못깔구요  식비만    만원 나오는데 어떻게 부탁드려요  가면 갈수록 비용더 비싸지는건 저도 알아요  하지만 말씀드리기엔 좀 그래서 혹시 혼자 마사지로 풀순 없을까요 아니면 그냥 냅두면 나아질까요  의심되는 병명 있다면 알려주세요 감사합니다  혹시 알바도 있다면 알려주세요,운동치료
키커지는법 좀  ,중  인데    이에요  도와주세요,운동치료
진짜 키 잘 크는 방법 알려주세요,키가    인데    까지 크고 싶어요  아직은 시작 안 했는데 진짜 한달에  cm씩 크는 방법좀여  ,운동치료
주짓수하다목이꺾였는데 ,주짓수하다 상대방이 잘못해서 제 뒷목이 꺾였는데 너무 아픈데 어떡하죠,운동치료
팔근육 땡김,사진에 동그라미 쳐있는 부분이 어제 밤부터 계속 근육통처럼 쑤시기 시작했는데 잠이 깰정도로 아픈데 왜 이러는 건가요 ,운동치료
치골 밑 통증 어떻하죠 ,쪼그리고앉거나 누워서 다리를 웅크리고 있으면 않아픈데여 다리에 힘이들어가거나 디딜려구하면 많이 아파요 그래서 한방병원에서 약침맞구 뜸질하구 전기치료 한번 받았었는데 좋은거 같더라구요 근데 문제는 통증부위가 돌아다닌다는거에요   어쩌죠 기계로 찍어서 왜그런지 볼수있는 방법은 없을까요  초음파나 뭐 그런거요 잘 아시는분 답변 기다리겠습니다  감사합니다 ,운동치료
한달안에  키로 빼는 방법좀 알려주세요  ,한달 안에  키로를 빼야되는데 식단이나 관리법  같은거 알려주세요   ,운동치료
쇄골 및 목이 아프고 답답합니다 ,  대 후반입니다 일주일 전부터 쇄골부분과 목이 답답하고 약간의 통증도 있습니다 자려구 누워도 잠도 오지 않고 답답해서 잠들기가 계속 힘듭니다 일을 막 하고 있을때는 잊고 있다가 아무것도 않할때는 계속 답답합니다 계속 답답하여   년정도 차고 다니는 목걸이도 뺏고 옷의 목 부분이 쇄골부위에 닿는것만으로도 답답함을 느껴요 한의원가서 침도 맞았는데 크게 변화가 없어요 혹시 이런 증상일때는 어떤 병명인지 제가 어느 병원으로 가야하는지 궁금합니다 하루 하루 너무 힘드네요,운동치료
칼로리 소모에는 뭐가 더 좋아요 ,살뺄려고   방과후 할려는데 줄넘기가 더 좋나요 아님 방송 댄스가 더 좋아요  저는 개인적으로 댄스가 좋은데   칼로리소모에는 줄넘기가 좋을거 같아서요     월  일부터가 신청이니까아    제발 칼로리 소모에 좋은거 추천해 주세요 ,운동치료
온몸의 뼈마디가 욱신거리는 증상이 있습니다 특별히 손가락관절과발고락 관절 어느과를 내원해야 정확한 진단을 받을수 있는지 조언 부탁드립니다 ,손가락 관절 욱신거리는 통증  발가락 발등 욱신거리는통증  오른손 붓기가 있고 양쪽 무릎 발뒤축 고관절 통증도 있습니다  내과 나 정셩외과 나 어느쪽에서 진료받는게 더 좋을까요  조언 부탁드립니다 ,운동치료
