0,1,2
뇌정맥석회화,몇일 신경쓰여 잠도못자고 오늘대학병원다녀왔읍니다  사진을못찍어왔네요  뇌정맥석회화라하시며 혈액순환문제가있어 두통과 연관이있을수 있다하십니다  이유도없고 자연히생긴거라는데 치매가능성도없고 뇌혈관문제가있을수가능성에 물으니 씨티를찍어볼까하시는데 씨티조영제부작용이있어 mra를 찍어오겠다하고 진료를 끝냈읍니다  석회화는 약도없고 치료방법도없다는데 걱정되네요  폴리코xx같은 약복용하면 어떠냐여쭈니 앞으로예방차원에선 괜찮지만 되돌릴순없다하시네요  뭔가터져야하신거같은데 무슨말을들었는지 하나도생각이안나네요  대학병원에서 뭔가잘못됐으면 검사를했을텐데 머리라서 너무신경쓰이네요  제가 뇌하수체 종양이있어서 더욱예민합니다  mra로 볼수있는질병이 어떤게있나요 ,신경외과
뒤통수 왼쪽 통증,지금  일 째 뒤통수 왼쪽 살짝 아래쪽이 굉장히 욱신거리고 아픕니다 이런적이 처음이라 문의 남겨봅니다 눌러도 아프고 기침이나 움직일때 마다 찌릿찌릿한 고통이 전해지네요 손으로 머리카락을 쓸어내려도 아파요 침 삼킬때도 찌릿하고 가만 있을 때는 좀 나은데 누구한테 맞거나 부딪힌거 마냥 아픕니다 그런적도 없는데 말이죠     뒤통수 왼쪽 라인 신경이 이어진 기분  목쪽은 왼쪽이 좀 몽우리  근육 뭉친 느낌으로 솟아있습니다 왼쪽 가장 안쪽 잇몸도 부었네요    타이레놀 먹어도 효과를 딱히 모르겠네요 점점 더 심해지는 통증    왜 이런걸까요  요즘 신경쓸 일이 많아서 골치아프고 잠도 일이주 동안    시간 밖에 못자고 있긴한데 스트레스성 일까요  아니면 목디스크 증상  아니면 신경계쪽 이상  전문가분의 조언 부탁드립니다 그리고 정확한 진료는 어느 병원으로 가야할까요 ,신경외과
뇌수막염 치료 과정 문의,안녕하세요    궁금해서 여쭤 봅니다    대 초반 남성입니다   제가  주전 부터 증상이 발현하여 발병후  일째 되는 날 뇌수막염으로 판별되어  주일간 병원에 입원 하고 퇴원 한지   일이 지났습니다만      아직 통증 두통 과 근육통  뒷목 이 남아 있어 병원 처방 진통제는 게속 먹고 있습니다  특히 잠에서 깬 아침엔 두통 및 근육통이 남아 있고 차츰 증상이 호전 되는 중이어 어제 그제 이틀간은  처방약 진통제 을 안 먹고 지냈는데 오늘 아침엔 두통이 심해 약을 다시 먹엇습니다만    아직 큰 호전은 안 되네요     보통 뇌수막염은 자연 치유 된다고 들엇는데 어느 정도 되야 일상으로 돌아 올가요  아님 다시 병원 가서 진료를 받아야 하는지 궁금 합니다  입원했던 병원이 대형 병원이라 의사선생님 진료 에약은   일정도 남아서 어찌 해야 할 지 싶네요     감사합니다  ,신경외과
골반 허리 통증,의자에 안앉아있어도 골반  그쪽이 앉아있는것처럼 아픈데 왜이러는걸까요 ,신경외과
경막외신경성형술을 하면 결국에 대부분 수술을 한다고 하는데 경막외신경성형술이 시술할때 튀어나온디스크를 제거해서 디스크가 줄어들어서 그런가요 ,경막외신경성형술을 하면 결국에 대부분 수술을 한다고 하는데 경막외신경성형술이 시술할때 튀어나온디스크를 제거해서 디스크가 줄어들어서 그런가요 ,신경외과
정형외과에서는 낫지 않던 손가락 통증,이번에 직장을 판교제 의테크노밸리로 바뀌었어요 거기에 병원도  고 마트도 있고 엄청 크더라구요  전에 다니던 직장에서 일 때문에 손가락이 너무 아픈거에요 아침에 퉁퉁 붓고 뻐근하도요 그게 정도가 심해서 정형외과  번을 다녔는데 치료 받고 약먹어도 안낫고    물리치료는 눈물 날 정도로 아프길래 그만뒀거든요  근데 이번에   여기 있던 신경외과를 갔죠 요새 더 손가락이 아파서 가보니까 엑스레이 손목에 약물주사 레이저치료 체외충격파 이렇게 받았는데 전에 받던 그 병원보다 안아픈거에요  그리고 약도 처방받아서 하루 지나봤는데 안아파요   정형외과랑 신경외과 치료 방식이 뭐가 다르길래 이런가요 ,신경외과
단순 허리 통증 병원 진단서 발급 문의,제가 최근 허리에 통증을 심하게 느껴서 정형외과를 방문했습니다  X ray 촬영 결과 척추에 이상이 없고 허리쪽 근육이 좀 심하게 경직되어 있다고 하더군요  다만 제가 진단서를 받고 싶다고 하니 척추 등 뼈에 이상이 있는 건 아니라서 진단서 발급이 어렵다고 하더군요  현재 제가 사회복무요원으로 도서관에서 일을 하고 있는데 허리가 아파 근무지 변경을 요청한 상태입니다  그러기 위해 진단서가 필요한데 위의 이유로 진단서 발급을 거절 당했습니다  혹시 발급 받을 방법이 있을까요 ,신경외과
motor  no gross weakness,motor  no gross weakness 뜻이 뭔가요 ,신경외과
왼쪽 무릎 뒤쪽 통증,왼쪽 무릎 뒤에가 걸을 때마다 아파요  약간 근육통 느낌    근데 무릎 뒤에를 만져보면 아프진 않아요  걸을 때만 아파요 ,신경외과
뒷통수 뼈 튀어나옴,최근에 튀어나온거 같은데  혹이라기엔 어디 맞은곳도 없고  뼈 느낌이 납니다 뒷통수 왼쪽 쯤에 튀어나왔는데   뭐죠  병원 갈 만큼 아프진않고 그냥 튀어만 나왔는데 머리카락에 가려서 티는 안나요   ,신경외과
발톱이 안자라요 신경손상 가능성,Crps 소견 받고 대학병원 전원예정입니다 예약은 해났는데 시간이 걸려 속이 타들어가네요  무릎으로 한쪽으로 심하게 박은 사고 났구요한쪽만요 사고시 박은 왼쪽만 증상이 있어요 사고이후 두달차입다 소견  군데 나왔구요 목 허리 골반 무릎 발목 발  모든 증상 왼쪽만 지금 증상은 무릎에서 발까지 심각합니다 색 변화 감각이상 발가락 마비 칼로 찌르는 통증 쑤시는 통증 부종 발톱 안자람 체온 심하게 이상  가만히 있어도 통증이 약을 안받습니다 약은 올릴 수 없는데 더 올린상태고요 이제 약먹어도 어짜피 아파서 더 올릴 필요성도 못느낌니다 두달째구요  주쯤 부터 이상한 증상이 하나씩 나타났습니다 지금 통증과 땀이상 증상은 엉덩와 어깨까지구요 무릎부터 발쪽 까지는 동상 걸린거 마냥 차갑습니다 온도 차 심합니다 계속 깁스 상태구요 깁스없이는 못 걷습니다  일전 엠알아이 촬영 후 아직도 물이 차있고 염증 인대 늘어난거 확인 했는데 신경은 못본다고 하더라고요 반대쪽은 증상 없고 발톱도 잘자라요 왼쪽은 팔에 힘도 안들어가고 손까지 떨립니다  주 이후 증상 나타남 사고 당시 당일 일주일 후 엑스레이 씨티 결과 일자목 염증 근육손상  신경손상 가능성 있을까요  지금 약은 페리슨 sr서방정 에페  라푸톤정   밀리 레고셋정 제일 큰거 브로다제장용제 카발린 캡슐   밀리 비모보정       밀리 입니다,신경외과
