0,1,2
뇌 해마에 대해서 궁금합니다,뇌 해마에 대해서 묻고 싶습니다 혹시 해마 한쪽이 손상이되면 방금 예기했던 것도 기억을 못하고 다음에 또 똑같은 예기도 하게되고 그렇습니까  그리고 내가 생각하거나 예기하고 있을 때 뒤통수를 때리게 되면 방금 생각했던거나 예기했던 것을 기억을 못하는 경우가 있던데 해마와 관련이 있는지 궁금합니다,신경외과
뇌동맥류 관련 질문 드립니다 ,저는 약  년 전에 뇌혈관 조영술을 통해 뇌동맥류를 확진 받았습니다  그 이후로 추적관찰을 통해 지켜보라고 했는데 그동안 검진을 다니지 않았고 지금에서야 mra 촬영을 하였는데 의사 소견으로는 뇌동맥류 꽈리가 없다고 합니다   주일 뒤에 무슨 판독 후에 다시 내원하라고 하셨는데    뇌동맥류가 있다가 없어지기도 하나요    판독 이라는 것을 어떻게 하는 것이며 결과가 달라질 수도 있는 건가요     확진 당시 꽈리의 크기가    mm라고 했는데 이 크기는 mra 사진 육안으로 발견하기 힘든 크기인가요   전문가님의 답변 기다리겠습니다,신경외과
뇌혈관이 좁아져있다는데 많이 위험한가요 ,아버지가 몸의 왼쪽부분 저림 증상이 있으셔서 MRI를 찍으셨는데 뇌혈관    군데가 좁아져있다고 하셨다는데 뇌혈관이 좁아져있으면 많이 위험한가요  사망률이 높아지나요  예방은 못하겠지만 생활하면서 주의사항이나 뇌혈관에 좋은게 어떤게 있을까요    ,신경외과
운동 가능 여부,일자목 증상이 있고  라운드 숄더가 있습니다  절대 과하게 운동하지않고 해봐야 푸쉬업  세트 이하로 하고 이두운동도 덤벨 가벼운 무게로 하고있습니다  가볍게 하더라도 반복운동이어서 그런지 왼팔 신경이 미세하게 전기오는거처럼 찌릿찌릿합니다  큰 통증이 동반되는건 아니지만 심리적으로 운동을 해야하나 말아야하나 걱정이 됩니다  어떻게 하면 좋을지 조언 부탁드립니다 ,신경외과
신경유착에 관해,신경유착은 자연박리가 안되고 약물치료만 가능하나요 ,신경외과
뒷 목이  주전부터 결려서,뒷 왼쪽 목이  주전부터 결려서 생활하다가  일정도는 엄청 아파서 왼쪽 어깨 날개뼈똑 까지 통증이 있었습니다  그러다가 다시 일주일정도는 살짝 아파서 서서히 괜찮아지고 있구나 했는데 오늘 과격한 운동을 하다가 다시 왼쪽 목 잘 안움직이고 왼쪽 팔 날개뼈쪽 까지 통증이 엄청 납니다 지금 누워있어도 아프고 왼 팔을 사용해도 통증이 있는데 완화할 방법 없을까요,신경외과
목 통증이 오래갑니다 ,병원에서 x ray로 찍었을 때는 커브도 잘 되어있고 디스크는 아닌 것 같다라고 해서 약만  주일 먹다가 그 후로 한의원을 다니고 있는데  월 중순에 목 뒷쪽이 아프기 시작한게 아직도 나아지지는 않고 더 심할 때도 많네요    디스크 문제가 아니라면 어떤 문제일까요  원래는 위로 고개를 들 때에만 목 아래쪽 관절만 통증이 있었는데 지금은 양 옆으로 돌릴 때도 근육에 통증이 있고 가장 심한 곳은 목뼈중에 뒤에서 만질 때 가장 튀어나온 부분이에요     내공같은게 뭔지 모르겠지만     드릴게요   ,신경외과
척추 전방전위증을 진단받았는데요 , 번뼈가 기형인지 작다고 하네요 그로인해 척추 전방전위증을 진단받았는데   대략 몇  밀린상태    인지 알고 싶네요,신경외과
척추측만증이 있는데 종아리 알 빼는 방법 좀 알려주세요  ,제가 종아리가 심각하게 두껍고 척추측만증도 좀 심해서 앉으면 다리가 일자로 쭉 안펴지거든요 필려고 하면 다리도 너무 땡기고 허리도 아파요   근데 이제 개학 하니까 치마를 입으려면 다리 살을 빼야한다고 생각 하고 있어서 종아리 알 빼는 법을 찾아보니까 거의 다 다리를 쭉 피고 하는 스트레칭이더라구요   진짜 하면 너무 아파서 못하고 있는데 어떻게 하는 방법 없을까요    종아리 알 너무 빼고 싶어요    ,신경외과
손목쪽에 이상한게 났어요,갑자기봤는데 이러네요 왜이런건가요  뭔가 오돌토돌한 느낌은안나는데 미관상안좋네요  왜이럴까요  ,신경외과
