0,1,2
두개골성형 ,제가지금  살인데  살쯤에떨어져서 머리수술을받았거든여 얼마전에제가스트레스받는일이있었는데 그부위가 찌릿저리는느낌을받아오늘ct를찍엇는데 뇌에문제는없고 선생님께서 그부위에뼈가없으니 시릴수도있고 나중을위해서 두개골성형 그걸추천해주셧는데 그건뇌를여는건가여 혹시한다면대충비용도알수있나여 ,신경외과
왼쪽 허리랑 연결된 엉덩이와 고관절의 통증이 있습니다  심지어 허리랑 연결된 엉덩이와 고관절이 저릴때면 그쪽 종아리 부터 발끝쪽까지 하염없이 저,왼쪽 허리랑 연결된 엉덩이와 고관절의 통증이 있습니다  심지어 허리랑 연결된 엉덩이와 고관절이 저릴때면 그쪽 종아리 부터 발끝쪽까지 하염없이 저릴때가 있습니다  저리지 않으면 통증이 계속 되고 스트레칭을 해도 여전히 그런 증상이 있습니다  이게 뭐가 문제인지 정확히 모르겠는데 어떤 치료가 필요해보이나요 ,신경외과
급해요 아빠랑 머리 심하게 부딪히고 열이 나요,뇌에 문제가 생긴건가요 심하게 부딪혔는데 열이 나요 머리도 너무 아프고,신경외과
뇌mra하면 경동맥초음파안해도될까요,어지러움관련 검사를하려고하는데 보통 경동맥초음파를 먼저하고 이상있으면 뇌mra를 찍나요  아니면 바로 뇌mri를찍으면 경동맥초음파까지는 안해도되나요  두검사의 차이점이뭐고  mra찍을때 목까지나오나요 ,신경외과
뇌mri 외상이 중풍인가요 ,검사결과 외상흔적과 노화흔적있다고하는데 그게 중풍인가요  중풍은 한번생기면 진행되서 큰증상이없어도 주기적으로 다시 mri 검사해봐야하나요 ,신경외과
소견서 해석 부탁드려요,BMR에서 left maxillary sinusitis 외 secondary casuse는 확인되지 않는 분으로  headache associated amenorrhea  r o sinus headache 하에 OBGY 진료 우선권고하였으며  BMR에서 left distal ICA bulging lesion about    mm의 r o aneurysm 소견에 대한 귀과적 평가가 필요하다  는 상황인데 해석 좀 부탁드립니다  심각한 상황인가요 ,신경외과
급성 허리통증 내원 후 진단서 내용,오른쪽 허리가 숨만셔도 너무 아파서 내원하였고 진료 후 부대에 제출하기위해서 진단서를 뗐습니다   요추    번 디스크가 있는상태였으며  진단내용이  요통 요추부   right upper lumbar facetogenic pain  이라 써있는데 무슨뜻입니까  ,신경외과
목에 핏줄뭉침이 있는데 병원에 가야할까요  ,목짚은 손중에 검지쪽이요  ,신경외과
귀 안쪽 떨림 통증,일단 오늘 낮에 병원가서 외이도염 진단 받고 온 상태입니다  진료 전까지는 못 느꼈다가 진료 받고 난 후 집에오니 한쪽 귀 안쪽에서 지진이 난 것 마냥 부르르 떨리면서 가려움과 통증을 유발시키는데 이게 외이도염의 한 증상인가요  아니라면 어떤 이유로 이러는지 궁금합니다,신경외과
팔꿈치가 계속해서 아픈데요 ,팔꿈치 통증이 작년  월부터 시작해서    개월동안 지속적으로 있었습니다  한달에  번정도 정형외과에 가서 DNA  스테로이드 주사를 맞았고 체외충격파 치료도 받았습니다  물론 소염진통제와 근이완제등 병원에서 조제해서 계속 먹었습니다  치료를 받아도 소용이 없자 병원을  군데 옮겨다녔습니다  그때마다 주사요법 프롤로주사  DNA  스테로이드주사  힌달에     번씩 치료를 받았구요  오른손 잡이라서 계속해서 쓰고 있어서 통증을 잡을수가 없는데 어떻게 해야 하나요  좋은 방법이 있으면 부탁합니다 ,신경외과
