,24,25,26
0,초음파로 뼈금간것도 볼수있나요 ,초음파로 뼈도볼수있나요 ,영상의학과
1,뇌 mri 조영제 쓰고 안쓰고의 차이가 먼가요 ,한달 째 음식을 먹으면 소화도 안되고 너무 어지러워서 검사를 받았습니다  소화기내과에서 위대장 내시경 복부 ct를 찍었는데 이상없음 소견으로 신경과로 가보라 해서 어지럼증 검사를 했습니다  검사결과 안진이 있다고 머리 mri를 찍어 보자고 하셨습니다  여기서 궁금한게 ct나mri는 조영제를 쓰고 찍는걸로 알고 있는데  mri실로 내려가니 조영제는 안쓴다고 했습니다  조영제를 안써도 결과가 정확히 나오나요 예를 들면 종양이라든지 쓰고 안쓰고의 차이가 먼가요  그리고 비용이 삼십만원 나왔는데 원래 이렇게 저렴한가요  병원은 종합병원입니다 ,영상의학과
2,mri 판독지해석좀 부탁드릴께요 ,                 MRI BRAIN  NONCE  G  Clinical information   치매 의심   Brain MRI  Multi planar Multi  sequence MR images of the brain are obtained Sequences obtained include  T WI  axial   FLAIR  axial   T WI  axial and sagittal  pre and or post contrast   T   image  axial   etc    Evaluation concerning main abnormalities  including ischemia  hemorrhage  mass  atrophy  and hydrocephalus in the cerebral and cerebellar hemispheres  brain stem  ventricles  and other extraaxial areas was performed  치매의심 Dementia W UP  Contrast Media     MRI of brain non CE  SWE  with T  axial sagittal T  axial coronal  T  FLAIR fs  SWI MIP Mag Pha images  Mild degree diffuse both cerebral cortical vol atrophy  Localized old infarction atrophy on left occipital lobe cortex  Image No    of Srs    Old lacune at right cerebellum No hemorrhage  SWI    both maxillary sinusitis chronic  Mild degree diffuse both cerebral cortical vol atrophy  Localized old infarction atrophy on left occipital lobe cortex  Old lacune at right cerebellum Otherwise  unremarkable     결론적으로 mri상 치매란것인가요 ,영상의학과
3,유방촬영검사 결과 섬유선조직이 산재한 유방,저희 엄마가 건강검진으로 유방촬영검사를 받았는데  유방실질 분포량이        정도로 섬유선조직이 산재한 유방입니다  정기적 검진을 받으시기 바랍니다   라고 결과가 나왔습니다  문제가 있는건가요   ,영상의학과
4,mri 판독지 해석좀부탁드릴께요,                 MRI BRAIN  NONCE  G  Clinical information   치매 의심   Brain MRI  Multi planar Multi  sequence MR images of the brain are obtained Sequences obtained include  T WI  axial   FLAIR  axial   T WI  axial and sagittal  pre and or post contrast   T   image  axial   etc    Evaluation concerning main abnormalities  including ischemia  hemorrhage  mass  atrophy  and hydrocephalus in the cerebral and cerebellar hemispheres  brain stem  ventricles  and other extraaxial areas was performed  치매의심 Dementia W UP  Contrast Media     MRI of brain non CE  SWE  with T  axial sagittal T  axial coronal  T  FLAIR fs  SWI MIP Mag Pha images  Mild degree diffuse both cerebral cortical vol atrophy  Localized old infarction atrophy on left occipital lobe cortex  Image No    of Srs    Old lacune at right cerebellum No hemorrhage  SWI    both maxillary sinusitis chronic  Mild degree diffuse both cerebral cortical vol atrophy  Localized old infarction atrophy on left occipital lobe cortex  Old lacune at right cerebellum Otherwise  unremarkable     치매란것인가요 ,영상의학과
5,복부 CT판독부탁드려요 ,피검사 결과 췌장 종양수치가 높게 나와서 복부ct찍었는데 의사선생님이 췌장 문제없고 복부 림프절이 좀 부었다고  개월 후 피검사만 다시 하기로 했는데요  CT 결과에서 단어 몇개 찾아보니 뭔가 문제가 있는거 같아보여서  판독 좀 부탁드려요  잠도 못자고 너무 불안해요    Biliary and pancreas CT   No focal hepatic lesion  No abnormality in GB and Pancreas  No MPD dilatation or bile duct dilatation  Bilateral renal cysts and a small left renal stone  No abnormal wall thickening along GI tracts  Small enhancing LNs with internal low density at RLQ mesentery   DDx  Reactive nodes  inflammatory nodes  REC  FU  Small amount of ascites  Otherwise  unremarkable ,영상의학과
6,재 어께 mri 판독좀 해주세요   ,교통사고후 mri찍었는데 의학단어가 너무 어려워요,영상의학과
7,의학 용어 증상좀 알려주세요  ,Several punctate chronic ischemic lesions in both cerebral white matters   어떤 증상인지 알수 있을까요    안좋은건지 알고싶습니다 ,영상의학과
8,의학과 교수는 다 의사인가요 ,의학과 교수가 되려면 의사여야만 되나요 ,영상의학과
9,Ct를 번찍었어요, 월 일 검진으로 복부ct 한번  월  일 담낭제거수술전ct 한번  조영제   월  일 담낭제거수술후ct한번  조영제  이렇게 세달동안 세번했어요  퇴원하기 하루전부터 머리가 아파 진통제약을 맞아도 계속아프고 퇴원하고 처방받은 약을 먹어도 아프고 집에있는두통약을먹어도 아프네요  ct를 갑자기 많이 찍어서 그런걸 까요  뇌암이나 백혈병유발이 잘된다고 해서 무섭네요 ,영상의학과
10,정해진 곳이 아닌 골반뼈 윗부분을 중심으로 통증이 움직이며 나타납니다   대전 중구   대후반 여 골반울혈증후군 ,  년도부터 오른쪽 골반쪽 통증이 있습니다  정해진곳이 아닌 골반뼈 윗부분을 중심으로 통증이 움직이며 나타납니다  송곳으로 찌르는듯한 통증으로 걸을수없을때도 많습니다  앉아있으면 더 심해지기도 합니다  외과 내과 병원 정신과 통증의학과 등등 여러 병원을 다녀봤지만 검사결과 정상이라는 말만 들었습니다  골반염 입원치료도 했지만 호전이 없었습니다    년째 아픈데도 병원마다 정상이라고하니 머리가 아프네요  병명도  원인도 없어서 처방받은 진통제만으로 버티는 중입니다   그나마도 잘 듣지는 않네요  여기저기 알아본결과 난소정맥류라는게 있던데    제가 혹시 그 증상은 아닌지 검사해보고 싶어서 문의드립니다   방문시 하루안에 검사가 가능한지도 궁금합니다,영상의학과
11,CT 질문,복부 CT 찍을 때는  시간 공복이어야 한다던데요     뇌 CT 찍을 때도  시간 공복이어야 하나요     뇌 CT 찍을 때도 조영제 사용하나요 ,영상의학과
12,MRI 판독결과로 시원하게 말씀해주실 분 계실까요 ,담당선생님이 속시원히 말씀안해주셔서 현재 이 자료로 시원하게 향후 치료여부 알려주실분 계실까요   이를테면 수술을 해야할지 말아야할지 또는 현재상황이 얼마나 심각한지 뭐 그런거 말이죠   향후 뇌경색 가능성이라든지     담당의는 수술여부는 환자나 보호자 자유다  뭐 이런식으로 애매하게 말씀하시네요  ,영상의학과
13,뇌혈관조영술 부작용이 어떤것들이있나요 ,아버지가 시술받으신후 구토할것같은 느낌이들면서 너무 고통스러워하시고 차라리죽고싶다고할정도로 안좋아보이시는데 이럴수도있나요 ,영상의학과
14,MRI 판독문의,혹시 인지능력이나 성격이상도 올 수 있나요 ,영상의학과
15,뇌 MRI로 알 수 있는 것 , 주넘게 원인 모를 심한 편두통으로 여러 병원을 다녔지만 모두 이상이 없는 것 같다는 진단을 받았습니다  개인병원   제가 한 가지 의심하는 건 이틀 전 머리 CT를 찍었을 때 비중격만곡증이 심하다고 하셨었는데 자각 증상이 없다면 수술은 딱히 권하지 않는다고 하셨었거든요   근데 전 일단 지금 원인이 이 비중격 만곡 아니고서는 다른건 없다고 생각이 되어서    혹시 뇌 MRI를 찍었을 시 비중격만곡으로 인해 신경이 눌려서 그런건지까지 확인이 되나요    그게 확실하다면 바로 수술도 하고 그럼 좋을텐데요   MRI로 어느부분까지 확인이 가능할까요  ,영상의학과
16,MRI판독지 설명부탁 드립니다,판독지 정확한 설명 부탁드리겠습니다 ,영상의학과
17,  우측기관옆석회화된림프절   우하엽내석화화된작은결절음영 회사에서보건증때문에 엑스레이를찍었는데비고란결과가이렇게나왔습니다 나머지검사한건모두정상이고,  우측기관옆석회화된림프절   우하엽내석화화된작은결절음영 회사에서보건증때문에 엑스레이를찍었는데비고란결과가이렇게나왔습니다 나머지검사한건모두정상이고요   번이무슨문제가있어그런건가요  질문드립니다,영상의학과
18,차에 깔려 사고가 났는데 이 내용들은 어떤 내용인가요  ,우측 슬관절 전방십자인대의 염좌 및 긴장 우측 비골 골두 선상골절  폐쇄성 무슨 내용인지 모르겠어요  ,영상의학과
19,  년전 뇌수술당시 봉합 마감 재질   ,안녕하세요   저희 어머님이 최근 뇌경색으로 MRI 촬영을 해야하는데      년전 서울대병원에서      년경  뇌수술을 한전력이 있어 그때 당시에 뇌수술후에 수술마감 재료 재질   이  MRI 촬영에  영향을 줄수있다는 지방병원 의사들의 소견에 CT 촬영으로 대체 했는데요   정확히  뇌경색 상태를 보려면 꼭 MRI촬영이 필요한것 같아요  그때당시 재질을 대충 추측 할수 있을까요  의료장비 소모품 관련 제조관계자분들은  아실것도  같은데요     너무 오래되서 안될른지     아니면  서울대의무기록열람 사본발급 부서에서 발행하는 서류에 자료가 남았을까요  MRI촬영은 진짜 위험할까요      TT,영상의학과
20,최근    년간 분기별로 알 수 없는 등 통증을 겪고있습니다  등 통증 관련한 mri 검사는 뭘 받으면 될까요   송파동   대중반 여 MRI ,안녕하세요   어머니   세 께서 최근    년간 분기별로 알 수 없는 등 통증을 겪고 계십니다   갑자기 어느 순간  억  할정도로 등이 아프다고 합니다   최근 등 mri를 찍은 결과 복부쪽에 이상이 있어 복부 ct도 촬영하니 간낭종 등 용종들이 발견된 것 외에는 등 통증과 관련된 질병은 따로 나오지 않았습니다   비만이 있으시고  체중 감소는 없으나 황달끼가 있습니다   복부 ct  등 mri를 최근에 찍었는데도 복부 mri나 췌장쪽 mri 찍는 것이 나을까요 ,영상의학과
21,유방암초기일까요,어머니께서 유방에 멍울이  개월전부터 만져지셔서 최근에 조직검사받고 오늘 검사결과를 듣고 오셨는데 우선은 크기는    cm로 보인다고하셨고 임파선으로 전이도 안된걸로 보여서 큰병원 정해서 수술할거라고 아버지께 전해들었습니다   우선 딸들이 걱정중이라 괜찮다고 안심시키려 말씀하시는걸까봐 걱정이돼서 여러자료를 찾아봐도 자료를 찾는데는 한계가 있고 주변에 유방암에 걸리신분이나 가족력도 없어 위험도를 잘몰라 이렇게 여쭤봅니다 ,영상의학과
22,다리 길이가 달라요,남자 다리 길이가 다른게 골반이 틀어져서 그럴수 있다는데  제가 이걸  년동안 참고 살았습니다  근데 이걸 초기에 잡아야 한다고 그러더라구요 참고 살다가 그냥 아얘 고치고 싶어서 이제서야 치료를 받으려는데 너무 늦은걸까요   또 받으려면 어떤 치료를 받아야 할까여,영상의학과
23,왼쪽 다리의 감각이 둔해요,예전에 MRI에서 추간판탈출증 초기라고 했는데 혹시 관련이 있나요  혹시 심각한 건가요 ,영상의학과
24,뇌 mri 판독 꼭좀 부탁드려요   ,Nonspecific T  hyperintense lesions  both subcortical WM  No evidence of brain atrophy  Normal ventricular size and shape  No evidence of fluid collection in subarachnoid  subdural and epidural spaces   더불어    년 전 저 결과에 대해 큰 이상이 있는 건 아니지만 잘 관리하라고 들었었는데  요즘 두통이 넘 자주 오는데 혹시 위의 결과랑 상관이 있을수 있을까요   ,영상의학과
25,검사판독 부탁드려요,흉부CT 판독좀 부탁드려요 검사설명 별건없다고 CT만  년마다 F U하면된다 설명들으셨다는데 걱정하셔서요    Chest CT Low dose Focal fibrotic change in posterior segment of RUL and medial basal segment of RLL  partly combined paracicatrical emphysema or traction bronchiectasis  Tiny subpleural nodule  about  mm in size  in posterior basal segment of RLL      maybe benign nodule  such as nonspecific inflammatory granumoma or intrapulmonary LN      recommmend   year follow up CT for evaluation of size change ,영상의학과
26,mri 판독지 해석 부탁드립니다,뭐라고 적혀 있는지 해석좀 부탁드립니다,영상의학과
27,혹시 하지 정맥류가 맞을까요   충남 태안   대후반 여 하지정맥류 , 주전부터 오른쪽 다리가 저릿저릿해요   양반다리를 하면 있는곳이 조금 아프고 다리를 쭉 펴고 있으면 묵직하게 전기흐르듯 저릿해요   다리폈다가 일어나면 오른쪽 오금 아래로 저릿하고 왼쪽다리보다 묵직하게 느껴져요   며칠전 저녁에 저녁 준비하는 동안 하루종일 걸어다닌것처럼 양쪽 발바닥이 너무 많이 아팠어요   발바닥 패치를 붙이고 잤어요   인터넷 검색해보니 하지정맥류 증상과 비슷한데 병원에 진료를 받으려면 무슨과를 가야하나요   여긴 시골이라 도시와 다르게 병원이 많지 않아서 의료원 영상의학과를 가야할지 정형외과를 가야하지 잘 모르겠어요   무슨과를 가서 검사를 받아야 정혹한 병명이 나올까요   제가 잘 부딪히는데 그래서 일시적인건지 아님 정말 하지정맥류인지 궁금하네요   처음 증상 느꼈을때 보단 지금이 더 저림증상도 잦고 묵직함도 있고 그래요,영상의학과
28,뇌동맥류 색전술 시술 환자,뇌동맥류색전술을 시술한 환자인데 회복중인데 등산은 하면 안돼는지요,영상의학과
29,mri 판독문의,안녕하세요  아빠가 혼자 중국에서 일하시는데 지난주부터 손이 아프고 컵도 못 잡으시겠대서 제가 우선 뇌 mri부터 찍어보라고 했는데  오늘 결과나왔고 중국 의사가 급성뇌경색  인것  같다고만 하고 확진을 못하시더라구요   그래서 어쨌거나 한국 병원에서 다시 보셔야할것 같아서 내일 들어오시기로 했는데  혹시 아래 mri 보면 뇌경색인지 알수 있나요  ,영상의학과
30,MRI 판독 결과 해석 부탁드립니다 ,뇌혈관 질환의심으로 검사한 결과지입니다 해석부탁드립니다,영상의학과
31,진단서  소견서  내용 해석 부탁드립니다 ,내용이 조금 헷갈려서 질문드립니다  환자 MRA상에서 뇌동맥류 의심소견 보여 대퇴동맥 경유 뇌혈관조영술 시행하였으나 특이병변 없는 결과보임     실신한 경험과 두통 지속되는 증상에 대해서는 추가 검사 필요할것으로 생각됨    이게 뇌동맥류로 판단된다는건가요 아니면 뇌동맥류가 아니라는건가요  ,영상의학과
32,오른쪽턱 멍울,오른쪽 턱부분에 멍울 같은게 만져지고 있습니다 언제부터였는진 기억나지 않구요 육안으로 티나는 정도는 아닙니다 크기는 커진것 같지는 않고 만졌을때 아프지도 않구요 오늘 ct촬영 하고 왔는데 주로 어떤원인으로 발생하는건가요    발생했을때 어떤방식으로 주로 대처하는지도 알수있을까요 ,영상의학과
33,mri 검사 해석좀 부탁드려요,t l spine mri  Fx scan  l    level back subcutaneos edema l 번  번사이에 피하부종있다는 말인가요 ,영상의학과
34,해석부탁드릴게요,LUL에 약  cm의 nodule  LUL에 tiny nodule들과 calcified nodule  양측 major fissure의 nodule들 변화없고 새로운 lung parenchymal nodule이나 mass없음  mediastinum에서 커져있는 LN없음  persistent Lt  SVC가 있음 ,영상의학과
35,Mri mra 결과지 판독 부탁드립니다,뇌혈관 질환 의심으로 찍은 mri mra 결과지 판독좀 부탁드립니다  ,영상의학과
36,예방적유방절제술비용과 회복기간,  살에 아이를낳고 쳐진가슴땜에 지인이소개해 양쪽가슴에 파라핀인가는모르는데 가슴에 주입했습니다 세월이  년이흘렀는데 왼쪽가슴통증땜에 간단한검사로도 안되서 유방Mri를찍었는데 농양으로나와 주사로빼고 약먹고좋아졌는데 건강검진에 매번 mri로확인해야한다해서 비용도만만치않고 최근 엄마가유방암 기로 뼈 간  여러곳으로 전이가되서 힘든치료를하고계십니다 저도 무서워 차라리유방절제술을받고싶은데 직장도그렇고 비용도 걱정되서 글로문의드립니다 재건은 안할생각이구요 비용걱정도되고 회복기간도 오래걸린다는얘기도잇는듯해서요,영상의학과
37,CT 조영제 관련 질문이요,손에 뼈를 자세히 보기위해 ct촬영을 하는데 조영제나 다른 주사를 넣고 찍어야되나요 ,영상의학과
38,갑상선 초음파 검사내용 문의,해석좀 부탁드립니다  초음파검사하고 조직검사하고  일뒤에 결과 나오면 병원에 내방하라했는데 미루다미루다 지금껏 못갔습니다  어떡하죠  혹이 큰편인가요 ,영상의학과
39,MRI 당일로 찍으면 ,시간이 얼마나 걸리나여   예전엔 실비청구 때문에 입원해서 찍었다는데 요즘은 당일로 찍어도 된다던데 당일로 찍으면 한참 기다려야 하는지    ,영상의학과
40,뇌수막염 질문,친구가 뇌수막염 진단을 받았는데  머리를 부딪혀서 크게 혹이 났었어서 MRI 검사를 받았을때까지는 이상이 없었다고 했거든요  그런데 며칠 뒤에 뇌수막염 판정을 받아서 혹이 염증으로 아어져서 뇌수막염이 걸릴 수도 있는건지 아니면 혹과 관계없이 다른 바이러스 침투에의해서만 감염될 수 있는건지 궁금합니다 ,영상의학과
41,MRI 결과지 해석부탁드립니다,유방확대수술 이 후 mri 입니다,영상의학과
42,대장용종 크기 제기  ,올초 대장암 기 점막하층    마이크로 침윤으로 점막하박리술 판정받고 추적관찰 중입니다  이번에 첫 추적검사 대장내시경에서  mm  개   mm  개 용종이 보여서 내시경시 제거하고 조직검사 해 놓은 상태입니다   개월만에 용종이  개나 생기다니    정신 차리기도 전에 멘붕이예요    이 정도 크기면 괜찮은지   혹시 암으로 나오면 재발인건죠  그럼 향후 치료과정은 어떻게 될까요  ,영상의학과
43,ct 촬영 문의요,전에 병원에서 귀 때문에 ct를 찍었는데요  이번에는 다른병원에서 목 부분을 ct 찍을거같은데요   전에 씨티 찍은거에 목 부분 찍은것도 있을까요   씨티찍으면  딱 그 부분만 나오나요 ,영상의학과
44,MRI Brain  Brain MRA Cranial nerve 조영제 촬영 판독 부탁드립니다 ,Brain MRI with SE techhique SWI Gradient Echo and arteriogram of Circle of Willis wer made using TOF technique followed by Gd enhancement with fat saturation  HR Cranial Nerve Study Steady State or FIESTA     Right CP angle an oblong  about   mm long  homogenously enhancing mass is seen  The long axis is centered over the IAC  and IAC is slightly widened  Right C  cisternal segment  arrow  is in close contact with the mass  The ventricles  sulci  cisterns  are appropriate Multifocal high signal lesions are seen in the supratentorial deep white matters in FLAIR  The midline isnot displaced  SWI shows no microhemor rhage    The major intracranial arteries are visualized with no evidence of significant stenosis  arterial aneurysm or dissection    Impression   Right CP angle mass most likely vestibular schwannoma  Unremarkable brain MRA study   결론 및 진단  null  의견   null,영상의학과
45,영상의학과 판독소견서 해석좀 부탁드립니다,osteitis in symphysis pubisschmorl s node in upper endplate of s ,영상의학과
46,간 ct 판독지 결과 해석 부탁 드려요 ,간암으로 방사선 치료  회 하시고  한달 뒤 간 ct 판독지 인데판독 부탁 드려요  prominent enhancement on marginal recurrence of s         post RT state   간s 구역 주변부에 간암이 재발했고 현재 이 부위에 방산선치료를 한상태임   이 말이 맞나요  ,영상의학과
47,임산부 초음파 할려면,영상의학과로 접수 해야 되나요 ,영상의학과
48,자기 영상 검사 자기 공명 영상 MRI,자기 영상 검사  자기 공명 영상  MRI 이거  다 같은 말 인가요 ,영상의학과
49,Ct 검사 시 페디큐어,내일 CT 촬영을 하게 되었는데 패디큐어 제거 해야하나요  병원에선 아무말 없으셨어요,영상의학과
