,0,1,2
0,하지정맥류 수술했는데 재발한 것 같아요  종아리 보톡스도 맞아도 되나요   서울 송파   대후반 여 하지정맥류 ,안녕하세요  절개해서 혈관 자르고 다시 꼬매는 수술한 지 일 년이 안됐는데 다시 또 울퉁불퉁하게 튀어나와 다시 하려고 합니다   이걸 또 째서 해야하는지 주사나 시술로 치료가되는지 궁금하고 시술받으려면 입원해야하는지 궁금해요   그리구 종아리 보톡스를 맞을 예정인데 하지정맥 치료 후 맞아야 하는지 전에 해야하는지 궁금합니다,영상의학과
1,다리에 정맥혈관들이 도드라지게 보이기 시작했는데 당뇨와 관련이 있을까요   해외   대후반 여 하지정맥류 ,원래 소아당뇨부터 있었습니다   베트남에 거주중이고 그동안 큰병원에서 진료를 받아왔는데 코로나때문에 한국에 못간지  년정도 된것같습니다   얼마 전부터 다리에 정맥혈관들이 도드라지게 보이기 시작했습니다   미세혈관들도 생겼구요 사진 첨부가 되지않아서 보여드릴수는 없지만    당수치는 높구요    다리 혈관이 이렇게 된것이 당뇨와 관련이 있는지 궁금합니다 ,영상의학과
2,왼쪽발목 mri 판독 결과 해석좀 부탁드려요   ,해석부탁드립니다   ,영상의학과
3,소장ct 검사 후 설사,소장ct 검사를 위해 경구조영제를 마셨습니다 이후 몇시간이 지나도 설사가 멈추질 않네요   언제쯤 멈출까요,영상의학과
4,  월에 PET CT Brain Scan검사를 했는데 PET CT Brain Scan FBB  Delay 또 하자시네요 방사능 피폭량도 걱정이고,  월에 PET CT Brain Scan검사를 했는데 PET CT Brain Scan FBB  Delay 또 하자시네요 방사능 피폭량도 걱정이고 MRI Brain INFIC  noncontrast    비조영 Angio  D같이 검사하자는데  개 다 다른건가요 ,영상의학과
5,PET CT Brain Scan이랑 PET CT Brain Scan FBB  Delay 은 다른 건가요 차이점 좀 알려주세요   ,부모님이 기억력이 나빠지고 계셔서요 걱정도 되기도 하고 예방도 하고 싶어서요  작년   월에 PET CT Brain Scan검사를 했는데요  오늘 같은 병원에 갔는데요   PET CT Brain Scan FBB  Delay  촬영을 또 하자고 하셔서요  방사능 피폭량이 엄청나다고 하는데요   검사 안내서에는 주사한 방사성의약품은 인체에 해가 없다고는 기재되어있긴 한데  걱정이 많이 되네요  다음주에 PET CT Brain Scan FBB  Delay 와 MRI Brain INFIC  noncontrast    비조영 Angio  D 검사를 하자고 하시는데요  검사하려다가 더 건강을 나쁘게 해드리는 걸까봐 걱정이 많이 됩니다  답변 꼭 부탁 드릴께요 감사합니다  ,영상의학과
6,아들이 얼마 전 정계정맥류 진단을 받았습니다  통증 때문에 진통제를 먹고 있는데 당장 시술을 해야 할까요  포항시 남구 고등학생 남 정계정맥류 ,아들이 고등학생인데 얼마전 비뇨기과에서 촉진으로 정계정맥류 진단을 받았습니다   처음에는 왼쪽이 아팠다가 그다음엔 오른쪽이 아팠다가 한다고 하더라구요   지금은 또다시 왼쪽이 아픈상태 입니다   그리고 현재도 계속 통증이 있다가 없다가 하는 상태고요   선생님 말씀으로는  기정도인거 같고 방학쯤에 수술이나 시술을 받으면 된다고 하시는데 아이는 계속 통증때문에 그때그때 처방해준 진통제를 먹고있는 상황이거든요    이경우 당장 시술을 하는게 좋을까요   만약 시술을 하게되면 비뇨기과에서 당일 진료보고 당일 시술이 가능할까요   아니면 꼭 진료먼저하고 다른날 시술예약을 해야할까요  ,영상의학과
7,전립선 동맥색전술에 대해 궁금합니다   인천   대초반 남 전립선비대증 ,제 전립선 사이즈는   그램 인것으로 알고 있으며   전립선비대증으로 인한 불편및 소변 때문에 밤에  회 가량 일어나야 하는 생활에 불편함을 초래하여  여기 저기를 찾다 전립선 동맥색전술에 대하여 개략적으로 알게되었습니다   궁금사항은      어떻게 어떤 과정을 걸쳐서 수술 하나에 대하여 궁금 하고요   안전성에 대하여 궁금 하고요   수술 후 효과에 대하여 궁금 합니다   또한 시간 및 비용에 대해서도 궁금 합니다 ,영상의학과
8,대장내시경 전에 단백질보충제먹어도 되나요, 일전부터 식이조절들어가는걸로아는데 하루전 죽먹을때전까지 마셔도 될까요  ,영상의학과
9,CT 결과 해석 부탁드려요    내공    ,외부병원 CT와 비교하여 간 S 와 S 의 abscess로 생각되는 lesion내 PCD catheter가 위치되어 있음 Fluid filled cavity는 조금 감소하였음 복강내에 scanty free fluid보임 복부에 의미있게 커진 lymph node 없음,영상의학과
10,검사결과 해석부탁드려요, 갑상선초음파  Previous Hx  s p right lobectomy Parenchymal echotexture   hetero  결론 No evidence of local tumor recurrence or cervical lymph node metastasis  제가 차트를뗐는데 용어들이 어떻게해석이되야하는건지 잘모르겠어서 검사결과 자세히 해석 가능하신분 부탁드립니다       또한 Parenchymal echotexture   hetero 이부분 초음파결이 다르다  이렇게보는건가요  무슨의미인가요    안좋은건가요   ,영상의학과
11,Chest PA랑 Chest CT 해석 좀 해주세요   ,Chest PA랑 Chest CT 해석 좀 해주세요      Chest PA   ill defined increased density in BLL r o pneumonia              rec comparison with previous image and CT   Chest CT   Clinical information  코로나    확진 Limited study due to motion artifact    multifocal pathy and confluent GGO consolidation in both lungs  peripheral predominancy     Probable know COVID    pneumonia    Coronary artery califications    Mild cardiomegaly with pulmonary congestion    Aberrant right subclavicular artery  anatomical variant    VP shunt is noted  REC  clinical correlation and FU,영상의학과
12,뇌 MRI 및 MRA 판독지인데 해석 부탁드리겠습니다 ,Multiple UBOs in both cerebral white matter No significant evidence of chronic infarction  No definite evidence of brain atrophic change No evidence of intracranial hemorrhagic lesion No evidence of hydrocephalus  Large asymmetric curvilinear arachnoid cyst over the both cerebellar convexities  Partial empty sella  TOF brain and neck MRA     mildly atherosclerotic irregularity in left distal ICA    no significant stenosis  occlusive lesion or aneurysm in the other intracranial neck major arteries  뇌 MRI 및 MRA 판독지인데 해석 부탁드릴게요  감사합니다 ,영상의학과
13,투석환자 머리 통증 문의 드립니다   성북구   대초반 남 투석 머리통증 ,아버님이   세이고  년전부터 투석중인데   개월전부터 원인을 알 수 없는 머리통증 경추인근 이 생겨서 정형외과  신경과  신경외과 엑스레이상은 아무 이상이 없고  병원에서 진통주사를 맞아도 진통제약을 먹어도 별 차도가 없이 계속 통증을 해소하고 계신데  병원에 입원해서 투석하면서 원인을 찾는 진료 가능한지요,영상의학과
14,내실주위 비특이성 고신호 강도 소견 내공    ,  세 여성     고혈압약과 고지혈증약을 복용하고 있습니다     비만입니다     건강검진으로 머리MRI를 찍으니     내실주위 비특이성 고신호 강도소견을 받았습니다  이와 관련하여    유추할수있는 질병 및 이에따라 대체방법 치료목적들이 궁금합니다     별다른 상담은 없었고    커피  탄산음료  이런거 먹지말라는 상담만 받았습니다     내공   갑니다   ,영상의학과
15,뇌 CT MRI MRA,개인적으로는 스트레스 크게 받지 않는거같은데 머리가 자주 아픕니다   엄마  이모들이 모두 두통을 가지고 있어서 가족력으로 보입니다   본론  회사에서 건강검진을 지원해주는데 여러가지항목이 중 선택하면 됩니다       뇌  CT   mm간격   뇌졸증 뇌혈관질환  MRI  T   T   플레어  사지탈   뇌졸중정밀검사  MRA  뇌혈관정밀   뇌혈관 뇌동맥협착   전문가님들 단순 두통인지 모르겠으며 원인을 조금이나마 알고싶고  검사하고 싶습니다  어떤걸 진행하는게 맞을까요      대장내시경     대후반입니다  대장내시경 하는것도 좋을까요                    대장용종은 초기증상같은게 있나요 ,영상의학과
16,CT 확인 질문,제가  월달부터 코가 막히고 머리에 압통이 좀 있어서  삼성서울병원에서  달 전에 두경부 조영제 ct를 찍은 다음에 진료를 봤는데  선생님께서 아무 이상도 없다고 하셨습니다   그러다가  주 전에 다시 진료를 보러 갔는데  달 전에 찍은 ct를 보시더니 아무 이상도 없다고 하시고  길쭉한 내시경으로 코 안까지 전부 다 봤는데 비염 좀 있는거 말고는 아무 이상 없다고 하셨습니다  그런데  달 전에 찍은 ct로 확인이 되나요   아니면 또 다시 ct를 찍어봐야할까요    답변 부탁드립니다 ,영상의학과
17,mra mri 판독지 해석좀 부탁드려요,부탁드립니당,영상의학과
18,뇌수종 환자 치료,  세 남 얼마전 건강 검진을 통해 뇌수종 의심 진단을 받았고 정확한 검진을 위해 MRI 검사를 받았습니다  MRI 결과 확진 판정은 받았으나 이제껏 증상이란것은 없었습니다    두통  걸음걸이 이상 등  검진 해준 의사 선생님은 저도 모르는 사이 어렸을때 발생이 되서 만성이 된거 같다고 만 하시고 별다른 수술이나 약물 처방을 해주시지 않았습니다   다음과 같이 질문을 드립니다     약물치료 or 수술 등을 검토 해봐야 하는지   지금은 괜찮더라도 노년기를 대비 해서라도     정확한 병명이 어떻게 되는것인지  이상입니다   답변을 기대하며 오늘 하루도 좋은 하루 되시길 바랍니다  감사드립니다 ,영상의학과
19,간관련 진단서,병원에서 ct mri 찍고 아래와같은 결과지가 나왔는데 무슨뜾일까요     two discrete lobulated hepatic mass in right liver  S  and S      mildly increased SI on T WL  and hypoSl dn TIWI    Bright and high Sl on DWl and low Sl on ADC     lso sl on hepatic arterial phase  and hypointense SI  relative to hepatic parenchyma on Transitional phase and delayed phase    focal mild   eccenteriral wall thickening of mid porton in GB    diffuse and unform minimal dilatation of IHBDs without detectable pbstructive lesion     s p subtotal gastrectomy    tiny both renal stones  boss renal cysts    no abnormal finding in pancreas  spleen    no significant enlarged abdominopelvic lymph node  consider surgical biopsy for rule out GB malignancy  and biopsy for hepatic lesions,영상의학과
20,CT 초음파 결과 좀 봐주세요 제발요  , Finding  both lateral neck  multiple variable sized        x    x  mm   LNs  especially in right     clinical significance  rec  right LN  biopsy  s p  right thyroidectomy      Finding  Right lateral neck mass   complain site  mm   nonspecific L N  Variable sized L Ns  Rt Lt carotid  lateral neck   esp  Rt carotid space     F U USG  Right thyroidectomy Several cysts  nodules in Lt thyroid     Low suspicion,영상의학과
21,목 임파선 멍울 관련 초음파 검사지 해석 부탁드립니다 ,우측 편도 통증 및 임파선 멍울  부음 현상이 몇달째 지속되어 초음파 검사를 아래와 같이 실시하였습니다 단순 임파선이 부은 거라는 의사 선생님의 말씀인데 초음파 검사지 해석 부탁드립니다,영상의학과
22,mri 비용차이,안녕하세요  mri 왜 비용차이가 나는지 질문 드립니다  지난번에 했던 검사는 자기공명  뇌 기능검사 조영제 비주입  으로   만원 정도 나왔고   이번에 한 검사는 자기공명  뇌종양 특수 추적 및 분광검사 조영제 주입  으로   만원 정도 청구 되었는데  왜 같은 mri인데 비용 차이가 많이 나는지 궁금합니다    단순히 조영제를 쓰고 안 쓰고의 차이인가요  입원 아니면 실비도 보장 못 받아서 너무 부담이 되네요  그리고 뇌종양 특수 추적 및 분광검사 이거는 추적 검사 분광 검사 두 가지를 한다는 뜻인가요 ,영상의학과
23,어깨 초음파 비급여 항목입니까 ,어깨 초음파 급여인지 비급여인지 궁금합니다     년 말에 문재인 정부에서 비급여에서 급여로 바꾼다고 했었는데 바뀌었는가 궁금합니다,영상의학과
24,ct 사진 판독,급성 췌장염 ct인데요 온쓸개관이 조금 팽창된게 보이고 췌장 주변에 액체가 고여있단 소견을 받았는데요 왜 급성 췌장염 ct에서 이런 소견이 나왔는지 자세하게 설명부탁려요,영상의학과
25,건강검진 흉부ct 종괴 결과지 해석좀 부탁드립니다,Report  About         cm sized well defined mild homogeneously enhancilng mass in Lt p aravertebral region  between    th intercostal level  srs           no evidence of adjacent structurel invasion   R   neurogenic tumor such as schwannoma  neurofibroma  Small nodules in BLL   mm and less  Srs             rec   FU after   months  No enlarged LNs in mediastinum  Comment Paraspinal mass,영상의학과
26,의학용어 해석좀 부탁드립니다,Report  About         cm sized well defined mild homogeneously enhancilng mass in Lt p aravertebral region  between    th intercostal level  srs           no evidence of adjacent structurel invasion   R   neurogenic tumor such as schwannoma  neurofibroma  Small nodules in BLL   mm and less  Srs             rec   FU after   months  No enlarged LNs in mediastinum  Comment Paraspinal mass,영상의학과
27,뇌동맥 색전술 질문,김영준 의사님 뇌동맥 색전술 술 마실 경우 그부분이 터진다는게 정확힌 무슨 말입니까 ,영상의학과
28,유방MRI하면 폐 쪽도 보일까요 ,유방MRI하면 폐도 보이나요  아님 유방 쪽만 검사하는걸까요  흉부 쪽 장기도 보이면 폐나 갈비뼈근육  등 이상이 있을 시 유방과 더불어 같이 판독해주나요 ,영상의학과
29,머리MRI 판독부탁드립니다,Mild small vessel disease in both frontoparietal WM  Arachnoid cyst  Rt  posterior cranial fossa  Otherwise  no significant mass  hemorrhage  hydrocephalus  and atrophy in the brain parenchyma  Lt  maxillary sinusitis ,영상의학과
30,경동맥 협착,좌측 경동맥이 완전히 막혔다는데 특별한 증상은 없는뎨 수순은 안된다는데 어찌해야 되는지 뇌졸증이 올 가능성이 많다는데  궁금합니다,영상의학과
31,갑자기 등 통증이 지속되는데 췌장 검사를 받아봐야 할까요   서울 송파   대중반 여 등 통증 ,안녕하세요   갑자기 등 통증이 지속되길래 진통제도 먹어보고 했는데 계속 신경쓰이게 아파서 인터넷 서치해보니까 췌장에 문제가 있을 수 있다고 해서 여쭤봅니다  음주 자주하고 흡연도  년정도 했는데 췌장검사 받아보아야 할까요  국가건강검진 받을 생각인데 췌장쪽 어떤 검사를 받아야할까요 ,영상의학과
32,어깨뼈 scapula에 대해,Scapular spine이 어깨뼈에서 가로로 튀어나와있는 뼈잖아요 Acromion도 어깨뼈 lateral쪽에서 튀어나와있는데 그럼 이 Acromion이 spine의 일부라고보면 될까요  Acromion을 설명할때 spine의 lateral쪽에 있는뼈라고 설명해도되는건가요 ,영상의학과
33,심장초음파  의학용어 해석좀 부탁드립니다,NSTEMI   VD   vessel CTO                 mRCA CTO  pLCx CTO  pLAD     stenosis                      위장관 출혈로 시술  수술 보류                  echoCG LV size   mm  EF      global hypokinesia                  PCI or mLAD with Xience Alpine      X    mm                    Failed PCI for m dRCA                   FU echoCG RWMA in RCA EF        po echo   poor echo window d t B line and poor cooperation  mild LV systolic dysfunction  visually EF           global hypokinesia  akinesia in apical wall  multiple B line in both lung   dilated size IVC     cm   no definite pleural effusion   CTO 시술  mRCA CTO  pLCx CTO  pLAD 여기에 붙은 m  p 뜻도 궁금합니다  해석 부탁드립니다   ,영상의학과
34,폐색전증 MRI 결과 해석해주세요   급함,Brain MRI에서 확인되는 cerebral infarc  Lt MCA territary는 mentality와 관련성이 낮을 것으로 판단 B nRA에서 r o BA aneurysm 확인됨 환자 현재 PTE로 cnoxane 사용중으로 zschemic stroke 대하여 anticoagulant 유지바람 Verbal NS        물리적 병변과 관련성 낮음  본과 opd f u 해주시면 DSA w u 시행  선생님들 이거 해석 쫌 부탁드려요    엉엉,영상의학과
35,영상의학 해석 부탁드립니다,해석 부탁드립니다,영상의학과
36,엑스레이 방사선,자주다쳐서 엑스레이를   번정도 찍었는데 방사선 그거 때매 인체에 영향 미치는게 있나요 많이 위험한가요 ,영상의학과
