,12,13,14
0,약    주 전부터 왼쪽 고환 부근에 원인모를 통증이 있었습니다   서울 종로   대초반 남 정계정맥류 ,안녕하세요    대 초반 남성입니다   오늘로부터 약    주 전부터 왼쪽 고환 부근에 원인모를 통증이 있었습니다   왼쪽 고환의 위쪽 사타구니 부근 에 있는 핏줄 혹은 특정 부위가 당기고 뻐근한 느낌 이물감 이 있습니다   왼쪽 고환이 살짝 더 큰것 같습니다   통증이 심한 날에는 차이가 크게 느껴집니다   컨디션이 조금 안좋아지면 해당 부위의 통증이 더 심하게 느껴지고  심한 날에는 오래 앉아있기가 어려울 정도였습니다   특이한 점은  변을 보기 위해 힘을 주거나 심한 재채기나 기침을 할때에도 그 부위가 저릿 핏줄이 느껴지는  하고 자극을 받는 느낌이 듭니다   고환에 뭔가가 만져지거나 감각에 이상이 있거나 하지는 않습니다   추후 진료가 필요하다면 내원하여 엑스레이 등 검사를 받아보고 싶습니다   그 전 증상에 대한 소견이나 답변을 받고 싶어 글을 남깁니다   감사합니다 ,영상의학과
1,해외진단상담,해외에 있는 사람이 현지에서 사진과 같은 진단을 받았습니다  증상이 심할경우 한국에 와서 치료를 받고 싶다고 합니다  저는 의료지식이 없어서 무슨내용인지 모릅니다  혹시 사진내용을 보셔서 증상이 어느정도 중한지 알려주실 수 있나요,영상의학과
2,엑스레이  CT  MRI 찍으면 결과는 언제 나오나요 ,아무래도 의사 상담을 받고 셋중에 저에게 적합한것을 찍어볼것 같은데  보통 그 찍고 나면 결과는 보통 언제 나오나요  MRI같은 경우에는 의사 그 다음번에 보는데  주일까지 걸린다는데 그렇게 까지 걸릴 이유가 있나요    들여다보고 해석하는데 시간이 그리 걸리는건가요 ,영상의학과
3,오류진단결과 바로 잡는 방법,    년  월 뒤로 넘어지면서 머리를 디치게 되어 병원 응급실에서 지료를 받았습니다  실밥을 풀려고 일주일 후에 병원에 방문하게 되었는데 의사 선생님께서 왜 이렇게 왔냐면서 긴장감을 느끼게 하시더라구요 의사선생님께서 하시는 말씀이 뇌종량의심이 보인다면서 MRI찰영을 하자고 하시길래 할수없이 찰영을 하였습니다  결과는 뇌종량이 아니고 뇌출혈이었습니다  그런데 의사선생님께서 하시는 말씀이 뇌출혈부위가 머리통 정중앙이라 상해가 아닌 질병이라는 겁니다  저는 보험사에 연락하여 치료비및 보험금을 수령하려고 하였는데 보험사에서는 보험손해사정인을 보내어 사실여부및 관련 상황을 확인한다고하여 조사를 받았습니다  그런데 의사선생님이 말을 바꾸는 겁니다  상해로 인한 뇌출혈이라구요 저는 처음처럼 질병이면 보험금을 수령 할수있었는데 보험금지급 거절이 되었습니다  의사선생님께서는 최대한빨리 뇌출혈 수술을 받아야 된다고 하시더라구요 말을 바꾸는 의사선생님께 신뢰가 가지않아 수술없이 지금 오늘까지 아픈데 없이 잘 지냅니다  진단서 결과를 아무일 없었던 걸로 바로 잡는 방법은 없을까요 제가 어떻게 해야 되는지 방법을 알려주십시오 고맙습니다 ,영상의학과
4,화이자 차 백신 미세뇌출혈,  월   일 화이자 차접종을한뒤  일뒤 오전  시경부터 생전 느껴보지못한 두통이밀려와서 보건소에 신고를한뒤 접종해준 병원에 전화를했더니 타세놀두알을 먹으라해서 빈속에타세놀두알을 먹었습니다  그후 오전   시 속까지 울렁거리고 두통은 나아지질않아 심각함을느끼고 응급실에가서 ct를찍었는데 뇌출혈소견을 받았습니다   현재 조영제를사용한 mri를 촬영을하였고 검사결과 뇌출혈은 펙트인데 출혈로인하여 백신때문인지 자발성출혈인지 판단하기 애매하다는 얘기와 해면상혈관종 일수도있다 라는 의견을받았는데 조영제를 사용한 mri를 촬영했음에도 해면상혈관종이 안보일수가있는지 궁금하고 미세뇌출혈이 발생할수있는 외상을 제외한 경우의 수를 여쭤보고싶습니다 ,영상의학과
5,궁급해요 ,CT에서    R O IgG  related sclerosing disease  less likely IgG  뜻이 먼가요   내시경에서 CSAG 이단어가 무엇인지 궁금해요,영상의학과
6,폐ct에서보이는부분,폐ct찍으면폐만보이나요 ,영상의학과
7,노mri 소견서좀 봐주세요,목이 너무 아파서 병원을 갓다가  증상을 얘기하니 혹시 모르니 뇌mri찍어보라해서  찍엇는데요  이정도면 뇌졸중 위험은 없는건가요  ,영상의학과
8,식도염 질문,약    달전쯤에 백신맞고 가슴통증이 심해서 응급실에 가서 조영제 넣고 CT 찍었을때 아무이상 없었거든요    그럼 식도염도 없는거 맞나요     그때 옆 침대 환자분은 조영제 없이 CT찍으셨는데 식도염이 의심된다고 하셨거든요 근데 저는 의사선생님께서 아무이상없다고 하셨어서요   근데 가끔 가슴통증이 있고 식사 후 약한 트름도 자주 나오고 그래서 궁금합니다  ,영상의학과
9,정형외과에서 촬영한겁니다 이부분 뭔가요 ,정형외과에서 촬영한겁니다 이부분 뭔가요   어디 안좋은거에요 ,영상의학과
10,Mri 판독지인데 무슨 내용인지 알수있을까요 ,일단 병명은 m     만 있는 상태입니다,영상의학과
11,내시경 조직검사 판독 부탁드립니다, cm depressed hyperemic mucosa noted at mid antrum of PW biopsy A    cm hyperemic mucosa with spontaneous bleeding noted at mid body of PW biopsy B ,영상의학과
12,복부초음파결과관련 질문 간염 담낭염 담낭선근종증 병원추천부탁드려요,올해초부터 식후 명치가슴통증 등통증이 너무심해서 위내시경후 역류성식도염 때문인줄알고 약을 몇개월 복용했으나 차도가없어 복부초음파를 찍게되었습니다 초음파에서 담낭비후소견으로 ct 도 촬영하게되었는데요 ct판독결과 간염  담낭염  담낭선근종증 의심으로 나왔는데 동네내과에서는 별거아니라고 괜찮다는 식으로 얘길해주시는데 전 너무 괴로워서 문의드려요 저녁밥먹고나면 새벽까지 몇시간 아파서 끙끙대는데 일주일에 하루이틀빼고 아픈날이더많습니다 그런데도 역류성식도염약만 처방을해줍니다   스트레스성이라고     혹시 큰병원을가면 추천해주실만한데 추천부탁드려요,영상의학과
13,미세석회 조직검사 안해도 될지요 ,     검진시 양쪽 가슴 미세석회로 유방확대촬영 검사해보라는 의견보고     일  차병원서 확대촬영했는데 악성 아닌것 같다고  년뒤 검사하라했고 시간될때 초음파 검사도 하자고해서  주뒤 예약한 상태입니다  안심해도 될지 불안해서 여쭤봅니다  검사결과지 내용 그대로 아래에 올립니다   소견 mammography Rt  CC magnification  ML magnification   multifocal grouped dense calcifications of right breast typical benign  right axillary tail right upper outer  right lower inner  결론 Category  multifocal grouped dense calcifications of right breast   요망 Return to routin MG not magnification view ,영상의학과
14,이틀 연속으로 MRI검사해도 괜찮을까요 ,다음주 수요일엔 췌장MRI검사를  목요일엔 뇌MRI검사를 각각 다른 병원에서 하기로 예약을 잡았는데 이틀 연속으로 MRI검사를 해도 건강상에 문제 없을까요  MRI는 CT처럼 방사선 피폭 염려가 없다고는 하는데 혹시나 몸에 문제가 생기지 않을까 걱정돼서 여쭤봅니다  ,영상의학과
15,ct검사와 mri의 차이점이 궁금합니다,간염 경험이있고 혈액검사상 정상수치이지만 몸살과 오른쪽상복부쪽 불편함이 지속되어 ct검사를 하였는데요 조금의 지방간외엔 이상소견을 못받았습니다 ct와 mri의 차이점이 궁금한데요 ct검사상 이상이 없는데도 mri로 질병을 발견할수 있나요 ,영상의학과
16,경동맥 초음파 결과,  대후반 여성이고요  검사결과지를 보면 유소견으로    우측 총경동맥 분지부 석회화경화반     mm  우측 내경동맥 석회화경화반     mm  좌측 총경동맥 분지부 석회화경화반     mm   이렇게 나와있는데 어느정도의 증상이며 추가정밀검사를 받아봐야하는지와 치료방법 좀 부탁드립니다 ,영상의학과
17,어깨 mri 판독 해석,mri 판독지 해석 부탁드려요 어느부분 문제인지도 알려주시면 감사하겠습니다,영상의학과
18,배고플때 복부 초음파 찍으면,진짜로 배고픈지 아닌지 알수있나요  ,영상의학과
19,검사결과 판독좀 부탁드립니다,급해요  ,영상의학과
