,24,25,26
0,넘어졌는데 붓고 멍들었어요,넘어지고 나서 새끼발가락쪽이 계속 아프다가 시간이 지나면서 붓더니 점점 파래져요    통증이 계속되는데 이거 뼈가 부러지거나 막 골절되고 그런건 아니겠죠  ,재활의학과
1,예약 취소하고 집에 있어야겠지요 ,회사에서도 코로나 때문에 계속 격리 되고 했었는데 저희 부서 언니의 아들이 간이 검사로 양성이 나와서 pcr검사를 했다고 하더라고요  결과는 아직인지 이야기가 없는데  그럼 저도 검사를 해야하고  낼 미용실 예약 있는데 그것도 취소 해야할까요   그 언니랑 마스크 내리고 대화한 적은 없어요 회사에서 마스크 두겹 쓰라해서 잘 썼고  제가 친한 사람이 없어서 늘 혼자서만 다니거든요  그래도   음  부서 언니가 직접  간접  그런거니깐  저도 간접 접촉  그런건가요   그럼 저희 부모님께도 말씀 드려야 하나요 ,재활의학과
2,코로나 한 번 걸리고 또 걸렸을 때,코로나 걸렸다가 완치해도    개월은 양성으로 뜬다는데 그럼 격리 해제 후    개월 안에 또 걸렸는지 안 걸렸는지 여부를 어떻게 아나요  ,재활의학과
3,물집잡혔을때,요즘 운동한다고 만보씩 걷는데 발바닥에 물집이 잡혔네요     이런경우 그냥 운동하나요 아니면 나을때까지 쉬어야 하나요 ,재활의학과
4,발목 수술 재활훈련,발목 비골수술  주차가 지나가는 환자에요 재활을 빨리하라고도하고 안정을 취했다가 하라고도하고 말이 다틀립니다 근데 중요한건 여태 반깁스 통깁스 반깁스를 여태까지 하고 있어서 재활을 할 상황이 존재하지않았거든요  발가락 꼼지락거리는거 외에는요  주차인데 이제는 재활훈련 어떤걸 순차적으로 해야합니까  유튜브 네이버 검색해도 너무 고리타분한것들이라 도움이 하나도 안됩니다  광고홍보글 신고합니다,재활의학과
5,발목인대재건술 질문,저는   살 운동선수입니다  처음 신검때는  급을 받았고 그 이후에는 군대 갈 생각으로 항상 운동만 하다가 최근 발목이 삐었는데 크게는 안삐었고 그냥 아픈정도였습니다  근데 제가 발목을 유독 많이 삐었고 크지는 않지만 자주자주 삐어서 병원을 갔는데 처음 병원에서 말하기를 인대가 부분적 파열이 되었고 수술을 권유 하셧습니다 그래서 수술을 생각하고 있었고 친구가 추천해준 발목을 잘 봐주는 병원에 가서 진료를 보고 mri 찍은결과 그곳도 같은 이유와 만성발목불안정증이라는 이유로 수술을 권유하셔서 봉합술과 재건술을 놓고 고민을 하는데 봉합술이 더 많이 시행되지만 재건술이 더 튼튼하고 앞으로 많은 활동을 하는 선수에게는 재건술이 좋은거같다며 말씀을 하셔서 재건술을 받게되었습니다  근데 인터넷에 찾아보면 재건술을 받아도 중신검으로 보내거나 그런일들이 많고 저는 따로 수술 전에 다른병원에서 통원을 하거나 크게 하지않았는데 이번 수술 한 연유로  급을 받을 수 있을까요  아니면 재건술을 했지만  급이 나오지않을수도있나요 ,재활의학과
6,새끼발가락 골절,문틈에 잘못 박았는지 새끼발가락에 붓고 멍이 들었는데 움직이긴 하길래 골절이 아닌거 같은데 찾아보니 맞는거 같더라고요     발가락 골절이면 어떤 병원에 가야되나요      블로그에 뼈 붙는데  개월 정도 든다고 하던데 치료랑  개월 깁스하면 돈이 많이 드나요      부분깁스도 있던데 그건 더 비싸나요      만약 깁스하면 샤워할땐 어떻게 해야되나요 ,재활의학과
7,어깨 불균형관련,웨이트 운동을 하는데요  사레레나 벤치등 할때 불균형이 오는거같아요  심지어 걸을때 어떻게 걷든 뭔가 부자연스러운 느낌이 계속 있어서 뭐가 문제인지 스트레스 받았는데 이것도 어깨나 골반 불균형때문인거 같고요     그냥 좌우 대칭 신경쓰면서 웨이트 하다보면 괜찮아 질 수 있나요     이런부분 치료하려면 물리치료센터를 가야하는지 병원을 가서 사진을 찍어봐야하는지 궁금해요 ,재활의학과
8,이 운동이 허리에 무리가 갈까요  ,안녕하세요    개월전부터 허리디스크로 힘든나날을 보내고 있는   대 남자입니다  운동을 전혀 하지 못하고 걷기정도만 하고있다보니 온몸의 근육이 다 빠져나가고 있습니다  몸무게가 줄고 있는데 이게 근육이 다 빠지는것 같아요 그래서 허벅지근육을 강화 혹은 더이상 빠지지 않게 하기 위해 스쿼트를 하고싶은데 허리가 아플것 같아서 이렇게 등 기대고 버티기를 하고 싶은데 이 동작이 허리에 무리가 갈까요  알려주시면 감사하겠습니다 ,재활의학과
9,다리 체형 교정,재 다리가 이렇게 생겼는데 x자 다리는 아닌거 같고   이런다리를 뭐라고 하나요    일자 다리 돠고 싶은데 뼈가 저렇게 잡혀있어서   가능할까요  운동으로 교정이 되나요   어떤 운동 해야하나요  원래부터 다리라인 저랬던거 같은데 보통은 걸음걸이가 바르지 못하면 무릎이 안쪽으로 말리거나 바깥쪽으로 돌리거나  그러던데 제 다리는 어떤가요  저는   자 걸음이거든요 뭐가 문제 일까요 참고로 빽나현성은 있어요,재활의학과
