,6,7,8
0,하관 턱 빌달,하관 턱이 고등학생이되면서 발달했습니다 발달하는 이유가뭔가요 옆으로 납작해보입니다 사각턱 도 되었고 해결방안좀 알려주세요 교근까지 생겨 버렸어요 교정도 하고있는데   너무 변해버려서 힘드네요  ,재활의학과
1,요추 압박골절관련 문의입니다,안녕하세요   물건을 들다가 허리를 다쳤어요   개인 병원에서는 시간을 두고 보자고 하는데 혼자서 마음만 급하고 걱정이 많습니다   허리뼈골절 에 대해서 많은 지도 부탁드립니다   MRI  CT 사진 찰영한겁니다   많은 조언 부탁드립니다 ,재활의학과
2,허리통증의 형태,전업수험생이라 오래앉아있는데 허리가 아픈건아니고 불편하다는 느낌이 들어서 뒤에 베개를 하나 일자로 세워두거든요 의자에근데  허리가 막아픈건아닌데요  엉덩이에 힘을 주면 약간 정말 미세하게 저린느낌    왠지 허리쪽기분이 좋은 느낌이 자꾸들어서  마약같은느낌  계속 하게되요   뭔가 막허있는 것들이 살살 뚤리면서 늘어나는느낌이라고 해야되나  희안하게 아프진 않은데 표현하기가 좀 어려워서 그런데 항문에 힘주는 느낌이라고 해야되나  누워있을때도 마찬가지구요  괄약근   남자성기랑 항문 사이에 힘주는 느낌 할때마다 약간씩 기분좋은 느낌이랄까요    디스크인지 뭔지 유튜브 찾아봐도  아프지는 않은데 전조증상인지    척추전문의 의사선생님    뭘까요    병원갈돈도없는데   ,재활의학과
3,재택관리 알바요    ,재택치료 모니터링 업무라는데 간호사 말고 그냥 알바생이 할수 있는 알바인가요      우대조건에는 텅비어있어서요    참고로 씨티재활요양병원입니다    후기가 없어서요    ,재활의학과
4,절도죄 합의금으로 궁금한게 있습니다 ,제가 처음 절도를 해서 피해자 지갑과 그 안에 현금 약  만원정도를 절도했습니다 그 안에서 현금  만원을 사용했고요  그리고 경찰서에 가서 손상된 지갑과 현금전부 제출했습니다  이번에 피해자분과 합의를 하게 됬는데    에서 시작한 합의금    까지부른걸    까지 내려주시긴 했습니다만 궁금한게 있습니다      피해자분이 퇴직금을 받아야 되는데 제가 지갑을 훔쳐가서 퇴직신청기간이 늦어져서 퇴직금   을 늦게 받게 돼서 타 지역으로 전세집을 기간내에 구하지 못하게 되었다해서 저한테 전세집 계약금을 받아야겠다해서    을 합의금으로 불러서 우선 알겠다고했습니다  퇴직금이 피해자분에 대한 생계도 달려있는 문제지만 이런거에 대한것도 제가 보상해야되는것이 당연한지 궁금합니다     피해자분이 차계약을 할때였는데 지갑이 절도된 상태여서 A라는 차를 계약을 못해서 어쩔수 없이 B라는 차로 계약했다합니다  이것도 제가 보상해주어야하는건가요      피해자분 지갑이 훼손된 상태라 그건 제가 변상하는것이 당연하지만 제가 훔쳐간 현금 만원권 중에 한장이 피해자분한테는 할아버지가 돌아가시기전에 준 용돈이라  년동안 안쓰고 가지고있다가 코팅하려했는데 제가 훔쳐가는 바람에 그  만원권이 어떤건지 모르겠다 하는데 당연히 제 잘못이 맞지만 남한테는 평범한  만원이지만 피해자분한테는 추억이있는  만원이면 제가 변상해야되는 부분인가요      제가 만약 피해자분께 합의금을 갚기전에 죽게된다면 그 합의금은 다른 가족들이 갚아야하나요    어떤경우에서든지 제가 잘못한 상황이고 제가 훔쳐가서 일어난 일이 맞고 그에 대한건 사죄합니다  하지만   대에다 몸 상태가 좋지않은 상태이다보니 당장    이라는 거액이 없고 처음있는 일이다 보니깐 뭐가 뭔지 잘 모르겠고 피해자가 얼마를 부르던가에 무조건적으로 줘야되는건가요  부모님한테도 숨긴 상태다보니깐 최대한 제가 혼자서 해결하려하는데 한달내로    안주면 민사간다고 말씀하셔서 당근하고 채찍이 같이 와야되는데 요즘 계속 몇년째 채찍질만 맞다 보니 정신적으로나 전체적으로 번아웃이 온 상태다보니 그냥 자살시도하려다가 실패해서 지식인에 한번 글 써봅니다 ,재활의학과
5,이정도면 많이 걸은건가요 ,정말운동으로 걸은거리만 올해 이정도인데요  예를 들어 편의점을 간다거나 개인 업무 때문에 걷는건 제외했구요 운동으로 이 정도 걸으면 많이 걸은건가요  그리고 어떤 효과가 있을까요 ,재활의학과
6,목 디스크  안면비대칭  척추 질환 관련해도 문의 남깁니다 ,안녕하세요    년째 안면비대칭  턱관절  목디스크 관련해서 질환 앓고있는   살 학생입니다    년전 mri 판독 이후 대학병원에서 목디스크 수술을 받고  다른 병원에서   회 도수치료를 했음에도 등 허리 통증  안면비대칭이 나아지지 않아 계속 병원에 다니면서 근육이완제 처방  물리치료를 받고 있습니다  x레이 상에서도 일자등 일자목  그리고 턱은 회전 되었다는 소견 외에는 다른 말씀이 없으시구요   궁금한 사항이 있어 문의 납깁니다     근육이 과하게 긴장을 하면 수축 상태가 지속된다는 글을 본적이 있습니다  그런데 근육의 수축과 이완이란 말은 단순하게 근육의 크고 작음과는 관련이 없는건가요   예를 들어  왼쪽 승모근이 오른쪽보다 큰게 육안으로 확인이 된다면 왼쪽이 현재 긴장해서 수축되어 있다는 상태라고 해석을 할수 있는건지       청소년기에는 전혀 이런 문제가 없었는데 군 생활  대학생활 중 평소에 잘못된 자세로 이렇게 몸이 잘못 된거 같은데요  잘못된 자세로 인한 앞뒤좌우 근육의 비대칭적인 긴장 때문에 발생한 거라면 스트레칭과 도수치료  바른자세를 통해 근육비대칭 문제만 해소하면 안면 어깨 높이 비대칭  턱관절 문제도 같이 해결이 될 수 있는지가 궁금합니다      x ray 관련해서는 궁금한게 있습니다  인터넷을 보면  허리 머리 혹은 전신부위를 찍은 xray로 척추측만  신체 불균형을 파악하고 있다는 걸 알게 됐는데요  지금까지 xray 촬영결과 진단을 받을때  경추부만 확대해서 찍은 사진을 보여주시면서 진단결과를 말씀해 주십니다  제가 xray 촬영을 할때 이렇게 찍어주세요라고 직접 말씀을 드려야하는 건지 아니면 그것도 이미 같이 찍혀있는데 말씀을 안해주시는건지    그게 궁금하네요       치료 관련해서도 궁금한게 있습니다  너무 많은 과가 있어서요   재활의학과  정형외과  신경외과  한의원    이 중에서 도대체 어디를 가서 진료를 받아야 효과적으로 받을 수 있을까요    현재는 동네 신경외과에서 진료받고 지하에 있는 물리치료실에서 물리치료만 받고 있습니다     너무 답답한 마음에 쓴 글이 길어 죄송합니다    감사합니다 ,재활의학과
7,허리디스크 터짐   세 관리 운동 등  ,  세 남자입니다 현재는 골프 만 치고있었는데 전체적인 운동 다 좋아합니다 집에 스미스머신은 있는데 쉰지 오래 됐었구요 디스크 터진지  주일정도 됐구 어제 mri 찍어서 알았습니다 나름 운동 좋아하고 많이 하고 있다고 생각했는데 이렇게 디스크가 터지고 나니   정말 꼼짝을 못하겠더라구요   해서 운동을 좀 다시 하고싶은데 허리만 잘 잡아주면 데드리프트나 스쿼트 뭐 이런것들 다 할 수 있을까요  하체가 부실해서 그런지   허리 근력도 좀 약했던 거 같고 운동 좋아하시는 분중에 디스크 터져보신분   관리만 잘 하면 다시 운동도 하고 활동적으로 움직일 수 있으신지   궁금합니다 한번 터지면 또 터질수도 있다고 하더라구요   다시 정상인으로 돌아가고 싶습니다 어떻게 관리하고 어떤 운동을 하는지 알려주세요 현재는 통증이 있어서 집에선 보통 엎드려 있거나 서있습니다 앉아있는건 좀 힘든데 출근은 하고있습니다 앉아있는거 반 걷는거 반 이런식으로 일하고 있습니다 자고 눈떳을때가 가장 통증이 심하네요 일어나려면 최소   분은 걸리는 거 같아요   평소에 어떤 자세가 좋은지 쉴땐 어떤자세가 좋은지 등   아 참고로 골반 바로 위쪽 척추 인가  에서 우측으로 터졌습니다   좀 잡다하게 썼는데 마음이 참 복잡하네요   쉴때 좋은 자세 안좋은 자세 해야하는 운동 하지 말아야 할 운동 이게 제일 궁금합니다   디스크 터지고 아무런 치료도 하지 않았습니다 통증 줄여주는게 있다는데 그거 하면 신경안쓰고 또 막 움직일까봐 통증 느껴지는게 좋은 거 같더라구요    도수치료가 도움이 되는지도 알려주세요,재활의학과
8,  살 사각턱 될 가능성,  살이 뼈 쪽으로 사각턱이 될수있어요  근육 치아 꽉 물어서 근육쪽으로 사각턱이 될수있다 이건 아는데 뼈가 사각턱이 되어서 사각턱이 될수있나요 ,재활의학과
9,코로나 오미크론,궁금해서 그러는데용 코로나 걸리면 저절로 나아질 수 도 있나요 ,재활의학과
10,척추측만증 통증  치료방법 궁금,척추측만증 있는   대입니다   년전에 척추측만증인걸 알았는데 그 땐 딱히 뭐 한거 없고 그냥 이렇게 성인이 됐는데 요즘 부쩍 허리쪽에 통증이 생겨서요    학생 때 각도는 사실 잘 생각이 안나는데  최근 엑스레이 찍어보니   도 정도 되더라구요   허리통증때문에 도수치료도 받아보고 했는데 사실 비용만 비싸고 별 효과없는거같아서 보조기를 알아보는 중인데 병원에서는 성인이 보조기해도 별 효과 없다고는 하는데 저는 통증때문에라도 사실 뭐라도 하고싶거든요    저처럼 성인되고 통증때문에 치료같은거 해보신 분 계실까요   혹시 어떤거 하고 좀 나아지셨는지     그리고 통증완화에 도움될까 싶어서 보조기도 알아보고있거든요  HBT랑 원남이랑 플렉스파인이랑 알아만  봤는데요  혹시 이 보조기들 해보신 분도 계시면 하고서 좀 통증에 효과가 있으셨는지도 궁금해요      광고나 의료쪽관계자들 답변은 사절할게요  순수 본인 경험으로 괜찮아지신 분들 도움 좀 부탁드릴게요  ,재활의학과
11,턱에서 이상한 소리가    ,자가격리를 해서 폰보며 누워있었는데 아빠가 오셔서 ferrerorocher를 주셔서 먹으려고 입을 벌렸는데 벌리다가 뚝 끊겨버려요 턱도 아프고 고통스럽습니다 도와주세요,재활의학과
12,환자 차트 해석부탁드립니다   ,MR XR  S P LD L    Lt recurred HLD L    Lt           root comp     ,재활의학과
13,척추분리증과 척추디스크,헬스나 여러 운동을 할때 두 질환중에 어느게 더 운동을 하기에 안좋나요 ,재활의학과
14,전방전위증 있는   대 남자입니다 ,선천적으로 척추분리증이 있는데 데드리프트를 무리해서 했더니 전방전위증까지 간거 같습니다  심하진 않지만 일단 운동을 그만두었다가 이번에 운동을 다시 시작하려하는데 스모데드리프트 식으로 허리에 그나마 부담을 덜 주는 자세로 해서 하면 괜찮을지 궁금해서 질문 올립니다 ,재활의학과
15,괜찮은 팀명 정해주세요,저희가 조별로 실험하는데 과학적인 팀명과 그 의미를 좋은거 있으면 알려주세요  ,재활의학과
