,12,13,14
0,타지역코로나검사 확진자 대처법,제가 코로나확진자 서초구 사람인데 강남구에서 검사를 했어요   이거 정보를 이전해야 한다고 하는데 강남구 보건소에 하는건가요     근데 전화를 안받아요 ,재활의학과
1,이과 여학생 대학 진학,저희 학교는 이과에서 남자가 여자보다 많긴 하지만 거의 반 정도로 비슷하거든요 근데 공대 쪽 보면 남자가 훨씬 더 많은데 이과이신 여자분들은 대부분 어디를 가는건가요     자연계열 ,재활의학과
2,상병발생원인신고서,제가 몸을잘못틀어서 종아리근육이 파열이되서 입원을  일정도했는데요 오늘 이런걸 받았는데 이게 몬가요   발생경위를 써서 보냈긴한데    알려주세요,재활의학과
3,요양병원 입원했을 때 뇌경색 재활은 어떤 걸 받게 될까요   서초동   대중반 여 요양병원치료 ,어머니께서 뇌경색이시라 요양병원에 입원한지 얼마 되지 않으셨습니다   시국이 시국인지라 직접 방문해서 어떤 재활이 이루어지는지 알 수가 없어서 답답하네요   어머니는 특히 편마비를 심하게 앓고 계신데 요양병원에서는 이런 경우에 어떤 재활을 받게 되는지 궁금합니다 ,재활의학과
4,지적쟁애   ,지적장애 웨슬럭 지능검사 받으면 알 수 있나요 ,재활의학과
5,손가락 다쳤는데 아프고 안접힙니다,이 이상으로 안 접히고 손가락을 쫙 펴려고 하면 아픈데요 어떡하죠,재활의학과
6,발목 골절  주차,발목 비골 골절  차차 지난 환자에요 발목 각도는 위로는 거의 풀로 땡겨지고 밀때는 아직 좀 각도가 안나오는편입니다 집에서 재활 직접 발목 땡기기 발목 밀기등 운동을 하고 있고 걷기 연습도 꾸준히 하고 있습니다 여기서 질문입니다     발목땡기기   번 발목미기   번 이렇게 횟수가 적정한지요  통증은 없고 열감이 발생함    까치발서기도   개씩  세트하는데 이정도도 횟수 괜찮아요  통증없음    런지   개씩  세트하는데 발목에 부담이 오는건지 안오는건지 할땐 아픈 느낌은 없고 확 불안정하다거나 그런 느낌도 없는데 그냥 해도 상관없는지    얼음팩은 열감이 있을때만 합니다 열감없을땐 안해도 되는지    핫팩은 없고 족욕도 따로 안하는데 하던 안하던 크게 상관은 없는지    붓기가 많이 빠진편이고 비골쪽 철박은게 이제 육안상 티가 나는데 잘때 다리 이제 안올리고 자도 무방해요   홍보 광고글은 사절합니다 경험자분들의 조언부탁드립니다,재활의학과
7,컴퓨터할때 자세를 똑바로 못하겠어요,하루에 컴퓨터를  시간이상하는데  자세가안좋아서 아무리  바르게하려해도  바로거북목자세로돌아와요   아에 컴퓨터를안할수도없고  어떡하죠 ,재활의학과
8,양반다리와 요가에서의 양반다리 차이 ,양반다리가 무릎 및 골반에 무리가 간다는 사실은 다들 알고있는데요  이 부분들을 단련하려고 하는 요가에서도 기본 자세는 양반다리더군요  요가에서 하는 양반다리는 관절에 문제가 없나요   요가에서는 양 발바닥이 하늘을 보도록 양반다리를 하는것이 다른 점 이더라구요 ,재활의학과
9,오른쪽어깨,다친어깨쪽으로 삼일간옆으로 누워잤더니 하중을받아서그런지 어깨옆쪽이 회전시아픕니다  Loading                  화질 선택 옵션,재활의학과
10,허리디스크와 천장장골 ,허리디스크진단을 받았어요  신경눌림좀 심하다고 했었는데  엉덩이쪽도 아프고 해서 체외충격파도 물리치료로받았는데 도수치료해주시는분이 제가 아픈부위가 천장장골유착이 생곃을가능성있다고이야기하네요  허리디스크와 천장장골유착 관련있나요  천장장골유착은 어떤증상인가요,재활의학과
