,0,1,2
0,라라 코리아 제품 라라소닉 플러스  사려고 하는데 ,아무래도 다단계 사기로 의심이 되서    회원가    만원이라는데  이게 맞는 가격인가요   너무비싼게 아닌지  ,재활의학과
1,신경뿌리증을 동반한 요추 및 기타 추간판장애,지금 작년  월  일에 차사고가 나서 진료를 받았습니다  근데 계속 허리에 복통이랑 다리 근육통이 계속 아프고 다리를 떨고 물리치료도 받고 충격파도 받고 신경차단술도  번 받았습니다  근데 지금도 일도 못하고 있는상태여서 장애인 등록을 하려고 합니다  수술은 안받았습니다  그다음 후유장애진단서도 있습니다 ,재활의학과
2,지적장애인이 의사소견서를 받으러 가고자 할 때 일단은 검사하러 가볼때 운전면허와 요양보호사를 할 수 있게되면 의사소견서를 둘다 받을 수 ,지적장애인이 의사소견서를 받으려고 일단은 병원에 검사하러 가볼때 운전면허와 요양보호사를 있을지 두가지를 생각해둔다고 한번에 의사한테 검사 받을수 있을지 그리고 결과가 좋았을때 두가지 다 의사소견서 각자 한번에 받을 수 있는지 ,재활의학과
3,재활요양병원 알아보고 있는데 환자 입장에서 제일 중요한건 뭘까요   강남   대후반 남 재활요양병원 ,아버지 입원시켜드리려고 서울 소재의 재활요양병원을 알아보고 있습니다   아무래도 가족 입장에서 보니 접근성 좋은 곳이나 시설 위주로만 찾게 되어서요   아버지 입장에서도 조금 더 생각해서 재활요양병원을 결정하고 싶은데 환자 입장에서 중요한 부분은 뭐가 있을까요 ,재활의학과
4,목을 젖히면 헛기침이 자꾸나요,코로나 걸린 이후로부터 후유증이 있는데 헛기침을 자주합니다 아무때나 하기보단 말을 한꺼번에 길게하거나 숨 참을때나 목을 뒤로 젖힐때 헛기침이 본능적이라해야하나 일단 사레걸리듯 나와서 참을 수 없어요 왜이러는걸까요   개월째 이러고있는데 병원가야할까요 ,재활의학과
5,발가락 절단후 피부이식,새끼발가락 이 괴사되어서 절단해야 한다는군요 지금 입원은  주 했습니다  꼭 절단을해야 하는지요  절단후 비부 이식을 진행 하자고 합니다  피부이식후 얼마나 있어야 완치가 되는지 궁금합니다 ,재활의학과
6,허리보호대 질문,척추측만증에 한쪽 어깨 말림 있는데 의료용 허리보호대 많이 도움 될가여  ,재활의학과
7,종아리뼈 골절 회복 기간,          어제 오른쪽 종아리뼈가 골절이어서 지금 깁스를 하고 목발을 짚고 다니는데 대충 목발 쓰지않고 깁스풀려면 얼마나 걸릴까요     주에서  달이면 가능한가요  ,재활의학과
8,어깨탈구수술 질문,  살 남자입니다  초등학교때부터 야구를 하면 어깨가 욱신거리고 아픈느낌이 들었습니다  성인이되어서도 마찬가지였고요  중 때부터 고 때까지 복싱을 했는데 그때는 문제가 없었으나 성인이되고 유도를 하다가 땅에 떨어지는과정에서 어깨가 욱신거리며 아탈구가 됬습니다  병원에서는 지켜봐도 되고 근력운동을 하면 괜찮을거라고 했고요   그러다가   살  월에 자전거를 타고가다가 넘어져서 오른쪽 어깨가 탈구됬습니다    분 정도 탈구되었다가 병원에가서 손을 위로 들어보라고 의사쌤이 시킬때 재탈구되었고요  mri 촬영후 관절와순파열이었습니다  그 이후   살때 탈구가  번   살때  번 와서 습관성 탈구로 진행되었습니다  첫탈구때에는 엄청난 통증이 탈구된 이후에도  주정도 갔었고요   첫탈구 발생후  달후 농구를했는데 재탈구가 되었고 그 이후로 복싱동작에 힘을 강하게 주어도 어깨가 빠지거나 빠질것같이 느슨해지고 그럽니다  저강도로 헬스를 해도 오른쪽 탈구됬던 어깨가 진짜 늘어났다고 해야하나 좀 느슨하면서 뭔가 화끈거리고 그래요     저같은 경우는 수술적 치료를 해야하나요 아니면 보존적 치료를 해야하나요   처음에 제가 담당 주치의님께 수술적 치료를 말씀드리니 수술하는게 무조건 좋은건 아니라고 하시면서 어깨쓰는 운동이 직업이아니면 하지말고 헬스위주로 운동하라고 하셨습니다  그 이후 병원갔을때도 보전적치료를 권하셨고 아무리 재활운동을 많이 한다해도  수술후어깨를 계속 쓰고 그러면 나이가 들어 어깨가 아플수도있고 재탈구가 또 된다하셨습니다   어깨때문에 배드민턴이나 야구 캐치볼 복싱 같은 운동을 못하니 자존감이 많이 낮아졌습니다      주치의께서   이후에 어깨관절이 굳어서 탈구가 안일어날수도있다는데 이말이 사실인지요   답변 부탁드립니다  긴 글 읽어주셔서 감사합니다 ,재활의학과
9,정형외과에서 물리치료사랑 간호사 업무차이,   정형외과나 재활의학과에서 물리치료사랑 간호사 업무차이가 무엇이에요 ,재활의학과
