,21,22,23
0,날개뼈 안쪽 아픔,왼쪽 날개뼈 안쪽 맨 아래부분이 막 가만히 있을 때는 안 아픈데 막 스트레칭과 같은 시원해지고 자극해서 아프게 하는 운동 하니깐 좀 시원해지고 나아지는데 그냥 담 걸린 건가요  제가 몇 개월동안 구부정한 자세로 의자에 앉아있었더니 그런 것 같은데 근막통증증후군 은 아니겠죠  막 누르면 아프진 않고 스트레칭으로 풀어주면 좀 아프긴 해요 ,재활의학과
1,정형외과 물리치료 입원,제가 현역 군인입니다  제가 허리디스크가 있는데 시술  수술은 필요하다는 소견서와 진단서는 모두 가지고 있는 상황에서 시술이나 수술은 너무 겁이나서 추후에 병가로 나와서 물리치료  도수치료  견인치료와 같은 치료만 받고 싶습니다  이게 디스크도 훈련 중에 다쳤던거라 병가로 나가서 물리  도수  견인 치료로 입원해서 치료받을 수 있습니까 ,재활의학과
2,고양 시청으로 택배보내면 이준서 선수,국가대표분들이 귀국 후 바로 진천선수촌으로 이동하지 않고 해산한다고 들었어요 그럼 이준서 선수 소속인 고양시청으로 보내도 전달이 되나요 ,재활의학과
3,허벅지 붓기빼기,아까 라면 먹었는데요 지금 허벅지랑 발목이 붓어는데 붓기빠지려면 몇분걸리나요 허벅지랑 발목이 붓어서요 되게 두꺼워보여요   ,재활의학과
4,요가링하면 종아리알 빠지나요 ,요가링을 살려고해요  근데 종아리알이 좀심해서 빠졌으면하거든요   혹시 경험담이나 빠지면 어느정도해야지빠지나요 ,재활의학과
5,재택치료 PCR 검사,내일 이면 재택치료 기간이 끝나는 날인데 pcr 검사 안 해도 돼요    부모님께서 안 해도 된다고 보건소에서 완치 판정 그거 뭐 보내 준다 하는데 진짜로 pcr 검사 안 해도 돼요  완치된 지 어떻게 알고 돌아다녀요   ,재활의학과
6,공감지수 성인용 테스트 질문,공감지수 성인용 테스트중에 사람들과 이야기 하고 있는데  이렇게 톡 보내는 사람은 공감지수 높나요  의사선생님의 고견의 궁금합니다    d,재활의학과
7,어깨에 큰 통증,안녕하세요    년 월경 운동을 하다가 어깨에서 뚝 소리가 나더니 그 이후로 쭉 통증이 지속되고 있습니다  손에 무언갈 쥔채 깜짝 놀랐을때 어깨에 힘이 순간 많이 들어갔는데 어깨가 빠진것처럼 큰 고통이 크껴졌고 평소에 어깨를 돌리거나 힘을 줄 경우 계속 통증이 지속됩니다    년  월 경군 병원에서 mri를 찍고 결과를 들으니 수술이 필요하다 하여   년  월 경 민간 병원에 mri cd를 챙기고 방문하니 수술 필요 없고 재활운동만 하면 된다 하였는데 현재까지 통증이 나아질 기미는 안보이고 계속 통증 유발을 하고 있습니다  운동도 전혀 못하고 자세가 불편한 상태로 무거운 걸 들 경우 한쪽은 괜찮을 때 다친 쪽은 계속해서 힘을 못 줍니다  타 병원을 방문하여 mri cd를 보여주고 초음파 검사를 하여 회전근개 파열 증상을 확인하는게 좋은 방법인지   아니면 계속 재활운동을 하는건지  모르겠습니다   ,재활의학과
8,극상근 파열됐을때 어깨운동 해도되나요     제발 답변좀주세요     ,원래 극상근 파열되면 어깨 가슴운동 하지말라고 하잖아요 근데 그건 통증이 있을 때 이야기이고  통증이 없어지고 어느정도 회복 후에는 가벼운 무게로 조심해서 해도되는건가요  프레스 종류는 그냥 안하는게 맞을까요 ,재활의학과
9,숄더프레스 진행 할때 손목,안녕하세여 숄더프레스 하면 손목이 너무 아프고 계속 딱딱 소리가 나요 그래서 어깨 먹지도 못하고 바로 내려 놔요 어케 해야 할까요 ,재활의학과
10,코로나 확진 후 골다공증 주사 접종 가능 여부,안녕하세요  어머니께서  개월 전에 어깨 인공관절 수술을 하셨습니다  계속 재활을 하시던 도중 저번주에 코로나에 확진되셨습니다  이번주 주말에 격리 해제되시는데  격리 해제 후  일 뒤에 골다공증 주사를 접종하셔도 되는지 알고싶습니다  병원에서 물어보기에는 좀 눈치보여서 지식인에 여쭤봅니다  답변 부탁드리겠습니다 ,재활의학과
11,익상견갑인가요 ,익상견갑인가요,재활의학과
12,목부은건가요 ,물 포함해서 음식먹을땐  도안아픈데 침삼킬때는   번에  번씩 엄청 조오오오오오오오오오오오오오금 아파요 목 부은건가여   더 지켜봐야하나,재활의학과
13,아클론정  가나모티정,  대이고  다른 질환은 없어요   뛰다가 삐끗해서 아클론정  가나모티정 하루 두번 복용중인데요   생리통 때문에 그런데  타이레놀 먹어도 될까요    ,재활의학과
