,9,10,11
0,엘리베이터 안타고 계단오르기 운동하니까 종아리가 뻐근해요, 층 사는데 최근들어 어디 나갈때마다 계단으로 다니니까 종아리가 터질거처럼 뻐근한데 쉬어줘야하나 그냥 계속 운동삼아 할까 질문입니다   근육이 끊어지는건 아니겠죠 ,재활의학과
1,척추 분리증 스트레칭,오늘 척추분리증이라고 진단 받아서 물리치료실에서 스트레칭 배웠는데    다리를 접고 한쪽 다리를 다른쪽 다리에 올리고 배쪽으로 쭉 당기는 건데 이거 해도 되는 거 맞나요    살이고 갑자기 아파서 갔더니 선천적 이라네요    사진 첫번째 자세에요 ,재활의학과
2,뇌출혈후 브로카 실어증 회복,  세 남  왼쪽 시상쪽    cc정도의 뇌출혈 발병한지는  일째 오른쪽 편마비는 많이 좋아졌는데 브로카실어증이 온것같습니다  하고싶은 말이 잘 떠오르지않은것같고 두세단어정도로 표현하고 말수가 적어진느낌    문장을 길게 얘기하면 잘 못알아든겠고 단어로는 그래도 대화는 되는 정도예요  언어재활도 할건데   이정도 발병은 회복에 얼마나 걸릴까요 ,재활의학과
3,거북목 턱살,거북목 때문에 생긴 턱살을 없애는 방법이 있을까요    거북목 교정하면 알아서 없어지나요   ,재활의학과
4,유륜이 파였어요,유륜파임 남성이고 통증은 조금잇고 가슴이 좀 튀어나왓는데 유륜이 만지먄 들어가잇는데 지장이잇을까요 아님 단순 여유증일까요 그냥 봣을땐 그렇지는 않아보이는데 만지먄 파요 잇아요,재활의학과
5,중수골 골절수술 후 손이 뻣뻣해요,새끼손가락 중수골 골절수술 후  일전에 핀 제거했는데 완전히 굽혀지지 않아 주먹을 쥘수가없어요  힘줘서 굽히려하면 아픈데 아픔을 이기고 굽혀야 하는건가요  핀 제거하고 외래는 아직 안봤어요 뼈 위치보고 그후에 물리치료 들어갈거같은데 핀 제거전에 의사는 조금씩 움직여야 한다고 하긴 했거든요  근데 움직이려니 근육이 굳은것처럼 뻣뻣해서   이걸 이겨내고 힘줘서 당겨야 하는건지 모르겠어요,재활의학과
6,다리가 아파요,산진에서 표시한 이쪽 부분 움직일때 하고 누를때 아픈데 왜그럴까요   오른쪽 다리 입니다,재활의학과
7,발목 삔건 몇일가나요 ,발목을 접질렀는데요 걸어다닐때마다 욱신거리고 또 삘까봐서 무서워서 더 조심하니깐 힘들고 바보처럼 걷고있어요,재활의학과
8,제가 팔을 쌔게 맞았는데요  ,팔을 쌔게 맞았습니다 양쪽 다요 팔 중에서 어깨 근육과 이두 사이에 근육이 비교적 적은 부위가 있는데요 이 부위에 쌔게 맞아서 멍이 엄청 보라색 빨간색 노란색 별의별 멍이 다 들었는데 근육 파열일 수도 있을까요  타박상으로 만으로도 근육 파열이 일어나나요  불안해서 질문해 봅니다  ,재활의학과
9,중  허리,제가 중   올해 올라가는 학생인데요  일단 지식인 뒤져보니까 다리 저리면 안된다고 하는데 일단 다리는 안 저리거든요   그리고 지난해   월 쯤인가 그때 병원 갔을때 허리가 왼쪽으로 많이 휘었다고 해서 이제부터 허리운동 엄청 열심히 해야 한다고 하는데 작심삼일로 요즘은 거의 안 하고 있습니다  허리운동   근데 제가 지난주 목요일에 줄넘기를하다가 상체에 너무 긴장을 해서 허리가 삐끗 했거든요 그래서 조금 지나면 괜찮아지겠지 하고 오늘 아침에 줄넘기를 했는데 허리가 너무 아파서 도저히 못 하겠고 점프도 제대로 못 하겠더라고요  아침에 일어나면 허리가 쑤시고 자세도 엄청 안좋은게 습관인데다가 다리까지 꼬고 온갖 안 좋은 습관은 제가 다 가지고 잇는데 어떡할까요 학교에서 내일 체육하는 데 허리가 너무 아파서 일단 파스는 오늘 뒤늦게 붙였어요   저 너무 늦었나요  이렇게 긴글 써본것 처음이네요    제발 정성껏 답변 부탁드려요    ,재활의학과
