0,1,2
어금니 세우는 장치,교정중인데 어금니가 쓰러져있다고 해서 어금니에 장치 하나를 붙였는데 교정에 방해만 안된다면 그냥 떼도 되나요  너무 아파서  ,치아교정
이빨 삐뚠데 아파요 ,밑에 사진있어요  옆에 길다란 점은 자라는 이에요  그리고 왼쪽에서  번째 이가 삐뚠데 사진상 아래쪽이 기울어서 아래로 밀려있고 그 반대편부분은 뽈록 튀어나와서 입을 좀 세게 다물때 아파요  원래 안그랬는데 이틀전쯤부터 아파요    교정도 필요한거 알지만 그거말고 갑자기 왜그런지와 이유랑 하지말아야할 행동을 알려주세요   혹시 이에 뭐가껴서 갑자기 아픈걸수도 있나요 ,치아교정
치아교정 중,저 치아교정 한지 일주일  조금 지났는데  아 너무 아파요 크라켓      거기에 입술 안에 살 다쓸리고 턱도 아프고 너무너무 아파요 하소연할때가 없어요 으앙                       언제 쯤 적응되나요 한달뒤에 오라하는데 어우    저   살 먹고 이때까지 살면서 이렇게 힘든적 첨이얌                                                 하소연 할때가없어요 이시림 크라켓 철사 쓸림  턱아픔   오우 열도나는거같아 아 그리고 질문 교정전문치과에서는 발치 안해주나요  나는 이말을 첨 들었네  ,치아교정
턱관절 질문드립니다,턱관절이 있으면 눈도 안좋아지나요 ,치아교정
교정 와이어 삼킴,밥 먹다가 교정 와이어를 삼켰는데 병원 가봐야하나요 ,치아교정
제가 부정교합인건지 궁금해요,이를 앙 다물면 위쪽 앞니가 아래 앞니를 덮는데요 원래 서로 닿아야 된다고 들었는데   저는 너무 덮는거 같아서요 막 이가 삐뚤빼뚤하지는 않아서 교정 생각은 안해봤지만 옛날보다 더 덮고 있는거 같아서 나중에 문제생길까해서요  제가 교정해야 하는 부정교합인 것 같은데 어떤 경우를 부정교합이라고 하나요  그리고 이가 더 안덮으려면 어떤거 조심해야하는지도 궁금해요,치아교정
치아 교정  무삭제 라미네이트,제 윗니 벌어진 치아  양쪽 치아보다 작게 생긴 치아   개 때문에 사진 찍거나 웃을때 너무 신경쓰여서 아주아주 스트레스 받고있는데 어떻게 할까요     너무 화나요 교정을 하려면 기간은 얼마나 되고 비용은 얼마나 들까요  무삭제 라미네이트는 할 수 있을까요    양치할때는 어떻게 하는거에요  비용도 궁금합니다       ,치아교정
돌출입 교정,몇년 전에 부정교합이 심해서 교정을 했다가 지금은 유지장치를 끼고 있는 중인데 입이 돌출입인거 같아요 이럴때는 교정을 다시해야하는건가요  ,치아교정
부정교합교정,저 부정교합인것같은데   투명교정을 하고싶어요 인비절라인이랑 투명교정이랑 무슨 차이가 있고 저한테는 뭐가 좋을까요,치아교정
  세 어머니 하악 양쪽 끝 어금니 임플란트 관련 질문 드립니다 ,현재 어머니께서   세 신데    년도 더 오래 전에 왼쪽 아래턱 제일 끝에 어금니를 발치 하셨답니다  그걸 뭐 굳이 자녀에게 알려주고 그럴 필요도 없고  그때는 저도 어려서 발치한지 어쩐지도 모르고 있었습니다  그러다 이틀 전에 오른쪽 아래턱 제일 끝에 어금니도 발치하셔서 알게 되었습니다   제가 왜 그때 왼쪽 하악 제일 끝 어금니에 임플란트 안 했냐고 여쭤보니  저희 어머니가 조금 무지하십니다  그 때는 제일 끝에니까 씹는데 지장 없고  임플란트가 비싸기도 하고  하러 가서 나사 박고 보철 씌우고 그런 과정이 귀찮아서 안 했다고 하십니다    그러면서 이제는 하악 양쪽 끝 어금니까지 각각 없으니 대칭이 맞아진거 아니냐며 괜찮다고 하십니다  이 말이 틀린말은 아닌 것 같기도 합니다  한 쪽만 비어 있다면 문제가 될 수도 있는데  양쪽 다 비어 있는거면 문제 없는것 같기도 합니다   그러나 당장 양쪽 어금니가 없다고 해서 얼굴에 변형이 오거나 그렇지는 않겠지만  서서히 균형이 무너지고  사람 몸이라는건 별것 아닌 것 같아도 다 각자 기능이 있는데  그 별것 아닌 거라도 문제가 있으면 인공적으로 바꿔서라도 균형을 맞춰 주는게 맞지 않나 생각 합니다  제 생각에는 사람이  사랑니를 제외한  일반적인   개의 치아가 있어야 조금 더 원활하게 저작기능도 제대로 작동하고  알게 모르게 치아를 넘어 얼굴을 넘어 몸 전체가 잘 작동하리라 생각 하는데  제 생각이 지나친 걸 까요  아님 어머니 말씀대로 양쪽 끝 어금니가 각각 없으니 대칭이 맞아진거니 괜찮은 걸 까요   물론 저희 어머니에 대해 정보가 없으시니 직접 봐야 알 일이고  내원해서 x ray 등 사진도 찍어 보고  뼈이식이 필요한지 어쩐지 등등 진찰도 해 봐야 겠지만  당연히 치과 쪽에서는 임플란트 해야 한다고 할건데    그것 보다는 일반적으로 제 생각이 맞는지  어머니 생각이 맞는지  이 정도만 답변해 주셨으면 합니다   하나마나한 치과에 가보라는 답변은 사절 입니다  현재 어머니는 나이에 비해 장기나 모든 것들이 굉장히 건강하신 편입니다 ,의치  임플란트
