0,1,2
입 안 통증,제가 며칠 전에 팔자주름 쪽 입 속에 뭐가 났어요  잇몸 바로 앞 팔자주름 쪽에요  코에서 팔자주름이 시작되는 딱 그 부분이요  그쪽에 뭐가 났는데  뭐가 난 쪽 볼이 아파요  혀로 볼을 누르면 아파요  그래서 거기에 뭐가 났나 싶어서 봤는데 뭐가 있는 것처럼 보이지는 않거든요  오늘 로션을 바르다가 뭐가 난쪽  왼쪽  어금니 쪽 피부를 만졌는데 그 부분에 핏줄   같은 느낌이 나는 거예요  이거 왜 그런 거죠   며칠 동안 계속 이래서 좀 불안해요,잇몸질환
교정 중 치아 인접면 레진 치료,발치 교정 후 그 뒤에 작은 어금니가 깨져서 레진으로 일단 떼웠는데 아래 작은 어금니랑 딱 닿는다고 아래 작은어금니를 약간 갈거나 아니면 위에 레진을 잇몸과 조금 가깝게 한다고 했거든요 저는 또 치아 삭제하기 싫어서 레진을 잇몸과 조금 가까이 해달라고    어요 근데 이렇게 되면 나중에 치아 공간   닫힐때 교합에 이상이 생길수도 잇나요  ,치아교정
사랑니 발치 후 통증 한달 반째,사랑니를 동시에 오른쪽 위아래를 뽑았습니다 이후 계속 통증이 심하고 입안에 흰색 심줄   인지 뭔지가 안뽑은 쪽과 달리 생겼는데 입벌릴 때마다 땡기고 아파요 병원에 가서 말했더니 정상쪽에 가깝다라는 말을 듣고 어이가 없었어요  하 오늘 아침부터 갑자기 밑에 사랑니뽑은 곳의 주변 잇몸이 아파서 치과에 또 가야하는데 또 진심으로 아픈데 별일 아닌거 처럼 말하니까 속상하고   계속 음식물 끼임 주변이빨이 한달반째 시렵고 입벌릴때 안쪽 심줄이 땡기면서 잘 안벌어지고 아파요    치과에가서 어떻게 말해야 될까요 정말,치아 유지  관리
크랙어금니 증상,신경치료 완료후 골드크라운 임시접착 상태입니다  한달동안 옆안쪽 두꺼운듯 혀가 쓸리고 상처가 납니다  잇몸이 시큰 욱신 느낌이 있어요 대학병원가서 신경치료 완료라서 괜찮았는데보철물이 안맞거나 그러면 시큰거리거나 욱신 할수도 있나요  크기와 높이가 맞지는 않아서 문제인데 맞닿으면 시큰합니다  안맞아서 시큰거릴수있나요   ,잇몸질환
매복사랑니 발치 후 혈병 탈락  ,매복사랑니 발치 후  시간 거즈 문 채로 있다가 더는 피가 안나는 듯해 뺐습니다  그때까지만 해도 안 쪽이 피떡처럼 있었는데  그후   분 정도 후 식사를 하고 보니 피떡 같은 게 사라진 거 같습니다     뺀 부분을 보니 훵하게 뚫려있지는 않고 꿰맨 채로 봉합이 되어서 벌어져 있지는 않습니다     일단 피는 아주 소량씩 나고 있는 상태인데 다시 거즈를 물어야 하나요   이대로 계속 둬도 괜찮은가요  ,치아 유지  관리
치과 스켈링 치아마모,치과에서 스켈링하고 나서  가글마취도하고 했는데  이때까지 받은거중에 젤아프네요   신경도 찌릿찌릿  스켈링 전에는 이시림 현상도 없는데  이시림도 심해서  다른치과에 가보니 치아가  개나 마모됐다고  하네요  그래서 치료하고왔네요  스켈링하신분이 잘못한건가요,치아 유지  관리
구강작열감증후군 vs 보철물쓸림에 의한 혀자극 발생,아픈지 한달 넘었구요 왼쪽 어금니 보철물 두개 임시치아때부터 쓸리듯이 상처가 나고 자국이나더니 골드 임시부착중인데 왼쪽에 혀가 이빨자국이 심하게 나요 보철물이 안맞아서 인가요  왼쪽 일부분만 아프고 왼쪽목만 더 아픕니다  구강작열증후군 이면 어떡하나요 속이 타오르듯 가슴속이 아픕니다  주증상은 매일 혀가 따갑고 불타는느낌에 이빨자국이 찍히고 목이붓고 이젠 따깝고 속 위장쪽도 열감이 느껴져요  불면증심해지고 잇몸도 아프고 왼쪽라인이 전체 아프고 맵고 쓰라립니다  음식먹거나 사탕물면 살짝 통증 경감되고목이타들어가듯이 침도 마르고 구강이 힘드네요  이게 보철물에 의해 혀를 계속 자극해서 생긴건지 신경계 약을 먹어야 한다고 알고있어요  구강내과에서 씨티 엑스레이는 찍었는데요  침검사나 다른검사를 통해 병명이 나와야 약을 처방받을것 같아요 점점 심해지는데요  위장속쓰림도 있고 혀가 너무아파 생활자체가 힘듭니다  작은 구강내과 다니는데 대학병원 구강내과로 가야 검사해주나요 도대체 이게 무슨증상인지   혀감각도 얼얼해요 ,치아 유지  관리
치과 와이어 움직임,교정을  월 초에 해서 얇은 와이어인데 제가 아직 아랫니 앞이빨  개에 브라켓을 안붙여서 와이어가 둥근 모양으로 나오는데 자꾸 딸기나 음식을 먹으면 와이어가 점점 더 둥근 모양으로 나와서 제가 다시 집아 넣거든요 원래 움직이는 거 맞아요   제가 막 집어넣어도 상관 없나요   송곳니가 조이는 느낌이 들긴 해요,치아교정
치아교정 진통제,교정한지  일 째 인데 통증이 조금씩 나타나고 음식 씹을 땐   하   아무튼 통증이 있을 때 타이레놀   미리  알씩 먹고 있는데 상관없나요  별로 크게 효과가 없는 거 같아서요   다른 진통제 알려주세요  ,치아교정
이빨 뽑은후,부러진 작은 이빨이 있어서 뽑았는데 교정후 탈부착하는 유지교정장치가 있어요 껴도될까요 ,치아교정
치과 부정교합 ,부정교합인 경우 일상 생활에 어떤 영향을 주나요   그리고 군입대 신체검사에서 부정교합은 어떤 판정을 받는 가요 ,치아교정
교정기 철사 갈고 왔는데,철사에 있는 검은 점이 치아 가운데 딱 안 맞아도 괜찮나요 ,치아 유지  관리
자일리톨 충치,자일리톨이 뮤탄스균을 죽게해서 충치예방효과가 있는건가요 아니면 뮤탄스균의 먹이가 되지못해 배출하는   산의 양이 줄어들어서 충치예방효과가 있는건가요  ,치아 유지  관리
치아교정후마우스피스,고  딸아이가 치아교정기를 떼고 현재는 마우스피스를 끼고있습니다 그런데 불편하다고 늘 집에 두고 갑니다  이럴경우 큰 문제가 될까요 ,치아교정
사랑니 발치 후 통증,수요일에 매복 사랑니 충치 때문에 발치 했는데 그 주위로 쿡쿡 쑤시듯이 아파요   원래 이렇게 아픈 건가요  그리고 월요일 부터 구내염 때문에 항생제 복용 중이였는데 치과에서 이거로 먹어도 된다고 하셔서 먹다가 오늘 소독하러 가니까 약을 추가로 더 처방해 주셨는데 계속 복용해도 되는 건가요  항생제는 오래 복용하면 안 좋다고 들어서요  ,치아 유지  관리
일반 충치치료 중 치수가 살짝 드러났다고 해서 일단 약재 발라놓고 가만히 있어도 아프면 신경치료 해야된다는데   아프지 않긴 한데 치수가 드러난,일반 충치치료 중 치수가 살짝 드러났다고 해서 일단 약재 발라놓고 가만히 있어도 아프면 신경치료 해야된다는데   아프지 않긴 한데 치수가 드러난 상황에서 이대로 치아에 인레이를 해도 괜찮은 건가요  좀 불안해요 나중에 인레이 뜯고 신경치료 해야될까봐,충치  치아질환
제가 치과에서 보톡스 맞고 왔는데 주의사항을 알고 싶어요  부산   대초반 여 사각턱 ,제가 치과에 가서 치아검진 받는 김에 보톡스도 같이 맞고 왔는데요   턱근육이 발달되서 턱보톡스를 맞았는데 주의사항이 적힌 종이를 잃어버렸네요  턱보톡스에 꼭 지켜야 할 주의사항이 있을까요 ,치아 유지  관리
치아교정 가철식 유지장치 빼는 법,교정 치과에서 치위생사가 가철식 장치 뺄 때 보라색 송곳니 부분이나 그 옆을 잡고 빼라는데요  제가 알기로는 녹색 어금니 부분으로 빼야 장치 변형이 안 오는 걸로 알고 있어요  병원마다 탈착 방법이 다르기도 한가요  병원말 듣는 게 좋겠죠 ,치아교정
교정 중 스크류 매복,안녕하세요 몇년째 교정중인 사람입니다  제가 사정이 있어서  년정도 교정치과에 가지 못했는데 그 기간동안 교정중에 박아둔 스크류  나사 가 잇몸에 갇혀버렸습니다  그래서 현재 잇몸 속에 스크류가 있는상태입니다  이게 무서워서 또 몇년째 병원에 못가고 있습니다  이런 경우가 흔하지 않겠지만 이런 경우 치료를 어떻게 하시는지 궁금합니다 자세히 설명해주시면 감사하겠습니다,치아교정
네비게이션 임플란트 가격  기간이 오래 걸릴까요   서울 강남구   대후반 여 임플란트 ,네비게이션 임플란트 가격이 어떻게 되나요   물론 사람마다 다르겠지만 ct 촬영도 하고  모의수술도 해야되면 비용이 많이 들지 않나요   그리고 치료기간이 어느 정도 되는지도 궁금합니다 ,의치  임플란트
교정 치아벌어짐,지금 치아  개를 발치하고 교정중인데 오늘 교정 정기검진을하고 다시 치아 정기검진을 하라해서 했는데 지금 어금니 사이가 벌어졌다고 지금이나 나중에라도 메꾸는게 좋다하여 치료를받았습니다 그 당시에는 병원에서 하는게 좋다하니 별 생각없이 했는데 집에 와보니 교정중에는 치아가 벌어지고 시간이 지나면 다시 모아지는걸로 알고있는데 여기서 메꾸라한건 교정과는 별개일까요  ,치아교정
주걱턱으로 인한 고민,교정중인데 주걱턱이여서 스트레스 많이 받고 자존감이 너무 낮아요   수술말고 자존감 높일 수 있는 방법 없을까요  ,치아교정
어금니 발치후,어금니 아랫부분의 잇몸에 고름이  주전부터 생겨 치과가보니 발치해야 한데서 뺐는데 이게 임플란트를 꼭 해야하는 것만은 아니지요  양옆에 치아들이 평행하게 달라붙게 되있나요 ,의치  임플란트
앞니 신경치료,신경치료를하면 다 크라운을 씌우나요  앞니쪽을 신경치료했는했습니다 원래는 간단하게 떼우려했는데 신경쪽에 염증이 발견되서 신경치료를했는데 선생님이 신경치료를하고 이건 어떻게할지 나중에 얘기를하자고 하시더라구요 보통은 크라운으로 가나요 ,의치  임플란트
사랑니 뼈이식,사랑니 발치를 했는데요 치과에서 구멍이 너무 커서 뼈이식을 해야한다고 하더라구요 꼭 해야하나요  구멍이 정말 큰 경우에는 해야하는 건개요  뼈이식 부작용도 았을까요 ,치아교정
치아교정 후 잇몸퇴축 원인,안녕하세요  교정 끝난지  년정도 되었습니다  교정 중에 잇몸퇴축을 발견하고 넘어갔었는데 요즘 눈에 띄어서요   퇴축이 심하게 되었는데 그 원인이 궁금합니다   아래 잇몸만 그런데  위는 제가 발치를  개했고 아래는 치아를 갈아 뒤쪽에 있던 치아를 가지런하게 만들었습니다  혹시 이렇게 치아를 갈아 교정할 때 잇몸퇴축이 심하게 오나요  아니면 발치 교정이랑 비슷하고 다른 원인때문인가요 ,치아교정
