0,1,2
어금니 브릿지 및 임플란트 질문,안녕 하세요   이번에 치과 치료를 시작했습니다   너무 관리를 하지않아서   상태가 안좋다고 하더라고요     그래서 이번에 치료하는 상태가 아래 어금니발치   개 발치완료  임플란트 및 한개 뼈이식 하고 위 작은어금니 발치 발치완료 후 브릿지 한다고 하더라고요   여기서 궁금한게 있어서   질문드립니다   질문   위에 작은 어금니 발치 한상태인데 지금 발치부분이 움폭 파여있습니다  그런데 큰어금니 맨뒤쪽  그부분이 차가운거를 먹을떄 시립니다   월래 발치 하면 옆쪽에 시리는 경우가 있나요     막 아프거나 가만이 있어도 시리거나 그런거 없습니다  찬바람넣어도 전혀 통증이없습니다  시리는경우가 아주 차가운냉수물이나 얼음물같은거 먹으면 시립니다 근데 시리는경우가 막 미칠듯이 시리는게 아니고 아주 조금 아 시리네  정도입니다  보면 발치한뒤로 뒤쪽어금니 앞부분에 잇몸이 아직 안덮여 있습니다  이거떄문에 그럴까요    뒤쪽어금니가 살짝노출이 되어서 시리는 경우인가요      질문   지금 작은어금니 발치한지   일정도 되었는데 처음에는 뒤쪽어금니가 그렇게 안내려 온거같더니 한  일쯤  되니 눈으로 봐도 내려온게 보이더라고요    발치하고    일전까지는 아무 느낌이없었는데   어느순간 혀를 가만히 있어도 위에 뒤쪽어금니가 혀에 데이더라고요     그리고 살짝 만져보면  아주조금 흔들거리는 느낌이있습니다    아래쪽 뒤쪽에 어금니 없는상태로  한 년 있었던거 같습니다    이게 발치전에는 내려온건지 모르다가 이번에 발치하고 느껴지는건지   아니면 발치후에 이게 내려오는경우있지 알고싶습니다     이러는 경우 브릿지가 가능할까요      하다가 빠지지는 않을까 걱정입니다     입을 다물고 있으면 위에 뒤쪽 어금니가 거의 아래 잇몸에서  cm  cm정도 공간이 있을정도입니다  이러는경우   발치하고 시간이 지나면 조금식 올라가나요   아니면 브릿지 할떄 엄청나게 치아를 삭제 하고 하나요   아니면 치아를 위로 올리고 그다음 브릿지를 하나요   치과에서는 별말씀이 없으셔서   불안하고 궁금해 죽을꺼같습니다    ,의치  임플란트
임플란트 나사 식립 후 인후통,이틀전 오후에 임플란트  차 수술인 나사식립이랑 뼈이식을 같이 했는데요  오늘  시쯤부터 인후통이 느껴집니다  어금니나 사랑니를 발치하면 세균때문에 인후통이 올 수 있다는 것은 알고 있지만 임플란트 나사 식립시에도 인후통이 발생할 수 있는건가요  참고로 발치했을때도 인후통 증상이 며칠은 갔었습니다   안그래도 코로나 확진자 많이 나오는 시국인데 오미크론의 대표적 증상인 인후통이 나타나니까 정말 당황스럽습니다  급한대로 자가키트 구매해서 검사해보았고 결과는 음성이 나왔습니다  일단 불안해서라도 병원 방문겸 신속항원검사도 받을 예정이긴 합니다만   임플란트 나사 식립할때도 인후통이 발생하나요 ,의치  임플란트
치아 구멍,앞니에서 오른쪽 송곳니 전에 치아에 저렇게 구멍이 났는데 충치인가요   구멍이 뚫려서 잇몸이 보여요 신경치료 해야 하나요 아님 그냥 떼워도 될까요  정확한건 치과 방문 해야 겠지만 월급날 전까지는 돈이 없어서   아프거나 시린건 없어요,충치  치아질환
사랑니 발치 후,안녕하세요 사랑니 발치 후 일주일이 지났는데 아직도 통증이있고 발치한곳에 흰색 치아같기도하고 염증같기도 한 뭔가가 생겨서 질문드립니다 종종있는 경우일까요 ,치아 유지  관리
잇몸 레이저,제가 마취하고 토요일에 잇몸레이저 했는데 왜 잇몸이 앚 도 아프고 부운거 같죠    레이저 시술하고 흡연 하면 안되는 이유 있나요 ,잇몸질환
사랑니 발치 아목시클라정,사랑니를 발치하고 난 후 아목시클라정과 록소리펜정을 처방받았습니다  펜타사와 아지티오프린을 복용중인데 같이 복용해도 문제가 되지 않을까요 ,치아 유지  관리
 개월전에 충치치료를 인레이 레진을 했는데요  개월뒤에는 인레이 개 레진    개를 더해야한다고 하네요  개월만에 인레이 치료를 할 정도로 치아, 개월전에 충치치료를 인레이 레진을 했는데요  개월뒤에는 인레이 개 레진    개를 더해야한다고 하네요  개월만에 인레이 치료를 할 정도로 치아가 상할수있나요  개정도의 작은 점 같은게 넓게 퍼져있는데 그것때문이라고 하시는데 충치가 생길수있는데 일부러 그냥 놔두신건가요 그리고 이런식으로 인레이 치료를 하게되면 치아삭제를 보통 더 많이 하게되나요 ,충치  치아질환
매복사랑니 발치,발치한지 일주일지났는데 사랑니 발치한 쪽에 설신경마비온거 같고 약간 욱신거립니다  혹시 염증인가요  그리고 실밥  주뒤에 풀러도 될까요 ,치아 유지  관리
임플란트 재수술,상악동 거상술후 임플란트 식립 하였는데   현재 주위염이 심해 뼈가    정도 녹았고   앞 어금니 뿌리  개중  개쪽으로 염증이 전이 됐다고 하는데   병원에서는 주위염 임플란트는 바로 발치하고    달 지켜보고 염증이 다 잡히면 그때 뼈이식도하고 재수술 하자고 하시는데   제가 상황이 안되서 일단 주위염 치료 염증제거 만 받은지 한달정도 되가는데요  이제 피  고름  냄새는 전혀 없는데 뽑고 바로 식립하면 문제가 될까요   그리고 잇몸을 열었는데 앞치아 염증 옮겼다 했는데 앞치아는 하나도 안아픈데 앞치아도 발치해야 할수도 있다고 하는데 어떻게 해야 될까요   두가지 답변해 주시면 감사 하겠습니다 ,의치  임플란트
이빨 아픈데 괜찮겠죠 ,입 오른쪽부분에 구내염생겨서 계속 세게다물고 있었더니 이빨아픈데 이거 쎄게 다물어서 아픈거 맞겠죠  막 썩었다던가 그런거 아니겠죠   ,치아 유지  관리
충치 치석 먼가요 ,표시해놓은부분이 특히 궁금합니다,충치  치아질환
사랑니제거,혹시 사랑니들 제거하지않으면 림프절 붓고그러나요  지금 현재양쪽 사랑니가 나서 입안이붓고 손도붓고 간지러움증도 나타는데 사랑니 당장뽑아야할가요 ,치아 유지  관리
