0,1,2
임플란트보철후통증,임플란트후 일째입니다 저작시 옆치아가압통이느껴지면서 아픕니다 위에맞물리는 근접치아는괜찮고요 치실도안들어갑니다 자연적으로나을까요,의치  임플란트
스플린트 착용하고 자고 일어나면 아침에 입이 안 벌어져요,스플린트 맞춘지는  주 조금 넘었는데 실사용은 일주일 정도 됩니다  왜냐하면 스플린트를 끼고 자고 일어나면 입이 잘 안 벌어지는 현상이 발생해요   그래서 무서워서 잘 못끼겠어요 혹시 몰라서 다음날은 빼고 잤더니 잘 벌어지구요   치과가서 말했는데 의아하다는 눈치더라고요   이런 현상은 마치 처음인거마냥  아무런 말도 안 해주시고 그냥 조정만 해주시고 일단은 계속 차라길래 참고 또 착용하고 잤는데 이틀연속 입안벌어지는 현상이 있으니까 착용하기가 이제 꺼려지네요 양옆으로 비틀고 억지로 조금씩 벌려줘야 그제서야 벌어져요     아침마다 이러니깐 무섭고 제가 궁금한 거는     스플린트 끼고 잤을때 아침에 입이 잘 안벌어지는 이유가 뭔가요  스플린트 높이가 낮아서 그럴까요   낮게해주심      끼고 나서 오히려 더 입 안벌어지는게 심해졌는데 차라리 스플린트 환불 받을 수 있나요      답변 부탁 드립니다  ,치아교정
이게 턱뼈 불균형인가요 아니면 목디스크로 인한 안면 비대칭되는건가요 ,질문을 보시면 아시겠지만  이를 앙다물듯이 하면 왼쪽 이빨만 다물어지고 오른쪽은 떠 있는 상태입니다  그래서 귀양옆에 턱관절끝부분을 비교해보니 왼쪽은 움푹들어가 있는 반면 오른쪽은 튀어나와 있고 마치 왼쪽에서 오른쪽으로 턱뼈가 이동해서 걸쳐져 있는듯한 것 같은데 자세히는 모르겠으나 치과에서 뭐라고 해야될지는 모르겠으나 턱뼈가 비스듬히 기울어져 있는듯 합니다   물어보고 싶은것은 왼쪽 사랑니를 뽑아도 이 턱뼈가 바로 맞추어져 지는지 아니면 어찌해야되는지 모르겠습니다  비스듬한 이빨이 사랑니를 뽑았다고 해서  모양이 될까요  이것처럼은 아니지만  모양에서 약간      도 오른쪽으로 기울어진듯한 형태입니다 ,치아교정
사랑니 뽑은게 맞나요 ,어금니 뒤쪽에 조그만한 이가 박혀 있는데 흔들려서 그냥 손 으로 뺐거든요 되게 작던데 다 안 자란 사랑니인가요 이거 치과 가봐야 하는건가요 저는   살이에요,충치  치아질환
이빨이 아파요,이빨에 충치치료까지 했는데 뭔가 안쪽이아파요 잇몸안까지 아픈 느낌이에요,충치  치아질환
사랑니 인가요   ,올해   살 되는 학생입니다  갑자기 며칠전부터 어금니 뒤에 잇몸에 그쪽 부분으로 씹으면 아파요 사랑니 인가요 제발    ,치아 유지  관리
이빨 크라운 볏겨짐,제가 염증 신경치료했는데 크라운이 볏겨져서 이빨에 구멍이 보이는정돈데 오늘 일요일이라서 병원도 못가고    어떻게 해야하나요,충치  치아질환
비발치교정 입 들어가는 정도,안녕하세요 비발치교정을 할려고 하는데 사랑니 빼고 이를 전체적으로 뒤로 밀려고 하거든요  보통 비발치교정하면 입이 어느정도 들어가나요,치아교정
뻐드렁니 교정은 어떻게 진행되나요 ,제가 턱관절 장애가있는데 그게 생긴뒤로 턱도 무턱이되고 이도 앞으로 뻗어서 돌출입이 됐어요   턱관절 교정을 하면 뻗은니도 들어가나요  턱관절  뻐드렁니 교정도 일반 치아 교정기로 교정하나요 ,치아교정
임플란트 치아발치,위쪽 어금니가 세로로 완전히 쪼개져 병원에 가니 임플란트를 해야한다고 하더라구요 치과 예약은 다음주 수요일로 잡혔는데 지금 이빨 반쪽이 빠지기 직전이라서 빼고 싶은데 병원에서는 발치하면서 바로 임플란트를 식립한다고 하네요   이경우 한 이틀전에 발치만 먼저 하는건 불가능한가요  그리고 발치랑 임플란트 식립시 통증이 심할까요  수면마취를 할려니 비용이 부담스럽네요  ,의치  임플란트
