0,1,2
인바디 측정법,  세 남성입니다  제가  주전에 일어나서 공복으로 측정을 했을때 체지방량이     였는데 지금 동일한 조건으로 다시 측정하니까       나오더라고요  육안으로봐도 절대     체지방량은 아니고 오히려 복근이 거의 보일거같은 수준인데 뭘 잘못한걸까요  인바디 측정하는법좀 자세히 알려주세요   인바디 측정 기계 구매에는 관심없어요,운동치료
고  겨울방학 경찰공무원 준비 운동,겨울방학때 운동하려고 하는데요 운동을 거의 안했어서 체력이 어느정도 인지 잘 몰라요 슬슬 운동도 해야할 거 같고 지금부터 해놔야 할 거 같아서 유도나 합기도나 태권도나 주짓수 하려고 하는데 너무 늦었나요   고  올라가서는 운동할 시간 없을 거 같아서 지금이라도 하려고 하는데 지금부터 삼개월 다닌다고 큰 효과가 있을까요 유도랑 주짓수 같은건 기초체력도 없이 무작정 시작해도 되나요,운동치료
랫풀다운이나 케이블 암풀다운 같은 위에서 아래로내리는 동작에만 통증,    랫풀다운 케이블풀다운같은 위에서 아래로내리는 동작에만 저표시해둔부분이 통증 느껴집니다 처음부터는아니고 하다가    개이상부터 통증이 지치는느낌  힘빠지는느낌  찢어지는느낌이라고해야하나   어깨충돌증후군검사해봐도 엑스레이찍어도 아무이상없다는데 로우동작이나 다른운동에는 아무이상이없습니다    병원에서도 아무이상없고 아시는분답변부탁드립니다 ,운동치료
남자 살 찌우기,안녕하세요 수능이 끝난지 한 달 정도된 고 입니다 제가 어깨가 좁고 마르다는 소리를 너무 많이 들어서 고민입니다 현재       이라서 저는 그렇게까지 말랐다고는 생각을 안하는데 친구들이   처럼 안보인다네요 어깨 운동하기전에 살을 좀 찌우고 싶은데 어떤 방법이 있을까요 ,운동치료
필라테스 후 오히려 몸매 안예뻐짐  ,안녕하세요  제가 필라테스를 다닌지  주가 되었는데요  필라테스에서 갈비뼈 닫는 호흡을 하잖아요 그 때문인지 확실히 흉곽이 작아짐을 느껴요 사람들은 흉곽 줄이는걸 원하는 것 같은데 전 오히려 명치 쪽을 누르니 체 할 것 같고 가슴이 답답해요 새가슴 된것 같기도 하고요     또 제가 원래 허리라인이 있었는데 흉곽이 작아지니깐 허리라인도 없어지고 통짜 같아보이고 아래뱃살도 늘었어요   진짜 너무 스트레스네요 다시 흉곽을 늘리고 싶은데 그럴수 있나요   필테도 그만 둬야 할까요  ,운동치료
유산소 한달 안하면 체력 나빠질까요 ,라섹때문에 한달은 달리기못해서요  ,운동치료
지방 태우는데 좋은 음식,한동안 허리 다쳐서 운동을 쉬었더니  지방이 좀 꼈는데  지방 태우는데 도움되는 음식이나 보조제  추천드립니다  ex 파인애플 식초   카테킨 등등,운동치료
운동하고 물,운동하고 체중계에 올라가서 쟀는데 빠져있었거든요 근데 물 마시고 다시 재니깐 운동하기 전이랑 똑같아요 그 상태에서 자고 일어나면 안빠지는데 왜이러죠 저 진짜 짜증나는데,운동치료
다이어트와 린매스업 사이 고민입니다,본인 키     체지방     kg 골격근     kg 체지방률이   퍼 정도 됩니다 여기서 다이어트를 해야하나요 린매스업 혹은 유지를 해야하나요 솔직히 저는 다이어트 하면서 복근을 한번 보고 싶긴 합니다 많이 고민입니다,운동치료
벌크업 관련질문,제가 옛날에 키가    이고   kg이였는데 운동한지 반년정도 되었습니다 지금   kg이고 하루에  끼를 먹는걸 목표로 하고 있습니다 예전보단 달라진것 같은데 주로 탄수화물 위주로 먹고 단백질을 하루에      정도 먹은것 같습니다 벌크업 하는거 치고 별로 못먹었는데 이상하게 자꾸 배만 찌는 기분이 듭니다 실제로 내장지방  래밸에서  래밸이 되기도 했고 제가 복부운동은 따로 하지 않고 있습니다 등 광배를 주로 하고 있고 팔이나 어깨는 등보단 조금하고 있습니다 하루에 한시간 반에서  시간정도 운동하고 있고 신체에 이상이 없으면 주  회 정도 꾸준히 하고있고 거의 빠지지 않습니다 한거에 비해 좀 몸이 안나온거 같기도하고 뭔가 등 운동 할수록 어깨가 휘는것 같고 제 눈이 높아진건지 해결방안좀 주십쇼 형님들,운동치료
