0,1,2
헬스 후 등 근육통,저번주 너무 빡세게 해서 이번주 월요일날 가서 말했더니 이번주는 안하는데 좋겠다 하셔서 쉬고있어요  등이랑 허리가 아픈데 팔벌려높이위기같이 점프하면 등이 아프고도 코로 숨 크게 들이 마셔도 아픈데 빨리 낫는 방법이 있을까요 ,운동치료
일정하게 하던 운동이 더이상 자극이 없고  살이 다시 찌기 시작할 때 ,  대후반입니다   혈당과 콜레스테롤 문제로  개월에 걸쳐 체중을       kg정도 정도를 식사량과 운동으로 뺐습니다   그리고 다시  개월정도가 지나고  키로 정도 요요후 그럭저럭 유지되고 있습니다   문제는  근래들어 같은양의 운동을 해도 별로 힘들지가 않고  체중이 조금씩 슬슬 늘어나고 있는 점입니다  식사량은 계속 조절하고 있는데    아마 운동이 이젠 적합하지 않은건가하는 생각입니다   스쿼트가 유산소운동이 되었다 는 말이 이해가 되기 시작한 겁니다  달리기도 뛰는 순간만 숨이 차네요   문의드릴 것은   이런 경우 나이들어 가는 사람들은 어떻게 대처하나요   년간 해온 운동이 이젠 더이상 자극이 모자라니 강도를 올려 운동을 더해야 합니까  그렇다고 젊지도 않은데 관절등 문제도 있고 계속 운동을 늘릴 수는 없잖나 싶습니다  아니면 새로운 종류의 운동으로 자극을 바꿉니까   조언바랍니다  감사합니다 ,운동치료
줄넘기 잘하는법,제가 초 인데 줄넘기를 너무 못합니다 줄넘기하면    개전에 힘들어져요    개까지 하면 배가 그렇게까진 아프진 않고 잘하면 연속으로      개까진 가능해요 어떡하면 좋을까요   ,운동치료
  kg 감량 달라질수 있을까요 ,제가 키가    정도 되는데 몸무게가     KG 되는데 여기서     KG까지    KG 감량하면      외적으로 어떤 변화가 찾아오나요  얼굴     이목구비는 어떻게 변하나요    몸 비율은 어떻게 변할까요     저는   KG 뺴도 그다지 큰 변화는 없을것같은데 아닌가요      얼굴이 역변할수 있을까요 못알아볼정도로요    키    에 몸무게     kg면 뚱뚱한건가요        에     kg랑     kg랑 비교하면 차이가 많이 나나요  얼굴이요,운동치료
여중생 체지방률,저는 올해 중 인데 키는    이며 평소에 밥도 많이 먹고 열량 높은 간식도 달고 살며 운동도 딱히 따로 하지 않는편이긴하지만 원래 살이 안찌는 체질이었거든요  근데 요즘들어 살이 좀 붙는것 같아서 고민에에요  인바디 했을때    으로 체지방률은 같고  몸무게도 비슷한데 자꾸 잡히는 살이 생겨요  왜그러는걸까요  인바디 하는곳에서 살을 빼지는 말라고 하셨는데 식단만 조절해야할까요 ,운동치료
발등통증 궁금합니다 ,아들아이가 대학 검도선수입니다 한달전부터 왼쪽발등쪽에 통증이 심해서 치료를 받고 있는데 차도가 없네요 x ray상으로 뼈에는 이상이 없다고 하고 다른 병원에서는 인대랑 힘줄 문제라고하여 체외충격파 치료를 몇일 하였는데 좋아지지 않네요 검도는 왼발이 발끝으로 지지하기도하고 갑자기 밀면서 앞으로 나가기 때문에 부하가 많이 걸립니다 무리하면 발등이 살짝 붓기도 하고요 어떻게 해야할지 좀 알려주세요 부탁드립니다 ,운동치료
정강이 근육 ,조금만 걷거나 뛰어도 정강이 근육이 알베긴듯이 아파요   왜 그런거고 어떻게 해야하는지 알려주세요   ,운동치료
앞벅지 일주일 안에 없애버릴 수 있는방법좀요 진짜 급합니다    유유유  ,앞벅지가 안빠져요 비타민신지님꺼 하고있는데 효과가 없어어여 여여   제발  알려주세요,운동치료
발목관련질문,발목연골이 달아서 발목이 안조아요 발목쓰는걸 아끼라고 햇는데 코로나로인해 집에만 잇으니 다리근욱이 빠져서 될일이 아니라서 발목이 안조아도 실내자전거 타도 될지 조언부탁드립니다,운동치료
힙업 힙딥 운동 차이,힙업과 힙딥 운동의 차이점이 정확하게 뭔지 모르겠어요 앞태나 뒷태에서 봤을 때 힙딥이 있진 않은데 골반라인을 더 매끈하게 만들고 싶거나 좀 더 커보이게 하려면 힙딥 운동이 더 효과가 좋은가요 ,운동치료
팔굽혀펴기 할 때,왼쪽팔만 운동하고 있단게 느껴지고 오른쪽은 너무 편안합니다 오른쪽 팔이  cm 더 긴 거 같은데 어떻게 해야할까요  이대로 하면 왼쪽팔만 더 힘들 거 같은데,운동치료
골반전방경사인 사람의 힙업 운동,제가 골반전방경사 허리가 휘어 배가 튀어나와보이는 여서 스트레칭을 하고 있는데 힙업 운동도 같이 하고 있어요  근데 힙업 운동을 한지 몇 주가 되어가는데 효과가 없는걸 보면 골반전방경사와 힙업 운동이 관련이 있나요   ,운동치료
무릎 굽음,저는 아무 통증이 없어서 몰랐는데 거울을 보고 요가나 스트레칭을 할때 무릎이 좀 굽었더라구요   쭉 피라고 하면 펴지긴 하는데    진짜 무릎은 하나도 안아파요,운동치료
요가하고나서 허리통증 질문,다양한 수업이 있는 요가를 다니고 있는데 이상하게 다른 수업은 괜찮은데  테랍툴  수업 듣고나서는 허리통증이 심합니다 허리쪽에 강한 자극을 줘서 원래 보편적으로 느껴지는 증상인지  제가 자세를 잘못 잡아수 생긴건지 궁금하네요 수업땐 다른 회원님들은 자주 고쳐주시는데  제 자세는 자주 고쳐주시진 않아서 더 헷갈리네요,운동치료
   에   인데 허벅지가 굵어요,이건 그냥 허벅지가 굵은거 같은데 어떻게 빼나요,운동치료
안장걸음 팔자걸음,안녕하세요 제가 애기때 살짝 안장걸음이 있어서 그 후로 팔자로 계속 걸었는데 이제 막 안 좋은 걸 알았어요 일자로 걸으려고 하는데 이렇게 걸으면 될까요  영상 봐주세요 아직 어색해요  Loading                  화질 선택 옵션,운동치료
헬스 어깨 불균형,사람들의 몸은 전부다 비대칭이라고 하더라구요 그래서 신경 안 쓰려고 했는데 헬스할 때 어깨운동을 하면 왼쪽이 오른쪽보다 약간 위로가 있는 거 같아서 운동하는데 불편함은 없지만 신경이 너무 쓰여서 그런데 불균형 어떻게 하면 좋을까요,운동치료
운동할 때 몸에 차는 벨트  띠  같은거 이름이 뭔가요 ,사진에 있는 저 벨트같은거 격투기 선수들 보면 많이들 몸에 차놓고 하던데 이름이 뭐고 무슨 용도인가요 ,운동치료
이렇게 운동 조금씩 늘려가면 될까요   ,제가 근육이 하나도 없어서 근력운동을 집에서 열심히 하고싶은데요 진짜 허수아비 인간이라서 오늘 한 운동이 스쿼트    개 복근운동   개 엎드려서 슈퍼맨 자세로 엉덩이 힘으로 하체들기     초  세트 윗몸일으키기   개 플랭크   초  총 이렇게했는데 조금씩 늘려가면 복부랑 하체 근육이 늘까요   ,운동치료
어깨운동질문,숄더프레스 후면할때 왼쪽이 더 빨리 자극오고 더 빨리 내려놓고  회정도 더 하면 오른쪽도 내려놓는데 이거는 왼쪽어깨가 더 약한건가요  아니면 오른쪽 어깨가 자극을 못느끼는건가요   그리고 해결방안좀 알려주세요   갑자기 이런건 처음이여서  ,운동치료
점프 스쿼트,스쿼트   회 이상가능한 사람이 점프 스쿼트 하면 몇회쯤 으로 줄어들까요 대략,운동치료
맨몸운동질문,제가 맨몸운동을 하려는데 질문을 읽어보시고 답변해주세요      상체맨몸운동 기구x  등 어깨 팔 가슴 배      하체맨몸운동 기구   종아리 허벅지   이렇겐데 이걸 한번에 하는 운동이 있으면 알려주시고 없으면 자세하게 종아리   무슨운동 허벅지  무슨운동 이런식으로 자세하게 답변좀 부탁드립니다 제발요       그리고 세트는 몇세트가좋을까요   아니면 한번에 최대로 할수있는 만큼 해버리는게좋을까요    그리고 제가 목적이 근육키우기 힘기르기 입니다  ,운동치료
햄스트링 짧아짐,하체 운동 후에 왼쪽 햄스트링이 짧아진거같은데 짝짝이가 됐어요 다시 맞출 수 있나요,운동치료
견갑골이랑 어깨에서 소리가 나요,어깨가 넓어지고 싶은 고 입미다 다름이 아니라 제가 웨이트 운동을 시작하고 나서부터 견갑골이랑 어깨에서 소리가 나요   건강하게 득근하고 싶은데 어떻게 고칠 수 있나요   알려주세요     Loading                  화질 선택 옵션    Loading                  화질 선택 옵션,운동치료
