,9,10,11
0,기운없을때 병원,지금 기운이 없는데 주말이고 응급실이라도 가서 링거 맞는게 좋겠죠  잠도 잘 못자고 밥도 잘 안넘어기요  뭐라해야히지 무기력하고 소화도 잘 안되여,응급의학과
1,어제 응급실 갔다가 왔는데 더 아파요,어젠가 엊그제부터 열도        많이나고 근육통도 심해서 엠뷸타고 응급실갔다가 격리병동에서 코로나외 종합검사 하고 입원 안된대서 링거맞고 약 받고 집와서 좀 괜찮아진거같아가지고 약먹고 잤어요 근데 일어나니까 열       도고 목이 너무아파서 계속 물이랑 이온음료 먹다가 약 다시먹고 좀 지난 지금상탠데요 숨도색색 거리고 기침하면 목 찢길거같고 목소리도 안나와요   근육통도 어제처럼 심하고코로나 판정도 아직 안떠서 입원도 안될거같은데 어떡하죠     다시 부르는게 나을까요    응급실도 안되는곳도 많아서 도와주세요   입원비는 얼마쯤 나오나요      ,응급의학과
2,손가락 동상인가요,오늘 영하 도에  시간정도 노출되어있었어요 핫팩도 만지고 주머니에도 넣었는데 너무 차가웠는지 이러네요    좀 뜨거운 거 만지면 진짜 너무 뜨거워요 손가락이 좀 빨갛고 따가운 거 빼고는 별 증상 없는데 괴사될 수도 있을까요,응급의학과
3,머리두통 오른쪽옆구리통증 입메마름 속메스꺼림이 자고일어나서부터 증상이 생겻는데요,머리두통 오른쪽옆구리통증 입메마름 속메스꺼림이 자고일어나서부터 증상이 생겻는데요  내과 가서진료를 받앗지만 옆구리통증은 담걸리것같다 하시구 속메스꺼움은 위장약이랑 소화제로 처방을 받앗는데요   옆구리통증은 잘수있을정도의통증이지만 자꾸 물이 마시고싶고 두통이더심해졌어요   무슨증상인가요   ,응급의학과
4,밀접접촉자,수요일에 친구를 만났는데 다음날 친구가 양성 판정받아서 집에서 격리중인데 자가키트 상으로 목 금 토 모두 음성이였습니다 월요일에 출근해도 괜찮을까요  잠복기간  어떻게 되는지 알려주세요,응급의학과
5,명치 및 배통증    살려주세여,낮부터 명치가 아파서 체한 줄 알고 소화제랑 까스활명수를 먹고 손도 따봤는데 검은피 안나옴  시간 지날수록 아래쪽으로 통증이 좀 내려가더니 배중앙 및 아랫배가 너무 아파여    누우면 더 아프고 쪼그려있는데 소화가 안되도 이러나요          응급실이라도 가봐야하는지 고민이에요 지금도 너무 아파여 살려주세여        ,응급의학과
6,낮부터 명치가 아파서 체한 줄 알고 소화제랑 까스활명수를 먹고 손도 따봤는데 검은피 안나옴  시간 지날수록 아래쪽으로 통증이 좀 내려가더니 배중,낮부터 명치가 아파서 체한 줄 알고 소화제랑 까스활명수를 먹고 손도 따봤는데 검은피 안나옴  시간 지날수록 아래쪽으로 통증이 좀 내려가더니 배중앙 및 아랫배가 너무 아파여    누우면 더 아프고 쪼그려있는데 소화가 안되도 이러나요          응급실이라도 가봐야하는,응급의학과
7,손가락 화상,제가 약  시간 전에 손가락에 화상을 입었는데 물에 계속 담구고 있는데도 계속 아파서 원래 화상을 자주 입어서 물에 계속 담그고 있는데 침대에 너무 눕고 싶어서 빨리 열내리는 범 좀    집에 얼음이 없어요,응급의학과
8,맹장염인가요 ,골반옆 오른쪽 배가 아파요  그냥 있으면 괜찮은데 숨을 크게 들이마시면 아파요  속도 괜찮고  설사도 안하는데 지금은  가스가 찬걸까요  맹장염일까요  근데 요즘에 가스가 찬다는 느낌은 받은적이 없어요 ,응급의학과
9,발열 두통,제가 저번주부터 구토 발열   도이상  설사 어지럼증 등 너무 심해서 구급차를 불러서 아침부터 응급실을 갔습니다 의사 분이 코로나 격리실에 보내주시고 코로나 실속 검사람 코로나 검사를 두번 해야된다고 하셔서 받고 링겔  개 받고 나서 실속 검사에서 음성이 나와서 일단 집에 가셔서 증상을 보고 내일 아침에 코로나 검사 결과 나오고 또 아프면 응급실 오시라고 하셔서 집에 갔는데 계속 구토하고 발열이 심하고 두통이 심해서 또 응급실에 가서 격리되고 그랬는데 다음날에 코로나 음성이 나와서 코로나도 아닌데 왤케 아프지 이랬거든요 새벽에 또 응급실 갔을때 그때 또 격리되서 링겔 맞고 그래서 아침에 집오니 괜찮더라구요 그래서 괜찮나 했는데 그 일이 저번주 화욜에 있던일인데 지금까지 계속 구토나 설사 하지는 않는데 아침부터 저녁까지 계속 발열에다가 두통이 심하더라구요 약먹으면 괜찮아지고 다음날 되면 또 아프고 그게 지금 일주일째 되는데 응급실 갈정도로 그런건 아니라 집에 있는데 왜 이런걸까요  어느날은 좀 괜찮다가 저녁이나 다음날되면 또 발열에 두통이 심해서 밥도 못먹을 정도입니다 왜 이런걸까요  코로나 검사도 음성이 나왔는데 말이죠  지금도 발열 나서 누워서 적어봅니다   ,응급의학과
