,6,7,8
0,급성경막하출혈 진단 문의 드립니다 도와주세요,아빠가 한동안 두통이 너무 심하다고 하셔서 병원을 갔는데 경막하출혈 급성  이라는 진단을 받고 대학병원 응급실을 가셨고 입원 하고 엠알 씨티 다 찍었는데 담당 교수님도 아니고 응급실부터 진료를 봐주셨던 의사선생님이 별 이상이 없다며 퇴원해도 된다고 하는데 이게 그럼 처음 간 병원에 오진인지 아니면 대학병원에 오진인지 다른 병원을 가볼까도 생각중인데 일반적인 두통으로 경막하출혈 진단이 나올 수 있나요   추가로 두통이 심해서 치통도 있으시다고 합니다,응급의학과
1,저혈압때문에 쓰러졌는데 머리에 혹 병원 가야할까요 ,어제 누워있다가 갑자기 일어났더니 앞이 까매지면서 순간 의식을 잃고 쓰러져서 누웠더니 바닥이었어요  손바닥만한 큰 혹이 났고 넘어졌을 당시 머리가 깨질것같이 아팠어요  대략 삼십분 후에는 괜찮았는데 아직 빨리 걷거나 머리를 숙이면 두통이 오고 하루가 지난 오늘도 두통이 안가셔요   혹  두통  미열 아마 이건 어제 혹때문에 베개를 잘 못배서 잠을 설쳐서 생긴것 같은데    외에 다른 증상은 없습니다  충분한 안정을 취하라고 하는데  학생인지라 어제 충분히 못쉬어서 그런건지는 모르겠는데 두통이 아직 있네요  병원을 가야할까요 ,응급의학과
2,지주막하출혈인가요   ,제가 대변을보다가 힘을줬는데 갑자기 뒷머리가 약간아프고 약간 어지러워요 이거 지주막하출혈 증상인가요 ,응급의학과
3,건물화재 후 숨막힘,어제 오후에 오피스텔  층에서 화재가 났습니다 저희집은   층인데도  층에서 난 연기가 온집안에 모락모락 올라오고 고무탄내가 심하게 나는등 화재는 금방 진압되었으나 공기청정기 필터와 가습기필터가 검은 분진  재  로 뒤덮여 아예 못 쓰게될 정도가됐습니다 저는 당시 마스크를 쓰고있었는데 화재진압후 마스크를 벗어보니 마스크가 검어져있고 제 콧 속과 가래에서는 검은게 끊임없이 나왔습니다 문제는 잠에 든 이후부터 잠결에 계속 숨이막히다고 생각했는데 일어나서 제정신을 차린 후에도 숨이 계속 막힙니다 숨을 제대로 쉬는느낌이아니고   산소가 모자란느낌이들고 계속 잔기침이 끊임없이 나옵니다 하얀가래도 계속 나오구요 병원에 가고싶은데 어느병원을 가야하나요  내과인가요  아니면 어디인지 알려주세요 너무괴로워요,응급의학과
4,검지 손가락 부음,이틀 전에 자다 일어났더니 검지 끝부분이 부었어요 혼자 빨갛고 열감도 있고 검지에 힘 쓰는 일 있우면 피부가 살짝 아파요 전에도 왼쪽 검지가 부었다가 시간 지나고 껍질 벗겨져서 뜯고 그냥 나아지길래 뒀는데 이거 혹시 꼭 병원 가야 되는 건가요,응급의학과
5,급함 헥사메딘 소량 마셨는데 어떡하나요,사랑니 얼마전에 뽑아서 헥사메딘 처방받았어요 가글하다 기침하는 바람에 조금 목으로 넘어가버렸거든요 한숟갈 정도  이제보니 마시지말라고 약병에 크게 써져있네요 어쩌죠 응급실가야하나요  제가 뭘 하면되나요 ,응급의학과
6,머리 손상,아버지가 넘어지셔서 머리를 다쳐 응급실을 가 치료를 받았습니다 근데 자꾸 손에 통증을 호소하셔서 진통제또한 맞으셨는데 계속 손에 통증을 호소하십니다 어찌해야 되나요    그리고 집에 오시는길에 익숙한 길인데도 불구하고 다른길인걸로 착각하시더라구요  ,응급의학과
7,잠을 잘 못자서 뒷목이아파요  ,잠을 자꾸 새우잠자리 거기에다가 고개를 푹숙이고 자고 배개를 어깨까지 올라가서 잔다고 하더라구요 암튼 잠을 엄청 불편하게 잔대요    왜그러는걸까요  첨엔 배개가 너무 딱딱하고 불편해서 승모근도 아프고 어깨도 아프고 뒷목도 아파서 조금 잠 잘오는 배개를 삿는데요 첨엔 괜찮다가 시간이 지나니 다시 잠을 엄청 불편하게잔다고 하더라구여 그래서 일어나면 어깨 뒷목 승모근 등 머리 까지 다 아파요   통증이있그여 병원도 가끔씩도 가서 주사도맞고 그러는데   어찌할방법이있을까요  침대를 바꿔야하는건지 아님 비개를 다시바꿔야 하는건지 아님 재몸을 묶어서 자야 하는건지 진짜 편하게 잠을 잘못자서 일어날때마다 찌뿌등해요   매일 일어나면 스트레칭 간단하게 하는데도 아프네요   앉아서 공부하는 시간이많아서 그런건지도 몰르겠는데   왜그럴가요 방법이없나요 ,응급의학과
8,술먹고 밤에 자다가 일어나서 소변 볼 때,술마시고  곁들여 담배피고  밤에 자다가 일어나서 소변을 보려고 화장실을 가서 앉으면 현기증이 나서 어지럽고 귀에서 삐 소리가 나면서 잠시 소리가 먹먹하게 들리고 숨이 안쉬어지고 머리와 심장이 크고 빠르게 두근거립니다  그러다 한숨 자고 일어나면 사라집니다  꼭 뇌와 에 산소가 공급이 안되는 느낌이에요   이러한 현상이 한번만 있는게 아니라 술먹고 자다 깨서 신체를 일으키거나 움직이면 반복적으로 위 증상이 나타나네요  병원은 어디로 어느 과로 가야할까요  이유가 뭘까요 ,응급의학과
9,건강검진 결과,    년  월  일경 건강검진 결과입니다 저 정도면 다 괜찮은 결과인가요   그리고 한달전에 코로나 부작용으로 인해 응급실 방문하여 심전도 x ray 혈액검사 등 했는데 심장엔 이상이 없고 간수치가   가 나왓다고 얼른 가보라 하시던데 요즘 잦음 피로감과 황달증상이 나오고있어요 그리고 복부 팽만감 쪼이는 느낌 드는데 간암증상 의심해봐야되나요   술은 거의 매일 먹고있어요  ,응급의학과
10, 도 화상인가요 ,  분전    도로 맞춰진 달궈진 고데기를 사용중 잘못 쳐서 허벅지에 떨어졌습니다 현재 이렇게 두줄이 생겼고 약간부은채로 가만히 있어도  뭔가닿아도 따갑고 걷기 힘든데  도 화상정도 되는지  병원가서 사진만보여줘도 될까요  보여주려면 바지를 벗어야 할정도로 안쪽이라서요,응급의학과
11,몸이 너무 아파요,지금  일째 속이 아픈데 누가 막대기로 난도질하고 끝없이 꾹 누르는 것마냥 아프고 한 번 아프기시작하면 잠도 못자요  자도 아파서 계속 깨고 고통이 시작되는 순간 숨이 저도 모르게 턱턱 막힐정도로 아파요  주로 명치부분이 아픈데 어쩔 땐 왼쪽 옆구리도 아팠다가 왼쪽 가슴도 아팠다가 왼쪽가슴 주변 갈비뼈도 아프고 그러는데 어떡해야하나요 진짜 미치겠어요  하루도 빠짐없이 수시로 계속 고통이 오는데 지금도 아파요  왜이러는 건지와 어떻게 해야하는지도 알려주세요,응급의학과
12,대상포진주사는 중복으로 맞아도되나요 ,개인비용으로  대에 한번맞고   대에 무료로 맞고 이런식으로 두번씩 맞아도되나요   효과는 더있다고 볼수있나요 ,응급의학과
13,흉터연고 병원에서 처방 받으면 다른가요 ,식용유가 얼굴에 튀어서 화상을 입었는데 얼굴이라 걱정됩니다 습윤밴드로 붙이고 있는 상태인데 물집이 나와서    화기는 화상연고발랐더니 빠졌어요 약국가서 직접 구매하는 흉터연고나 병원가서 처방받는 연고랑 다른가요  가격이 다른가요  별차이없음 그냥 약국가서 사고 차이가있음 시간내서 병원가보려부요,응급의학과
14,허리디스크 계단,아버지가 허리 디스크 때문에 며칠 전에 응급실에 가셨는데 집이 단독주택에서  층에 월세로 살고있는데요 응급구조사 분들이 당시 왔을 때 놀래실 정도로 가파른데 하루에 왔다 갔다 딱  번 만 하는데도 많이 안좋을까요    아직  년이 남아서 어쩔줄을 모르겠네요   ,응급의학과
15,손가락화상치료,오전에 기름튀기다가 살짝 담궈서    화상입었는데요 병원에 가야할정도인가요  사진에 잘 안잡혀있는데 물집생겼어요 모기물린것마냥 붓고 맨들맨들하네요 팔뚝에 데일땐 연고나 메디폼붙여서 처치했는데 손가락은 하필 검지손가락인지라 병원가야하나 고민이네요   데이자마자 바로 갔으면 모를까    이미    시간은 지나서   평소에 라텍스장갑끼고 작업하는데 터질까요  집에 메디폼있는데 붙이는게 나을지    ,응급의학과
16,몇 도 화상인가요,라면 끓이다 냄비에 손 닿여서 이렇게 됐어요   몇 도 화상이고 어떻게 치료하죠,응급의학과
17,다리 저온화상,아물고 잇는건가용     그냥 시간 지나면 된다해서 병원을 따로 안갓어요     난로를 다리에 장시간으로 쐬다 보니 빨갛게 됫엇어요,응급의학과
18,화상 물집,뜨거운 물이 튀어서 화상입었는데 물집이 엄청 크게 올랐어요 어제 병원가서 터뜨리고 소독하고 거즈 댓는데 오늘 다시 엄청 크게 부풀었어요 또 터뜨려야하나요,응급의학과
19,화상입었는데 갈색 사진좀봐주시겠어요 ,약품같은거에 닿았는데 목부분이 따끔하더니 저렇게 갈색으로 되있는데 어쩌죠   ,응급의학과
20,달리면 옆구리가 아픈 이유가 무엇일까요 ,물이나 음식을 많이먹어서 그런것일까요  의사분 알려주세요,응급의학과
21,코로나 검사에 대해 궁금한 게 있어요,제가 남자친구랑 같이 카페에 갔는데요 남자친구가 양성에 걸렸어요 그래서 오늘 검사 받으러 선별진료소로 갔는데 자가진단키트를 주더라고요  확진자랑 접촉을 했는데 pcr 검사를 안해주시더라고요 원래 안해주나요  그래도 다행이 음성이 나왔지만 제 남친도 잠복기간이 있었어요 처음에 자가진단키트에 계속 음성뜨다가 갑자기 양성 떠서 pcr 받은거거든요 그래서 너무 불안한데 이게 맞는건지 모르겠어요  ,응급의학과
22,홈트를 하는데 속울렁거림과 두통이 생겨요,오십견때문에 폼롤러를 이용해 홈트를 하는데 몇번 하다보면 속이 울렁거리면서 두통이 생깁니다  평소에도 높은건물을 볼때 목을 뒤로 제끼면 급 두통과 울렁거림이 생기곤 합니다  홈트를 할때 강도가 세거나 여러차례 반복을 하는것도 아닌데 몇번 하다보면 두통과 울렁거림이 생겨 중단하고 쉬어도 울렁거림이 쉬이 사라지지않습니다  무엇때문인지 어떤검사를 받아야 하는지 도와주세요,응급의학과
23,예정에 다친 머리가 부어 있어요 ,작년 여름 화장실 들어가면서 미끌어져 난간에 뒷목 살짝 위 머리를 다쳤어요  바로 응급실 갔는데 아직 세돌 전 아기라 ct 찍는건 권하지 않는다며 육안상 많이 찢어지니도 않았으니 소독만 하고 추후 이상있으면 다시 오라고 하셨어요  그 후로 특별히 아파하거나 구토도 안하고 주의사항에 드는 별다른 증상이 없어서 잊고 지냈는데 이발하고 얼마전부터 그쪽 뒷통수가 좀 더 튀어나와 보이더라고요 큰 차이는 없는데 엄마 눈엔 확연히 차이가 나요  이대로 괜찮은건지 아니면 병원을 가봐야 하는지 궁금합니다   ,응급의학과
24,머리를 세게 부딪혔을때,제가 오빠한테 맞다가 스트레스받아서 죽자는 마음으로 자학을 했습니다 현관문 철문으로 머리를 세게 두번 박았는데 큰 두통이랑 구토는 없었고 의식소실은 없었습니다 하지만 코에서 매운느낌이랑 코에서 코피가 날듯한 느낌을 받았습니다 병원가봐야하나요 씨티나 두개골엑스레이 찍어야하나요     뇌출혈로 이어질까봐 무섭습니다,응급의학과
25,삭센다 주사 니들,삭센다 펜니들  미리를 다들 추천하시던데 주변에  미리만 팔아서요 혹시  미리 짜리로 맞아도 되나요 ,응급의학과
26,화상인데오,어제 달고나 만들다가 발에 튀어서 화상입었는데 어제 물어보니까  도화상인지  도화상인지 갈리더라구요    현재 상태는 물집밖에 안남아있고 물집이라고 하기에도 애매한 크기 에요,응급의학과
27,네오덱스 화상에 발라도 되나요  급해요   ,약국 문 닫아서요      손가락 화상에 발라도 되나요  편의점에 화상약 팔까요 ,응급의학과
28,화상 물집 잡혔는데 손가락부분이라 너무 불편해요  ,화상 물집이 잡혔는데 손가락부분이라 너무 불편한데 터트리고 화상 연고 발라도 흉지겠죠   ,응급의학과
29,화상인데 하얀건 뭘까요 ,화상을 입은 발인데 하얗게올라온건뭘까요  통증은 없는데 이건 뭘까요 ,응급의학과
30,화상으로 인한 물집,이 물집  며칠정도 더 기다려야 빠지나요  화상입은지는    주 된거같아요 ,응급의학과
