,21,22,23
0,토할거같아요,수업에들어왓는데 어제 맛있는음식을좀많아먹엇어요 근데 아참에일어나서부터명치쪽이쎄하게아프더니 속이울렁거려요 혹시체한걸까요    자금게속가스만나오고 배아프고속이울렁거라고토할거같운디 나오는게없어요 오쩌죠    마냥화장실에서기다려야할까요   ,응급의학과
1,몇도 화상쯤 될까요 , 일전에 화상을 입었습니다 예전에 화상을 입어서 집에 약이 있어서 병원을 굳이 안갔는데 가야할까요    이정도면 심재성  도 화상이 될까요 ,응급의학과
2,화이자 부작용,화이자  차 맞고  일지난 고  남학생입니다  차 맞고 그날 새벽에 몸살감기 처럼 기운 없고 열도 나다가 다음날에도 증상이 똑같이 나타나고  일차 된 날에는 잠잉 전혀 오질 않아요 커피 종이컵으로 반잔 정도 마신게 끝인대 원래 같으면 커피  잔을 마서도 잠을 잘 자거든요 근데 잠에 안드는게 백신 때문에 부작용으로 불면증 생긴걸까요,응급의학과
3,무릎안쪽 누르면 너무 아파요,무릎 안쪽이 다리를 굽혔다 쫙 필때 마다 아프고 누르면 멍듬것 같이 아파요 딱히 부딫힌 적도 없고 많이 서있지도 않았는데 이러는 이유가 뭘까요   ,응급의학과
4,항생제 주사 부작용,어제 항생제주사를 오른쪽 엉덩이에 맞고나서 이번주사는 많이 아프다길래 맞고나서 엄청아파서 뻐근하고 그랬는데 지금   시간정도 지나니까 갑자기 왼쪽엉덩이와 골반이 너무 아파서 쑤시고 미치겠는데 이거 부작용인가요  빠른 답변 부탁드랴요 진짜 응급실가려고 하는중입니다 ,응급의학과
5,헌혈후에 alt 수치가 이렇게 나왔는데 평소엔    대 였다가 갑자기 이렇게 올라갔네요    그전에 감기약을 먹긴했었는데 그거때문일까요    ,헌혈후에 alt 수치가 이렇게 나왔는데 평소엔    대 였다가 갑자기 이렇게 올라갔네요    그전에 감기약을 먹긴했었는데 그거때문일까요     병원에 따로 검사를 받아야하나요 ,응급의학과
6, 일전 넘어져서 턱을 부딪혀 멍이들었는데 붓기는 가라앉았는데 혹은그대로네요 혹은 언제쯤 가라앉을까요  일주일지나도 혹이그대로면 병원가봐야 할까요, 일전 넘어져서 턱을 부딪혀 멍이들었는데 붓기는 가라앉았는데 혹은그대로네요 혹은 언제쯤 가라앉을까요  일주일지나도 혹이그대로면 병원가봐야 할까요  그리고 냉찜질이 좋은가요  온찜질이 좋은가요 ,응급의학과
7,척추측만증 어느정도 인가요,아래 사진이 제 허리입니다 이정도면 몇도 정도 휜건가요 병원에서는 측정법이 다 달라서 몇도라고는 정확히 못말해주겠다 하서요 몇도정도 휘었는지 알 수 있을까요,응급의학과
8,오른쪽 어깨가 왼쪽으로 누울때만 아파요,잘려고 왼쪽으로 누우면 오른쪽 어깨가 들숨 쉴때마다 머리카락을 세게 잡아당기는 듯한 느낌으로 아파요 정자세로 누우면 괜찮고 팔도 돌릴수 잇고 일상생활 하는데는 아무렇지도 않아요 힘줄   이 끊어진걸까요  아픈지 좀 수개월 됏는데 근래 와서 허리가 아파서 옆으로 자다보니까 더 아프게 느껴지네요,응급의학과
9,맹장염 수술후 일주차 가벼운산행 질문요   ,저번주   일 수요일에 맹장염 수술하고  복강경   이번주   일 목요일에 회사 야유회로 산행이 있습니다   오전에요   근데 제가 그날 오후에 실밥을 푸는 날이기도 하구요  좀 빠지면 안되는 분위기라서 그러는데 가벼운 산행 괜찮을까요    당연히 좋지는 않겠지만 이게 치명적일지가 궁금합니다   ,응급의학과
