,27,28,29
0,임종 후 눈뜸,오늘 할아버지께서 돌아가셨는데 약  시간 후 왼쪽 눈이 반의 반 정도 열였어요 오른쪽 눈은 아주 조금 열여있는 상태였어요 왼쪽 눈은 정말 딱 감겨있다가 제가 옆에 있는 동안 열였어요 이게 원래 있는 일인가요   ,응급의학과
1,피부 까짐,자전거를 타고 사람을 피하려다 그 나무계단 거기에 발가락이 쓸려서 피부가 까지고 피나고 해서 집와서 소독하고 피좀 닦고 후시딘 바르고 벤드 붙였는데 이런식으로 대처하는게 맞나요  그리고 이렇게 벤드 붙인 다음에는 어떻게 대처해야 하나요 ,응급의학과
2,모더나 차접종  주후에 가슴답답 숨쉬기힘듬,모더나 차접종을한지  주가 지낫는데 숨이답답하고 가슴도 답답하고 가슴통증은 크게없는것같고하는데 어지러운증상도잇는것같고 혹시 부작용인가요  심근염이나 혈전이생긴건가요  겁나네요   ,응급의학과
3,왼쪽 편도가 아파요,일주일 전에  일연속 밤새면서 술마셨는데 그 이후로 침 삼키거나 음식물 먹을때 왼쪽 편도가 아파요 그러고 목에 가래도 끼고 이상태가 일주일이나 지속됐는데 코로나일 확률 있나요  동선 겹친적은 없고  차백신맞은지  주 지났어요,응급의학과
4,항생제 맞았는데 헌혈,한    주 전 쯤에 수술해서 항생제를 투약했던거 같습니다  그럼 지금 현재로서는 헐혈 못 하나요 ,응급의학과
5,검사해봐야하나요,숨을 쉴때마다 울렁울렁거린다네요 복부ct 내시경 이상소견이 없다고합니다    하루종일 이렇게 울렁울렁하는데   입덧같이 그런데요   위가 조금부어있고 약간염증이 있다는데   저번주 목요일에 신랑이 치질수술했는데  다음날   일 점심에 대변을보고 메스꺼움이 약간있고 괜찮더니   일에 퇴원후 점심식사후 약먹고   시쯤 변을 본뒤   또 메스꺼움이 생겻어요  다음날 괜찮다가 또 저녁에 변을보고나서 메스꺼움이 생기더니 아직도 그래요    인터넷에 찾아보니 뇌졸증전조 증상에 빈속에 울렁거림이 있다는데 검사를 해봐야할까요,응급의학과
6,복부 얼굴 볼  턱  지방흡입 후 음주 술 먹어도 되나요 ,    일 금요일에 복부  볼  턱 지방흡입하고 얼굴은 실밥 모두 풀었고 복부는 내일   일 목요일에 실밥풀러 가는데 오늘 소주마셔도되나요   원래 애주가라서 너무 마시고싶어서 미칠거같아요 병원에서는 한달동안 절대 먹지말라는데   일이나 됐으면 먹어도 되지 않을까요 흑흑  지금 술 마시면 부작용이 오거나 지방흡입 효과가 떨어지나요  ,응급의학과
7,얼굴 브이라인 만드는 시술,제가 어릴떄는 얼굴이 갸름했는데 살이쪄가면서 사각턱 소리를 들을만큼 각이졌는데요 보톡스나 브이라인주사 윤곽주사 이런거중에 뭐를 맞아야할까요 ,응급의학과
8,의사선생님들 좀 가르쳐주세요,퇴근하고 집에서 자기전에 잠깐 컴퓨터하고 있는데 갑자기 몸은 가만히 있는데 중심이 오른쪽으로 쏠리는 느낌이 들고 시야도 오른쪽으로 도는 느낌이고 구토하기직전까지 갔다가   분정도 지나니깐 없어졌는데 이게 혹시 위험한건가요  이런거는 무슨과에서 진료받아야되나요  혹시 이런게 코로나 증상이요 ,응급의학과
9,배꼽이 쿡쿡쑤시면서 아파요,너무 긴장한 탓인지 뭔진 모르겠는데 배꼽 주변이 아니라 배꼽이 쿡쿡 쑤시면 만지면 더 쿡쿡 쑤셔요 자주 그러는데 대충 밑 하의를 꽉끼는걸 입거나 소변이 많이 마려울 때 갑자기 그러더라구요 왜그런걸까요  ,응급의학과
10,교통사고 후 식은땀 미식거림,어제 운전하다 앞차를 쌔게 박아서 교통사고가 크게 났는데요  좀 전까지 멀쩡하다가 갑자기 식은땀 나면서 속이 토할것 처럼 미식거려     부르려다 누워서 조금 더 지켜보니 증상이 좀 가라앉아서 글을 쓰는데요  그저 교통사고 후 흔한 증상중 하나일까요  당장 응급실에 가보지 않아도 될지 궁금합니다   답변 부탁드립니다 ,응급의학과
