,24,25,26
0, 도 화상 연고,요리를 하던 중 뜨거운 냄비에 손들을 데어버렸는데 지금은 몇시간이 지나긴했는데 데인 부분에 색소침착이 일어난거같고 물집이 올라왔습니다  이틀 후면 알바를 가야하는데 알바를 가면 무조건 물이 닿다보니어떻게 해야할지 모르겠네요 일단 지금은 화상연고를 화상부분 전체에 발라두고 있긴하지만 물집이 신경쓰입니다     물집을 터트리지 않고 밴드를 붙이고 싶은데 어떤 밴드를 붙여야하나요 지금 당장 알바를 빼기엔 너무 어려워서 어떻게 해야하나요     ,응급의학과
1,손가락 끝에 화상입었는데 손가락 끝부분이 주황색으로 변함,화상을 입었는데 반대손은 물집만 잡히고 빨개졌는   다른손은 심하게 화상을 입진 않은거 같은데 하루 지나니까 손가락 끝이 주황색으로 변했는데 왜그러는 거죠 ,응급의학과
2,화상부위 감염된건가요 ,물 닿으면 안된다해서 제대로 못 씻고 있습니다   일 전에 화상 입었고 감염이 된건지 물 닿아도 되는지 궁금합니다,응급의학과
3,다리 화상 질문이요    ,저번주 토요일에 뜨거운물에 다리 화상을 입었어요 병원가서 드레싱치료 하고 푹 쉬면 괜찮다고 했는데 어제 저녁부터 일어서기만해도 걷기만해도 너무 아프네요 진짜 너무 아파요     왜그러는건가요    그리고 제가 식당을 운영해 하루종릴 불앞에서 조리하고 서있는데     많이 안좋을까요     ,응급의학과
4,화상 상처 메디폼,오늘 일하다가 화상을 입었는데 메디폼을 붙이고있다가 집에와서 떼니까 저렇게 됐네요 너무 아파서 소독은 못하겠는데 다시 메디폼 붙이고 있어도 될까요,응급의학과
5,화상을 입었어요,사진처럼 화상을 입었는데요 흐르는 차가운 물에   분정도 데고 있었구요 그 다음에 어떻게 해야할지 잘 모르겠어요,응급의학과
6,화상 후 껍질 벗겨짐,고데기에 팔 안쪽을 데여서 처음엔 갈색 색소침착만 되었었는데 다음날에 물집이 조금씩 올라오더라구요  듀오덤 붙이면 된다라고 주위에서 이야기를 해서 붙였는데 갈색 색소침착된 부분이 떨어져 나가면서 진물도 나오는것 같아서 현재는 후시딘을 발라주었어요  생활할때 후시딘에 밴드를 붙이는게 좋을지  아니면 듀오덤을 몇일 붙이는게 나은지 말씀 부탁드려요  또한 아직 다 껍질이 제거가 안되었기에 뜯는게 좋은지 아닌지도 말씀해 주시면 감사하겠습니다  ,응급의학과
7,화상을 입엇는데 화상정도와 치료예상기간이 궁금합니다  ,화상입은부분 몇도화상인지 표재성 심재성 궁금합니다 치료기간은 얼마나 걸릴까요   흉이 질지도 궁금합니다       ,응급의학과
8,뜨거운물에  도 화상입었는데 슬라임  붕사 포함  만져도 되나요 ,엄청 빨갛고 물 닿은 자국 그대로 남아서 지금 한시간째 냉수에 담그고있습니다  닿았던 시간은  초정도  빨간건 완화돼서 잠시 빼봤는데 햇빛에 닿으니 엄청 따갑습니다   이런 상태에서 붕사가 들어간 슬라임을 만져도 될까요   왼손으로 타자치는거라 오타나 띄어쓰기는 이해해주세요,응급의학과
9,손가락 화상,손가락에 이틀 전에 화상을 입었는데 피부가 하얗게 되어있고 자고 일어나니 누르지 않는 이상 통증이 없어요 물집도 없어요 화상 연고는 계속 발라주고 있는데 병원에 가지 않아도 될까요 ,응급의학과
10, 도화상 치료,제가 어제 일을하다가 오븐에서 갓 나온 접시를 만져서 화상을 입었는데요 엄지검지손가락이 얼음을 대고있지 않으면 통증이 심해서  시간뒤에 응급실에 갔더니 소독 작업을 해 주었습니다 노란색깔에 쿨링효과가있다는 흐물거리는 거즈에 붕대를 감았습니다 그리고 다음날 외과진료를 봤는데요 붕대풀고 보시더니  도 화상 이라고 하고 일반거즈랑 붕대를 감고 이틀 뒤에 오라고 하셨습니다  근데 제가 통증이 가장 심했던건 엄지 검지 손가락인데 손바닥은 화상을 입은건지 노란색 거즈를 오래 대고있어서 그런건지 모르겠습니다 손바닥에는 통증도 없었고 접시에 닿지 않았다고 저는 생각이 듭니다 엄지검지 손가락으로만 잡았습니다  지금현재는 거즈에붕대만 감은 상황이고 손 전체적으로 욱신거리는 통증이 있습니다    손바닥도 화상을입은게 맞을까요     어제 통증이 심했던건 엄지검지손가락이고 지금은 손바닥인데 왜그럴까요    화상전문병원을 가는게 더 나을까요  의사선생님이 아무 설명없이 붕대만 다시 감아줘서  도화상인지도 본인이 물어보고알았음  추가 주의사항이나 설명이 없어서 현재상태를 모르는상태      도화상 관리방법도 알려주시면 감사하겠습니다   빨간색이 화상직후 계속 통증이 있었던 부위고 파란색이 현재 통증부위입니다,응급의학과
11,화상 입원치료후 궁금증,화상치료입원   일 후 사진입니다 껍질같은건 치료할때 쓴패드인데 잘안뜯어지고 억지로뜯으려면 아픕니다 나두고 저절로떨어지길 기다려야하나요  그리고 저 표재성입니까 심재성입니까  ,응급의학과
