,18,19,20
0,거북목 수건베개 몇장써야하나요,어떤 영상은 한장 어떤영상은 세장쓰라네요   뭐가 맞는건지,응급의학과
1,관자놀이 두통이 너무 심해요,성인 되기 전에는 자주 아팠는데 성인 되고 나서는 가끔 이긴 한데 갑자기 관자놀이 쪽이 아프면서 뇌가 커지는 느낌이 들고 뇌가 앞뒤로 왔다 갔다 하는 느낌도 들면서 숨도 안 쉬어지고 어깨가 무거워지고 팔다리엔 힘이 안 들어가고 그러는데 왜 이러는 걸까요,응급의학과
2,구토후 증상, 주전 술을 과하게 마시고 토를 쫌심하게 했는데 그이후로 아직까지 머리가 어지럽고 아프내요    병원에가도 약만주고 도대체 뭐가 문제일까요,응급의학과
3,손가락 꿰멨는데 헌혈해도 되겠죠 ,며칠뒤에 헌혈하려고 예약을 했는데요   오늘갑자기 유리에 손가락이 베이는 바람에    바늘정도를 꿰멨어요  피가 엄청나게 나거나 한것도 아니고 인대  관절등에 이상은 없다고 하는데요 물론 수혈을 받은것도 아니구요  이상태로 헌혈받아도되겠죠  다른게 아니라 헌혈하러 갔는데 안된다고 돌아가라고 하면 헛걸음한게 되니까     ,응급의학과
4,서울아산병원 소화기내과 진료질문이있는데요 ,제가 집이강원도쪽이라 혹시 예약을하고 진료보는날에 아무것도안먹고 빈속으로가서 위내시경을받아보고싶다하면 바로받을수있을까요   꼭답변좀부탁드립니다,응급의학과
5,손가락이 열나고 부어오름,새끼 손가락 안쪽을 일 하다가 딱딱한거에  번 이상 부딪혔는데 그 후로 갑자기 파랗게 좀 올라오더니 새끼손가락 전체가 열나고 빨갛고 부어올랐어요 움직일때 아프진 않은데 걱정이에요 뼈나 다른 문제인가요 그냥 멍인가요 병원 안가도 될까요 ,응급의학과
6,코로나검사 후 유증상 사라졌는데 외출,어제 오후 시 정도에 유증상있다고 학교에서 코로나검사 하라고 보냈고 아직까지 결과가 안왔어요  학교는 안가고 있는데 결과 음성으로 확인되기 전까지 학원도 못가나요  밀접접촉자 이런건 아니고 발열이랑 두통 등 해당되서 검사 받은거에요  현재 열고 내렸고 머리도 별로 안아파요 ,응급의학과
7,  살된 남자아이인데 오늘오후부터 소변을보는데 콜라색피처럼 나와요  어디에 문제가잇는건지 응급실가야는건지 아프지는 않다고하는데 심란하네요 ,  살된 남자아이인데 오늘오후부터 소변을보는데 콜라색피처럼 나와요  어디에 문제가잇는건지 응급실가야는건지 아프지는 않다고하는데 심란하네요 ,응급의학과
8,약국에서 붕사를줫는데   ,제가 발뒷금치 피가 계속나서 가서 말햇는데 붕사를주시더라구요 그래서 상처난데뿌리고하고  분정도잇다가소독제 번정도뿌리고햇는데 갠찮을까요      하 약국에서는 자기도몰랏다면서 그렇게말씀하시는데     몸에머 해롭거나그런가요  아   그리고 바닥에 붕사가 많아서 손이나발묻히고그랫는데 바로 치우고 바로손닦고 발닦앗는데 아무문제없겟죠   ,응급의학과
9,이거 무슨병이있는건가요 ,증상은 평소에통증은 없었는데 뒤꿈치두달 전부터 뒤꿈치가 저렇게 갈라져있구 점점심해지는거같구 이제 저부분으로서있으면 살짝아픈감이있습니딘,응급의학과
10,백신 레드불, 차 백신 맞고  일 동안 미열이 있었는데 병원 가보니 몸살 같다고하더라구요   근데 이 상태에서 레드불같은  거 먹어두되나여  ,응급의학과
11,코로나  증상및오미크론,제가  주전부터 기침을하고 밤만되면 열이올라갑니다  병원에가서진료를받았는데 알러지기관지염이라고 하는데 약을먹었는데도 안낮네요 어떻게하는게좋을까요 ,응급의학과
12,간조직    ,간조직 검사 입원해서 하는데 검사 결과에 문제 있으면 다시 입원하나요 ,응급의학과
