,15,16,17
0,혈관기형으로 터져서 뇌출혈이왔는데 술을 먹으면 안될까요   개두술한지는  년 지났고 감마나이프는  월달에 했어요 어제 소주  잔마셨는데 먹어도,혈관기형으로 터져서 뇌출혈이왔는데 술을 먹으면 안될까요   개두술한지는  년 지났고 감마나이프는  월달에 했어요 어제 소주  잔마셨는데 먹어도 괜찮나요  ,응급의학과
1,화상관련해서, 일 전에 알바하다가 기름이 튀어서 사진같이 다쳤습니다  바로 찬물에 씻고 화상밴드 붙였는데 지금 이렇게 됐습니다  열감은 다치고 난 후 몇시간정도 느꼈고 다음날엔 괜찮았습니다  피부과 가서 진료 받아야 할 정도인가요  화상부위 주변에 빨간 것들은 제가 피부가 약해서 밴드 떼어낸 후에 생긴 것들입니다 ,응급의학과
2,화상입었을때 어떻게하나요 ,설탕물에 화상입었는데 어떻게해요  위에부분은 차가운물에 씻다가 벗겨젔어요 너무 따가워요  얼음물에 담군지   분지났어요   집에 연고는 마데카솔밖에 없어요  흉이 생기나요  어떻게하죠 ,응급의학과
3,새끼손가락 저림,어제    도로 내려간 날씨였는데 손을 꺼내놓고 있어서 손이 얼었었는데 집에 와서 녹이니까 새끼손가락이 계속 저립니다 병원가을 가야할까요   ,응급의학과
4,화상입었는데 몇도인가요 ,병원 가야하겠죠    어제 난로에 손 몇초동안 놨다가 이렇게 됐고 일요일이라 병원 안열어서 병원 약국 둘 다 못갔어요  밤새도록 얼음 위에 놓고 있었어요 첫번짼 어제 두번짼 오늘 사진입니다   두번째는 색깔이 실제보다 좀 진하게 찍혔어용,응급의학과
5,손화상   ,손 화상입었는데 찬물로 하고 거즈나 그런거 말고 키친타올로 감싸고있어도 되나요 ,응급의학과
6,손 데임 화상,검지손가락 끓는물이 손에 부었어요 아프진 않은데 물로씻었거든요  화상인가요    무서워요 화상이라면 어떡하나요,응급의학과
7,갈비뼈 사이 명치 에 혹,며칠 전에 갑자기 제목 그대로 갈비뼈 사이 명치쪽에 혹이 생겼는데 누르면 통증이 살짝 있어요  통증이 크진 않고 일상생활에는 아무 문제 없는 정도에요 첨부된 사진에서 검상돌기라는 부위쪽이요  당장 병원에 가기에는 상황이 여의치 않고  달 정도 후에야 가기 편한데 그 사이에 큰 문제가 생길 수 있을까요  가능하면 전문가 분이 답변해주셨으면 합니다 ,응급의학과
8,손가락 깨물어서 베였어용   ,고기 먹다 손가락을 깨물었어용   너무 아파서 확인해보니까 베였네여     파였어용   깨문지   분 지났는데 손가락이 너무 얼얼해여 괜찮은거겠죵       ,응급의학과
9,토 하기전 토 하고 나서,계속 속이 안좋고 토할것 같은 느낌이 드는데 막상 하지는 않는데 속쓰리고 가만히 있다가 갑자기 몸에서 토 할걸 같은 느낌이 들고 하는데 이런걸로 응급싱 가기 좀 그렇나요  ,응급의학과
10,방금 화이자 차 맞고 왓어요,갑자기 소화불량이 너무 심한데요  백신 때문이라는 건 아니고 제가 원래 소화불량이 심해요 근데 지금 배가 너무 아프고 뇌까지 엄청 아픈데 소화제를 먹어도 될까요 ,응급의학과
11,화이자  차 방금 접종하고 왔는데요,갑자기 소화불량이 너무 심한데요  백신 때문이라는 건 아니고 제가 원래 소화불량이 심해요 근데 지금 배가 너무 아프고 뇌까지 엄청 아픈데 소화제를 먹어도 될까요 ,응급의학과
12, 도 화상 입음,뜨거운 설탕물에 새끼손가락 데였는데 물집이 생겨서  도 같은데 너무 아파요 화끈거리고 너무 아파요       부모님이 병원 안가도 된다는데 안가도 되는건가요 ,응급의학과
13,차가 절 박았는데 보상 받을 수 있나요,고등학생이고 넘 당황스러워서 차범호는 못 찍었어요 무단횡단은 아니고 횡단보도 그려져있지만 신호등은 없는 짧은 길 건너려고 했거든요 차가 나오길래 먼저 지나가게끔 기다리다가 안가길랴 앞으로 건너니까 갑자기 절 밀어서 그대로 몇센치 밀렸거든요         허벅지 빨개지고 아팠는데 멍도 안들고 괜찮거든요 내려서 죄송하다고 하고 명함밪고 그대로 갔는데 이거 어떻게 보상받나요 부모님이 명함보고 전화해서 보험사 연락하네 어쩌네 하긴 랚는데 실제로 크게 다치진 않았어요 정병원 가려는데 어떻게 검사받고 진단서 떼야하나요  정신적 피해보상 받을 수 있 나요,응급의학과
14,넘어질때 다리 꺾임,오늘 애들이랑 손잡고 빙빙 돌면서 놀다가 친구가 손을 놔버리는 바람에 다리 전체가 바깥쪽으로 꺾이면서 세게 넘어졌어요 보건실 가서 파스 붙치고 걸어가는데 골반 엉덩이쪽  그쪽이 통증이 있고요 발목도 가만히 있을때 좀 저릿거리고 무릎을 구부리면서 앉을때 찌릿거리면서 잘 못 앉겠는데 병원 가볼까요    병원가면 어떤 치료를 해주나요,응급의학과
15,링거 소금물,백신 부작용이 있는것 같아 병원에 갔는데 피를 뽑고 링거를 꽂았습니다 진통제도 같이 넣어주셨는데 다 맞고나니 팩에있는 용액이 소금물이라고 하시는데 왜 팔에 소금물을 넣나요 ,응급의학과
16,간호가 필요한 환자가 코로나 양성으로 자가격리면 어떻게 해야되나요 ,다리수술하고 걷지도 숙이지도 못하고 누워있는데 오피스텔에서 자가격리중인 아버지는 어떻게 해야하죠   오피스텔 앞에 밥 두고 오려는데 못 움직인다고 해서 들어가서 식탁까지 두고왔는데 저도 코로나 걸리겠죠 ,응급의학과
17,화상을 입어서 치료중인데  오늘 좀 따끔해서 봤더니 사진처럼  모양으로 혈관따라 빨개지고 있어요  내부에서부터 괴사 비슷하게 되고있는걸까요  ,화상을 입어서 치료중인데  오늘 좀 따끔해서 봤더니 사진처럼  모양으로 혈관따라 빨개지고 있어요  내부에서부터 괴사 비슷하게 되고있는걸까요   내일 금 은 일 때문에 병원을 못가서 토요일에 가보려고 하는데 연휴라 문을 안열거 같아서 급하게 지식인에 질문해요 ,응급의학과
18,쓸개 제거수술 필요한가요 , 년전에 복통으로 응급실을 갔었는데 염증 소견이었습니다  그리고 추적검사를 하자고 하는데 혹시나 해서 이후  번을 받았습니다  그리고 이번에 마지막으로 ct를 찍자고 해서 찍었는데 담낭이 표주박모양이 아니고 둥그렇다고 문제가 있다고 하시더군요  그리고 제거를 해야된다고 하시는데   그런데 담석도 없다고 하시네요   지난번 ct이후 건강검진 이후 콜레스테롤 약을 지난 검사이후 먹었는데    그게 영향인지 잘 모르겠지만   매번 그 의사샘하고 대화를 하면 담낭을 자르기 위해 기다리는 느낌을 받았어요  mri검사를 더하고 자르자고 하시는데    믿어야 될지    모르겠어요  제거 해야 되나요 ,응급의학과
19,아기 손가락,방금 보니까 저희 애기 손가락 옆이 이렇게 되있는데 뭘까요    도와주세요  ,응급의학과
20,달리고 난 뒤 숨차고 두통,언제부턴가 버스 같은거 놓칠까봐 전속력으로 뛰고 난 뒤 버스에 타면 단순히  숨이 차다  의 정도가 아니라  호흡이 코 끝까지 올라차고 당장이라도 더이상 숨을 못쉬어서 죽을 것만 같을 정도로 호흡이 심각하게 가빠옵니다   심장이 미친듯이 빨리 뛰어서 호흡을 겨우겨우 제가 조절합니다  더불어 두통도 같이 옵니다  숨이 잘 안 쉬어지고  토할 것 같은 기분입니다   이십대 중반 여자입니다    이런 경우 어떤 병명을 의심하고  어디 병원에 가야하나요 ,응급의학과
21,목 부프러오르는병이름,목외부쪽이 동그랗게 부푸는 병이름을 뭐라하죠 ,응급의학과
22,갑자기 윗배가 아파요   ,좀 오래 걷다가 갑자기 윗배가 아파요   똥은 안나오는 것 같고 그냥 잠깐 아픈줄 알았는데 계속 아파요    울렁거리진 않은데 앉아있으면 괜찮은데 일어나서 움직이멵아파요 배고파서 그런건가여 ,응급의학과
