,27,28,29
0,허리 ct촬영시 한쪽엉덩이가 내려가게 찍혔을때,허리때문에 오늘 ct촬영을 찍었는데 엉덩이가 불균형하게 바닥에닿아 ct가 제대로 안찍힌거같은습니다  허리는 두팔을들고 찍었습니다 크게 상관없나요 ,영상의학과
1,갑상선 검사 질문,  살 남자입니다  현재 제 몸 상태가 좋지못한데 이게 갑상선과 연관있는지 궁금해서 질문드립니다   일단 작년 여름에 제 원래 체중이   kg 였는데  겨울에 몸무개를 재보니깐   kg 가 되었습니다   이유 없이   평소대로 먹고 지냈는데 반년만에 홀쭉 빠져서 지인들이 놀랄정도였습니다    그리고 최근에는 배가 자주 고파서 밤에는 잠을 못잘정도로 심하게 고픕니다   저는 또 역류성식도염이 지금 있는데 계속 배고픈것 떄문에 늦은밤에 음식을 먹다보니 증상이 좋아지지 못하는 상태입니다   자고일어나면 목도 자주 아프고 컨디션 오락가락이 심해요   이정도면 갑상선 검사를 한번 해보는게 좋을까요 ,영상의학과
2,건강검진 엑스레이 결과 문의,건강검진 엑스레이 촬영을 했습니다   판독지에  우상 C  이렇게 적혀있는데요 무슨뜻인가요  부탁드립니다 ,영상의학과
3,ct 방사능 피폭량이 어느 정도인가요 ,복부통증때문에 한 달 간격으로 ct를  번이나 찍었습니다  하지만 첫 번째도 그렇고 두 번째도 그렇고 문제 없다고 해서 걱정되는 건 방사능 피폭량입니다   방사능 피폭이 많을 줄 알았으면 두 번째는 안 찍었을 텐데 첫 번째는 조영제를 넣고 ct를 찍었고 두 번째는 조영제를 안 넣고    ct  를 찍었습니다      조영제를 넣었을 때와 안 넣을 때 피폭량이 다른가요  두 번의 ct 방사능 피폭량이 어느 정도 인가요      ct 두 번 정도는 암 걸릴 확률이 낮다고는 하는데 정말 괜찮을까요  가족력이 있기도 하고 하필 장기가 많은 복부이기도 하고 한 달이라는 기간에 두 번이나 해서 걱정이 돼서요 ,영상의학과
4,엑스레이 mri 초음파,위 세 가지 검사에 대해 궁금한 게 있어 문의드립니다      폐에 문제가 있다고 가정했을 때 엑스레이로 알 수 있는 걸 폐 mri로도 알 수가 있을까요  어느 게 더 정확한 가요      유방 엑스레이 대신 유방 초음파로도 문제가 있는 걸 알 수가 있을까요  유방 초음파만 해도 괜찮을까요      ct대신 mri로도 몸에 문제가 있다는 걸 알 수 있을까요      암 같은 경우 ct가 정확하다고 듣긴 했지만 mri로도 짐작은 할 수 있을까요 ,영상의학과
5,유방초음파 결과  년후 지방소엽 크기 변화,작년  월에    mm 크기의 지방소엽 혹은 결절 관찰된다고 했는데 대수롭지 않게 생각했습니다만 올해  월  cm 크기로 커져서 의사선생님께 여쭈니 모양이 나쁘지 않아 괜찮다고 하는데  년만에 크기 변화가 상당해서 걱정됩니다 ,영상의학과
6,brain MRI MRA Diffusion 판독 좀 알려주세요  ,특이사항이 없고 의증에 대한 경과관찰 하라는 것 같기도 합니다  알려주시면 감사하겠습니다 ,영상의학과
7,비파열 뇌동맥류 도움부탁드려요,얼마전 신랑이 건강검진을 받았는데요 뇌동맥류진단을 받았네요   우선 다음주 서울에 있는 병원으로 예약을 해놓긴 했지만 걱정이 되서요   혹시 MAA영상 보시고 도움부탁드립니다  뇌동맥류 위치는 위험한부위는 아닌지 시술가능한지 알고싶습니다 도움 꼭 부탁드립니다,영상의학과
8,비파열 뇌동맥류 도움부탁드려요,얼마전 신랑이 건강검진을 받았는데요 뇌동맥류진단을 받았네요   우선 다음주 서울에 있는 병원으로 예약을 해놓긴 했지만 걱정이 되서요   혹시 MAA영상 보시고 도움부탁드립니다  뇌동맥류 위치는 위험한부위는 아닌지 시술가능한지 알고싶습니다 도움 꼭 부탁드립니다,영상의학과
9,mri결과 뇌출혈 흔적이 있다고 하는데 흔적이 발생한 시기 추적이 가능한가요 ,아는 분이 집에 와서 엉덩방아를 찧으셨는데 그 이후로부터 어지럽고 혈압이 상승하였다고 한 뒤 병원을 방문해 mri를 찍으셨습니다   mri결과 뇌출혈 흔적이 조금 있고  아직 혈압이 떨어지지 않았다고 하시며 보상을 원하고 있는데요   뇌출혈 흔적이 언제 발생했는지  시기를 추적할 수 있는지 궁금합니다 ,영상의학과
10,복부 MRI 촬영시 조영제를 사용하는지 궁금합니다   동작   대후반 남 복부 MRI 촬영 ,복부 MRI 촬영시 조영제를 사용하는지 궁금합니다 ,영상의학과
11,조영증강 간CT를 곧 찍을 예정인데 이 검사로 췌장 쪽도 잘 나오나요   안양   대초반 여 복부 MRI ,안녕하세요 원장님     대의 어머님은 만성 B형간염 환자이시고   년도부터 비리어드정을 복용하고 계십니다   이후 간수치 및 바이러스DNA는 안정적으로 돌아왔고 간스캔검사에서도 처음    KPA에서  KPA까지 떨어진 상태입니다   그런데 지난주 복부초음파에서 췌관이  밀리 정도 확장된 소견을 받으셨습니다   질문사항 말씀드리자면        조영증강 간CT를 곧 찍을 예정인데 이 검사로 췌장 쪽도 잘 나오나요   간 위주로 찍는 CT라 복부 내 다른 장기들은 잘 안 보일까 해서요      혹시 조영증강 간CT로 불분명하다면 췌장이 잘 보이는 CT를 다시 찍어봐야 되는 걸까요      듣기로는 췌관 쪽을 보는 데 있어선 MRI가 가장 좋다는 말도 있던데요    위의 경우에서처럼  프리모비스트 MRI 같은 간 특이조영제 MRI를 찍는다면 췌장 쪽은 보기 어려울까요   MRI도 CT처럼 췌장 특이조영 MRI가 있는가도 싶구요   읽어주셔서 대단히 감사합니다  ,영상의학과
12,자궁선근증인데요   혹시 루프랑 하이푸 부작용이 무엇인가요  임신계획없고 출산경험도 없어요  강동   대후반 여 자궁선근증 ,임신관련 질병아니여도 진료가능한가요   저번에 일반질병관련은 안된다고 한것같아서요    자궁선근증인데 O병원에서 미레나 시술하라고하는데 부작용사례가 많아서  하이푸나 다른방법이 있으면 하고싶은데  혹시 루프랑 하이푸 부작용이 무엇인가요  임신계획없고 출산경험도 없어요,영상의학과
13,대장내시경에서 용종  개를 제거 했는데  mm  mm  mm  mm   mm 입니다   이경우 조직검사 했는데 아직 결과 중입니다  크기는 어느,대장내시경에서 용종  개를 제거 했는데  mm  mm  mm  mm   mm 입니다   이경우 조직검사 했는데 아직 결과 중입니다  크기는 어느정도 입니까  가능성은 일반암인지 유사암인지 궁금합니다  ,영상의학과
14,유방초음파 검사받고싶은데요,유방초음파 검사를 받아보고싶은데 질병이나 원인이 없으면 건강보험이 적용 안되나요      그냥 검사 받아보고 싶은데요,영상의학과
15,플레이트mri,오른손에 플레이트가 있는데 왼손mri 찍을라고하는데 문제 없겠죠 ,영상의학과
16,Ct결과 판독해주세요,결과 해석 부탁드려용,영상의학과
17,왼쪽 귀 안에가 저리면 어느 병원으로 거야하나요  ,약 두달정도 된거같은데 이비인후과에서는 큰 병원으로 가보라고 하셔서    대학 병원을 가봐야 하나요   신경외과   로 가야하나요   자세한 답변 부탁드려요  ,영상의학과
18,뇌 mri 검사 질문입다,뇌 mri검사할때 조영제를 검사 중간에 투입하는게 맞나요  검사 시작하기전에 맞는거아닌가요  그리고 조영제 맞아도 아무 느낌없나요 ,영상의학과
