0,1,2
류마티스 관절염  통풍,학교에서 발표하는 중입니다  선생님께서 발표 예시로 류마티스 관절염과 퇴행성관절염을 보여주셨는데요  저는 통풍을 하고 싶은데 류마티스 관절염과 다른 질환 맞나요  선생님이 예 들어준거와는 다른 것을 해야해서요    화요일이 발표라 최대한 빠른 답변 부탁드립니다,류마티스내과
통풍에 좋은음식 안좋은 음식,통풍에 좋은음식 안좋은음식 알고 싶습니다 ,류마티스내과
통풍일경우 헌혈 가능한가요  ,통풍이였는데 수치는     나왔어요 일주일 처방받고 아프지도 않고 약도 않먹어요 약다먹고 한달 지났어요 헌혈해도 되나요 ,류마티스내과
통풍의치료,통풍에 좋은음식 안좋은 음식 알고싶네요 ,류마티스내과
발가락에 통풍기가 있는데요,튀긴 음식에 맥주가 제일 안좋다고 들었습니다 이미 발가락은 사진처럼 부어있는데요 전문 병원은 가보진 않았습니다 검색으로 요산수치가 높으면 저렇게 부은다고 들었는데 전문병원가서 약처방받으면서 음식조절하면 붓기가 없어지나요   요즘 들어 통증이 심해져서요,류마티스내과
혈액 검사 요산 수치 관련 질문입니다,안녕하세요  다름아니라 제가 다리를 다친 뒤 혹시나하는 혈액 검사 결과 요산수치가        백혈구수치        CRP 정량      이 나왔습니다    의자에 오래 앉아서 밤을 샘   새벽에 킨더 초콜렛을    g정도 먹음  평상시엔 안 먹음    약을 먹어야할 거 같아서 밤을 새고 난 아침  시쯤 밥과 약을 먹음   며칠 동안 밤을 새고 낮에 자는 등 스트레스가 쌓임  혹시 혈액 검사 전 이러한 행동들이 요산 수치 증가에 영향을 줬을까요   자세한 상황은  토요일 아침에 귀가 후 모서리에 강하게 찌인 뒤  두번째 발가락과 발등의 연결부위쪽  바로 잠을 자고 일어났는데 그때부터 다친 부위가 뻐근하고 천천히 부어오르는데 심한지 모르고 그냥 집에서 나다니고 마사지하다가 일요일에서 월요일 넘어가는 새벽엔 꾹꾹 찌르는 느낌에 너무 아파 밤을 새고 다음날 병원에 가서 항생제등을 처방받고 진통제 주사를 맞았습니다  통증이 많이 가라앉아서 괜찮은 줄 알고 밤새도록 의자에 앉아서 할 일을 했는데 발이 좀 아파서 아침에 반깁스 풀고 보니까 붓기가 다시 심해져서 병원에서 항생제 강한 것을 다시 처방받으면서 혈액검사를 했습니다  일단 다리는 많이 낫고 있는데 통풍 의심된다해서 류마티스 내과를 가서 자세하게 검사받아서 통풍 여부를 확인하는 게 좋을까요   지금은 그냥 발바닥이랑 두번째 발가락을 연결하는 인대쪽만 땡기고 나머진 붓고 발등은 물이 찬  상태입니다,류마티스내과
통풍관련해서 문의드립니다 ,일주일전에 통풍증상이 있어서 병원에가서 피검사를 받고 다음날에 엉덩이주사와 콜킨정을 받았습니다   그런데 일주일이 지나고 콜킨정을 먹고 중간중간 주사를 맞는데도 더 아프고 심지어는 걷지를 못하는 상태에 이릅니다   가만히 있을때는 괜찮은데 움직일때 마다 엄청난통증이 옵니다  계속해서 견뎌야 하는지 궁금합니다   아픈곳은 무릎입니다 ,류마티스내과
통풍 초기증상인지 궁금합니다 ,엄지발가락 관절 쪽이 간헐적으로 찌릿하는데요  겉으로 보기에 붓지는 않았고 못걸을 정도로 아픈것도 아닙니다만 매우 신경이 쓰이는 정도입니다  그래서 신경성인지 무릎  손가락  발등 등도 찌릿하는것같은 느낌이 드는데요  통풍 통증이 동시다발적으로 여러부위에서 올 수도 있나요  더 심해지면 병원을 갈건데 통풍 검사를 보통 어떻게 하나요 ,류마티스내과
초등학생 루프스에요,초등  학년이고 루프스에요  학년때 루프스 걸려서 소론도정   이라는 약 잘 먹고 약도 점점 줄어서  개인가  개 먹고 있었는데요 올해  월달에 열이 막 나고 눈이 아프고 그랬어서    다행히 코로나는 아니었어요 응급실 가서 치료도 했고 약이   알로 다시 늘었는데    점점 줄어서 또 그때처럼 몸이 아파지면 어쩌나 합니당 부모님께서 걱정도 많이하세요 근데 걱정 끼치기 싫어서 좀 많이 건강해지는 과일 채소 알려주세요   하면 좋은 활동 같은것도 알려주세용 집에서 할 수 있는걸로요 그리고 제가 자꾸 살이 쪄요 부모님께서는 약 때문인것같다고 하시는데    진짜 약 때문인건가요   ,류마티스내과
자가면역질환 검사,예전에 자가면역질환 모니터링 검사라고 받은 적이 있는데 이렇게 나왔는데 이건 면역력에 문제는 있지만 특정한 병명이 없다고 들었는데 현재도 딱히 알려진건 없는건가요   제 몸에 대해 더 알고 싶을 경우에는 어떤 검사를 받거나 어떤 대학 병원의 과를 가는게 좋을까요 ,류마티스내과
