0,1,2
발목이 부어있는데 아파요,이거 벌레한테 물려서 그런건가요 아니면 봉와직염인가요 ,정형외과
족저근막 발달,제가 발이 평발처럼 생겨서 병원에서 진료를 받으러 갔었는데요 근데 병원에서는 각도를 재어 보니 평발은 아니라네요 그래서 검색을 해보니깐 족저근막 부분이 유독 발달이 되어있네요 그래서 걸을때나 뛸때에 족저근막 부분에 혈류량이 몰리며 근육통과 함께 부어 오를때가 많습니다  질환명이 무엇인지 알수 있을까요  족저근막을 예상했었는데 첫발을 디딜때 아프진 않네요  ,정형외과
고  허리디스크  번  번 걸린 사람,허리디스크  번  번 걸린 사람인데요    병원에서 허리 무리 주지 말라고 해서 학교에서 수업들을 때 항상 뒤에서 서서 스탠딩 책상에서  교시부터  교시까지 듣습니다  의자에 앉으면 자꾸 자세가 구부정해져서 허리에 무리가 갈까봐 그냥 서서하는건데 요즘 왼쪽 다리가 자꾸 아프네요 가만히 있어도 아프고   검색해보니까 더 악화되어서 그런거라는데 약은 좀 빼 먹더라도 무거운 가방도 안 메고 관리는 나름대로 잘 하고 있는데 왜 오랫동안 서 있어서 아픈 걸까요    그런거면 다리 둘 다 아파야지 왼쪽 다리만 아플까여우   내공  이요,정형외과
평발이라 자꾸 발목이 접질러요,이번엔 인대도 늘어났어요  계속 이렇게 지낼수 없고 대채기 없을까요 ,정형외과
인대 늘어났을때,오래 전 한  년에 계단에서 넘어져 인대가 심하게 늘어났는데 최근들어 멍들거나 붓진않았는데 그 부위가 너무 아프고 통증이 심한데 병원 가봐야할까요 아니면 그냥 둘까요,정형외과
발목을 못 움직이겠어요,발목을 좀 심하게 삐었는데요 붓지는 않았는데 이불만 걷어차도 발목이 힘 없이 비틀리면서 꺾여요  조금만 닿아도 엄청 아프고요 특히 봉숭아 뼈 가 미치도록 아파서 울기 까지 했어요,정형외과
왼쪽 발목통증,왼쪽 내측복사뼈를 식당 테이블 다리에 좀 쎄게 박았거든요 근데 오른쪽이랑 비교해봐도 부은게 한 눈에 보이고 걸을때도 통증이 있고 살짝 건들이기만 해도 찌릿하면서 말도 못할 정도로 아프거든요 이건 뭘까요   ,정형외과
발목 접지름,풋살하다가 발목을 접질렀는데 첨에 아팠다가 괜찮아져서 좀더 했는데 도저히 발목이 아파서 안움직여서 쉬었거든요 그래서 집와서 보니깐 발목이 사진처럼 부어있고 서있기도 힘들어요  발목 접지를때 투둑 소리났는데 인대가 끊어진 걸까요   ,정형외과
손목 힘줄신경수술후,수술한지  주정도 되었고 손목 힘줄과 신경이 여러개가 끊어져서 손가락이 움직이지 않고 감각이 없었습니다  수술직후에는 엄지손가락이 잘 움직였는데 지금  주가 지난후에 엄지손가락이 수술전처럼 제대로 구부려지지도 움직여지지도 않습니다  병원에서는 수술  달뒤부터 재활하자고 했고 오늘 병원에서도 일단 지켜보자는 진단을 받았는데 혹시 다시 끊어진건 아닌지 불안해서 질문합니다  의사말처럼 그냥 지켜보다가 재활치료를 하는게 나을지 아니면 mri를 재촬영해서 확인하는게 나을지 잘모르겠습니다  그냥 손가락을 안쓴지 오래되서 굳은건지    답변부탁드립니다  끝 ,정형외과
어깨 스트레칭 후 힘이 들어가질 않아요,요새 계속 앉아있을 일이 많은데 왼쪽 어깨 목 통증이 있어서 통증 느껴지는 부분 위주로 계속 스트레칭 해줬는데 손까지 힘이 아예 안들어가네요 제 몸이 제 몸 같지 않은기분이에요 가방 멜때도 왼쪽 매기가 잘 안돼요   막 아프진 않은데 왼쪽 팔은 제 몸이 아닌 기분이 듭니다 어깨가 빠진건가요 혹시   스트레칭을 하기 전엔 아파서 불편하고 스트레칭하고 나니 더 불편해진 기분입니다  당장은 병원 가기 부담이고 간단한 응급조치 알려주세요  추가적으로 평소에도 왼쪽 어깨가 안좋긴 했습니다 어깨를 내리면 항상 뚜둑 소리가 나고 등운동 할 때 견갑골을 모으는 것도 왼쪽 어깨가 아파서 못합니다,정형외과
무릎 mri 판독 부탁드립니다 수술  번 했음 ,안녕하세요 무릎 mri를 찍었는데 판독을 부탁드리고자 합니다            년   월에 축구를 하다가 뚝소리가 나면서 주저앉았으며   주 후 전방십자인대 완파 및 내측 반월상연골판 파열 진단을 받아 전방십자인대 재건술 및 내측 반월상연골판 봉합술 시행하였음         년  월에 핀제거를 위해 관절내시경 시행 중 내측 반월상연골판이 또 파열되어 내측 반월상연골판 봉합술을 시행하였음 두번째 수술 전에는 무릎에 통증이 없고 정상인처럼 살아서 아마도 의사선생님께서 핀제거를 하려고 무릎을 열어보신 김에 연골이 약간 손상되어 있어 봉합술을 같이 해주신거 같은데 잘 모르겠습니다    위 두가지 과정 모두 봉합술 하였기에  주동안 목발 잘 사용했습니다         년  월   일에 골프 드라이버 티샷을 하다가 무릎이 삐끗하면서 뼈소리가 뚝뚝 났으며  정신을 못차리고  홀 후 티샷 드라이버를 하다가 무릎이 한번정도 더 삐끗하면서 뼈소리가 사라지면서 무릎안에 뜨거운 물이 흐르는듯한 느낌을 받았습니다  다음날인  월  일 걸을 수 없을정도로 아파서 병원에 내원하여 아래와 같이 MRI 촬영을 했습니다   물이 차있어서 아픈건지   이미  번정도 수술을 했기에 MRI에 왜곡이 있을 수 있다는 말씀을 너무 들었고 저 또한 너무 헷갈려서 지식인에 자문을 구하고자 합니다   ,정형외과
발톱깨졌을때,제 발톱이 깨졌는데 진짜 너무 아파서 미칠거 같아여 어떡카죠  ,정형외과
좀 오래 걸으면 왼쪽 무릎이 좀 아파요,  살인데 왜 이럴까요 ,정형외과
팔꿈치 이소성골화,안녕하세요 제가 야구를 하고 골절수술을 하고 재활을 잘못해서 이소성 골화가 생겨 제거하는 수술을 하였습니다 근데 수술하고 개월이 지낫는데 팔을   도 각도에서 옆으로 하면 팔이 빠지고 흔들거립니다 어떡해 해야 회복할수있나요 ,정형외과
엉덩이 꼬리뼈 와 골반뼈 통증,약 오늘 하고  일 전부터 자려고 누워면 꼬리뼈가 툭 튀어나와있다는느낌을 받을 정도로 이질감이 느껴졌습니다  꼬리뼈와 바닥이 맞대면 통증이 생겨요 그이외엔 걷거나 앉았다 일어난다거나 한다해서 통증이생길만한 나이대는 아직 아닙니다만  유튜버보니 꼬리뼈를 운동 공같은걸로 눌러주면 이완된다는데 운동공같은건 없고 손을 맞대고 누르니 튀어나왔다고 느껴지는 꼬리뼈가 숙 들어간느낌이 나더니 약 몇십간은 괜찮아졌다가 다시 튀어나온 느낌을 받고 눌리면 꼬리뼈 통증이있네요  서있을때 엘레베이터 손잡이에 꼬리뼈가 닿는위치의 키라 꼬리뼈에 자극이 가면 쓰라린 통증이  동반됩니다  꼬리뼈를 다친적은없고  꼬리뼈가 튀어나오기도할까요  겉으론 이상없어보이는데 느낌으로 느껴볼수도 있나요   골반이라고 지칭해야할지는 모르겠지만  위치는 골반이에요 골반도 튀어나왔다고 표현해야하는게 맞을듯헌게 옆으로 누우면 전과다른 골반이 툭 튀어나와 허가 들리고 다리는 아래로 내려간느낌도 나고 골반을 건드리면 통증이 발생되나 일상생활에선 불편감없고 잘때 누울때 그러하네요   신경문 제인지 아니면 정형문제인지 궁금하네요,정형외과
스테로이드 주사를 맞았는데 통증이 더 심해질수도 있나요  ,제가 몇달전부터 팔쪽 이상한느낌과 피로감 무거움  통증등등때문에 많이 고생했는  데요   물리치료나 체외충격파나 진통소염제등 여러방법을 써도 낫지를 않았서  여러병원 전전하다 한 병원에서 어깨에 스테로이드 주사를 맞으면 통증이 없어질거  라고 주사맞고 통증줄면 본인이 재활운동도 알려준다하여   일날 우측어깨에  방    일날 좌측어깨에  방 스테로이드 주사를 맞았습니다  나중에 실비때문에 서류 떼보니 트리암  mg 을 각각 양쪽 어깨에 놔주셧더라구요     근데 맞고나서 오히려 통증도 심해지고 이상감각도 더 심해지더라구요 주사맞기전에는 팔을 내리고 있을때 누워있을때에는 괜찮고 의자에 앉아서 컴퓨터같은거 할때나 아니면 핸드폰하거나 양치하려고 팔들거나 할때 이상감각 통증등이 느껴졌었는데 이제는 팔을 내리고 있을때나 누워있을때도 팔에 이상한 감각이 느껴지고 통증도 있습니다     그래서 병원가서 얘기했더니 의사분은 맞기전에는 주사만맞으면 괜찮아질거처럼  얘기하더니 막상 제가 주사맞고 더 심해진거같다고 하니까 자기가 해줄만한 치료는   다 해줬다면서 그냥 일상생활하면서 지내보다 더 심해지면 오라고 하더라구요    그래서 근처 다른 재활의학과를 가봤더니 흉곽출구증후군 같다면서 우측 쇄골위쪽  에 신경차단 주사를 놔줬습니다  덱사메타손을 주사했는데 몇mg 넣었는지는  안나와 있더라구요    아무튼  그 주사에도 통증호전은 전혀 없는 상태입니다       제가 느끼기에는 주사맞고 통증강도 및 통증이 나타나는 상황도 더 늘어난거같은  데 제 착각일까요  아니면 간혹 스테로이드 주사맞고 통증이 심해지는 경우가있나요        만야 그런경우가 있다면 약효가 몸에서 다 빠져나가고 나면 다시 돌아오나요  ,정형외과
관절면 관절연골,관절면이랑 관절 연골 차이가 뭐고 각각 어디에 붙어있고 어떻게 생겼어요 ,정형외과
어깨통증 질문,스트레칭을 하다가 뽀드득  하는 소리가 들리고 난 뒤부터 통증이 있는데 이게 어떤 증상인지 궁금합니다      처음은 통증x 좀 불편함이 있었고    다음날 아침부터 통증이 심한 수준이라 병원에서 진료    진료시 찍어보니 목이 거북목이라 그렇다고 진단해주심      이후 체외충격파 받고 염증약 먹으면서 약간 호전 불편함은 여전했음      그 뒤로  개월가량이 지났는데 여전히 통증이 있음      목하고 같이 아픈 경우는 없고 어깨가 좀 당겨지거나 할때 주로 통증이 있음 신경쓰일정도     팔을 들거나 어깨를 뒤로 당기거나 아픈쪽 팔을 등쪽으로 최대한 땡길때 아픔     주로 가슴 위편이 아프고 그 반대편인 등쪽 어깨도 아픔    이거 주말에 정형외과 다시 예약하고 가긴할건데  어디가 아픈거라고 생각해야할까요    추가로 궁금한게   목디스크나 거북목으로 인한 통증과 근육손상으로 인한 통증이 같은 느낌인가요 ,정형외과
정형외과 소견서 변역,해석부턱드립니다  ,정형외과
허리에 좋은 운동이나 자세 알려주세요,허리통증이 있어서 병원가봤는데 허리가 꽤 많이 휘어서 오래앉지 말고 허리 똑바로 펴서 앉으려고 자세 교정중입니다 허리 펴지는데 좋은 운동 스트레칭 뭐가있을까요  그리고 평상시엔 누워있는게 서있는거 보다 좋을까요  그리고 걷기운동도 허리에 도움이 되나요 ,정형외과
XO다리형 교정,제가 Xo다리인데요 어릴때 교정해야한다고도 하고 컴플렉스이기도 해서 어떻게 교정을 해야하는지 알려주세요 병원을 가야하나요 아니면 집에서 교정운동으로 할수있나요 ,정형외과
일자목 턱변향,제가  년째 일자목인데 일자목인데 계속 놔두면 턱이 모양이 바뀌나요 턱이 변형되고그러나요 ,정형외과
무릎 통증,왼쪽 무릎을 굽히거나 앉았다일어나기 왼쪽 무릎에 무게중심을 가했을때 왼쪽 무릎이뼈가 엇갈리는것처럼  아파요 앉았다 일어날때도 무슨 뼈 뽀가진사람처럼 한쪽 무릎 피고 어디 잡지 않으면 못일어나요     이런적이 한두번이 아닌데 어제 학교에서 갑자기 떨어진거 줍는데 너무 아프더라구요  혹시 이상 있을까요,정형외과
발목 반깁스 언제까지 할까요  , 주 전 월요일에 발목을 접질렀고 다음날 정형외과 갔더니 인대가 늘어났다고 반깁스 해주셔서 하고 물리치료 받은 이후에 한의원 병행하면서  주 정도 치료 하던 중에 지금 코로나 확진으로 자가격리 중이라 치료를 못 받는 중인데요     일에 제가 발목을 다쳤거든요  반깁스를 언제까지 하고 있어야 할까요    반깁스를 오래하면 안 좋을까요      수정  발 사진 추가합니다  왼쪽 발입니다,정형외과
팔꿈치수술  토미존수술 한국에서 가장잘하는병원  군데만 알려주세요 , 군데만 부탁드립니다   ,정형외과
발목 금인가요 ,학교 체육시간부터 계속 아프더라구요 발목을 자주 삐긴하는데 이정도로 통증이 있지는 않았는데 발을 위로 올리면 접히는 부분 왼쪽이 아프네요  체육시간에 킨볼을 했는데 그때 움직이면서 발목 접지른거 같기도 하고 사진좀 봐주세요 살짝 멍이 든거 같기도 하는데 금 갔을까요  ,정형외과
내성발톱 과잉진료인지 궁금합니다,내성발톱 엑스레이 찍고 마취하고 주사맞고 했는데  만원 나왔어요 정상인가용     다른곳도 보통 이렇게 하는건지를 잘 모르겠습니다  ,정형외과
간간히  분쯤 걸으면 다리 통증이 심하게 옵니다,집에서 생활할 때는 전혀 통증이 없는데  간혹 외출할 때  분 정도 걸으면 위 사진에 표시된 부분이 뭉치고 뭔가로 조이듯이 아픕니다  매일 이러는 건 아니고 어떤 날은 등산을 하거나 오래 걸어도 통증이 없는데 어떤 날은 정말 조금만 걸어도 걷기 힘들 정도로 통증이 있습니다  그리고 앉아서 쉬면 통증이 사라지긴 합니다  단순히 운동 부족인 건지 아니면 정말 어디가 안좋은건지 궁금하네요   ,정형외과
발목 인대 늘어났는데 깁스 몇 주 하나요 급함 내공   ,발목 인대 늘어났다는데 깁스 일주일만 하라구 해서요  애들한테 물어보니까 저 정도로 심하지도 않았는데 석고붕대하고 한 달은 했다는데 저 일주일만 해도 괜찮나요  걸을 때마다 뚝소리듀 나여,정형외과
오른쪽 네번째 손 뼈 함몰,안녕하세요 제목 그대로 뼈가 쑥 들어갔는데 화가 주체할수없을정도로 심하게 나면 벽을 치는 버릇이 있는데 그전에도 퉁퉁붓고 가라앉고를 여럿있어서 병원은 단 한번도 안갔습니다 하지만 최근에도 벽을 쳐서 손을 봤더니 심각하게 부풀어 오르고 좀 가라앉았다가 붓기빠지고 동네병원을가니 뼈가 부러진것같다고 의심된다하여 큰병원가서 엑스레이 찍고 진료를 보니 부러진건 아니고 인대가 놀랐다 계속 아프면 골절의심된다 이러시고 반깁스를 했는데 붓기가 어느정도 많이 빠져 제대로 보니 뼈가 함몰 됐더라구요 통증도 좀 있는데 골절일까요 ,정형외과
어깨통증 질문,왼쪽 팔을 들어올릴때마다 거슬리는 정도 의 통증이 있습니다 일상생활에는 문제없지만 자꾸 신경이 쓰여서 병원에 가보았더니 뼈에는 이상이없다 하시고 초음파 물리치료 권장해주셔서 받고 있습니다  회정도 치료 했고 증상이 있던뒤로  달정도 지났는데 치료 가격은 부담스러운데 아무런 호전이 없네요     제가 경찰을 준비하고있어서 운동도 시작해야되는상황인데 슬슬 조급해지네요     어디서 다쳤다고 생각되지는 않았는데 생각해보니 두달전에 스키장에 가서 많이 넘어졌었는데 그것때문인가 싶기도 하고요    팔을 못쓰고 있는건 아니라서 통증을 무시하고 그냥 운동 해도 괜찮을까요  그리고 혹시 이러한 증상이 있는경우에 수술말고는 치료가 힘들까요 ,정형외과
 우측 견관절 회전근개손상 S      치료 받을수있는 방법을 알려주십시요, 개월전에 이사를 하고 짐을 높이들어 올리는 작업을 하던중에 심한 어깨의 통증이왔고 누울때면 어깨의 팔이 떨어질 듯한 통증이    일동안 있었습니다 이후로 통증상태가 조금 나아지듯하고 직장과 가사생활을 병행허다보니 차이필 미루다가  개월전에 병원가서 MRI촬영을 했는데  우측 견관절 회전근개손 S      결과가 나왔습니다 의사가 뼈와 인대가 조금 벌어져 있는 경미한 상태여서주사없이 물리치료와 약을복용하여 치료하자고 해서 물리치료  번받고 한달정도 약을 먹었지만 팔을 옆으로 뻗을때  외투를 입을때 어깨에 통증이있고  개월동안 즐기는 배드민턴운동도 못해서 우울증이 올것만 같아요,정형외과
 사진약혐주의  봉합수술 후 실밥 푼뒤 처치 어떻게 해야하나요 ,검지손가락 봉합수술 후 살밥 푼지 일주일이 지났는데 그리고 손톱 부분은 벌어지는데  안아픔  괜찮은건가요  잘라내도 상관없나요  실밥 푼 후 더 병원 방문 안해도된다고 했었는데 살짝 벌어진거같은데 안가도되나요  절단부분의 피부는 아프진않고 저릿저릿한느낌만 들어요 실밥 푼 이후에 매일 일회용 밴드 붙이고 다니는데 완전히 나을수 있나요 ,정형외과
무릎에 물이 찼어요,안녕하세요    살 여성입니다     살 때 삐끗하면서 처음 무릎에 물이 찼었고  두 번 정도 물을 뺐었습니다  이후로도 조금씩 붓고 불편한 감은 있었지만 금방 괜찮아졌었고요  당시에 씨티나 엑스레이도 찍어봤었는데 문제는 아예 없었습니다   최근 무릎을 굽혔다 폈다 하는데 딱딱 소리가 많이 났었습니다  소리를 내는 게 무릎이 좀 시원해지는 느낌이라 계속 소리를 냈었는데 이 때문인지 현재 제대로 걷지 못할 정도로 무릎이 많이 부었습니다   어차피 빼도 계속 차는데 병원을 가서 물을 빼야 할까요  원인이랄 게 따로 없이 그냥 차는데    그냥 두면 나아지나요 ,정형외과
조금전 무릎 절골술 질문 드렸었는데   ,제가 질문 드렸던  내용  무릎 절골수술을 했습니다  개월이 지나서 목발과 보조기는 하지 않고 그냥 절룩거리며 보행을 조금씩 하고있는데     저보다 일주일 앞서 수술한   대 지인은 요즘 보행 가능하다고 들었습니다  제 나이는   대 중반 저는 언제쯤 정상보행이 가능할까요   혹시 아시는분 알려 주세요 어떤 말씀이라도 저는 도움이 될것입니다   답변 내용          안녕하세요 세솟는 정형외과  김   입니다  무릎 경골 절골술을 하신 것 같습니다  무릎 절골술 하신 후  개월 정도 지나면 정상 보행을 하셔야 하는 시기가 되셨을 겁니다  수술 후에 정상 보행을 위해서는    관절 운동 범위가 회복되어야 하고    대퇴부 근력이 어느정도 회복되어야 합니다  관절운동은 수술 후에 무릎 구부리는 운동을 꾸준히 하셔야 하고  근력 강화운동은 대퇴 사두근을 강화하는 운동을 하셔야 합니다  이 두가지 운동을 꾸준히 병행하시면서  그동안 약해진 근력이 회복이 되어야 정상적인 보행을 하실 수 있습니다  너무 조급해하지 마시고 꾸준히 운동해주세요          세솟는 정형외과   김     원장님께  다시 질문 드립니다    먼저  너무 감사합니다    꾸뻑    번  결론적으로는 사람에 따라 정상보행 가능한  시기가  조금씩  차이가 있다고 생각되는군요        실내 고정용  자전거타기 운동을 하고 있는데     무릎 구부리기 운동에 도움이 되는지요        그리고      정상보행을 못하고  절룩거리는게  아주 오랫동안  될수도 있을까요   ,정형외과
디스크 허리통증 안 좋아질까 걱정,요즘들어 의자에 앉으면  디스크 허리통증이 있고 머리를 감을려고 고개를 숙이면 디스크 허리통증이 있습니다  근데 이게 심한건 아니고 좀 거슬릴 정도라 디스크 허리통증이 맞는지도 잘 모르겠지만 의심만 하고 있어요  병원에 가봐야 겠지만   아직은 안 가봤는데 더 안 좋아지게 될까요 ,정형외과
일자허리 어떻게 해야 될지,일자허리 때문에 좀 불편하고  간헐적 통증이 있어요  병원에 가니까 디스크는 아니라고 하던데 일자허리 때문에 자세 교정이 필요할 수 있다네요  일자허리 교정해 주지 않으면 부담되서 오히려 척추 질환 생길 수 있다고 합니다  그럼 어떻게 하죠  교정치료 받으면 되나요 ,정형외과
아킬레스힘줄 이거 파열된걸까요 ,아킬레스힘줄이 끊어진건지  일부 손상을 입은건지 모르겠지만 아파서 잘 못 걷겠습니다  아킬레스힘줄 손상이 되면 회복이 어렵나요  아무래도 걸을 때 영향을 미치는 곳이니까 어려울 수도 있을까요    아킬레스힘줄 손상을 입으면 수술을 해야 해요 ,정형외과
발목 소리 자꾸만 나는 것 같아요,뼈 소리인지는 모르겠는데  발목 소리가 자꾸만 나요  발목 소리 어떻게 해야 될까요  뭐 뼈에 이상이 있거나 그런건가요  아프지는 않은데 발목 소리가 나니까 어떻게 해야 될지 모르겠어요 ,정형외과
손등뼈 돌출 골절  물혹 ,손등에 살이 없는 편인데  손등뼈 돌출로 좀 유독 튀어나온 부분이 있어요  그래서 이게 골절 때문인지 물혹인지 헷갈리는데    손등뼈 돌출 왜 이렇게 된걸까요  손등뼈 돌출 찾아보니까 결절종 관련해서 많이 올라와 있던데 그건가요 ,정형외과
쇄골 밑 통증 원인이 뭘까요 ,쇄골 밑 통증이 있는데  왜 이러는지 모르겠어요  골절되서 쇄골 밑 통증이 있는건지 아니면 염증  뭐 다른 원인으로 있는건지    일단은 병원에 가보는게 좋겠죠  근데 확실한건 쇄골 밑 통증 때문에 어깨랑 목이랑 움직임이 힘들긴 합니다   ,정형외과
무릎 뒤 땡김 무리하면,운동을 무리해서 그런가  아님 잘못해서 그런가 무릎 뒤 땡김이 있어요  무릎 뒤 땡김 어떻게 해야 되는 걸까요  왜 이러는지 모르겠어서 정말 고민이 많습니다  일단은 병원을 가서 무릎 뒤 땡김 치료를 받아야 할 것 같은데 쉽게는 안되겠죠 ,정형외과
