0,1,2
평소 편두통이 있는데 요즘들어 엄청 심해져서 지금도 일상생활이 불가능할 정도입니다  울렁거리며 토할거같기도 한데 머리아픈게 훨씬 커요  원래 디,평소 편두통이 있는데 요즘들어 엄청 심해져서 지금도 일상생활이 불가능할 정도입니다  울렁거리며 토할거같기도 한데 머리아픈게 훨씬 커요  원래 디롤정을 먹었는데 약이 다 떨어져서 덱스리펜정을 처방받아 먹고있는데 효과가 하나도 없습니다  지금 이순간도 머리가 깨질거같아요,신경과
강중구선생님 뇌전증과 치매에 대해서    ,다름이 아니라 저희 어머니께서  년전 했던 얘기를 반복해서 하셔서 동네병원에서 뇌mri와 신경심리검사 혈액검사를 받았습니다  그 결과 치매는 아니지만   년전 뇌경색을 알았던 흔적이있고 그로인해 나이가 드시면서 후유증으로 기억력이 떨어지는거라고 진단을받고 예방차원으로 도네필정을 처방받아 드싣다가  일전 길을 걷다가 실신을하셔서 응급실에서 각종검사와 머리ct를 찍었는데 이상이없다고 나왔습니다  다음날 평소 진료를 받던 신경과 선생님께 말씀드리니 뇌전증이 온거같다고 케프라정을 처방받아 복용하고 있습니다  제가 궁금한것은  번의 실신으로도 뇌전증이라 확진을 할수있는지가 의문입니다 실신후 mri와 뇌파검사등은 하지 않았습니다  이 상태로 실신이 반복되지 않는다면 경과를 지켜보는게 맞는건지 아니면 뇌파검사나 mri등 검사를 당장받아봐야하는 상황인지 여쭈어보고 싶습니다  걱정이 많아서 찾아보던중 선생님께서 이 분야에서 저명하시다는 얘기를듣고 질문드립니다  고견을 부탁드리겠습니다 ,신경과
뇌전증 앓고있습니다   해마경화증  의사선생님만 꼭답변부탁드립니다 ,해마경화증 측두엽뇌전증으로 복합부분발작을 앓고있습니다   년간 약을복용하고있습니다       살때 소발작잇엇습니다  병원을 옮기기전에는 약을복용해도 증상이 심햇엇습니다    하지만 병원옮기고나서 약이바뀌고  년간 조절이잘되다가 어느순간 한달에한번꼴로   요근래 전조증상 동반해서 발작이나옵니다    기존 발작증상 예     경직된상태로걷기 몸 비틀기 등이 잇엇습니다    하지만 어제 전동킥보드를끌고 길을 걷던중이 전조증상이올라오더니 발작이 시작됫습니다   정신잃은채로 눈한쪽을 누가찌르듯이 눈한쪽을 감앗다가 떳다가 몇번 반복되다가    얼굴이 하얗게되면서 전동킥보드를잡은채로 길을왓다갓다 또몇번하다가 킥보드를놓쳐버리고 일짜로누은채로 쓰러지고눈을감앗습니다   그래서 부모님이 일으켜새워가지고 정신을차리기까지    눈을깜빡거리기 발작시작점부터  빠르게 토탈  분정도걸린거같습니다   한번도 길을걷던중 쓰러진적이없엇엇고 길을걷던중 발작을해봐야 뱅뱅돌면서 끝낫엇는데    그것도 딱한번이엇습니다   갑자기 쓰러져서 잠깐눈을감고 정신을 잃어버린게 발작이 대발작으로 진행이된걸까요  복합부분발작에서 저런현상으로 눈감고 쓰러질수가있는건가요   발작시작되어서 처음병원갓을때 교수님이 잘못하다간 대발작으로 진행될수가있으니 약잘복용하라구 햇엇엇습니다     복합부분발작에서 대발작으로 진행이된거일까봐 너무걱정이됩니다       년간 병원에서  번의 뇌파검사를햇엇는데 모두 정상이엇습니다   그래서 입원해서  박 일 뇌파까지 햇엇는데 그때도 정상으로나왓습니다   뇌파는 항상 정상인데 발작은 한달에한번나오고  그러는상태입니다 ,신경과
뇌전증 약 중단하고조 증상이 없는 사람도 있나요 ,안녕하세요 고등학생때까지 건강했지만   살 초에 피로누적으로 한번  음주 후 한번 쓰러져서 뇌전증 판정을 받은 대학생입니다  활발한 성격이지만 뇌전증때문에 군대도 면제받으면서 알게모르게 친구들을 만날때 미필이라는 이유로 자신감이 많이 떨어졌고 사람들을 만나는게 귀찮아졌습니다 약 복용 후에는 늘 졸리고 멍하며 인지능력과 기억력도 감퇴해 공부도 집중이 안되서 요즘 걱정이 많습니다 왜 많은 사람중에 하필 제가 이런병에 걸렸는지 요즘따라 우울하기도 하고 스트레스도 많이 받습니다  약을 복용한 후로는 증상은 없는데 혹시 몇년뒤 약을 점차 줄이면서 복용을 중단한다면 다시 학습능력이 돌아올까요  그리고 약을 끊고도 발작없이 예전에 평범한 모습처럼 살아갈 수 있는지 궁금합니다  정성 있는 답변 부탁드립니다,신경과
왼쪽얼굴에 마비가 올거같아요,저린 느낌이랑 얼굴이 달달 떨어요,신경과
오른손 새끼 손가락 저림,며칠 전부터 그랬는데  예전에는 문제 없었는데  갑자기 오른손 새끼 손가락이 자꾸 쥐나듯이 저려요  지금도 그렇고요  제가 항상 컴퓨터를 해서 키보드와 마우스를 많이 만지는데  컴퓨터 땜에 이런건가요 ,신경과
팔이 떨려요,며칠 전부터 왼쪽 팔 전체가 경련 일으키듯이 떨리는데 신경에 문제가 있는 건지 왜 이러는지 알 수 있을까요  길면  분 이상 지속 될 때도 있고 육안으로 봐도 떨리는게 보여요,신경과
이거 무슨병인가요 ,밥먹다가 갑자기 쓰러질뻔했어요  평소엔 안그러는데 이번에는 진짜 몸에 힘이 빠지고 눈이 갑자기 감겼어요  그런데 제가 그걸느끼고 정신력으로  일어났거든요   근데 눈앞이 어질어질한거에요  그래서 딱 정신차릴려고 눈부릅 떳어요  스트레스가 많이 쌓여서 일까요  저혈압일까요  저혈압 증세 알려주시고 왜그런지 좀 알려주세요  이런거랑 관련된 질병도 알려주세요  그리고 요새유행하는 코로나랑 관련이 있을까요  ,신경과
기억력이 떨어 집니다  어느과로 진료받아야 하나요 ,복싱선수를 하고 있습니다  시합때 정타를 허용한후 블랙아웃된 상태에서 정신이 차려 지지 않습니다  순간적으로 정신치 끊겼다가 돌아옵니다  뇌 상태가 괜찮은지 진료를 받아보고 싶은데 어느과로 진료를 받아야 하나요   저는 시합을  라운드 까지 다하였으나  라운드 정타 허용후 저는  라운드까지밖에 기억이 안납니다  아무생각없던거 기억을 할라고 노력을 하니 기억이 됩니다  머리에 이상이 있는듯 한데 진료를 어디서 받아야 할지 모르겠습니다,신경과
머리 어지러움 흔들림,회사 가려고 일어났는데 화장실 타일이 흔들리고 양치하는데도 어지러워서 왼쪽을 몸이 기울게 되고  지금도 일어났을때보단 조금 나아졌지만 아직도 숙취인거 마냥 머리가 흔들거리고 어지러워요 전날 술안먹었고 일찍 잠들었습니다 증상이 왜그런걸까요     ,신경과
