0,1,2
머리가 너무 아픈데 원인을 모르겠어요   ,머리가 멀미한 것처럼 어지러워서 토할 것같아요     일 되었어요  이석증이   일 전 재발했는데 병원가서 약먹고 나아지긴 했습니다  근데 처방받은 약 다 먹은 다음날부터 아프기 시작했어요  눈 앞이 빙글빙글 도는 이석증 때와는 다른 어지러움이라 당황스럽습니다   참고로 만   세 입니다   인터넷에 아무리 찾아봐도 정확하게 와닿는 설명이 없어서 너무 힘들어요     도와주세요 제발,신경과
틱 증상 인지 모르겠어요,어느 순간 인지 모르겠는데 자꾸 눈 돌려야 풀리는 느낌이고 눈을 힘주고 깜아야된다는 의식이랑 손가락 발가락을 자꾸 꼬와서 근육이 늘어난다는 기분 이랄까 그러고 저는 모르겠는데 운동할때도 손가락 꼬우면서 운동 하고 가만히 있을때도 손가락 안 꺾거나 꼬우면 손이 불편 하다고 하나  안 시원하고 걸어다닐때도 발가락 꼬와질려듯 움직이고 눈도 계속 깜빡이고 발가락도 꺾어야 시원한 느낌이 들고 안그러니까 불안  불편하고 힘들어요,신경과
비오는날 두통,여친이 비오는날만되면 머리가 아프다는데 무슨병인가요 ,신경과
눈 근육긴장이상증,정신과치료중에 추체외로부작용으로 안구운동발작 안구 근긴장이상증이 나타나서 눈이위로올라가는데 약 중단후에도 증상이 계속나타나면 병원 어디과로 가야할까요  치료가되나요   제 걱정은 평생이럴까봐 걱정입니다   아빌리파이 약으로바꿔서 감량하면서 먹고있지만 나아지지않고 주기적으로 증상이 나타납니다 증상이나타나면 신경안정제 디아제팜을 먹는데 아예 치료가 가능할까요,신경과
머리 흔들리는 증상,수험생활을 하면서 스트레스를 많이 받았는지 갑자기 어지러움 이 심해져서 가만히 앉아있어도 빙빙 돌더라구요 목도 아프길래 목디스크인줄 알고 경추mri 찍었는데 문제 없었고 머리 ct도 찍어봤는데 의사쌤이 아무 문제 없고 건강하다고 했어요 그러다가 시간이 지나니까 악화돼서 가만히 있어도 몸이 흔들리고 머리가 좌우로 막 흔들려요  엄청 빨리 도리도리하는 것처럼요    어지러움이 몸 전체로 확장된 느낌이에요 그리고 무엇보다 딱딱한 등받이 의자에 앉으면 증세가 심해져서 집에서는 커블을 꼭 사용하고 있어요  수험생활도 끝나구 스트레스 많이 안 받아서 괜찮아질 줄 알았는데 나아지지를 않네요   저도 모르게 머리가 막 흔들리는 모습에 당황스럽네요   밖에서는 그 모습을 보이기 싫으니까 참게 되구요  이 증상의 원인이 뭔지 어떤 진료과를 찾아가 치료를 받아야 할 지 모르겠어요    스트레스 받을때 심해지는데 단순히 스트레 스가 원인일까요  도와주세요 ,신경과
같은 시간대에 머리 아픔,아니 제가 어제부터 계속   시   분쯤부터 계속 머리가 아프고 어지러운데 이마쪽 이 진짜 너무 아파요 그리고 밤에 자려고 누우면 아프고요 왜 이러는거죠 ,신경과
귀 통증 구토 어지러움,어제 아침에 귀를 파려다가 너무 아파서 병원갔더니 이상이 없다고 해서 소염제만 처방하고 다음날 자고 일어났더니 귀가 더 아파진거같아요 지금은 손가락 넣어보니까 왼쪽이랑 비교해도 부어있네요 그리고 일어서면 너무 울렁거려서 구토도 계속 하고 울렁거립니다   구토하고나면 어지러워서 너무 힘드네요 원인이 뭘까요 ,신경과
단순 두통인가요   ,안녕하세요   금요일 밤 부터 약간의 두통이 시작되었고 다음날 토요일 혹시나 하는 맘에 코로나 키트를 해보고 결과 음성이 나와서 집에서 운동도 하고 밥도 먹었는데 저녁이 되니 또 미세한 두통이 오더니 저녁먹고 나서는 또 괜찮았거든요   다음날인 오늘 일요일도 계속 미세하게 두통이 있네요 그러다보니 계속 누워있고 잠을자게 되네요   편두통 증상인가요   몸살인가요   ,신경과
두통의 연속   ,안녕하세요   금요일 밤 부터 약간의 두통이 시작되었고 다음날 토요일 혹시나 하는 맘에 코로나 키트를 해보고 결과 음성이 나와서 집에서 운동도 하고 밥도 먹었는데 저녁이 되니 또 미세한 두통이 오더니 저녁먹고 나서는 또 괜찮았거든요   다음날인 오늘 일요일도 계속 미세하게 두통이 있네요 그러다보니 계속 누워있고 잠을자게 되네요   편두통 증상인가요   몸살인가요    이마랑 인중 쪽에 두통이 미세하게 계속 옵니다  ,신경과
수면시 왼쪽 어깨가 아프고 자꾸 들썩거려요 ,수면시 머리  목  등에서 식은땀을 흘립니다  수면시 오른쪽은 괜찮은데 왼쪽어깨가 자꾸 들썩거리고 아픕니다  똑바로 누워도 들썩거리고 옆으로 누워도 들썩거립니다  그것 때문에 식은땀이 나는것 같습니다  저와 같은 증상이 있을때는 어떤 병원에 가야 하나요 ,신경과
