0,1,2
코로나 머리박동,옆으로 누유면 귀가 머리박동을 느낍니다   뷴에    번 이상 정도 뛰는데 코로나 때뮨인건가요  두통도 조금 있는데 관련있을까요,신경과
근육떨림  전신 , 월에 코로나 후휴증인줄알고 대학병원 응급실방문 전신 기운빠짐  시간지나면 회복됨  뇌척수검사  신경전도검사 이상없다고하여 퇴원 하였습니다   이틀후 전신 근육 떨림 증상 나타났는데  초 잠깐 툭 여기저기 이런식으로 맥박처럼 뛰어요  발가락도  개가동시 저절로 움찔하기도하고 발전체가 까딱움직이기도하고요 발전체가 움직일땐 신경전도검사할때처럼 움직입니다 신경전도 검사후 이런증상이 나타날수 있나요  의사샘은 한달지켜보자구 하고요 두달째 이러니 스트레스가 넘 많이 받구있어요  하루도 안거르고 움직입니다 참고로 퇴원후 빙판에서 내리막길에서 뒤로 넘어졌는데 이때문인지 신경전도 검사때문인지 동시에 일어난일이라 원인이 뭔지 모르겠어요 그리고 걷기운동을 하는데 운동한날 근육이 더 심하게 뛰는거 같아요 안좋은생각만나고 식욕도넘 없구 너무 걱정되네요 제나이는 만   세입이다,신경과
됫머리가 찌릿찌릿,뒷머리가 찌릿찌릿해서 잠을깹니다 궁금합니다,신경과
과호흡 증상 전  후 저림,며칠 몸이 추운것처럼 떨리고  저린 증상이 있었고  머리가 좀 어지러웠습니다  그러다 어느 날 속이 안 좋고 어지럼증이 심해지고  저혈당 증상이랑 비슷해서 저녁 넉넉하게 먹고 잠에 들었는데  호흡이 잘 되지 않아 새벽에 깼습니다  호흡이 잘 안되고 정신을 잃을 것 같아서 급하게 구급차 불러 응급실을 가니 과호흡 증상이라고 하더라고요  당시 혈압도 정상이고  혈당 수치도 정상이었고 열도 없었습니다  숨을 깊에 쉬라는 간호사 선생님 말씀에 따랐더니 호흡을 점점 돌아와서 안정제만 맞고 귀가했습니다  하루 자고 일어났는데 호흡을 좀 돌아왔지만 여전히 속이 울렁거리고  얼굴하고 머리까지 전신에 저림 증상은 여전히 남아있는데 원래 과호흡이 온 뒤에 이러나요  처음 있는 일이라 과호흡 증상을 잘 몰라서 문의드립니다  과호흡이 오기 전부터 저리고  어지럼증이 있는건지  그리고 호흡이 돌아온 후에도 원래 저림 증상은 남아있는건지 궁금합니다  좀 쉬면 나아지는지도 알려주세요  감사합니다 ,신경과
어머니께서 숨쉬다가 턱막히시고 현기증과 어지러움을 많이 느끼시고 계십니다,어머니가 고혈압과 갱년기가 있으신데 최근들어 증상이 계속되서 힘들어하십니다 병원가보니 부정맥은 아니라고 하는데 어떤병의 증상인지 알러주세요,신경과
쏠리는듯한 어지러움 내공  ,  대 여자입니다 그냥어지러움증 앉아있다가 휭도는느낌 가끔있었고 다리에 힘빠지는 듯 쓰러질것같은느낌은  달째 입니다  질병은 혈압을 갖고있고 장염에 자주 걸리는편인데 최근에 안좋은일때문에  일정도 잠을 못자고 스트레스를 많이 받았습니다 그러고 나니 왼쪽으로 쏠리는듯한 어지럼증으로 바꼈습니다  혹시 소화기계이상으로도 이럴 수 있는건지 신경과를 가봐야하는건지 알려주세요   원인을 전혀 모르겠습니다  일정도는 푹 잤는데도 몸이 나아지질 않네요,신경과
술취한것처럼 머리가 빙빙 도는 것 같습니다,오늘 하루종일 이상 없다가 오후  시쯤부터 갑자기 술취한느낌이에요   술취해서 알딸딸한 느낌으로 빙빙 도네요 움직일 때 심한 것 같아요 그대로 가만히 있으면 되는데 움직이면 또 어지럽고  그래서 지금 누워있는데 누워있다가 반대방향으로 몸을 돌리면 또 그래요 머리 앞쪽 두통이 아닌 오른쪽 눈쪽과 오른쪽 상단에 두통있어요,신경과
물 마시면 나아지는 두통,저번주부터 온몸의 근육이 녹아내리는 것처럼 살이 아픕니다  속이 맨날 불편해서 씹어넘겨야 되는 음식은 입에 문 순간부터 게워내고 싶다는 생각이 들고  최근 두통약 먹어도 안나아지는 두통이 있어서 너무 괴로워요  물 마시면 잠깐은 나아져서 하루에  리터  아니면 그 이상 정도는 마시는데 화장실을 너무 자주 가서 불편하네요  원래는 없던 수족냉증이 생기고 목근육이 뻣뻣해져서 두통이 더 심해지는데 왜 그러는 걸까요   처음에는 코로나인가 싶었는데 열이 났던 적도 없고 오히려 식은땀을 자주 흘려서 힘들어요 ,신경과
어렸을때 머리를 세게 부딪히면 지능과 기억력에 문제가 생길 수 있나요 ,제가 유치원 때인지 초등학교 저학년 때인지 정확하게 기억은 나지 않지만 어렸을 적에 세면대에 올라가서 장난치다가 떨어졌었습니다  그때 땅에 머리를 세게 부딪혔고 초반에 약간 멍했다가 조금 시간이 지나니 두통이 있었고 이틀 정도 두통이 있었습니다  이때 병원은 가지 않았습니다  지금은   살이 되었는데 어렸을 적에 머리를 세게 부딪히면 지능과 기억력에 문제가 생길 수 있나요  요새 기억력과 이해력이 부족한게 그것 때문이 아닌가라는 생각이 듭니다  그리고   살이 된 지금 mri를 찍으면 그때 다친 부분이 기능을 잘 못 한다던지 덜 발달되어있다던지 하는 점을 알 수 있나요 ,신경과
뇌진탕일까요 ,아침에 일어나자마자 뒷통수가 아팠어요  전날에 넘어졌거나 부딪힌거는 잘 모르겠어요  술을 마셨거든요  계속 아픈건 아니고 갑자기 어지럽고 머리가 아파요  그러다  일 뒤에 이석증인가 싶어 이비인후과를 갔는데  검사를 했지만 병원에서는 어지럽지 않았고 이석증 의심으로 약만 받아왔습니다  약을 복용한지  일 되었는데 약을 먹고 나서는 괜찮지만 조금 지나면 또 어지럽고 시야가 흐려요   저 신경외과 가야 하나요   ,신경과
