0,1,2
시야가 검은색 ,고  여학생입니다 침대에서 일어나 걸으면 눈알이 서서히 끝쪽부터 검은색이 되고 시야가 좁아지는 느낌이랑 안 보이니까 머리도 어지럽고 고개를 떨구게 되는데 왜 이러는 걸까요 막 확 몸을 일으킨 적도 없어요 천천히 일어나서 걷는데 눈알 양 끝쪽에서부터 검은색이 되는 느낌이에요   제 키가    로 매우 작아서 기립성 저혈압은 아닌 것 같아서요   ,신경과
수면 중 어지럼증과 두통,외부 소리에 잠깐 잠이 깼다고 해야하나 의식이 있는데 수면 중에 몸부림을 할 때 머리가 팽팽 돌고 어지러운데 원래 그런건가요     원래 안그랬는데 어제부터 계속 그러네요   바로 일어난 직후에 누워서 폰 만지다가 옆 방향으로 몸을 비틀면 어지러워요   왜 그런지 알 수 있을까요   ,신경과
팔이 저려요,평소에는 팔이 저리거나 그런게 없었는데  운동을 한 후로 부터  팔을 움직일 때 저리는 현상이 생긴거 같아요  왜그럴까요 ,신경과
미주신경성 실신,현재   살 여자구요 전에도 몇번 정신을 잃어서 쓰러진 적이 있었어요 이번에 알바 면접을 보러 갔다가 카페일 하는거 보고 있었는데 갑자기 엄청 어지럽고 서늘해지더니 정신차렸을때 이미 쓰러져 있었고 눈을 떴는데도 앞이 안 보이고 손이랑 다리가  분동안 계속 저리더라구요    그래서 결국 알바도 안 될 것 같고   전에 미주신경성 실신을 진단 받은적이 있긴한데 이때까지 쓰러질땐 제가 혼났거나 불안할 때 쓰러졌었는데 이번엔 혼나거나 불안하지는 않았구요    혹시 긴장을 많이 하거나   분 동안 서 있으면 쓰러지나요    제가 춤을  년 동안 췄고 꿈이 댄서일만큼 춤을 계속 춰서 체력 문제라고는 생각을 안 하는데    일상생활도 안 될 것 같아서 질문 남깁니다      ,신경과
머리 오른쪽부분이 갑자기 아파요,원래 안그랬다가 갑자기 요 몇일전부터 오른쪽머리가 엄청 칼로쑤시는듯한 두통이 오더라구요 머리 전체가 아픈것도아니구 오른쪽만요  이런두통은 첨이라서 혹시 제 머리에 무슨 문제있나 싶고 좀 무서워서요   원인이 뭘까요    ,신경과
 일째 왼쪽 옆머리 아픔, 일째 왼쪽 옆머리 그니까 귀모양부분으로 이마 중간부분 높이까비 딱 귀의 처음부터 끝까지 이마 중간부분의 높이만큼이 아파요  일째라서 좀 무섭기도하고 욱신거려서 신겅도 쓰여요 이런증상은 처음겪어봅니다 무슨일일까요  답해주세요   병원가야할까요 ,신경과
두통,자고 일어니면 머리가 살짝 아프고 앞이 흐릿흐릿 해서 안보여요   무슨 증상일까요 ,신경과
오른쪽관자놀이통증,어제자고일어났을때부터 지금까지 오른쪽관자놀이가 아파요 지끈지끈하다가 안아팟다가 갑자기 쿡쿡찌르듯이 아프고 턱이나목아픈건아닌데 왜이럴까여,신경과
머리가 두근거려요,오른쪽 귀 바로 위에 둥그런 곡선 쪽 머리가 계속 두근거려요 아프진 않은데 느낌이 불쾌해요 갑자기 두근두근두근 거렸다가 또 괜찮아지고 반복하네요 손을 대보면 움직이는 게 느껴질 정도예요 이거 문제가 있는 건가요 ,신경과
어지러움 지속,수요일 기상후부터 어지러움이 계속되고 있어요 몸을 가만히 있으면 괜찮습니다 세상이 빙빙도는 느낌은 아니고 중심이 잘 안잡히는 느낌 머리 몸이 무거운 느낌이고 눈이 약간 피곤하기도 한데 안과 문제는 없다고 합니다 피검사 결과가 열흘은 걸린다는데 그전에 mri찍어야할까요  뇌출혈 증상과 혹시 비슷한 점이 있을까요 ,신경과
